date,THE HONGKONG AND SHANGHAI BANKING,CHINA PA SECURITIES (HONG KONG) CO LTD,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIC SECURITIES BROKERAGE (HK) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-05-28,9.66898702538947,78.73579203799662,3.0450008605280536,3.6930617271043085,1.6519279816336119,1.2030221831736063,0.0,1.1912740052973165,0.0,0.8109341788770201
2024-05-29,9.697356735850777,78.72231724228311,3.0315692252602515,3.6924296987593586,1.651645271680365,1.2028162986865454,0.0,1.1910701313862948,0.0,0.8107953960932995
2024-05-30,9.694669658479524,78.70294053650677,3.0308230350187,3.6915208443661056,1.6725508518494798,1.2025202375651367,0.0,1.1943790092442714,0.0,0.8105958269700158
2024-06-03,9.697600313317766,78.6901854751564,3.0303318420151064,3.6909225747903425,1.684884912456453,1.201424984061721,0.0,1.1941854411585728,0.0,0.8104644570436461
2024-06-04,9.697716733243729,78.69113015273344,3.030368221222054,3.6909668844049914,1.6846050139367525,1.2005390303863728,0.0,1.1941997773836341,0.0,0.8104741866890262
2024-06-05,9.697716733243729,78.69113015273344,3.030368221222054,3.6909668844049914,1.685205265144284,1.1999387791788414,0.0,1.1941997773836341,0.0,0.8104741866890262
2024-06-06,9.697571208773024,78.6899493093061,3.030322747349847,3.690911497552909,1.6866805823617053,1.1999207728315207,0.0,1.1941818571560898,0.0,0.8104620246688019
2024-06-07,9.697513000207634,78.68947698185819,3.030304558183096,3.69088934327751,1.687270696851081,1.1999135704439057,0.0,1.194174689215662,0.0,0.8104571599629139
2024-06-11,9.697513000207634,78.68947698185819,3.030304558183096,3.69088934327751,1.6887712933441896,1.1984129739507974,0.0,1.194174689215662,0.0,0.8104571599629139
2024-06-12,9.694836161372951,78.66775604703074,3.04747027982888,3.6898705340293665,1.6919055732947779,1.1980821717761996,0.0,1.1938450569497998,0.0,0.8162341757172864
2024-06-13,9.670339997651196,78.66374370858644,3.0473148478860352,3.689682337363513,1.7209213318375798,1.1980210652771863,0.0,1.193784166558879,0.0,0.8161925448391814
2024-06-14,10.075030890968579,78.31131793047224,3.0336624045138554,3.6731519879619303,1.7132113372345648,1.192653745007106,0.0,1.188435828252499,0.0,0.8125358755892211
2024-06-17,10.076746415695744,78.32465238113355,3.0341789610311647,3.673777433494573,1.6964755655898378,1.192856823986481,0.0,1.1886381890265831,0.0,0.8126742300420629
2024-06-18,9.989512238698449,78.36679100112947,3.03581134764702,3.6757539237375974,1.6967904913450953,1.1911074716311694,0.0,1.2311220774793812,0.0,0.8131114483318239
2024-06-19,9.993098489149839,78.3714758690191,3.0359928323667575,3.675973665050308,1.693603956698833,1.1911786775728146,0.0,1.2255164529589155,0.0,0.8131600571834346
2024-06-20,9.932015459743056,78.42492298029481,3.0422508370541856,3.6784805742458277,1.6908705124242762,1.1919910274567938,0.0,1.2257539996311133,0.0,0.8137146091499419
2024-06-21,9.917440608259913,78.40428563458953,3.0414502754487605,3.6775125901867307,1.6913226583362688,1.19227542081878,0.0,1.2550355723191866,0.0,0.8206772400408368
2024-06-24,9.917292329076519,78.40311338421691,3.041404801643472,3.6774576063874487,1.6927925063517546,1.1922575946847236,0.0,1.2550168078357735,0.0,0.8206649698034045
2024-06-26,9.91720336369476,78.40241005081884,3.0413775180129927,3.6774246168970715,1.6936743940640635,1.1922468992601514,0.0,1.2550055494150556,0.0,0.8206576078370621
2024-06-27,9.914861182949712,78.38389347830824,3.040659225204035,3.7243887165838694,1.6929754392223433,1.1919653221230917,0.0,1.2307928453608312,0.0,0.8204637902478826
2024-07-02,9.91139441544889,78.35648626307,3.0395960475771884,3.7230864704379245,1.6929811827278312,1.191249697803606,0.0,1.2650290108538234,0.0,0.8201769120807407
2024-07-03,9.905173378503433,78.38529949335509,3.0407137671824094,3.7244555229945164,1.6436775432080313,1.1916877438864104,0.0,1.2876171659870845,0.0,0.8213753848830312
2024-07-04,9.882424360963633,78.40405118171068,3.047421794443,3.725346504207996,1.644070751236151,1.19197282485612,0.0,1.2720765688902484,0.0,0.8326360136921609
2024-07-08,9.880060807817825,78.38529949335509,3.046692950678983,3.7244555229945164,1.6436775432080313,1.215604477872704,0.0,1.2717723297211652,0.0,0.832436874351692
2024-07-09,9.849687242277005,78.40053455678128,3.0472851096761895,3.7251794127606797,1.6439970104013042,1.215840744257361,0.0,1.2779998585767869,0.0,0.8394760652693964
2024-07-10,9.815063765907036,78.38670555884377,3.0467476018679207,3.724522331801893,1.6437070272858239,1.2813984814849708,0.0,1.2625272419476232,0.0,0.839327990860965
2024-07-15,9.816090897983486,78.39490861300287,3.047066439551034,3.7249120976197925,1.6334141849933563,1.2815325779630415,0.0,1.2626593635780605,0.0,0.8394158253083652
2024-07-16,9.813156805081237,78.3714758690191,3.0706659807919365,3.7237986973609,1.6362139179261228,1.2811495196071154,0.0,1.2643742917112715,0.0,0.8391649185023189
2024-07-17,9.812570196972837,78.36679100112947,3.0764601950704713,3.723576097176952,1.6361161087939142,1.281072935413955,0.0,1.2642987103029335,0.0,0.8391147551394729
2024-07-18,10.19586582452272,78.03373296408981,3.0633852716174226,3.7077509379500584,1.6291626325496718,1.2756283889201798,0.0,1.258925454089352,0.0,0.8355485262607921
2024-07-22,10.289377388908463,77.9297503496234,3.0593032061111214,3.7028102331846493,1.6275861611449043,1.2991924170701308,0.0,1.2572478929223787,0.0,0.8347323510349537
2024-07-23,10.288765779967674,77.9251181420305,3.065065439786128,3.7025901351399333,1.627489416102864,1.2991151920186967,0.0,1.2571731610874937,0.0,0.8346827338667073
2024-07-24,10.288765779967674,77.9251181420305,3.0591213586462347,3.7025901351399333,1.627489416102864,1.2991151920186967,0.0,1.2571731610874937,0.0,0.8406268150066007
2024-07-25,10.277014938377972,77.89687359646122,3.0639544837484474,3.70124810347813,1.6652249472908025,1.2986443179396374,0.0,1.2567174892132196,0.0,0.8403221234905747
2024-07-26,10.277564555191718,77.90103953683627,3.064118344646862,3.701446046966751,1.6599659838594023,1.2987137696974187,0.0,1.2567846987158173,0.0,0.8403670640857573
2024-07-29,10.276801214380962,77.89525362886562,3.0638907647986504,3.7011711311721305,1.6672699478376831,1.2986173109287507,0.0,1.2566913541256948,0.0,0.8403046478905015
2024-07-31,10.268132554628854,77.89710502590388,3.063963586671912,3.7012590997831953,1.6738457138863139,1.2986481761757493,0.0,1.2567212228858906,0.0,0.8403246200642074
2024-08-01,10.235889122108155,77.94341857120067,3.0657852592014865,3.7034596748997672,1.6537344513660301,1.2994202844731233,0.0,1.257468403609259,0.0,0.840824233141515
2024-08-02,10.238537097073145,77.96358215626887,3.066578363006887,3.7044177419895923,1.6282927485528669,1.299756438210355,0.0,1.257793704597996,0.0,0.841041750300284
2024-08-05,10.239389610345352,77.97007380521312,3.054938681436127,3.7047261908686555,1.6284283285840777,1.2998646626181685,0.0,1.2614669411712305,0.0,0.8411117797632641
2024-08-06,10.22404103623265,77.96868264657655,3.0548841745705637,3.7046600903561764,1.646836226883265,1.299841470156452,0.0,1.2599575827563008,0.0,0.8410967724680338
2024-08-07,6.820071233731942,52.01601204602585,34.140077315023184,2.471526224957441,1.0990667808093146,0.8671759900838941,1.1843734082006514,0.8405678610630084,0.0,0.5611291401047124
2024-08-08,6.8193317985187,52.01642482237661,34.1403482357642,2.4715458379099875,1.0990755025232095,0.8671828716137647,1.184382806870679,0.8405745314423898,0.0,0.5611335929804643
2024-08-12,52.37139427015733,26.590129905821257,17.448052034754294,1.2634225655190998,0.5617319009672196,0.4432927731394899,0.6054413159007583,0.42969093056474267,0.0,0.2868443031757957
2024-08-16,52.3748998903725,26.591909787724738,17.4492199670727,1.263507136108592,0.5550757328879508,0.4433224461342308,0.6054818427445763,0.4297196930835461,0.0,0.286863503871172
2024-08-19,52.365237584266566,26.59730482462164,17.45276011090953,1.2637634797737602,0.5551883481188015,0.44341238856308274,0.605604684500136,0.42980687574992904,0.0,0.28692170349655105
2024-08-20,52.36116950777664,26.598330129121457,17.45951961450747,1.2638121968295317,0.5540938526358812,0.4437338174440435,0.6056280300688779,0.42464973766638564,0.0,0.2890631139497092
2024-08-21,52.36538088925444,26.60005713644643,17.460653246510624,1.2638942550982546,0.5541298294862165,0.44376262870961336,0.6056673529902439,0.4173727789282854,0.0,0.28908188257588785
2024-08-22,52.36708096463464,26.600920724211502,17.461220117718327,1.263935288228727,0.5541478196634011,0.4437770357454624,0.6056870163658925,0.4141397656290742,0.0,0.2890912678029803
2024-08-23,52.3646755245416,26.60011110903901,17.46068867488279,1.2638968195908549,0.5557541862184077,0.444067885193262,0.6056685819138178,0.41605474948552207,0.0,0.28908246913472835
2024-08-28,52.3644630253117,26.600003164072877,17.46061781828223,1.2638916906160613,0.5561577373803726,0.44406608313714907,0.6056661240716571,0.41605306110852025,0.0,0.28908129601942767
2024-08-29,52.35574613539823,26.601811357825895,17.461804742203558,1.2639776064351447,0.5698924420697941,0.444096269506395,0.6057072955593147,0.40786320404496573,0.0,0.28910094695669836
2024-09-02,52.35554321838129,26.601811357825895,17.461804742203558,1.2639776064351447,0.5698924420697941,0.4442991865233329,0.6057072955593147,0.40786320404496573,0.0,0.28910094695669836
2024-09-03,52.352201698330205,26.600165081850612,17.460724103398725,1.263899384093862,0.5761472120224236,0.44427169068604677,0.6056698108423787,0.4078379630797927,0.0,0.2890830556959491
2024-09-04,52.351883025414736,26.600003164072877,17.46061781828223,1.2638916906160613,0.5767524146310504,0.4442689863612937,0.6056661240716571,0.4078354805306636,0.0,0.28908129601942767
2024-09-05,52.354538751592564,26.601352539122075,17.461503567125273,1.2639558057931042,0.5717088344188791,0.44429152340693356,0.6056968485325125,0.40785616936360136,0.0,0.2890959606450532
2024-09-10,52.35039268118295,26.60208125857456,17.461981908867497,1.2639904306935263,0.5745653629138372,0.44430369436234657,0.6057134410375433,0.40786734220618504,0.0,0.28910388016154576
2024-09-11,52.35421720215434,26.604024705651934,17.46325761498147,1.2640827730363862,0.56730171807026,0.4443361535037154,0.6057576921623058,0.4078971394459748,0.0,0.2891250009936151
2024-09-12,52.355279668264366,26.604564602457785,17.463612010871202,1.264108426081707,0.5652838505936945,0.44434517077357033,0.6057699852888809,0.40790541722969875,0.0,0.2891308684390958
2024-09-13,52.36476393122484,26.605671459418506,17.464338567415254,1.264161018079788,0.5528261612909575,0.444363657320995,0.6057951877582629,0.40893712004452254,0.0,0.2891428974468647
2024-09-16,52.32476566110957,26.609532681427062,17.468902887231103,1.2643444829606802,0.5528049037665714,0.4522427195487611,0.6058831054684104,0.4323386983744436,0.0,0.289184860113394
2024-09-17,52.32476566110957,26.609532681427062,17.46910586314583,1.2643444829606802,0.5526019278518417,0.4522427195487611,0.6058831054684104,0.4323386983744436,0.0,0.289184860113394
2024-09-19,52.23751395245214,26.658231491726063,17.50107653631426,1.2666583932749065,0.5536132592712056,0.45307038092380597,0.6069919481816525,0.43312993287334,0.0,0.2897141049826147
2024-09-20,52.22961504065105,26.6501026486477,17.495739966823134,1.2662721535756971,0.5759074815384705,0.4529322270469771,0.6068068592983884,0.43299785939885005,0.0,0.2896257630197308
2024-09-23,52.08158539698028,26.678928211303482,17.51466389200541,1.267641792101424,0.5541448220474815,0.5559887832052384,0.6074632000777569,0.44964487121333463,0.0,0.28993903106558866
2024-09-24,52.05369553336704,26.676159554527313,17.510811432872828,1.2675102401511482,0.5616162278081137,0.5722098156472145,0.6074001594229056,0.4557027326725619,0.0,0.2948943035308745
2024-09-25,52.04617377299259,26.675589608287787,17.5084025098329,1.2674831593154134,0.5681155820407929,0.5721975901680566,0.6073871820887417,0.4597625922711932,0.0,0.29488800300253154
2024-09-26,52.04236152817033,26.673635691774955,17.51729331000467,1.267390319520264,0.5621734873038143,0.5721556782052303,0.6073426925812109,0.4627808892046782,0.0,0.2948664032348427
2024-09-27,52.04702101435754,26.676023850832674,17.51886167823045,1.2675037922281545,0.5695492119322143,0.5722069047714593,0.6073970695311396,0.44654367473570716,0.0,0.29489280338065854
2024-09-30,52.06004204793824,26.6806114011763,17.52828526593011,1.2677217683961957,0.5617099530430628,0.5362826052810166,0.6075015253020081,0.4629019160132052,0.0,0.29494351691986687
2024-10-02,52.089470152947136,26.691780237144048,17.540916509926234,1.2682524525050065,0.5717180499383867,0.4887413598422542,0.6077558330007423,0.4462984207496238,0.0,0.2950669839465664
2024-10-03,52.11789322539323,26.671524806686577,17.515907035045228,1.267290021407268,0.6073963533867913,0.4824704568100106,0.6072946289933251,0.43538040403541567,0.0,0.29484306824216133
2024-10-04,51.83141803267297,26.6475621559432,17.59865249601533,1.2661514427773004,0.6536018270962926,0.6498330721666729,0.701369337395664,0.3568334652363681,0.0,0.294578170696198
2024-10-07,51.82993013236955,26.64883510444852,17.599696455698318,1.2662119265685439,0.6441807289466599,0.6497624767018338,0.7014028416631272,0.36538809096927144,0.0,0.29459224263418216
2024-10-08,51.76418905998258,26.67524233298681,17.614186169284533,1.2674666586268777,0.5759420560904321,0.6503046096593258,0.7243786326380282,0.3659536434830038,0.0,0.36233683724841365
2024-10-09,51.768194932262034,26.66430979411551,17.61459446492503,1.2669472021083374,0.6058082880996987,0.6392582210366093,0.7240817544518808,0.3428201677327655,0.0,0.37398517526812775
2024-10-10,51.655246832576,26.65052972302687,17.6689173266744,1.2662924458950544,0.6668883759654544,0.6329308386358871,0.7444429912469117,0.32637990782275167,0.017933920329003632,0.3704376378276635
2024-10-14,51.680110208797736,26.659580437974196,17.720266582065534,1.266722488077587,0.6066159475269519,0.6474825027395126,0.7446958095352657,0.28602257130293585,0.01794001081960448,0.3705634411606771
2024-10-15,51.69179220458675,26.66581654122692,17.697358738962986,1.2670187947747829,0.6082833840566347,0.6520071720363807,0.7448700058235734,0.2842588293660415,0.017944207275737256,0.37065012189018604
2024-10-16,51.69110877881605,26.665463988037263,17.699158784797305,1.2670020433088462,0.6081736405632926,0.6513883440751443,0.7448601577735042,0.2842550711328433,0.017943970032392346,0.3706452214633599
2024-10-17,51.74426780347393,26.66654879687091,17.698149832856913,1.2670535876963527,0.6153177614423332,0.5909001219708293,0.7448904602981237,0.28426663524484647,0.017944700031960723,0.37066030011380346
2024-10-18,51.66497124008201,26.670346322972545,17.778994510518842,1.2672340260840906,0.5950614077739409,0.6591366029640511,0.744996538553221,0.23059901049974768,0.017947255498259585,0.37071308505328865
2024-10-21,51.67409197327763,26.66980375302498,17.77863282237267,1.2672082460251908,0.5987111439620821,0.6578008619926912,0.7449813826670556,0.22011738286339547,0.017946890387084923,0.37070554342721884
2024-10-22,51.70386147769324,26.658929882211112,17.81185126925687,1.2666915771029466,0.6067028210438694,0.6178788828309483,0.7446776372256241,0.20091248104284998,0.017939573041618605,0.3705543985509183
2024-10-23,51.67691320799332,26.65724942676857,17.810728492666083,1.266611730733862,0.6334037735264666,0.6178399346084925,0.7446306961970852,0.20415325477385954,0.01793844221403896,0.3705310405182233
2024-10-24,51.6672715141124,26.65752045363933,17.81090957609041,1.266624608499619,0.6529310418114834,0.6074757761566778,0.7446382669304429,0.20415533042003406,0.01793862459594122,0.37053480774367187
2024-10-25,51.674153942251664,26.661071414692945,17.703391643388436,1.2667933314182476,0.6674572191038018,0.5836608327489117,0.7447374577568929,0.20519937052886536,0.12295062263752786,0.3705841654727073
2024-10-28,51.68416001477182,26.664135217493453,17.705426059037073,1.2669389071490988,0.6705848073900634,0.5651174987431569,0.7448230405406163,0.20522295136687108,0.12296475171944289,0.3706267517884011
2024-10-29,51.55055856975312,26.691741162899035,17.723756862612046,1.2682505959032129,0.6596737073044211,0.6598689625776634,0.7455941716508613,0.20645343802675403,0.12309205973806377,0.3710104695348145
2024-10-30,51.559085086796294,26.699161342814726,17.72827666540354,1.268603163670986,0.6757425420751766,0.6225790372753435,0.74580144336326,0.20651083112243188,0.12312627875824214,0.37111360871999355
2024-10-31,51.56605758633659,26.701717231467974,17.72997377867946,1.26872460600357,0.6732612416886913,0.6135749166166309,0.7458728383191613,0.20653060023365089,0.12313806553516575,0.37114913511909714
2024-11-01,51.51523663508479,26.723216925773524,17.74424960270166,1.2697461579491076,0.6388442481578618,0.6608509444523336,0.7464734003682483,0.20669689458585574,0.12323721386871422,0.3714479770579004
2024-11-04,51.53945287610849,26.73577895410287,17.75055141615304,1.2703430392022719,0.6383287998936451,0.6157851884338867,0.7468243019841942,0.20801769197812073,0.12329514511913774,0.3716225870243442
2024-11-05,51.53574812055254,26.74630635654429,17.755398619803476,1.2708432457769634,0.6380700983422403,0.6033029797079958,0.747118369345894,0.20809960041857237,0.12334369345632927,0.371768916051699
2024-11-06,51.424468264659005,26.758999345457017,17.763824795545947,1.2714463495855204,0.6267382929981536,0.7035040894076579,0.7474729291513561,0.20819835820163388,0.12340222864667016,0.37194534634703164
2024-11-07,51.44725455505558,26.76894377218484,17.770426352345755,1.27191885623267,0.6351388829945496,0.6547594777954058,0.7477507119517892,0.2082757308003345,0.1234480885237524,0.37208357211533294
2024-11-08,51.24477686593717,26.793755063594137,17.790984824233476,1.2730977577858857,0.6413480549131606,0.8011923056840271,0.7484437785506673,0.2084687750195742,0.12356250867138131,0.37437006561051916
2024-11-11,51.258395990964836,26.800875935661278,17.801335040483988,1.2734361040251734,0.6465271724954613,0.7641979799862091,0.7486426895425705,0.20852417895505787,0.12359534739870626,0.374469560486719
2024-11-12,51.28707078189936,26.808384336618218,17.812456956833717,1.2737928635909808,0.626770257891606,0.7494841036625411,0.7488524255788128,0.19498383063609995,0.1236299732604471,0.37457447002822253
2024-11-13,51.30018392607114,26.815238738779613,17.81721581374922,1.2741185485874256,0.6282600539997238,0.7261530544827691,0.7490438931294119,0.19145414635967492,0.1236615831308999,0.3746702417101234
2024-11-14,51.216896763081785,26.81441602545745,17.830066455377043,1.2740794575946452,0.637445022335509,0.7823789324692154,0.7490209118538855,0.19635720245213822,0.12365778909300701,0.3756814402853162
2024-11-15,51.19914558379497,26.896446483917746,17.85736907223172,1.276030415172968,0.6408793452131735,0.6822776722052736,0.7501678638870518,0.19757971182934503,0.1238471423545415,0.37625670939321276
2024-11-18,51.20474333213206,26.90228261726834,17.853048002466167,1.2763072950078869,0.6405061655910302,0.6684927608091726,0.7503306392816227,0.20407682051460846,0.12387401536314892,0.3763383515659581
2024-11-19,51.064612093170744,26.918277446362165,17.865712765509983,1.2770661271614734,0.6423221079593677,0.7763197665035921,0.7507767505098004,0.20440317319996476,0.1239476650133696,0.3765621046095339
2024-11-20,51.06424817278058,26.932882427044557,17.87745741405658,1.2777590216512673,0.6553886377903677,0.7271693860324164,0.7511840975237329,0.21230899534054165,0.12401491497974486,0.37758693280021116
2024-11-21,51.08290453921526,26.94283061017234,17.880777516388264,1.2782309867584183,0.6474225090046519,0.7021977365501678,0.7514615619572219,0.2123874157907495,0.12406072229680931,0.3777264018661134
2024-11-22,50.99588025650847,26.961807785026586,17.916987060221086,1.27913130837981,0.6437715254814996,0.7283610504320798,0.7519908536884375,0.21992960248506735,0.12414810443024712,0.3779924533467092
2024-11-25,50.99902204772586,26.963468867656754,17.91809090296887,1.2792101140301946,0.6479184358296899,0.7181378028169514,0.7520371828869491,0.2199431520677014,0.124155753036805,0.3780157409802237
