date,CITIBANK N.A.,HUNG SING SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,SILVERBRICKS SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,FOUNDER SECURITIES (HONG KONG) LTD,SUNHIGH FINANCIAL HOLDINGS LTD,TOTAL_CCASS_PCT
2024-03-04,0.0,0.08102724541126954,0.0,0.0,0.0,0.0,0.0,0.0,0.08102724541126954
2024-03-18,17.972105620514895,0.08102724541126954,0.0,0.0,0.0,0.531928861079538,0.0,0.0,18.585061727005705
2024-03-19,17.95409956597906,0.08102724541126954,0.0,0.0,0.0,0.531928861079538,0.0,0.0,18.567055672469866
2024-04-12,17.95409956597906,0.08102724541126954,0.0,0.0,0.0,0.5296781042625583,0.0,0.0,18.56480491565289
2024-04-16,17.92784073644763,0.08102724541126954,0.0,0.0,0.0,0.5296781042625583,0.0,0.0,18.538546086121457
2024-04-17,17.92784073644763,0.08252774995592269,0.0,0.0,0.0,0.5296781042625583,2.4780832554946604,0.0,21.01812984616077
2024-04-26,17.92784073644763,0.08252774995592269,0.32185822482809845,0.0,0.0,0.5296781042625583,2.4780832554946604,0.0,21.33998807098887
2024-05-09,17.92784073644763,0.08327800222824924,0.32185822482809845,0.0,0.0,0.5296781042625583,2.4780832554946604,0.0,21.340738323261196
2024-05-10,17.92784073644763,0.08327800222824924,0.32185822482809845,4.008804210415752,0.0,0.5304283565348848,2.4780832554946604,0.0,25.350292785949275
2024-05-21,17.92784073644763,0.08327800222824924,0.31210494528785304,4.008053958143426,0.0,0.5304283565348848,2.4780832554946604,0.0,25.3397892541367
2024-05-27,17.92784073644763,0.08402825450057583,0.31210494528785304,4.008053958143426,0.0,0.5304283565348848,2.4780832554946604,0.0,25.340539506409034
2024-05-28,17.92784073644763,0.08402825450057583,0.31210494528785304,4.008053958143426,0.0,0.531928861079538,2.4780832554946604,0.0,25.34204001095368
2024-06-05,17.92784073644763,0.08402825450057583,0.31210494528785304,4.008053958143426,0.0,0.5274273474455786,2.4780832554946604,0.0,25.337538497319724
2024-06-06,17.92784073644763,0.08402825450057583,0.31435570210483277,4.008053958143426,0.0,0.5026690224588017,2.4780832554946604,0.0,25.315030929149927
2024-06-11,17.92784073644763,0.08402825450057583,0.3151059543771593,4.008053958143426,0.0,0.500418265641822,2.4780832554946604,0.0,25.313530424605275
2024-07-02,17.92784073644763,0.08552875904522896,0.3151059543771593,4.008053958143426,0.0,0.500418265641822,2.4780832554946604,0.0,25.315030929149927
2024-07-03,17.92784073644763,0.08552875904522896,0.2775933407608308,4.008053958143426,0.0,0.49666700428018923,2.4780832554946604,0.0,25.273767054171962
2024-07-29,17.92784073644763,0.08552875904522896,0.27684308848850425,4.008053958143426,0.0,0.49666700428018923,2.4780832554946604,0.0,25.27301680189964
2024-07-31,17.92784073644763,0.08552875904522896,0.27684308848850425,4.008053958143426,0.0,0.4974172565525158,2.4780832554946604,0.0,25.273767054171962
2024-08-02,17.92784073644763,0.08627901131755553,0.27684308848850425,4.008053958143426,0.0,0.4974172565525158,2.4780832554946604,0.0,25.274517306444295
2024-08-05,17.92784073644763,0.08777951586220867,0.27834359303315737,4.008053958143426,0.0,0.4974172565525158,2.4780832554946604,0.0,25.277518315533598
2024-08-06,17.92784073644763,0.08928002040686181,0.27834359303315737,4.008053958143426,0.0,0.4974172565525158,2.4780832554946604,0.0,25.279018820078253
2024-08-07,17.92784073644763,0.08928002040686181,0.27834359303315737,4.008053958143426,0.0,0.4974172565525158,2.4758324986776805,0.0,25.276768063261272
2024-08-09,17.92784073644763,0.08928002040686181,0.2775933407608308,4.008053958143426,0.0,0.4974172565525158,2.472831489588374,0.0,25.27301680189964
2024-08-13,17.92784073644763,0.08928002040686181,0.2775933407608308,4.008053958143426,0.0,0.4996680133694955,2.4705807327713942,0.0,25.27301680189964
2024-08-15,17.92784073644763,0.08928002040686181,0.2775933407608308,4.008053958143426,0.0,0.4996680133694955,2.4683299759544144,0.0,25.27076604508266
2024-08-16,17.92784073644763,0.08928002040686181,0.27684308848850425,4.014055976322038,0.0,0.4996680133694955,2.4683299759544144,0.0,25.276017810988943
2024-08-19,17.92784073644763,0.08928002040686181,0.2790938453054839,4.014055976322038,0.0,0.4996680133694955,2.466079219137435,0.0,25.276017810988943
2024-08-23,17.92784073644763,0.08928002040686181,0.28209485439479026,4.014055976322038,0.0,0.4996680133694955,2.463828462320455,0.0,25.276768063261272
2024-08-26,17.92784073644763,0.08928002040686181,0.2828451066671168,4.034312787674856,0.0,0.4996680133694955,2.4615777055034758,0.0,25.295524370069433
2024-08-28,17.92784073644763,0.08928002040686181,0.2828451066671168,4.034312787674856,0.0,0.4996680133694955,2.459326948686496,0.0,25.293273613252452
2024-08-30,17.92784073644763,0.08928002040686181,0.28209485439479026,4.034312787674856,0.0,0.4996680133694955,2.457076191869516,0.0,25.29027260416315
2024-09-03,17.92784073644763,0.08928002040686181,0.28209485439479026,4.034312787674856,0.0,0.4996680133694955,2.4548254350525363,0.0,25.28802184734617
2024-09-05,17.92784073644763,0.08928002040686181,0.2813446021224637,4.034312787674856,0.0,0.4996680133694955,2.452574678235557,0.0,25.285020838256866
2024-09-10,17.92784073644763,0.08928002040686181,0.2835953589394434,4.034312787674856,0.0,0.4996680133694955,2.450323921418577,0.0,25.285020838256866
2024-09-11,17.92784073644763,0.08928002040686181,0.2828451066671168,4.034312787674856,0.0,0.4996680133694955,2.448073164601597,0.0,25.282019829167556
2024-09-13,17.92784073644763,0.08928002040686181,0.28434561121176993,4.034312787674856,0.0,0.4996680133694955,2.4458224077846173,0.0,25.281269576895234
2024-09-17,17.92784073644763,0.08928002040686181,0.28434561121176993,4.034312787674856,0.0,0.4996680133694955,2.4435716509676375,0.0,25.279018820078253
2024-09-20,17.92784073644763,0.08928002040686181,0.2835953589394434,4.034312787674856,0.0,0.4996680133694955,2.441320894150658,0.0,25.276017810988943
2024-09-23,17.92784073644763,0.08852976813453524,0.2835953589394434,4.034312787674856,0.0,0.4996680133694955,2.441320894150658,0.0,25.275267558716617
2024-09-24,17.92784073644763,0.08852976813453524,0.2828451066671168,4.034312787674856,0.0,0.4996680133694955,2.4390701373336787,0.0,25.272266549627314
2024-09-26,17.92784073644763,0.08852976813453524,0.28209485439479026,4.034312787674856,0.0,0.4996680133694955,2.436819380516699,0.0,25.269265540538004
2024-09-30,17.92784073644763,0.08852976813453524,0.28209485439479026,4.034312787674856,0.0,0.4996680133694955,2.4360691282443723,0.0,25.268515288265682
2024-10-03,17.92784073644763,0.08852976813453524,0.2828451066671168,4.034312787674856,0.0,0.5026690224588017,2.4338183714273924,0.0,25.27001579281033
2024-10-04,17.92784073644763,0.08852976813453524,0.2925983862073622,4.016306733139018,0.0,0.504169527003455,2.4338183714273924,0.0,25.26326352235939
2024-10-07,17.92784073644763,0.08852976813453524,0.2925983862073622,4.016306733139018,0.0,0.5056700315481081,2.4315676146104126,0.0,25.262513270087066
2024-10-08,17.927090484175302,0.08852976813453524,0.25808678168034005,4.212872828488579,0.0,0.5904485383210104,2.4315676146104126,0.0,25.508596015410184
2024-10-09,17.927090484175302,0.08852976813453524,0.29184813393503567,4.207621062582293,0.0,0.5356801224411708,2.4293168577934328,0.0,25.48008642906177
2024-10-10,17.927090484175302,0.08852976813453524,0.28959737711805594,4.216624089850212,0.0,0.5356801224411708,2.4293168577934328,0.0,25.48683869951271
2024-10-14,17.927090484175302,0.08852976813453524,0.2888471248457294,4.216624089850212,0.0,0.5386811315304771,2.4293168577934328,0.0,25.48908945632969
2024-10-15,17.927090484175302,0.08852976813453524,0.28059434985013715,4.216624089850212,0.0,0.5394313838028038,2.4270661009764534,0.0,25.479336176789445
