date,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,TIGER BROKERS (HK) GLOBAL LTD,BRIGHT SMART SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,MIB SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-12-17,4.05,1.80902,1.2068,1.3596000000000001,1.1856,1.9911999999999999,0.9844,0.8268,0.5668000000000001,0.418,14.39822
2024-12-18,4.090400000000001,1.80902,1.2068,1.3592,1.1856,1.9916,0.9844,0.8135999999999999,0.5796,0.418,14.43822
2024-12-19,4.128,1.80902,1.2068,1.3592,1.1856,1.9916,0.9844,0.8135999999999999,0.58,0.418,14.476220000000001
2024-12-20,4.1264,1.80902,1.2068,1.3592,1.1856,1.9916,0.9844,0.8151999999999999,0.58,0.418,14.476220000000001
2024-12-23,4.1324,1.80902,1.2068,1.3592,1.1856,1.9916,0.984,0.8151999999999999,0.5804,0.418,14.482220000000002
2024-12-27,4.1304,1.80902,1.2068,1.3592,1.1856,1.9911999999999999,0.9776,0.8151999999999999,0.5812,0.418,14.474219999999999
2024-12-30,4.1392,1.8086200000000001,1.2068,1.3592,1.1856,1.9892,0.9776,0.8151999999999999,0.5812,0.418,14.48062
2025-01-02,4.1388,1.8086200000000001,1.2068,1.3592,1.1856,1.9892,0.9776,0.8151999999999999,0.5812,0.418,14.48022
2025-01-03,4.1532,1.8086200000000001,1.2068,1.3592,1.1856,1.9892,0.9780000000000001,0.8151999999999999,0.5816,0.418,14.495420000000001
2025-01-06,4.1508,1.8086200000000001,1.2068,1.3592,1.1856,1.9892,0.9780000000000001,0.8151999999999999,0.584,0.418,14.495420000000001
2025-01-07,4.1608,1.8086200000000001,1.2068,1.3592,1.1856,1.9892,0.9780000000000001,0.8151999999999999,0.5848,0.418,14.50622
2025-01-08,4.1916,1.8086200000000001,1.2068,1.3592,1.1856,1.9892,0.9783999999999999,0.8252,0.5788,0.418,14.541419999999999
2025-01-09,4.22,1.80822,1.2068,1.3592,1.1936,1.9884,0.9783999999999999,0.8252,0.5792,0.418,14.57702
2025-01-10,4.222,1.80822,1.2068,1.3524,1.1936,1.9884,0.9783999999999999,0.8252,0.5796,0.418,14.57262
2025-01-13,4.2196,1.80822,1.2068,1.3524,1.1936,1.9884,0.9783999999999999,0.8252,0.58,0.418,14.570620000000002
2025-01-14,4.24,1.80822,1.2068,1.3524,1.1936,1.9564000000000001,0.9783999999999999,0.8252,0.5812,0.418,14.56022
2025-01-15,4.24,1.80822,1.2068,1.3524,1.1936,1.9564000000000001,0.9783999999999999,0.8252,0.5816,0.418,14.560619999999998
2025-01-16,4.2656,1.80822,1.2068,1.3524,1.1936,1.9564000000000001,0.9788,0.8156,0.5752,0.418,14.570620000000002
2025-01-17,4.266,1.80822,1.2068,1.3524,1.1936,1.9564000000000001,0.9788,0.8156,0.5752,0.418,14.57102
2025-01-20,4.2996,1.80822,1.2068,1.3492,1.1936,1.9564000000000001,0.9788,0.8156,0.5760000000000001,0.418,14.602219999999999
2025-01-21,4.3088,1.80822,1.2068,1.3492,1.1936,1.9564000000000001,0.9788,0.818,0.5760000000000001,0.418,14.61382
2025-01-22,4.3388,1.80822,1.2068,1.3492,1.1936,1.9604,0.9788,0.8296,0.5788,0.418,14.662220000000001
2025-01-23,4.4044,1.80822,1.2068,1.3492,1.21,1.9619999999999997,0.9804,0.8316,0.5788,0.418,14.749419999999999
2025-01-24,4.35,1.80822,1.2068,1.3492,1.21,1.9619999999999997,0.9844,0.832,0.7044,0.418,14.82502
2025-01-27,4.3648,1.80822,1.2068,1.3492,1.21,1.9619999999999997,0.9844,0.832,0.7048,0.418,14.84022
2025-02-03,4.3732,1.80822,1.2068,1.3492,1.21,1.9619999999999997,1.0228,0.8200000000000001,0.7048,0.418,14.87502
2025-02-04,4.3856,1.80822,1.2068,1.3492,1.21,1.9619999999999997,1.0675999999999999,0.8200000000000001,0.7068,0.418,14.934220000000002
2025-02-05,4.4024,1.80822,1.2068,1.3424,1.21,1.9720000000000002,1.0764,0.8200000000000001,0.7064,0.418,14.96262
2025-02-06,4.4016,1.80822,1.2068,1.3424,1.21,1.9720000000000002,1.0764,0.8200000000000001,0.7064,0.418,14.961820000000001
2025-02-10,4.3999999999999995,1.80822,1.226,1.3424,1.21,1.9720000000000002,1.0704,0.8200000000000001,0.7064,0.418,14.97342
2025-02-11,4.4108,1.80822,1.226,1.3424,1.21,1.9716,1.0752,0.8200000000000001,0.7068,0.418,14.98902
2025-02-12,4.4075999999999995,1.80822,1.226,1.3264,1.21,1.9536000000000002,1.0996000000000001,0.8200000000000001,0.7068,0.44,14.998220000000002
2025-02-13,4.4075999999999995,1.80822,1.226,1.3264,1.21,1.9588,1.1252,0.8200000000000001,0.7068,0.45519999999999994,15.04422
2025-02-14,4.4152,1.7722200000000001,1.226,1.3264,1.21,1.9588,1.1252,0.8228,0.7072,0.47600000000000003,15.03982
2025-02-17,4.4276,1.7722200000000001,1.238,1.3064,1.21,1.9584000000000001,1.1732,0.8228,0.7020000000000001,0.47600000000000003,15.08662
2025-02-18,4.664,1.77182,1.238,1.3064,1.21,1.9751999999999998,1.1824,0.84,0.6856,0.47600000000000003,15.34942
2025-02-19,4.941199999999999,1.77182,1.2552,1.3363999999999998,1.21,1.9848000000000001,1.2304000000000002,0.8423999999999999,0.722,0.47600000000000003,15.770219999999998
2025-02-20,4.9196,1.77142,1.2552,1.3316,1.21,1.9892,1.2304000000000002,0.8452,0.7216,0.5224000000000001,15.79662
2025-02-21,4.8776,1.77142,1.2552,1.3316,1.21,1.9892,1.2304000000000002,0.836,0.7216,0.5424,15.765419999999999
2025-02-24,4.8732,1.77142,1.2552,1.3316,1.21,1.9892,1.2216,0.836,0.712,0.5551999999999999,15.75542
2025-02-25,4.8652,1.77142,1.2552,1.3316,1.218,1.9892,1.2252,0.836,0.712,0.5551999999999999,15.759020000000001
2025-02-26,4.8768,1.77142,1.2552,1.3316,1.218,1.9956,1.2308,0.8388,0.6992,0.5948,15.81222
2025-02-27,4.8764,1.77142,1.2552,1.3316,1.218,1.9956,1.2308,0.8388,0.6992,0.5976,15.814619999999998
2025-02-28,4.8788,1.77142,1.2552,1.3316,1.218,1.9956,1.2308,0.8388,0.7068,0.5983999999999999,15.825420000000001
2025-03-03,4.878,1.77142,1.2552,1.3316,1.218,1.9996,1.2364,0.8388,0.7076,0.5983999999999999,15.83502
2025-03-04,4.8804,1.77142,1.2552,1.3316,1.218,1.9996,1.2364,0.8388,0.7076,0.5983999999999999,15.83742
2025-03-05,4.8751999999999995,1.77142,1.2552,1.3316,1.218,1.9996,1.2364,0.8388,0.7076,0.6236,15.85742
2025-03-06,4.8616,1.77142,1.2552,1.3316,1.218,1.9996,1.2364,0.8388,0.7084,0.6236,15.84462
2025-03-07,4.8660000000000005,1.77142,1.2552,1.3316,1.218,1.9996,1.2376,0.8388,0.7100000000000001,0.6335999999999999,15.861819999999998
2025-03-10,4.862,1.77142,1.2552,1.3316,1.218,1.9996,1.2435999999999998,0.8388,0.7104,0.6335999999999999,15.864220000000001
2025-03-11,4.862,1.77142,1.2552,1.3316,1.218,1.9996,1.2435999999999998,0.8388,0.7104,0.6436,15.87422
2025-03-12,4.8751999999999995,1.77142,1.2592,1.3124,1.218,2.0,1.2544,0.8460000000000001,0.7104,0.6536,15.900619999999998
2025-03-13,4.8764,1.77142,1.2592,1.3124,1.218,2.0,1.252,0.8364,0.7104,0.6736,15.90982
2025-03-14,4.885599999999999,1.77142,1.2552,1.3124,1.218,1.9900000000000002,1.2544,0.8364,0.7104,0.6736,15.90742
2025-03-17,4.9468,1.77502,1.2552,1.3064,1.2152,1.9812,1.2448000000000001,0.8364,0.7104,0.6736,15.94502
2025-03-18,4.9584,1.75542,1.2552,1.3064,1.2056,1.9772,1.2508,0.8500000000000001,0.7104,0.6736,15.943019999999999
2025-03-19,4.964799999999999,1.75542,1.2552,1.3064,1.2056,1.978,1.2512,0.8452,0.7104,0.6736,15.94582
2025-03-20,4.974399999999999,1.75542,1.2552,1.3064,1.2031999999999998,1.9828,1.2364,0.8371999999999999,0.7096,0.6736,15.93422
2025-03-21,5.0124,1.76742,1.2552,1.2895999999999999,1.2031999999999998,1.9808,1.2475999999999998,0.8092,0.7096,0.6736,15.94862
2025-03-24,5.0136,1.76742,1.2552,1.2948,1.2031999999999998,1.9831999999999999,1.252,0.8208,0.7064,0.6736,15.97022
2025-03-25,5.0212,1.76742,1.2552,1.2948,1.2031999999999998,1.9831999999999999,1.252,0.8208,0.7064,0.6736,15.977820000000001
2025-03-26,5.0212,1.76742,1.2552,1.2948,1.2031999999999998,1.9888,1.2408000000000001,0.8064,0.7064,0.7108,15.995019999999998
2025-03-27,5.013999999999999,1.76742,1.2552,1.2948,1.2031999999999998,1.9916,1.24,0.8064,0.7064,0.74,16.01902
2025-03-28,5.0156,1.76742,1.2552,1.2948,1.2031999999999998,1.9916,1.2404,0.8076,0.7064,0.74,16.02222
2025-03-31,5.016,1.76742,1.2564,1.2948,1.2031999999999998,1.9916,1.2388,0.8076,0.7064,0.74,16.02222
2025-04-02,5.0912,1.6994200000000002,1.2564,1.262,1.2031999999999998,1.9855999999999998,1.2508,0.8160000000000001,0.736,0.74,16.04062
2025-04-03,5.1408000000000005,1.70942,1.2564,1.2616,1.2031999999999998,1.9908,1.2356,0.8044000000000001,0.712,0.74,16.05422
2025-04-07,5.1416,1.70942,1.2848,1.2616,1.2031999999999998,1.9931999999999999,1.2411999999999999,0.8175999999999999,0.714,0.74,16.10662
2025-04-08,5.1472,1.70942,1.2848,1.2616,1.2031999999999998,1.9931999999999999,1.2404,0.8064,0.7152000000000001,0.74,16.10142
2025-04-09,5.2168,1.6958199999999999,1.2848,1.1916,1.2031999999999998,2.0008000000000004,1.256,0.8184,0.714,0.74,16.12142
2025-04-10,5.194,1.6958199999999999,1.2848,1.1916,1.2031999999999998,2.0116,1.2832,0.8191999999999999,0.714,0.74,16.13742
2025-04-11,5.2008,1.6958199999999999,1.2848,1.1916,1.2031999999999998,2.0116,1.2832,0.8123999999999999,0.714,0.74,16.13742
2025-04-14,5.204000000000001,1.6958199999999999,1.2848,1.1916,1.2031999999999998,2.0116,1.2872,0.8071999999999999,0.714,0.74,16.139419999999998
2025-04-15,5.2084,1.6958199999999999,1.2848,1.1916,1.2031999999999998,2.0116,1.2828000000000002,0.8071999999999999,0.714,0.74,16.139419999999998
2025-04-16,5.2184,1.6958199999999999,1.2848,1.1916,1.2031999999999998,2.0140000000000002,1.2892000000000001,0.8151999999999999,0.714,0.74,16.16622
2025-04-17,5.2328,1.6958199999999999,1.2848,1.1916,1.2031999999999998,1.9976,1.3144,0.8151999999999999,0.714,0.74,16.18942
2025-04-22,5.3275999999999994,1.71182,1.2848,1.1916,1.2031999999999998,1.9736,1.2932000000000001,0.8036,0.7044,0.74,16.233819999999998
2025-04-23,5.3511999999999995,1.71182,1.2848,1.1916,1.2031999999999998,1.9232,1.2584,0.8284,0.7044,0.74,16.197020000000002
2025-04-24,5.484,1.7074200000000002,1.2848,1.1876,1.2031999999999998,1.8796,1.2724,0.8096000000000001,0.7044,0.74,16.27302
2025-04-25,5.54,1.6958199999999999,1.2848,1.1927999999999999,1.1956,1.8696000000000002,1.1627999999999998,0.8380000000000001,0.7076,0.74,16.22702
2025-04-28,5.6576,1.6958199999999999,1.2848,1.1927999999999999,1.1956,1.7288000000000001,1.1568,0.8472000000000001,0.7072,0.74,16.20662
2025-04-29,5.8376,1.75222,1.2848,1.2004000000000001,1.1956,1.2592,1.2232,0.906,0.7303999999999999,0.74,16.12942
2025-04-30,5.958,1.76502,1.2848,1.2004000000000001,1.1956,1.1932,1.0868,0.9388000000000001,0.7704,0.74,16.133020000000002
2025-05-02,5.9704,1.76502,1.2848,1.2148,1.1956,1.1576,1.0868,0.95,0.7704,0.74,16.13542
