date,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CITIBANK N.A.,THE BANK OF EAST ASIA LTD,BRIGHT SMART SECURITIES INTERNATIONAL,ZINVEST GLOBAL LTD,VALUABLE CAPITAL LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,2.4934627290037565,0.0,0.0,0.0,0.0,0.0,0.0,1.1491738405881209,0.755520673918573,4.39815724351045
2024-03-04,4.789854369600274,2.4910176782791007,0.0,0.0,0.0,0.0,0.0,0.7393833391358462,1.1481958202982585,0.7569877043533664,9.925438911666845
2024-03-06,4.789854369600274,2.491506688424032,3.0303714176308745,0.0,0.0,0.0,0.0,0.7398723492807773,1.1491738405881209,0.7569877043533664,12.957766369877444
2024-03-08,4.789854369600274,2.502753921757448,3.040151620529497,0.0,0.0,1.3755855376912272,0.0,0.7384053188459839,1.1501518608779828,0.7569877043533664,14.353890333655778
2024-03-11,4.8118598261221734,2.5144901652357947,3.049931823428119,0.0,0.0,1.3755855376912272,0.0,0.6992845072514947,1.1521079014577074,0.7569877043533664,14.360247465539883
2024-03-12,4.833865282644074,2.515468185525657,3.015701113282941,0.0,0.0,1.3755855376912272,0.0,0.6997735173964259,1.1609100840664677,0.7569877043533664,14.358291424960159
2024-03-13,4.833865282644074,2.514979175380726,3.015701113282941,0.0,0.0,1.3755855376912272,0.0,0.6997735173964259,1.1613990942113988,0.7569877043533664,14.358291424960159
2024-03-14,4.833865282644074,2.5076440232067587,3.015701113282941,0.0,1.7466146500055366,1.3755855376912272,0.0,0.6997735173964259,1.162377114501261,0.7648118666722642,16.10637310540049
2024-03-15,4.833865282644074,2.5051989724821033,3.015701113282941,0.0,1.7466146500055366,1.3755855376912272,0.0,0.6997735173964259,1.162377114501261,0.768234937686782,16.10735112569035
2024-03-18,4.833865282644074,2.5056879826270344,3.0303714176308745,0.0,1.7466146500055366,1.3755855376912272,0.0,0.6997735173964259,1.154063942037432,0.7706799884114376,16.11664231844404
2024-03-19,4.833865282644074,2.5012868913226542,3.0303714176308745,0.0,1.7466146500055366,1.3755855376912272,0.0,0.6997735173964259,1.1555309724722251,0.7706799884114376,16.113708257574455
2024-03-21,4.833865282644074,2.5012868913226542,3.033305478500461,0.0,1.7358564268170524,1.3755855376912272,0.0,0.6997735173964259,1.1692232565302965,0.7741030594259555,16.122999450328145
2024-03-22,4.833865282644074,2.500797881177723,3.047975782848394,0.0,1.7358564268170524,1.3755855376912272,0.0,0.6997735173964259,1.1682452362404343,0.7741030594259555,16.136202724241286
2024-03-26,4.846090536267352,2.500797881177723,3.047975782848394,0.0,1.7358564268170524,1.3755855376912272,0.0,0.6997735173964259,1.1613990942113988,0.7750810797158176,16.14255985612539
2024-03-27,4.846090536267352,2.500797881177723,3.047975782848394,0.0,1.7358564268170524,1.3755855376912272,0.0,0.6997735173964259,1.1638441449360544,0.7745920695708866,16.144515896705116
2024-03-28,4.856359749310905,2.4905286681341696,3.0817174828486413,0.0,1.7358564268170524,1.3755855376912272,0.0,0.6997735173964259,1.1785144492839876,0.7745920695708866,16.1929279010533
2024-04-02,4.856359749310905,2.4905286681341696,3.0817174828486413,0.0,1.7358564268170524,1.3755855376912272,0.0,0.6997735173964259,1.1819375202985054,0.7697019681215753,16.191460870618503
2024-04-03,4.420162700032351,2.4905286681341696,3.0866075842979526,0.0,1.7358564268170524,1.3755855376912272,0.0,0.6992845072514947,1.1809595000086432,0.7706799884114376,15.759664912644327
2024-04-05,4.415272598583039,2.495907779728412,3.024992306036632,0.0,1.7358564268170524,1.3755855376912272,0.0,0.6992845072514947,1.2127451594291656,0.7736140492810243,15.733258364818049
2024-04-08,4.415272598583039,2.5022649116125164,2.990761595891454,0.0,1.7358564268170524,1.3755855376912272,0.0,0.6992845072514947,1.214212189863959,0.7755700898607487,15.708807857571491
2024-04-09,4.415272598583039,2.5017759014675853,2.990761595891454,0.0,1.7358564268170524,1.3721624666767094,0.0,0.6992845072514947,1.2156792202987523,0.768234937686782,15.69902765467287
2024-04-10,4.415272598583039,2.502753921757448,2.990761595891454,0.0,1.7358564268170524,1.3721624666767094,0.0,0.6992845072514947,1.2161682304436836,0.7574767144982975,15.689736461919178
2024-04-11,4.415272598583039,2.5159571956705875,2.980981392992832,0.0,1.7358564268170524,1.3721624666767094,0.0,0.6992845072514947,1.2166572405886147,0.7525866130489863,15.688758441629316
2024-04-12,4.415272598583039,2.5144901652357947,2.921322155311236,0.0,1.7358564268170524,1.3721624666767094,0.0,0.6992845072514947,1.235239626095997,0.7501415623243307,15.643769508295655
