date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK LTD,FUTU SECURITIES INTERNATIONAL,ICBC (ASIA) SECURITIES LTD,CMB WING LUNG BANK LTD,HAFOO SECURITIES LTD
2024-03-01,0.0,0.0,39.156687064758835,23.932557326419655,27.539631127825377,0.0,9.371124480996135,0.0,0.0,0.0
2024-03-04,0.0,0.0,55.757658044168025,13.728966551325502,22.244649305367805,0.0,7.372782984816724,0.0,0.0,0.8959431143219466
2024-03-05,0.0,0.0,57.050136032691455,11.733218428078343,22.651250301363802,0.0,7.648683913493143,0.0,0.0,0.9167113243732542
2024-03-06,0.0,0.0,56.9309430195728,13.072794443932617,21.471305412724192,0.0,7.611712542790738,0.0,0.0,0.91324458097965
2024-03-07,0.0,0.0,56.499795357810775,14.703435012867915,20.626541338301944,0.0,7.292914278691357,0.0,0.0,0.877314012328001
2024-03-08,0.0,0.40438382880622425,58.29289174105724,13.242337985544625,19.91879202462659,0.0,7.267355094831859,0.0,0.0,0.8742393251334564
2024-03-11,0.0,0.40260844258401,59.954148649938865,11.334117844641455,20.21477818383715,0.0,7.223945769793094,0.0,0.0,0.8704011092054311
2024-03-12,85.50565232398823,0.058072674135476246,8.64785078840292,1.7050856121188933,2.9158013146879123,0.0,1.0419896959165453,0.0,0.0,0.1255475907500296
2024-03-13,85.62119798788163,0.058151149014091574,8.659536818898436,1.572257537815,2.919741500974198,0.0,1.043397759452843,0.0,0.0,0.125717245963798
2024-03-14,85.5799635241291,0.05812314389967436,9.070531770857754,1.2033871068363722,2.892871904949507,0.0,1.0694658477540082,0.0,0.0,0.1256567015735817
2024-03-15,85.28891571236747,0.057925473637289435,10.573881459104063,0.005185709068481151,2.88303357360452,0.0,1.0658287149261256,0.0,0.0,0.1252293572920448
2024-03-18,85.29550342228063,0.057929947796841325,10.574698184971979,0.0051861096122886524,2.8832562589170743,0.0,1.0581870464223015,0.0,0.0,0.12523902999888553
