date,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-01,23.19662867661899,41.775920531835524,14.849919615081971,5.2353405271724744,1.520593112737811,8.535451214815092,4.761606831050873,0.1245394906872641,0.0
2024-03-04,23.31424711699529,41.75756681062378,14.766575196340176,5.227115697212301,1.496921347846508,8.551296021123827,4.761073096129861,0.12520471372825712,0.0
2024-03-05,23.385443407305598,41.6885051216041,14.83042150118305,5.2229146369525346,1.4673080789005721,8.525112882518265,4.756041172908615,0.12425319862726011,0.0
2024-03-06,23.413761038773455,41.70917199662843,14.823836841390934,5.218009391930496,1.4178547357089994,8.53545902380683,4.757994252605534,0.123912719155328,0.0
2024-03-07,23.44741168951679,41.70069142125252,14.857654673949202,5.214587123650452,1.408724893272835,8.493110269696725,4.755823747651668,0.12199618100979842,0.0
2024-03-08,22.821346581257814,40.58911351663881,14.453670374063574,5.075582848709951,1.3754763263057805,8.258588974955078,4.62465650791966,0.11874417098154334,2.6828206991677863
2024-03-11,22.843298715273416,40.61926849764476,14.402113592313551,5.078777927020461,1.359041826730998,8.268271099098106,4.628345641477186,0.11606884596147,2.6848138544800504
2024-03-12,22.93745784649113,40.63584844818957,14.484210726017935,5.081396379822115,1.1503691829931637,8.273605367492722,4.636501770343647,0.11488717564007024,2.6857231030096447
2024-03-13,23.178496763945358,40.65288153622308,14.536037541206815,5.079409676319554,0.8715180661039879,8.272750828627427,4.633599966085625,0.08861059746066142,2.6866950240274905
2024-03-14,23.22717680034119,40.60054377501983,14.643375739977113,5.070755691796109,0.8776235684386685,8.180996492599999,4.627655656212342,0.08863466371344345,2.683237611901309
2024-03-15,23.21861063357317,40.61846488479535,14.648130827230815,5.0545447369058705,0.8647802327259168,8.176347770113084,4.633601911407341,0.10099656772030009,2.6845224355281503
2024-03-18,23.40294183301302,40.61157715778742,14.53800044509325,5.052421358977909,0.8482181001738818,8.131838976289005,4.628965475046495,0.10196943612372081,2.684067217495292
2024-03-19,23.394716046395374,40.62864639602182,14.503974819331674,5.055455532249744,0.8517137800922324,8.145056702307622,4.633718103612054,0.10128425939325343,2.685434360596223
2024-03-20,23.422839334052643,40.58306429067968,14.617013255213504,6.037300650522527,0.8536573606003658,8.071677435425075,4.628864576140069,0.09113869721403867,1.694444400152096
2024-03-21,23.406985050451066,40.530770260474505,14.599097417020044,6.14175239058857,0.8456865355197778,8.068698866133634,4.623727227344492,0.09102125882272268,1.692260993645188
2024-03-22,23.441649173816902,40.54569449663466,14.584243809242995,6.097973798259187,0.8542735511162077,8.066796502729595,4.625429775720394,0.09105477466151712,1.6928841178185376
2024-03-25,23.45549643785448,40.543229042717456,14.592727176821265,6.097737461372785,0.8422681858282934,8.057750467324947,4.625145895862213,0.09286511300546656,1.6927802192130919
2024-03-26,23.245228060188687,40.12539291982683,14.44269938507367,7.065852622866467,0.8430288694293369,7.933713136618738,4.576728681473688,0.09202179822548148,1.6753345262971004
2024-03-27,23.186200393442054,40.114230521893504,14.48269059088823,7.061060355148255,0.8697153078467206,7.946974519817222,4.572966044089624,0.09196393672369181,1.6741983301507013
2024-03-28,23.121236713800005,40.12494439309137,14.488953107365365,7.065777372895261,0.8846510991413975,7.971847734445207,4.57524745860614,0.09202537162153884,1.6753167490337193
