date,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,REALINK FINANCIAL TRADE LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.
2024-03-01,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-06,0.0,54.12483631601921,0.0,0.0,25.441167300617323,0.0,0.0,20.43399638336347
2024-03-08,0.0,26.99726665116294,29.312571522928565,20.80780114012443,12.689959439717141,0.0,0.0,10.192401246066929
2024-03-11,0.0,26.686238233522815,29.312571522928565,21.118829557764553,12.689959439717141,0.0,0.0,10.192401246066929
2024-03-12,0.0,22.240421298101626,24.819738685979026,18.039891757489183,10.744928229278228,0.0,15.524841154802735,8.630178874349205
2024-03-15,86.76899429850575,2.941469429182831,3.2826042999169878,2.3911412233676894,1.4211006833707462,0.0,2.053281502076115,1.141408563579886
2024-03-18,86.74750820460075,2.9150924166315697,3.2823184846570865,2.3334670479607547,1.5237191544519852,0.0,2.0565855101803368,1.1413091815175214
2024-03-19,86.74658502826912,2.904846395919634,3.282547132882996,2.295316276871749,1.572587707143543,0.0,2.0567287731301485,1.1413886857828106
2024-03-20,86.7480957590444,2.89618926034994,3.2826042999169878,2.2936147058814615,1.5813228192409774,0.0,2.056764591986337,1.141408563579886
2024-03-25,86.7450743501121,2.868224638225184,3.282489967840114,2.2726370084297907,1.6335122711932135,0.0,2.0566929555215197,1.1413688086780727
2024-03-27,86.7450743501121,2.868224638225184,3.282489967840114,2.270895524132143,1.6352537554908608,0.0,2.0566929555215197,1.1413688086780727
2024-04-15,86.74356372457062,2.8681746894133386,3.282432804788238,2.2725974315023723,1.6352252782994081,0.0,2.0566571391603845,1.1413489322656358
2024-04-22,86.74356372457062,2.8681746894133386,3.282432804788238,2.2673730695908727,1.6352252782994081,0.0,2.061881501071884,1.1413489322656358
2024-04-23,86.74658502826912,2.8682745887767607,3.282547132882996,2.2674520428581317,1.6352822336741826,0.0,2.0584702877559997,1.1413886857828106
2024-04-24,86.69676041509777,2.866627138657446,3.280661737151749,2.3375107754808435,1.6343429770487805,0.0,2.0433638498991145,1.1407331066642927
2024-04-26,86.6892162238453,2.866377690081974,3.280376260053628,2.3460091841108084,1.6342007595549324,0.0,2.043186040167722,1.140633842185626
2024-04-29,86.69072495705693,2.86642757632396,3.280433351498513,2.3443096207093954,1.6342292010735873,0.0,2.0432215996383296,1.1406536936992855
2024-05-09,86.6786565616011,2.8660285350014454,3.2782365246725225,2.343983264509379,1.6705448655746131,0.0,2.03597655491906,1.1265736937218798
2024-05-10,85.38597162466337,2.8215717270120235,3.229346438655192,2.3090261945839585,1.645631140906162,1.49306742055132,2.005612952979385,1.109772500648593
2024-05-13,85.41086153247234,2.8069619226407263,3.2302877892495814,2.3096992729365047,1.6461108404001814,1.493502647904748,1.992479996401053,1.1100959979948724
2024-05-14,85.42629382160108,2.8069619226407263,3.2302877892495814,2.3096992729365047,1.6461108404001814,1.4780703587759962,1.992479996401053,1.1100959979948724
2024-05-16,85.48279552519084,2.763374808690327,3.2314513920672985,2.3105312646218934,1.6467037966124853,1.4614496194935809,1.9931977204830291,1.110495872840545
2024-05-20,85.4857282267164,2.763469613188324,3.231562255105517,2.3294796615206357,1.646760290912968,1.4563536322761559,1.9761123490955614,1.1105339711844326
2024-05-21,85.49599426691157,2.7638014801644335,3.231950335650566,2.329759410343452,1.6469580514946343,1.4565285267905674,1.9643405926680797,1.110667335976694
2024-05-22,85.49892787415442,2.763896313941262,3.232061232927034,2.32983935092007,1.648730203412509,1.456578504367555,1.9592610741905154,1.1107054460866372
2024-05-23,85.49892787415442,2.763896313941262,3.232061232927034,2.32983935092007,1.6521614837525975,1.456578504367555,1.955829793850427,1.1107054460866372
2024-05-24,85.49549659381432,2.763896313941262,3.232061232927034,2.3401331919403354,1.6538771239226417,1.4445690231772452,1.9592610741905154,1.1107054460866372
2024-05-27,85.42807722698181,2.7480024841942456,3.2295125194793175,2.3262878172499013,1.7622873073934402,1.4434298762891797,1.9525731936975956,1.1098295747145068
2024-05-28,85.42954173473547,3.015482991419334,3.229567883550227,2.3246133805370195,1.7623175185782123,1.4434546212479133,1.6851732692241077,1.1098486007077186
2024-05-29,85.41929123479798,3.0151211703491594,3.2291803749119254,2.3397614539662324,1.762106062034642,1.4432814243513314,1.6815428471361713,1.109715432452556
2024-05-30,85.42000567663337,3.015327914613648,3.229401797031898,2.339921889396037,1.762226888131228,1.441666160426423,1.6816581490824267,1.1097915246849777
2024-05-31,85.45516319873106,3.5190446494841687,3.2307309676886087,2.385473249236101,1.7629521928215035,1.442259527395802,1.0941279173347462,1.1102482973080168
2024-06-03,85.41854140766047,3.5243933601073634,3.229346438655192,2.4204491364161465,1.7621966800536817,1.4416414473980022,1.0936590290605535,1.109772500648593
2024-06-05,85.40829293030876,3.523970505011335,3.228958983153237,2.4030187976779627,1.7911231409225898,1.4414684799195197,1.0935278123527392,1.1096393506538609
2024-06-06,85.3527012218365,3.521676775277862,3.2594019528924143,2.4374251221889094,1.7899573103917148,1.4405302373583082,1.092816042133889,1.105491337920395
2024-06-07,85.32201052436298,3.5204104683542097,3.2582299534378114,2.450246780260153,1.8030117817008675,1.4400122586993631,1.100984402311166,1.1050938308734473
2024-06-11,85.3190887518611,3.5202899151881684,3.2581183783984486,2.4535872803816368,1.8029500392476367,1.4399629468255106,1.1009467001293738,1.1050559879681148
2024-06-13,85.31420359274843,3.525366163551999,3.2580625937443064,2.453545270699376,1.802919169606729,1.4399382921550419,1.100927850006768,1.1050370674873533
2024-06-21,85.32442991138338,3.5292134953713,3.258453126443589,2.4538393686885365,1.8031352792945072,1.4401108925799435,1.0856484017784593,1.10516952446028
2024-06-24,85.16734994168402,3.6956381508706158,3.255721361996096,2.4517821621285147,1.801623598549425,1.4389035578158276,1.0847382350240604,1.1042429919314332
2024-06-25,85.14549807008383,3.7220580135903902,3.2548860230402985,2.4511530944278626,1.8011613457310112,1.438534370142242,1.0827494129608075,1.1039596700235468
2024-06-26,85.14549807008383,3.751136591821565,3.2548860230402985,2.4511530944278626,1.8011613457310112,1.438534370142242,1.0536708347296324,1.1039596700235468
2024-06-27,85.06339384919582,3.833240812709588,3.2548860230402985,2.4511530944278626,1.8011613457310112,1.438534370142242,1.0536708347296324,1.1039596700235468
2024-07-03,85.05655183078848,3.833240812709588,3.2548860230402985,2.4579951128351976,1.8011613457310112,1.438534370142242,1.0536708347296324,1.1039596700235468
