date,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,GRANSING SECURITIES CO LTD,GRAND CHINA SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,USMART SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,KGI ASIA LTD
2024-04-11,0.0,0.0,1.6057637228126043,18.531836930111403,31.69439329584406,17.479314062564143,0.8153683600284841,7.6148911847376874,12.094422565445477,10.164009878456142
2024-04-12,0.0,0.0,1.6126503567209862,18.39562551160071,31.815272882965424,17.336080682602795,0.8414373167649937,7.647549144994506,12.14629187807113,10.205092226279461
2024-04-15,0.0,0.0,1.6088574282059336,18.144684066862176,31.732937523546624,17.87579626284,0.8895004910220985,7.572013673574193,12.12272821097628,10.053482342972693
2024-04-16,0.0,0.0,1.618617835735582,18.252244591694826,31.85496665629952,17.85837829615482,0.8948967972068421,7.555018319597847,12.16606531898922,9.79981218432134
2024-04-17,0.0,0.0,1.619351583860113,18.31340572307119,31.83918589630145,17.790920864205255,0.895302469770249,7.565998438276429,12.17158041181326,9.804254612702053
2024-04-18,0.0,0.0,1.6137026240759054,18.156664167236634,31.72811781048072,17.856850830656406,0.8997082281978415,7.559682316287164,12.129120967587639,10.056153055477687
2024-04-19,0.0,0.0,1.6250402323031659,18.638048916295137,32.193653087567434,17.982310116568236,0.9060294296744711,7.625431789917149,12.214338169084291,8.815148258590112
2024-04-22,0.0,0.0,1.6394591609081646,18.50510843714033,32.2345348062837,17.85884950781278,0.9140685990444433,7.540109803414728,12.322715590465256,8.985154094930595
2024-04-23,0.0,0.0,1.6310585561468238,16.568688528945593,35.11333093614654,17.163620625178087,0.909384902610632,7.384788836053563,12.259573875361742,8.969553739557028
2024-04-24,0.0,0.0,1.632881048878729,16.780201789624297,35.04844706330263,16.946627730664613,0.9104010202535373,7.393040363216485,12.273272331618816,9.015128652440884
2024-04-25,0.0,0.0,1.4937074567964064,18.699800311581452,32.06584657384438,18.21785461335889,0.11731294956177066,9.26481922949964,11.963597826596413,8.177061038761044
2024-04-26,0.0,0.0,1.503381399657377,18.582425379668614,32.27585795476201,17.426331220775594,0.18587686045530555,10.02390654071709,11.741806203855905,8.260414440108105
2024-04-29,0.0,0.0,1.4988956032878369,19.608608228548153,32.1795531006044,16.008311399431204,0.1853222402198803,10.660691007365628,11.695115461423137,8.163502959119759
2024-04-30,0.0,0.0,0.6106126421576178,7.940575832910513,13.109146426949735,6.335258696841965,0.0792941767032054,4.300165936003472,4.766197279920814,3.3493480387090475
2024-05-02,0.0,0.0,1.532293096368138,19.321072087214265,32.89655860762385,15.009050672071824,0.21089881652967374,10.502641911304005,12.031956210828506,8.495528598059739
2024-05-03,0.0,0.0,1.5216683517378637,19.29359510829062,32.668457642312916,15.269422755731979,0.20943646831850846,10.704333393465463,11.896464703244543,8.43662157689811
2024-05-06,0.0,0.0,1.4958967137292425,19.81365215653737,32.11517041405709,15.91346934277897,0.2058893610653779,10.639361813471632,11.522824919286064,8.293735279074262
2024-05-07,0.0,0.0,1.4967498255030918,19.95065095945665,32.13348573606291,15.749126677465128,0.2060067800264753,10.519730402651396,11.645784412118147,8.298465206716209
2024-05-08,0.0,0.0,1.5037154004155722,19.278777343974916,32.28302856431641,15.836451528188631,0.18591815603893933,10.788514884863357,11.699981568085702,8.42361255411647
2024-05-09,0.0,0.0,1.5083274291140427,19.079872825126508,32.38204348041757,15.88502333167602,0.1864883835374283,10.77292957730364,11.735866450789356,8.449448522035432
2024-05-10,0.0,0.0,0.4763540470422924,21.687277581628596,31.614485616253376,15.636746705797776,0.17290735842160132,10.783235723551124,11.366082382071621,8.26291058523361
2024-05-13,0.0,0.0,0.4789095473666135,20.98395138130997,31.78408809732227,15.904829264299758,0.18534720462986726,10.811152786826606,11.544483031231731,8.30723868701318
2024-05-14,0.0,0.0,0.4832938207234177,20.021259758262065,32.11223834457298,16.05043320886804,0.18704400273189964,11.1843019521739,11.592081113409284,8.369347799258417
2024-05-16,0.0,0.0,0.4728024792148117,22.60530026524759,31.378776503054496,15.463336101283087,0.17843747412674382,10.43688741978273,11.344986412313101,8.11947334497744
2024-05-17,0.0,0.0,0.4735344215657092,22.540124636137957,31.427353776761002,15.551019806604502,0.2925441017845848,10.225383915684533,11.357996294189054,8.13204304727266
2024-05-20,0.0,0.0,0.4758745216006123,22.383833416874953,31.5826606527147,15.609566563848123,0.2939897885849937,10.056281056228324,11.425564234968547,8.172229765179747
2024-05-21,0.0,0.0,0.47680174820277904,22.1432004192394,31.644198477908414,15.639981315446109,0.2945626184810438,10.105675514192074,11.507426807586302,8.188153098943879
2024-05-22,0.0,0.0,0.4755807450377644,22.278557136835175,31.563163400664013,15.519904541798688,0.29380829681419574,10.19411899880227,11.507682162380133,8.16718471766776
2024-05-23,0.0,0.0,0.4756895088699927,22.155581920938808,31.570381797633456,15.489149363644216,0.30531033381800016,10.066093140823428,11.597218747498719,8.340575186773384
2024-05-24,0.0,0.0,0.4747340910650511,22.818619033392377,31.50697298933344,15.316532278926854,0.3046971209480015,9.851873577318717,11.573925845148432,8.152645063867126
2024-05-27,0.0,0.0,0.47921849278589984,23.12862809833871,31.80459207031227,15.454302486266466,0.30757533070633475,9.030273473434299,11.565754008582775,8.229656039573241
2024-05-28,0.0,0.0,0.49268083390340756,20.538040098884476,32.698055644859714,15.504726539797778,0.3635889807892936,10.025344372577754,11.907243038617452,8.470320490570122
2024-05-29,0.0,0.0,0.4916327750523099,20.879620320280495,32.62849847057151,15.552107048404073,0.3628155335121614,9.767655975498418,11.865367936358634,8.452301940322405
2024-05-30,0.0,0.0,0.49261082431349046,21.001680948586323,32.69340927481799,15.469366831587777,0.363537315058273,9.583412022041054,11.926865919436242,8.469116864158856
2024-05-31,0.0,0.0,0.19752321861397276,8.293838512354734,13.109146426949735,6.207533346343988,0.1486172293898401,3.874019088152413,4.782341004519072,3.3958799507863775
2024-06-03,0.0,0.0,0.49201654515627175,20.70904734955226,32.65396837999493,15.758215133577952,0.3228858577588033,9.64991103829332,11.95505586163364,8.458899834032826
2024-06-04,0.0,0.0,0.49124380211732516,20.662942426559987,32.60268326162232,15.943661527422995,0.3247404941881356,9.569216707831115,11.959897182317954,8.445614597940168
2024-06-05,0.0,0.0,0.49287346292234524,20.769403377472866,32.41464198034496,16.084227916193587,0.3305569619118614,9.482482597353343,11.952181475866873,8.473632227934166
2024-06-06,0.0,0.0,0.49405587687051555,20.9617457374149,32.49240539770416,15.605005758705207,0.33134997511267744,9.616868901343748,12.004607700498008,8.493960652350786
2024-06-07,0.0,0.0,0.49407934829413713,20.981744632125547,32.455942931151085,15.612873259985927,0.33136571676457754,9.617325775989844,12.01230415540121,8.494364180287665
2024-06-11,0.0,0.0,0.49447870398344107,21.38620394728383,32.011470812373744,15.68730271016616,0.3197470465662155,9.546648343853382,11.969712858445316,8.584435577327913
2024-06-12,0.0,0.0,0.49503181872051416,21.42440592366379,31.861641319822777,15.883347286993141,0.31058486703378413,9.490688149532357,11.999761682638617,8.534538951595017
2024-06-13,0.0,0.0,0.4954445171827528,21.397010085830136,31.859620417029166,15.896588926727503,0.3203715748128858,9.505746187245531,11.938307308269023,8.586910982902998
2024-06-14,0.0,0.0,0.4986454927486352,21.61915891157304,31.46612601828227,15.8638444766182,0.32244143641678574,9.5671610585895,11.993862501064529,8.668760104707044
2024-06-17,0.0,0.0,0.4999639313881349,21.971972580860292,30.948405528039896,15.905789116313422,0.3232939844793469,9.751099416628925,12.003941698809355,8.595533743480626
2024-06-18,0.0,0.0,0.49986780989759233,21.97255473987349,30.930439431959233,15.90273111940178,0.32323182899627967,9.775660017841014,12.00163385879123,8.593881193239374
2024-06-19,0.0,0.0,0.5043891418730835,21.579610449656585,30.928913022090615,16.01504788018505,0.32615547875927753,9.864081403145361,12.110189300548937,8.671613323741088
2024-06-20,0.0,0.0,0.5071562536134693,21.30056265176571,30.8328216739345,16.141919497240888,0.31819178411806603,10.003535189964715,12.176626589161852,8.719186360200798
2024-06-21,0.0,0.0,0.5069831922793261,21.44197664654438,30.822300322346557,16.11203705788769,0.31808320477140406,9.905062248197648,12.177346291478427,8.716211036494567
2024-06-24,0.0,0.0,0.5078620819575925,21.689129202063913,30.875732866119748,16.06183573665482,0.3186346235358934,9.617027765915708,12.198456545481404,8.731321178270916
2024-06-25,0.0,0.0,0.5066374237007161,21.87309646554053,30.80127914623215,16.02310423758392,0.31786626823530506,9.593837272121132,12.173912709885476,8.710266476700774
2024-06-26,0.0,0.0,0.5070573469579115,21.80834147060325,30.826808593643264,16.036384887230128,0.31812972970195885,9.601789064088816,12.184002981229044,8.717485926545631
2024-06-27,0.0,0.0,0.5034734692128954,22.123786099066653,30.608924928350866,15.918198741123287,0.31104009997046667,9.780819330394266,12.09788653425986,8.6558707976217
2024-06-28,0.0,0.0,0.5034612827033466,22.20070617766872,30.608184043321707,15.908131495458006,0.3110325712854809,9.715229439666139,12.097593706496758,8.655661283399843
2024-07-02,0.0,0.0,0.5039614138309163,22.036197398039345,30.63858976889459,15.923934402286575,0.3113415465253498,9.804835824135868,12.116879954655829,8.664259691631523
2024-07-03,0.0,0.0,0.5038149311664819,22.058858548717065,30.629684281012597,15.919305912335735,0.3112510512254467,9.801985926432502,12.11335803251719,8.661741316592977
2024-07-04,0.0,0.0,0.503949203688936,22.033240665130695,30.637847447119775,15.923548591995152,0.31617966866060654,9.804598269366355,12.11658638292485,8.664049771113632
2024-07-05,0.0,0.0,0.5052590529206298,22.11965834565026,30.71748039553124,15.979511368888911,0.3170014731064528,9.526440821112883,12.14807944065418,8.686569102135442
2024-07-08,0.0,0.0,0.5049524041544121,22.348999195411146,30.698837528253247,15.787738996377781,0.31680908049110956,9.520659091310414,12.140706601808727,8.681297102193163
2024-07-09,0.0,0.0,0.5045481972682421,22.35536627896211,30.674263565590138,15.775101146222227,0.31170405456235145,9.573680757540549,12.130988146819607,8.674347853034776
2024-07-10,0.0,0.0,0.5037661225329534,22.47571931300869,30.626716935380937,15.750648956877617,0.31122089781482937,9.558841077437181,12.11218451340048,8.660902183547314
2024-07-11,0.0,0.0,0.5032298510600832,22.57034269490152,30.59411403918471,15.733882002259278,0.3108895954866379,9.536568583731167,12.099290793997481,8.651682439379123
2024-07-12,0.0,0.0,0.5028162408279965,22.568713578702766,30.56896839533712,15.720950149005997,0.3106340718576805,9.593999787433226,12.089346251830818,8.6445715250044
2024-07-15,0.0,0.0,0.5027554731315889,22.57807151212582,30.56527399241194,15.719050198590073,0.3105965302760056,9.592840307649006,12.087885197745555,8.643526788070007
2024-07-16,0.0,0.0,0.5027068695488875,22.60972482995117,30.56231911294932,15.693361969377605,0.31056650354342336,9.591912925587248,12.08671660872109,8.64269118032126
2024-07-18,0.0,0.0,0.5026825712814081,22.693218001598186,30.56084188745355,15.692603432882718,0.3105514923541392,9.504446549071915,12.093382628327722,8.642273437030363
2024-07-19,0.0,0.0,0.5024033099392835,22.736165175281133,30.5438640525145,15.683885530678698,0.3103789679192208,9.499166428671717,12.086664244885455,8.637472290109988
2024-07-22,0.0,0.0,0.5038637492588184,22.545480357460686,30.6326522016973,15.729477115485047,0.31128121047960655,9.492865708692282,12.121799044668881,8.66258061225738
2024-07-23,0.0,0.0,0.502148603039033,22.809134622657613,30.52837901732349,15.675934162149922,0.31022161293517175,9.460552106534664,12.08053658465058,8.633093290709528
2024-07-24,0.0,0.0,0.5028405520199294,22.792215021364875,30.570446406581596,15.608087633044878,0.3106490910315429,9.473588525135087,12.09718328032561,8.644989490496478
2024-07-25,0.0,0.0,0.503607559765665,22.747081846146262,30.617077031518775,15.631895426713418,0.311122939566769,9.415403355955432,12.115635716670132,8.658176123663548
2024-07-26,0.0,0.0,0.5033029117473861,22.793814560867194,30.59855580072652,15.62243920257352,0.31093473153624573,9.40970768296946,12.108306588384231,8.652938521195445
2024-07-29,0.0,0.0,0.5032785558279084,22.797550735627656,30.597075070248263,15.621683198858099,0.3109196847302222,9.409252326806627,12.107720641167564,8.652519786733654
2024-07-30,0.0,0.0,0.5022941182062091,22.948562525546176,30.537225685718933,15.591126417773069,0.310311510526432,9.390847366223056,12.084037343768607,8.635595032237516
2024-07-31,0.0,0.0,0.19752321861397276,9.022442788708439,12.008524261692068,6.139634739945435,0.12202756534565144,3.692402186422018,4.7519528170399985,3.3958799507863775
2024-08-02,0.0,0.0,0.5021182979907282,22.9550139211242,30.526536606540727,15.607395259850579,0.31020289082600266,9.386353231550233,12.079807515123091,8.632572276994441
2024-08-05,0.0,0.0,0.5017912363963876,23.005198222480537,30.506652731023383,15.597229170310294,0.3100008359468067,9.380239302491605,12.071939167920785,8.626949333430202
2024-08-06,0.0,0.0,0.5009452798294031,22.966414367563402,30.455222372454628,15.739521568176446,0.309478213740761,9.364425405272483,12.051587405126602,8.612405387836276
2024-08-07,0.0,0.0,0.5011082065205086,22.942564666801935,30.46512758327868,15.74343607951803,0.30957886797060263,9.367471076939266,12.055507045329925,8.61520647364105
2024-08-09,0.0,0.0,0.5008548107717098,23.012833781467457,30.44972226020522,15.704171659149194,0.3094223230007919,9.3627342210726,12.04941092837325,8.61085001595978
2024-08-12,0.0,0.0,0.5004089745715224,23.081363952111474,30.42261742228156,15.690192581642048,0.30914689054058,9.354399977777511,12.038685138249512,8.60318506282579
2024-08-13,0.0,0.0,0.50132560703805,22.88985235596327,30.47834455801066,15.718933353005543,0.3097131755018722,9.422149660161041,12.060737200088472,8.61894409023109
2024-08-14,0.0,0.0,0.5016036712493277,22.847082602962164,30.495249612772668,15.730063539770867,0.3098849603631664,9.427375729958817,12.065015227213395,8.623724655709594
2024-08-15,0.0,0.0,0.5017488707160179,22.853696159440158,30.504077087996944,15.934834026614682,0.3099746629183091,9.200940529464283,12.06850769323191,8.626220969617691
2024-08-16,0.0,0.0,0.4963844937490739,23.77633995779819,30.177947069417694,15.728672047472589,0.30666061272478845,9.040521915600621,11.93947895301258,8.533994950224463
2024-08-19,0.0,0.0,0.496716404565828,23.72537249693029,30.198125755871246,15.739189129394918,0.30686566339763893,9.03462662295033,11.959402663777242,8.539701263112503
2024-08-20,0.0,0.0,0.49537961900299915,23.93064621029873,30.11685519954601,15.696831114629536,0.3060398127013721,9.010312228812964,11.927216980610671,8.516718834397716
2024-08-21,0.0,0.0,0.49571018690004864,23.946615182556194,30.136952242514987,15.662024425172127,0.3062440337339242,8.9948758312861,11.935176038439632,8.52240205939699
2024-08-22,0.0,0.0,0.5047563442086273,19.8747810532147,30.686917964405392,18.359991793948,0.311832645340426,9.287638069098406,12.296155750505358,8.677926379279093
2024-08-23,0.0,0.0,0.5057996603111491,19.558397441743132,30.750346896040163,18.548708548323393,0.3124771939903012,9.306835336181948,12.321571532675923,8.695863390733985
2024-08-26,0.0,0.0,0.5063660790792454,19.317379026412556,30.784782612340717,18.72041632639997,0.31282712096962995,9.317257577673278,12.33536982064681,8.705601436477794
2024-08-28,0.0,0.0,0.5074284459794345,19.135907357032135,30.84936974688246,18.7718899607627,0.31348343898248715,9.336805384013417,12.361249691239397,8.72386597510797
2024-08-29,0.0,0.0,0.5086942558565619,19.080925885542772,30.926325300395803,18.82605447236882,0.31426544171907794,9.360096590033782,12.392085550121152,8.59155250396203
2024-08-30,0.0,0.0,0.507750504791424,19.243255909955746,30.868949475709307,18.78868647290926,0.313682403200471,9.332966910787556,12.369095229702621,8.575613092943616
2024-09-02,0.0,0.0,0.5066127439915401,19.241541718909456,30.79977873079497,18.722228644019115,0.31297950770631205,9.53613243227345,12.341378720216989,8.539347502088171
2024-09-03,0.0,0.0,0.5058242608630069,19.087570305354525,30.75184249906805,18.69308969797121,0.3124923919273865,9.800953016072757,12.322170816311807,8.526057012431261
2024-09-05,0.0,0.0,0.5077257165232644,18.77852854429554,30.867442460373645,18.887849763252593,0.3136670892944205,9.718187542828106,12.368491373189327,8.558107510243099
2024-09-09,0.0,0.0,0.5063660790792454,18.803709590423516,30.784782612340717,19.012550602791844,0.31282712096962995,9.69216323237618,12.352410986769668,8.535189775249203
2024-09-10,0.0,0.0,0.5070820700049409,18.818108165231436,30.828311643827238,18.91022553514216,0.3132694519020909,9.705867746188321,12.36987703463976,8.547258353064052
2024-09-11,0.0,0.0,0.5069461230730102,18.23056250281787,30.820046681146664,18.90515576972215,0.3131854654561626,10.312575881022475,12.366560713809875,8.5449668629518
2024-09-12,0.0,0.0,0.507218089869773,18.18669478004215,30.836581040500544,18.91529802039333,0.31335348340512414,10.318108378660947,12.373195134611672,8.549551072516461
2024-09-13,0.0,0.0,0.5088124714731337,18.2218466346316,30.93351227876561,18.682433529819647,0.31433847396296966,10.350542163080274,12.412088847378271,8.576425600888495
2024-09-16,0.0,0.0,0.5088498141363365,18.22318396875755,30.935782544915654,18.683804667246946,0.3143615438294194,10.343962627990216,12.412999792921978,8.577055040201904
2024-09-17,0.0,0.0,0.5073479951029576,18.132812478823976,30.84447869504144,18.6896406237979,0.31343373735927915,10.584181671877445,12.37636407284811,8.55174072514889
2024-09-23,0.0,0.0,0.5075089223743723,18.106844773751043,30.85426235013127,18.69556884840574,0.31353315637070595,10.587538901024015,12.380289769844063,8.554453278098794
2024-09-24,0.0,0.0,0.5083368325023019,17.34943833622039,30.904595566284314,19.44946974404376,0.3140446296949317,10.534547675486404,12.371158875608906,8.568408340158992
2024-09-25,0.0,0.0,0.5071346144856073,17.32059760243151,30.831506112180513,19.403471694234252,0.3133019132759641,10.707123363045886,12.368720669641757,8.548144030704515
2024-09-26,0.0,0.0,0.5059688374461966,17.896215082171484,30.76063210577398,18.698432626823973,0.31258170967228976,10.67278016488071,12.345153125189654,8.80823634804172
2024-09-27,0.0,0.0,0.5060673198667746,17.868069216834577,30.76661939448443,18.668009890173387,0.3126425509753871,10.721084831696835,12.347556001557118,8.809950794411492
2024-09-30,0.0,0.0,0.19752321861397276,7.332099860185018,12.008524261692068,7.376528933429567,0.12202756534565144,4.536861427539686,4.876354459532452,3.438613339428824
2024-10-02,0.0,0.0,0.4950229827063036,18.553842178742038,30.095173314998362,18.232043028659014,0.3058194869123078,11.398618152268467,12.206600376445344,8.712880479268161
2024-10-03,0.0,0.0,0.4966007781191036,18.27395363328663,30.191096187395573,18.234048000446368,0.3067942307130039,11.606849436663568,12.245506687369627,8.645151046006125
2024-10-04,0.0,0.0,0.49441699662538713,17.932124146836156,30.058332083845908,18.153864524436262,0.3054451157036646,12.25702520720581,12.191657575440434,8.607134349906378
2024-10-07,0.0,0.0,0.49071937452012016,18.024500102565952,29.833533272479606,18.301203605163074,0.3031607674319012,12.363533087368701,12.140586063848742,8.5427637266219
2024-10-08,0.0,0.0,0.4886902150406989,18.03219904056425,29.710169492715092,18.225526827948908,0.28546087080502364,12.627238272770366,11.97525974068482,8.655455539470841
2024-10-09,0.0,0.0,0.48784204826066,18.394928771674792,29.658604763122646,18.193894751168145,0.2169489878082262,12.546687678703849,11.954475576848962,8.546617422412716
2024-10-10,0.0,0.0,0.4885639496254278,18.32819470638083,29.70249312275041,18.19967801815349,0.21727002567476955,12.513579046295511,11.990956552104851,8.559264579014707
2024-10-14,0.0,0.0,0.4884033425232899,18.340954367545276,29.69272893251416,18.193695183053645,0.21719860184328996,12.509465419677051,12.001103286714109,8.556450866129175
2024-10-15,0.0,3.0940176373665267,6.4353351050743886,6.183682797719045,10.007108712759107,6.131679105595887,0.07320074978103554,4.202514396888532,4.044638185198623,2.883713861644254
2024-10-16,0.0,5.843515202720852,12.154093133455072,11.678810101428668,37.58243108350731,11.580593348605648,0.13825056749195697,7.937077174767973,7.638904329204239,5.446325058818283
2024-10-17,0.0,5.84508769574113,12.157363806321856,11.773148053957772,37.59254453551585,11.583709692378125,0.13828777079251986,7.821107815146677,7.64095996238453,5.44779066776154
2024-10-18,0.0,5.82564406086996,12.099042080507468,11.759315283173024,37.46749325350355,11.646871114613393,0.13782775769050998,8.01859543796194,7.615542373580501,5.429668638099657
2024-10-21,0.0,5.819725717878694,9.105252820836109,11.925990779882115,37.429429569251596,11.47874472821798,2.9524716315397126,8.270939561709307,7.607805651020655,5.409639539663826
2024-10-22,0.0,5.818599777570546,9.103491230743405,11.937077515414886,37.42218811054616,11.47652393947243,2.928088768430219,8.299103947726108,7.606333771510469,5.408592938585781
2024-10-23,0.0,5.834576830862574,8.612147296095124,12.05790160326609,37.52494415437155,11.658760623547147,2.93612888668639,8.32189211517492,7.630204318997465,5.423444170998736
2024-10-24,0.0,5.845044003951645,8.328599052628585,12.199132699595989,37.59226353279569,11.679676324717658,2.941396272849891,8.336821507266794,7.643892830028712,5.433173776165039
2024-10-25,0.0,5.695192914681835,6.294246073109587,13.280407648354572,36.628499763917524,11.970190080605041,4.283321124271868,8.468317414029759,8.085943057586512,5.293881923443304
2024-10-28,0.0,5.700590414621795,6.300211313148098,12.922650513406985,36.66321365829095,11.864890998789788,4.31799949175841,8.598818842696344,8.33272567800078,5.298899089286849
2024-10-29,0.0,5.721948126897926,5.011049398682396,12.356759005673231,36.800575284276846,12.000081210026616,4.481991467133422,9.077404759149404,8.567372424032344,5.9828183241278134
2024-10-30,0.0,5.728109728239872,5.01644547848157,12.438924130747123,36.84020347891043,12.01227079116255,4.486817838157071,9.134062305956002,8.356835575134019,5.98633067321136
2024-10-31,0.0,61.88035317581455,54.19229599692794,135.3580792756212,411.08354322494415,129.76768851616737,48.47076708253265,99.3551805259098,88.90132202533418,64.66989528138072
2024-11-01,0.0,5.627378790060665,4.928229420594083,12.490773063455201,37.3838010509478,11.78663645247508,4.4079154791382535,9.409550186078802,8.084656733492105,5.88105882375801
2024-11-04,0.0,5.632161612750877,4.9324180221392675,12.41639720716235,37.415574297175446,11.796654152432605,4.411661855374272,9.417547552492833,8.091528046248909,5.886057254223437
2024-11-05,0.0,5.605674911574143,4.90922204673697,12.77666616938809,37.2396178520476,11.777021528816912,4.390914870949757,9.272895323385324,8.169610754178521,5.85837654292268
2024-11-06,0.0,5.596847871311795,4.901491683962295,12.914013391923145,37.180978060886005,11.758476706856083,4.384000666511252,9.258293652460905,8.156746382948937,5.849151583139585
2024-11-07,0.0,5.600455571044137,4.9046511606253915,12.92806743207778,37.20494473064061,11.766056161263899,4.386826571090905,9.232747971907408,8.123328484785805,5.852921916564062
2024-11-08,0.0,5.594685481657023,4.899597951069415,13.014914796864515,37.16661287459512,11.753933719629808,4.382306870662992,9.218942698529412,8.122113893186333,5.846891713805383
2024-11-11,0.0,5.605594540346624,4.9091516608854375,13.160727331536993,37.239083929933614,11.776852676057569,4.390851916314736,9.082073947394512,8.137951176164062,5.697712821366451
2024-11-12,0.0,5.605674911574143,4.90922204673697,13.231170663785175,37.2396178520476,11.777021528816912,4.390914870949757,9.010515757219185,8.138067855513738,5.697794513356518
2024-11-13,0.0,5.5950857981131055,4.899948531936638,13.387921583936985,37.169272256753295,11.75477474869339,4.382620437808398,8.982046425438174,8.14129883124636,5.687031386073657
2024-11-14,0.0,5.596206989021644,4.900930425323898,13.370565518562167,37.17672055185278,11.757130270495146,4.383498664589497,8.983846324341544,8.142930253991722,5.688171001821603
2024-11-15,0.0,5.593564900267586,4.89861659147419,13.375698355093476,37.15916862865274,11.787346246710442,4.381429121317087,8.979604858758105,8.139085802831971,5.685485494894401
2024-11-19,0.0,5.3547007314975215,4.689429069543452,12.804510726760842,35.57234625599284,15.55432537173552,4.1943272562724365,8.596145313957209,7.791519268876374,5.442696005363809
