date,NANYANG COMMERCIAL BANK LTD,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,YUE XIU SECURITIES CO LTD,WELL LINK SECURITIES LTD,BOCOM INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,1.5927272727272728,0.0,0.06945454545454545,0.0,0.0,1.6621818181818182
2024-03-04,0.0,0.0,0.0,0.0,1.5876363636363637,0.0,0.11709090909090909,0.0,0.0,1.7047272727272726
2024-03-05,0.0,3.3516363636363637,1.3870127272727273,0.0,1.4672727272727273,0.0,0.272,0.0,0.0,6.477921818181819
2024-03-06,0.0,3.3516363636363637,1.3870127272727273,0.0,1.4690909090909092,0.0,0.272,0.0,0.0,6.4797400000000005
2024-03-07,0.0,3.3516363636363637,1.3870127272727273,0.0,1.4712727272727273,0.0,0.272,0.0,0.0,6.481921818181818
2024-03-08,0.0,3.3516363636363637,1.3870127272727273,0.0,1.4712727272727273,0.0,0.30618181818181817,0.0,0.0,6.516103636363637
2024-03-11,0.0,3.3516363636363637,1.3870127272727273,0.0,1.470909090909091,0.0,0.33345454545454545,0.0,0.0,6.543012727272727
2024-03-13,0.0,3.3516363636363637,1.3870127272727273,0.0,1.4705454545454546,0.0,0.36327272727272725,0.0,0.0,6.572467272727272
2024-03-14,0.0,3.3516363636363637,1.3870127272727273,0.0,1.4676363636363636,0.0,0.36327272727272725,0.0,0.0,6.569558181818182
2024-03-15,3.0607272727272727,3.3516363636363637,1.38374,0.0,1.465818181818182,0.0,0.36327272727272725,0.0,0.0,9.625194545454544
2024-03-18,3.0607272727272727,3.3516363636363637,1.38374,0.0,1.465818181818182,0.0,0.4636363636363636,0.0,0.0,9.725558181818181
2024-03-20,3.0607272727272727,3.3516363636363637,1.38374,0.0,1.4752727272727273,0.0,0.49563636363636365,0.0,0.0,9.767012727272727
2024-03-21,3.0607272727272727,3.3516363636363637,1.38374,0.0,1.4734545454545456,0.0,0.49563636363636365,0.0,0.0,9.765194545454547
2024-03-22,3.4840000000000004,3.362545454545455,1.4219218181818183,0.0,1.0476363636363637,0.0,0.5269090909090909,0.0,0.0,9.843012727272727
2024-03-25,3.4840000000000004,3.362545454545455,1.4219218181818183,0.0,1.0352727272727271,0.0,0.5269090909090909,0.0,0.0,9.830649090909091
2024-03-26,3.4840000000000004,3.362545454545455,1.4219218181818183,0.0,1.026181818181818,0.0,0.5269090909090909,0.0,0.0,9.821558181818183
2024-03-27,3.4840000000000004,3.3661818181818184,1.4219218181818183,0.0,1.0170909090909093,0.0,0.5269090909090909,0.0,0.6032727272727273,10.419376363636363
2024-03-28,3.4840000000000004,3.3661818181818184,1.4219218181818183,0.0,1.0167272727272727,0.0,0.5269090909090909,0.0,0.6032727272727273,10.419012727272728
2024-04-02,3.4840000000000004,3.3661818181818184,1.3855581818181817,0.0,1.0167272727272727,0.0,0.5269090909090909,0.0,0.6032727272727273,10.38264909090909
2024-04-03,3.4840000000000004,3.3661818181818184,1.3622854545454544,0.0,1.0163636363636364,0.0,0.5269090909090909,0.0,0.6032727272727273,10.359012727272727
2024-04-05,3.4840000000000004,3.439272727272727,1.3622854545454544,0.0,0.9530909090909092,0.0,0.5269090909090909,0.0,0.6032727272727273,10.36883090909091
