date,GLORY SUN SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,LEHIN SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,WANHAI SECURITIES (HK) LTD,PHILLIP SECURITIES (HONG KONG) LTD,VALUABLE CAPITAL LTD,DBS BANK (HONG KONG) LTD
2024-05-27,67.57945912123175,7.910461600149262,5.850754051704739,5.878131594693452,2.4761230366630445,0.7627134250725524,3.463270380853336,1.9962959654321548,2.110865274521466,1.9719255496782342
2024-05-28,67.57744210915608,7.910225500352383,5.853564079610594,5.8779561528866795,2.4760491329927468,0.7626906607265713,3.4631670142642816,1.9962363829329568,2.1108022725264193,1.971866694551281
2024-05-30,67.5784506001435,7.910343548489106,5.852159086625372,5.878043872480964,2.4760860842764454,0.7627020427297002,3.463218696787514,1.9962661737379663,2.110833773053838,1.9718961216755957
2024-06-05,67.57855145089776,7.9103553534965645,5.852018585020433,5.8780526445843915,2.476089779465474,0.7627031809486975,3.4632238651246783,1.9962691528673713,2.1108369231582906,1.9718990644363346
2024-06-06,67.57860187638778,7.910361256013506,5.8519483340607055,5.878057030645924,2.4760916270641244,0.7627037500594702,3.4632264492990448,1.9962706424354084,2.1108384982140427,1.9719005358199975
2024-06-11,67.57961040199129,7.908986934025301,5.852035667026488,5.878144753251152,2.4761285796161627,0.7627151324532823,3.463278133596262,1.996300434262977,2.1108699998227056,1.971929963954388
2024-06-12,67.57978689706677,7.908783732911842,5.852013641111637,5.878160104976262,2.4761350464261658,0.7627171244071285,3.4632871785068784,1.9963056479242236,2.110875512700891,1.9719351139682126
2024-06-13,67.58092153027913,7.908916517714886,5.852111893700782,5.876579843030233,2.476176619582741,0.7627299300731528,3.4633453254889446,1.9963391649682125,2.1109109533196597,1.971968221842263
2024-06-14,67.58117367616707,7.908946026054411,5.851760625882778,5.876601768677428,2.476185858251559,0.7627327758351093,3.4633582473056723,1.9963466133530523,2.1109188291743335,1.9719755792985838
2024-06-17,67.58324134342145,7.909188002744444,5.848880130901381,5.876781565155991,2.4762616179363404,0.7627561118841694,3.463464209840038,1.996407692205287,2.1109834133995298,1.9720359125113704
2024-06-19,67.584502178233,7.90933555677362,5.847123645016452,5.8768912025547,2.476307815141274,0.7627703418831967,3.4635288243237112,1.9964449372421682,2.111022795964221,1.9720727028676581
2024-06-24,67.58465348157178,7.909353263627095,5.846912862306089,5.876904359317447,2.4763133589216992,0.76277204951876,3.4635365782237644,1.9964494067399812,2.1110275219707306,1.9720771178026602
2024-06-25,67.6003044270886,7.9111848755482255,5.82510932021298,5.8782653059998236,2.4768868122645307,0.7629486887877922,3.464338648212865,1.9969117353794337,2.111516384087038,1.9725338024187042
2024-06-27,67.601061304373,7.911273452015088,5.824054904317669,5.878331121169141,2.476914544378759,0.7629572310352952,3.4643774361924535,1.9969340935203366,2.111540025382743,1.9725558876155151
2024-07-11,67.59097100058635,7.910092595517723,5.823185591290318,5.877453706737672,2.476544833907886,0.7777696006801832,3.4638603345362324,1.9966360261341631,2.1112248516280316,1.9722614589814356
2024-07-17,67.58945771481548,7.9173784556323,5.817831145988799,5.877322117163921,2.476489386856266,0.77775218729416,3.4637827826017222,1.9965913237006396,2.1111775836796687,1.9722173022670386
2024-07-18,67.49909882278821,7.90679388269446,5.727604809074821,5.869464851659069,2.4731786214694838,0.9928488795240359,3.4591521259129285,1.9939221237108709,2.1083551957839264,1.969580687382188
2024-07-19,67.49922459039979,7.906808615018286,5.72742915615223,5.869475787932123,2.473183229616461,0.9928507294484705,3.4591585711738064,1.9939258388837775,2.108359124174111,1.9695843572009437
2024-07-23,67.48916466225884,7.905630202570232,5.726575553372451,5.868601014851247,2.4728146321144853,1.007606525728286,3.4586430261899155,1.9936286687936133,2.1080448992120733,1.9692908149088477
2024-07-26,67.48986875962272,7.9057126800081035,5.725592022609134,5.868662240479463,2.4728404303633233,1.0076170378320013,3.458679109336736,1.9936494678166456,2.1080668919106627,1.9693113600212135
2024-07-29,67.49691054136939,7.891632070056229,5.730661065147913,5.869274567031608,2.473098442460916,1.007722170934125,3.45903998221836,1.9938574819184616,2.108286844138057,1.9695168347249485
2024-07-31,53.448952167369946,6.249166986337749,4.537850039835935,4.647717548467054,1.9583788249874592,0.7979875475818111,2.7391188881347928,1.5788810528490071,1.6694945262474548,1.5596063619463543
2024-08-05,67.491968565782,7.891054262083657,5.730111065335597,5.868844831634933,2.472917367623123,1.015100581552066,3.45878671890585,1.9937114960515332,2.1081324800044787,1.9693726310267632
2024-08-06,67.49699857294013,7.891642362568304,5.730538116143092,5.861829472706144,2.4731016679528497,1.0151762344526987,3.459044493605925,1.993860082369424,2.1082895938313535,1.9695194034300816
2024-08-08,67.47688304145281,7.8892904864288145,5.728830294723596,5.860082523688787,2.472364631410117,1.044675803045676,3.458013625272543,1.9932658699434467,2.107661278993572,1.9689324450406391
2024-08-14,67.44196080469425,7.885207433717935,5.740386385329704,5.857049674806433,2.471085074632745,1.08136849847529,3.4562239520527247,1.9922342677191685,2.1065704721442593,1.9679134364274955
2024-08-15,67.44217424809298,7.885232389182667,5.740404552766795,5.856751726896188,2.4710928952356848,1.0813719208397181,3.4562348904681905,1.9922405728331969,2.1065771391147314,1.967919664569846
2024-08-16,67.37694861544622,7.877606311333232,5.734852811252276,5.851087462051514,2.468703016806977,1.1770395082054195,3.4528922475326698,1.9903138088580388,2.1045397963370136,1.9660164221766312
2024-08-19,67.34187935097256,7.873506068374347,5.731867857583577,5.848042009001444,2.467418072908768,1.2284762177741275,3.451095039527318,1.9892778634377908,2.1034443970316166,1.9649931233884592
2024-08-20,67.30184486701822,7.8688252998036345,5.728460284554958,5.844565370894072,2.465951202512507,1.287195502446842,3.4490433770207702,1.9880952455264393,2.102193907562457,1.963824942660109
2024-08-22,67.21194108564991,7.858313891821034,5.720808039033053,5.836758028787242,2.4626571124587553,1.419058966388069,3.4444360435619306,1.9854394894970713,2.0993857351886875,1.961201607614251
2024-08-29,67.21181638631842,7.858299312172341,5.720797425131318,5.836747199761736,2.462652543453744,1.419241865099918,3.44442965304761,1.985435805881138,2.0993818401665605,1.9611979689672272
2024-09-03,67.14205736821745,7.850143198062737,5.714859820219142,5.830689250796057,2.4600965610001864,1.454836626754591,3.4408546859743594,1.9833751257839858,2.1639249179159736,1.959162445275524
2024-09-04,66.91880945364656,7.824041404838869,6.0135809013518875,5.811302159205872,2.45191671890994,1.4795549140604252,3.429413814736642,1.976780386540076,2.1419520333084874,1.9526482134012355
2024-09-05,66.83591766460145,7.83648909381387,6.109448501440322,5.802517098745436,2.4488795494641677,1.477722201332595,3.4251658275294505,1.9743317646335086,2.139298814616473,1.9502294838227203
2024-09-09,66.83657120434276,7.83558789399229,6.057849449054922,5.8025738373323525,2.4489034952729956,1.4777366509013135,3.4251993197304564,1.9743510701853102,2.1909785254917282,1.9502485536958793
2024-09-11,66.69383639279766,7.818854373088375,5.963907690150361,5.790181979578072,2.4436736671625554,1.7691435169296186,3.417884534267998,1.9701346865072018,2.186299516660182,1.946083642857967
2024-09-12,66.68892537548253,7.818278629792029,5.963468536316718,5.789755618080555,2.443493726641196,1.8279214455913226,3.417632857485903,1.9699896151470595,2.134593852960258,1.9459403425024364
2024-09-16,66.6447587442505,7.8131007531480865,5.959519060234679,5.785921188302784,2.4418754536560683,1.9444492255217674,3.4153694332478723,1.9686849336819852,2.0816696196063766,1.9446515883498852
2024-09-19,66.64488134831113,7.813115126639664,5.959346057210226,5.785931832462138,2.441879945889993,1.9444528026578427,3.415375716385046,1.9686885554036557,2.0816734491820714,1.9446551658582403
2024-09-20,66.61546930562454,7.809667004728863,5.95671604966767,5.783378356927406,2.4408022835736833,1.9877271529376646,3.413868426187679,1.9678197242097715,2.080754754946172,1.9437969411965448
2024-09-23,66.61546930562454,7.809667004728863,5.9493606353954025,5.783378356927406,2.4408022835736833,1.9877271529376646,3.413868426187679,1.9678197242097715,2.08811016921844,1.9437969411965448
2024-09-25,66.62036950979171,7.8102414803454066,5.758543429041692,5.783803779656095,2.4409818278994364,2.1791282079238457,3.414119548824245,1.9679644761497237,2.0809078143365407,1.9439399260313084
2024-09-26,66.62036950979171,7.8102414803454066,5.729119607708667,5.783803779656095,2.4409818278994364,2.2085520292568708,3.414119548824245,1.9679644761497237,2.0809078143365407,1.9439399260313084
2024-09-27,66.62133738536625,7.8103549492741395,5.727750019350122,5.783887808046323,2.4410172910274035,2.208584115592926,3.414169149913885,1.9679930671761925,2.0809380462289964,1.9439681680237595
2024-10-02,66.623297725855,7.807642258401676,5.72791855905096,5.784057999608028,2.441089118240983,2.208649103433677,3.4142696122324554,1.968050975597767,2.0809992780695254,1.944025369509923
2024-10-03,66.62334673584536,7.800291717858435,5.698424073563194,5.784062254525399,2.4410909139754815,2.245432148512076,3.41427212386617,1.9680524233519705,2.0810008089117087,1.944026799590208
2024-10-04,66.57656278362683,7.835631316214142,5.7238270248620635,5.7800005958816545,2.4393767418980365,2.2438553710685403,3.411874568778802,1.966670426273638,2.0795394977170476,1.9426616736792537
2024-10-07,66.57656278362683,7.798875724367258,5.7605826167089464,5.7800005958816545,2.4393767418980365,2.2438553710685403,3.411874568778802,1.966670426273638,2.0795394977170476,1.9426616736792537
2024-10-08,66.57662396020724,7.798791001617116,5.760587910054396,5.780005907070105,2.4393789834184934,2.2438574329262395,3.41187770391841,1.9666722334286857,2.0795414085864286,1.9426634587728837
2024-10-09,66.44264809952539,8.04500411267438,5.73674388258852,5.768374478197881,2.434470084778213,2.300967182400538,3.4050117917598586,1.9627145889961566,1.9653116505398682,1.938754128539199
2024-10-10,66.30110368825962,8.164396758164184,5.727817072140655,5.756085967838481,2.429283873139299,2.296065375285824,3.397758011195669,1.9585333697201568,2.0343319314332975,1.934623952822811
2024-10-14,66.28176730659155,8.198608494275723,5.726036804728333,5.754407234469098,2.428575384780311,2.2953957394281748,3.3967670722509844,1.9579621733653474,2.026420060581937,1.9340597295285522
2024-10-15,66.29923506370457,8.200769138260675,5.720225335437615,5.755923738810877,2.429215406413347,2.2960006631784595,3.3976622490786204,1.958478170585558,2.0079208069811303,1.9345694275491443
2024-10-16,66.29206489126581,8.15596400470531,5.718142759768819,5.75294063851531,2.428952690058654,2.3543099957975375,3.3972947965101077,1.9582663638250855,2.007703653066525,1.9343602064868355
2024-10-18,66.27266103747542,8.190164547326093,5.709151482278806,5.751256738350219,2.4282417295094687,2.35362088335232,3.396300399795773,1.9576931743450376,2.0071159931678255,1.9337940143990464
2024-10-21,66.29206489126581,8.192562530942682,5.681544233531448,5.75294063851531,2.428952690058654,2.3543099957975375,3.3972947965101077,1.9582663638250855,2.007703653066525,1.9343602064868355
2024-10-22,66.27423717661577,8.190176387678708,5.672698577087304,5.74919819741019,2.4282994795193855,2.375630069028284,3.3963811728009414,1.972375207030665,2.0071637276940475,1.9338400051347095
2024-10-23,66.2064098253587,8.203725019979455,5.747305663885505,5.7433142687194225,2.425814273672115,2.373198766881125,3.3929051985970204,1.9703566098852692,2.005109526770905,1.9318608462504858
2024-10-24,66.162879792626,8.227552919830314,5.743526869591513,5.739538098726652,2.4242193257657876,2.408165618850896,3.390674398365691,1.9690611207030333,2.0037911879036683,1.9305906676364493
2024-10-25,66.13874531569803,8.26106560665992,5.741431782177638,5.73744446631139,2.4233350343690194,2.407287183423825,3.389437569598653,1.9683063451566816,2.003060257624568,1.9298864389802686
2024-10-28,66.14055660203555,8.268594821840717,5.7315474255317875,5.737601592890138,2.423401400212793,2.4073531097785663,3.389530393282144,1.9683602495114436,2.003115113755577,1.9299392911612887
2024-10-30,66.15505046501922,8.270406779383443,5.732803421358523,5.7169451854267885,2.423932457852063,2.4078806506388037,3.3902731658202527,1.9687915906616333,2.0035540709928736,1.9303622128464086
2024-10-31,53.448952167369946,6.699770426982207,4.631730059901443,4.618917642892974,1.9583788249874592,1.945410015049131,2.7391188881347928,1.5788515447490337,1.6423470742718875,1.5584260379474166
2024-11-01,66.13176675322731,8.289548011903701,5.738087728677736,5.714933068391251,2.4230793386366,2.4070331809640826,3.389079936539436,1.9534946497802137,2.032056929825089,1.9209204020545712
2024-11-07,66.07869098513743,8.275598874359451,5.850220802881989,5.710346400333235,2.421134633340569,2.3759167725197514,3.3863599423584088,1.9519268218801449,2.030426049725434,1.9193787174635786
2024-11-08,66.07872714413729,8.275603402859847,5.8501692830682535,5.710349525098747,2.4211359582125596,2.375918072648022,3.3863617954124994,1.951927889996365,2.030427160797311,1.9193797677691113
2024-11-11,66.07487040715783,8.280956969545564,5.879010727325413,5.71001623604899,2.4209946467045165,2.375779400317501,3.386164147737875,1.9518139641869567,2.0011257593188385,1.9192677416565047
2024-11-12,66.07053211615388,8.280413265094785,5.804942758666645,5.709641332369018,2.420835690973969,2.455871102601354,3.3859418216800337,1.9516858135464783,2.000994371003948,1.9191417279098795
2024-11-13,66.0705441661732,8.280396537171505,5.804943817378754,5.709642373699944,2.420836132488755,2.4558715505059387,3.3859424392119815,1.9516861694971723,2.000994735947593,1.9191420779251456
2024-11-14,66.04645291072,8.277377262080794,5.839290093613683,5.707560470868552,2.419953424734276,2.4549760678119465,3.384707825432387,1.9509745275594947,2.000265114662456,1.918442302516395
2024-11-15,65.99832306766903,8.198472598106768,5.835034844416354,5.703401216623085,2.4181899389846233,2.598932489063099,3.3822412969629214,1.949552799462532,1.99880746717669,1.9170442815349003
2024-11-18,65.88068890192797,8.362097908383289,5.824634588408498,5.693235581909668,2.4138798028651918,2.5943002008327625,3.37621285389331,1.9460779533380657,1.9952448304618564,1.9136273779793989
2024-11-21,65.87589690292153,8.361489669982378,5.831484672477203,5.692821469979349,2.4137042231951886,2.594111497827497,3.3759672764879887,1.9459364004221162,1.9950997012683929,1.9134881854383552
2024-11-27,65.876196382436,8.361527682290133,5.83105657141786,5.692847350210055,2.413715196176246,2.594123290961077,3.3759826240291737,1.9459452468760667,1.995108771224446,1.9134968843789342
2024-11-28,65.8759567986066,8.36149727241628,5.831035364564101,5.692826646006665,2.4137064177834184,2.594113856445635,3.3759703459850625,1.9459381697064717,1.9954652032656304,1.9134899252201438
2024-12-02,65.8781131158097,8.358497669989214,5.8312262318012476,5.6930129892588575,2.4137854256176094,2.5941987695551716,3.376080851597246,1.9460018660860834,1.9955305208132625,1.9135525594716103
2024-12-03,65.89028697610449,8.374592952770012,5.799382880710144,5.6940650221952875,2.4142314779582623,2.5945690310072407,3.376704730070496,1.9463614749718066,1.9958992822823662,1.9139061719298907
2024-12-05,65.87590888204983,8.401860530505644,5.79084362704831,5.69282250518406,2.4137046621125156,2.594002863226356,3.3759678903869563,1.94593675427873,1.995463751813138,1.9134885333944602
2024-12-06,65.87995807702774,8.396412122041646,5.791017717824872,5.693172425947041,2.413853025314812,2.5941623088195125,3.3761754010302147,1.9460563651875806,1.995586406998312,1.913606149808278
2024-12-09,65.89921653442619,8.391462951540205,5.792710585751139,5.6730077056027755,2.414558658515122,2.594920651201131,3.3771623465600586,1.9466252490287046,1.9961697697830783,1.9141655475915977
2024-12-10,65.90497108905906,8.387829545678477,5.788850247563767,5.6735030928697485,2.4147695063892765,2.5951472489277903,3.377457252421606,1.9467952352885478,1.9963440824471859,1.9143326993545362
2024-12-11,65.8383996359145,8.400438770598468,5.833853801300444,5.667772214924257,2.4123303168654346,2.6216043109039737,3.374045639708454,1.944828752553688,1.994327549788891,1.9123990074418884
2024-12-12,65.71159473215864,8.380994481468543,5.822581507876968,5.6568560730648265,2.4076841633235953,2.6165550951853587,3.367547220321333,2.1369845333859296,1.9904864705037457,1.9087157227110554
2024-12-17,65.70921092944589,8.387945795114694,5.818742609157521,5.656650860744114,2.4075968203810993,2.6164601750854977,3.3674250566722552,2.136907010544663,1.9904142621352312,1.9086464807190409
2024-12-18,65.70444384284232,8.394592087014225,5.818320469710869,5.6562404807660585,2.4074221535058333,2.6162703555446303,3.3671807559623685,2.1367519817345624,1.9902698611139686,1.9085080118051632
2024-12-20,65.70480135034455,8.39409364857295,5.818352128044715,5.656271257198945,2.4074352526423692,2.6162845910548223,3.3671990772860294,2.1367636081150505,1.9902806904637842,1.9085183962767815
2024-12-27,65.70482518431636,8.394060419150671,5.818354238612554,5.656273308973046,2.4074361259232067,2.616285540094343,3.367200298714696,2.1367643832115815,1.9902814124246289,1.9085190885789076
2025-01-02,65.64767338664655,8.444747475886743,5.813293279949568,5.6513533325966865,2.405342074200433,2.643004042054719,3.3642714186873,2.134905768941552,1.9885502129233776,1.9068590081130747
2025-01-03,65.65719178079212,8.445971897572823,5.785137741191824,5.65217273419465,2.405690829803428,2.657886466950486,3.3647592114714735,2.135215313416232,1.9888385369983739,1.9071354876085835
2025-01-06,65.62388947096234,8.441687974284028,5.782203432790264,5.642059939649535,2.4044706274280925,2.7145057710483265,3.363052555266359,2.134132300268821,1.987829768341596,1.9061681599606424
2025-01-16,65.61438072941257,8.454954550416629,5.781365605613702,5.641242418923366,2.404122225497873,2.714112445781868,3.362565257152455,2.133823069702943,1.9875417366558112,1.905891960842767
2025-01-21,65.63673064459314,8.457834521468044,5.761411663536345,5.631024664254382,2.4049411302444588,2.7150369410263466,3.36371063180129,2.134549903730606,1.9882187435670744,1.9065411557783074
2025-02-04,65.65148041311151,8.459735150889,5.740234536799376,5.63229005802862,2.405481564306653,2.715647059263585,3.364466518828182,2.1350295759608,1.9886655325211178,1.9069695902911528
2025-02-10,65.63715877026466,8.457889688994648,5.76072450391739,5.6310613934788885,2.404956816842895,2.7150546502724064,3.363732572121273,2.13463630059195,1.9882317120296464,1.9065535914862497
2025-02-11,65.63727769505347,8.457905013435314,5.760553756338636,5.631071596126285,2.4049611742676666,2.7150595695484228,3.363738666705397,2.1346401682360705,1.9882353144103846,1.9065570458783574
2025-02-12,65.63730148006294,8.457871841285689,5.7605558437930595,5.631073636660201,2.404962045754516,2.7150605534057646,3.3637398856248715,2.134640941766577,1.9882360348880987,1.9065577367582809
2025-02-14,66.09910300630696,8.517378524787421,5.801085137665471,5.663393538995799,2.4218825333163894,2.7341627876404937,2.6911387245557004,2.149659542816015,2.0022245812594566,1.919971622656298
2025-02-17,66.0797878257387,8.493000815620443,5.798477937527586,5.655390855959895,2.4211748217693567,2.791733954660037,2.690352332183719,2.1490313790385764,2.0016395002588645,1.9194105772428076
2025-02-18,66.08453720410382,8.486314445512338,5.799004145657138,5.6557973280727944,2.4213488398117113,2.791934606043488,2.6905456969262733,2.1491858372091213,2.0017833648754144,1.9195485317879002
2025-02-21,66.07007421867671,8.477161972301783,5.797734999862996,5.654559523923815,2.4208189135314377,2.8277995445289443,2.689956855347714,2.141420281462005,2.001345262940237,1.9191284274243614
2025-02-24,65.64472324481034,8.400842365906398,5.706410597002649,5.618156168414848,3.1228085887563104,2.809594520478521,2.672639245497698,2.129591103953598,1.988460849433799,1.9067733157458455
2025-02-25,65.62569644342962,8.376669040401422,5.70475662185188,5.6165277733777685,3.1219034579882714,2.8087801732734587,2.671864594108023,2.179696744926486,1.9878845037998256,1.906220646843252
2025-02-28,53.448952167369946,6.8218011744223785,4.6462480450883765,4.574389920033049,2.542639204461625,2.287615450441146,2.176104340641506,1.7752574581722684,1.6190356752928676,1.552524417952728
2025-03-03,65.62629086401853,8.37602029478992,5.704627139233819,5.61657864643402,3.1219317353825335,2.808805614477975,2.671888795166627,2.179716488055977,1.987902509543635,1.9062379128969613
2025-03-04,65.60252243662815,8.380230249580492,5.680830340133794,5.6073008740423225,3.1208010390290872,2.865736875424917,2.6709210946614332,2.178927041747251,1.9871825341216633,1.905547514630886
2025-03-05,65.60276003567847,8.380260601077277,5.680488735202983,5.607321182550487,3.1208123419384197,2.865747254543505,2.670930768196718,2.1789349333797157,1.9871897312943543,1.905554416138069
2025-03-06,65.60361540651027,8.380369868286113,5.68056280105588,5.6060904303054295,3.120853033089941,2.865784619992939,2.6709655935039405,2.1789633437299107,1.9872156415477107,1.9055792619778644
2025-03-07,65.59183226037591,8.37509861779163,5.6795425081772715,5.605083513501021,3.120292492834272,2.886997057953548,2.670485858085198,2.178571977441003,1.9868587152996713,1.9052369985404705
2025-03-10,65.5920697819971,8.375128945759805,5.679200954248957,5.605103810670305,3.120303792060196,2.887007512368342,2.670495528468056,2.178579866501731,1.9868659101269364,1.9052438977985797
2025-03-11,65.5623929051006,8.371339651237744,5.67663142186265,5.6025678032484585,3.1188920227438075,2.8857012970464506,2.6692872731513018,2.222838787630323,1.985966960372482,1.9043818776061892
2025-03-13,65.5479677776969,8.36949777763219,5.710122657715116,5.588597039389572,3.1182057998530173,2.8850663810982304,2.668699972912764,2.2223497155984973,1.985530005204229,1.9039628728994888
2025-03-14,65.55935550857444,8.370951821006885,5.711114684505701,5.58956795338165,3.1187475296681955,2.8681944815453173,2.669163609515313,2.2227358072094967,1.9858749538291087,1.9042936507638912
2025-03-17,65.45878229140098,8.517119466496471,5.696932611434761,5.580993115704856,3.113963125212458,2.8636137527703043,2.665068902218562,2.2193259553382645,1.9828284651706798,1.9013723142526553
2025-03-20,65.45879411931007,8.517102936228792,5.696933640827588,5.580994124148289,3.1139636878821477,2.8636142702037475,2.6650693837764456,2.219326356353754,1.9828288234528535,1.9013726578163157
