date,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA GALAXY INTERNATIONAL SECURITIES,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,MOUETTE SECURITIES CO LTD,VALUABLE CAPITAL LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-08-20,75.13840207001778,8.82799618225967,0.0,0.22846915390961117,0.0,0.0,0.029337516354302342,1.9650943476611897,7.634764101159017,0.054521048092066295
2024-08-22,80.21864674576534,9.500832575270818,0.0,0.44126688921300694,0.0,0.0,0.01607630626529799,2.1206865385481883,7.56556516398808,0.1369257809492622
2024-08-23,80.10880126932102,9.62309464680299,0.0,0.4816287768477526,0.0,0.0,0.02325104439954668,2.1191666181301114,7.517560891039146,0.12649675345943848
2024-08-26,80.22968607385445,9.463983494568994,0.0,0.500651803739503,0.0,0.0,0.03576084312425022,2.1223644570485245,7.524192279677515,0.12336104798675462
2024-08-27,80.27606387556314,9.435224953365175,0.0,0.489291416325734,0.0,0.0,0.03494938688040957,2.12359131711441,7.51994307710146,0.12093597364967122
2024-08-28,79.92666866992171,9.394158884555868,0.0,0.474458048085224,0.0,0.0,0.03175941532584445,2.5645037453547093,7.486936952031678,0.12151428472497007
2024-08-29,79.93505738697324,9.394592454464634,0.0,0.4651171192249792,0.0,0.0,0.03314373771199377,2.5647729032797844,7.4747414474973946,0.13257495084797508
2024-08-30,79.96553648979852,9.398727203009463,0.0,0.4481636736618459,0.0,0.0,0.041445469204239756,2.565750846870469,7.423712443863424,0.15666387359202627
2024-09-02,79.92048863655073,9.393432516043768,0.0,0.4454258774805562,0.0,0.0,0.040869826328036145,2.6245056042003756,7.411798234084394,0.16347930531214458
2024-09-03,79.91077908620129,9.391462964952312,0.0,0.44509564870793894,0.0,0.0,0.038103721787652346,2.6377163350539337,7.410621659846386,0.1662205834504834
2024-09-04,79.89930720427503,9.390666887975177,0.0,0.46822199153332067,0.0,0.0,0.03865040024449581,2.62629469661349,7.409281726869846,0.1675770924886354
2024-09-05,80.89219931884296,9.506524242170672,0.0,0.6054078416012488,0.0,0.0,0.03186357061059204,1.2949466898146749,7.501355333746222,0.16770300321364234
2024-09-09,80.80501964608989,9.496558012153551,0.0,0.7111320159043628,0.0,0.0,0.032387637944603885,1.2935510913564636,7.493270923769646,0.16808067278147878
2024-09-10,80.78674931410816,9.49441080312711,0.0,0.7372104469190809,0.0,0.0,0.032938596265222095,1.2932586143794402,7.490180962582241,0.16525126261874135
2024-09-11,80.78765135879675,9.494237671586392,0.0,0.757875316898655,0.0,0.0,0.035172114154412716,1.293273054582493,7.489706308547997,0.14208417543330215
2024-09-12,80.76262709294856,9.491296797287863,0.0,0.8081499331102449,0.0,0.0,0.03683556324950011,1.292872458597985,7.487107287758242,0.12111086704759885
2024-09-13,80.75419898480285,9.490027290239132,0.0,0.8238027865014852,0.0,0.0,0.036552691041760794,1.2927375389044102,7.48632595916368,0.11635474934667367
2024-09-16,82.82608318258475,9.73350983141158,0.0,0.8432217037802793,0.0,0.0,0.03520101465007275,1.3259048851527404,5.115594608699597,0.12048477372098074
2024-09-17,82.80286001352268,9.73078070387474,0.0,0.8830402388768045,0.0,0.0,0.03519114482304528,1.3255331216680388,5.114160274080767,0.10843450315393625
2024-09-19,82.81423299953983,9.732117228154976,0.0,0.8894567402310115,0.0,0.0,0.02689773953857775,1.3257151838535182,5.11114280466038,0.10043730402171053
2024-09-20,82.8264150365188,9.733548830038648,0.0,0.8840355277995174,0.0,0.0,0.02031936629128059,1.3259101975704644,5.11046371638588,0.09930732539541358
2024-09-23,82.82688911818042,9.733604542905141,0.0,0.88375439794452,0.0,0.0,0.01974710280381214,1.3259177868124874,5.11049296764744,0.09959408370618296
2024-09-24,82.82997078127133,9.733966692083754,0.0,0.8786356691863553,0.0,0.0,0.018603035341079183,1.3259671190033824,5.108393504660344,0.10446319845375235
2024-09-25,82.83234144738722,9.73424528671312,0.0,0.8783746077716789,0.0,0.0,0.018603567776200428,1.326005069340563,5.107681085139583,0.10274893587163007
2024-09-26,82.83494933685438,9.734551759225068,0.0,0.877543609237719,0.0,0.0,0.016314411522031957,1.3260468172205975,5.1084143306180065,0.10217973532220016
2024-09-27,82.83589770101149,9.734663208559533,0.0,0.8772674350720346,0.0,0.0,0.016314598303134087,1.326061998919653,5.108472816041003,0.10132224209314855
2024-09-30,75.13840207001778,8.830073174567937,0.0,0.796007302144168,0.0,0.0,0.015058194234951645,1.202838170526396,4.634808335902703,0.09060878944824352
2024-10-02,82.83637189123336,9.734718934183746,0.0,0.8738377850125835,0.0,0.0,0.016314691695288982,1.3260695898995412,5.11279539917451,0.09989170880097989
2024-10-03,82.8427739906289,9.735471292559438,0.0,0.874191565301712,0.0,0.0,0.016315952594039812,1.32617207663485,5.1129043023638445,0.09217081991720737
2024-10-04,83.01029089230725,9.75515745115539,0.0,0.8719437432451966,0.0,0.0,0.020938122781874787,1.1418447506115552,5.122095844366028,0.07772919553271325
2024-10-07,83.0167199040067,9.755912972196327,0.0,0.8714375822390534,0.0,0.0,0.019218669522717766,1.1419331846259615,5.1196240842009955,0.07515360320823962
2024-10-08,83.01005279988564,9.75512947114188,0.0,0.8745226473056243,0.0,0.0,0.019790771618264376,1.1418414755407316,5.1192129252577185,0.0794499092501338
2024-10-09,83.01005279988564,9.75512947114188,0.0,0.8742358245285482,0.0,0.0,0.019790771618264376,1.1418414755407316,5.1192129252577185,0.0797367320272101
