date,VALUABLE CAPITAL LTD,SUCCESS SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,I WIN SECURITIES LTD,RIFA SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,30.150108748237827,69.84989125176217,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,66.59432742296283,0.0,7.68869558972917,17.47785220419179,0.0,0.0,8.239124783116216,0.0,0.0,0.0
2024-03-05,66.54428838714097,0.0,7.733575734927016,17.499204200192622,0.0,0.0,8.2229316777394,0.0,0.0,0.0
2024-03-06,66.75425964224418,0.0,7.509206498320868,17.508999390591505,0.0,0.0,8.22753446884344,0.0,0.0,0.0
2024-03-07,66.72170734687593,0.0,7.5589884544834325,17.498365122376274,0.0,0.0,8.220939076264374,0.0,0.0,0.0
2024-03-08,66.56429805983359,0.0,7.759079794998218,17.455098583773438,0.0,0.0,8.221523561394747,0.0,0.0,0.0
2024-03-11,66.56748088107516,0.0,7.753075369004035,17.45752707028412,0.0,0.0,8.221916679636685,0.0,0.0,0.0
2024-03-12,63.21245021158728,0.0,7.521237241630556,16.577659934574772,0.0,0.0,7.807528418926683,0.0,4.881124193280713,0.0
2024-03-13,63.21149348864103,0.0,7.5226369113803315,16.57740903103281,0.0,0.0,7.8074102516737645,0.0,4.881050317272054,0.0
2024-03-14,63.308207660285575,0.0,7.486038852344462,16.543356757798115,0.0,0.0,7.791372759527213,0.0,4.871023970044638,0.0
2024-03-15,63.28182298173165,0.0,7.500085531285985,16.56550310635281,0.0,0.0,7.79184350999553,0.0,4.860744870634024,0.0
2024-03-18,63.373955861115604,0.0,7.362975235679034,16.613529933575364,0.0,0.0,7.800208806985394,0.0,4.849330162644598,0.0
2024-03-19,63.38911806533171,0.0,7.339072894840026,16.610767033576593,0.0,0.0,7.798911599408834,0.0,4.862130406842844,0.0
2024-03-20,63.30118084450302,0.0,7.429222687108142,16.609511473707514,0.0,0.0,7.798322102222646,0.0,4.861762892458667,0.0
2024-03-22,63.30692306930553,0.0,7.431408491727261,16.600435013038826,0.0,0.0,7.799029509541054,0.0,4.862203916387328,0.0
2024-03-26,63.327029062785535,0.0,7.394447326749579,16.68132521105544,0.0,0.0,7.748573863902315,0.0,4.848624535507138,0.0
2024-03-27,63.31458098979441,0.0,7.412650623132178,16.678046194861423,0.0,0.0,7.74705074155689,0.0,4.847671450655097,0.0
2024-03-28,60.50234602628996,0.0,7.08145169510522,15.936117983331224,0.0,0.0,7.402420715104037,0.0,4.6320212379474075,4.445642342222138
2024-04-02,60.576738986453485,0.0,6.967200160801182,15.95571284316988,0.0,0.0,7.411522642971975,0.0,4.63771671579353,4.451108650809948
2024-04-03,58.90523996838264,0.0,6.774630068186633,15.514704542988214,0.0,0.0,7.205265097140266,2.762545759059733,4.5095324356138,4.328082128628716
2024-04-05,58.898111681254896,0.0,6.787550306166813,15.512086242699178,0.0,0.0,7.204049118606213,2.7620795449375506,4.508771395656715,4.327351710678637
2024-04-08,59.212739298481644,0.0,7.053090093708857,15.783184144664157,0.0,0.0,6.271571559140397,2.7975746907559667,4.532099271633971,4.349740941615012
2024-04-09,59.21980745080796,0.0,7.053090093708857,15.776115992337841,0.0,0.0,6.271571559140397,2.7975746907559667,4.532099271633971,4.349740941615012
2024-04-10,59.33262369331889,0.0,6.978465721110625,15.795989418102502,0.0,0.0,6.198793517614687,2.8010988403606496,4.537808429609016,4.3552203798836375
2024-04-11,59.589016675610786,0.0,6.711589740521829,15.778316496159015,0.0,0.0,6.208547807271195,2.8055065899280045,4.544949028453352,4.3620736620558205
2024-04-12,59.60971284590799,0.0,6.715240481963349,15.76691708393631,0.0,0.0,6.204062297313484,2.803479686353096,4.54166542417788,4.358922180347891
2024-04-15,59.60549094638643,0.0,6.721847440171586,15.76580038102809,0.0,0.0,6.203622890270666,2.8032811279474026,4.541343757554003,4.358613456641818
2024-04-18,59.92853422579461,0.0,6.688026392740136,15.566676713245254,0.0,0.0,6.172409295215717,2.7891763889101275,4.518493937769515,4.33668304632464
2024-04-19,59.92487617294222,0.0,6.694507217528696,15.565360456473043,0.0,0.0,6.1718873806359165,2.788940547158004,4.518111871747631,4.336316353514491
2024-04-22,60.09247251965758,0.0,6.66651042436695,15.500265272760814,0.0,0.0,6.146076212046717,2.777277046156057,4.499216882251803,4.3181816427600745
2024-04-23,60.09656187136577,0.0,6.6353972994641675,15.497861962757478,0.0,0.0,6.1562708812604425,2.781883793587034,4.506679859646302,4.325344331918799
2024-04-24,60.1117010554712,0.0,6.6328798597136025,15.491982143962456,0.0,0.0,6.153935219907809,2.780828359446867,4.504970045672892,4.323703315825169
2024-04-26,60.1117010554712,0.0,6.637095365058898,15.491982143962456,0.0,0.0,6.153935219907809,2.780828359446867,4.500754540327597,4.323703315825169
2024-04-29,60.18048377213939,0.0,6.695490311340239,15.510071382201993,0.0,0.0,5.9979310057159365,2.7840753982202036,4.50600985371365,4.325938276668583
2024-04-30,60.2064823490339,0.0,6.6513080760198156,15.51858574096039,0.0,0.0,6.001223610574568,2.785603735270804,4.508483458348855,4.328313029791673
2024-05-02,59.511740056739484,0.0,7.264247666855647,15.562176754003767,0.0,0.0,5.947504013877086,2.7934283715350072,4.58043206954578,4.340471067443227
2024-05-06,59.45048104606111,0.0,7.201776929346908,15.564488740457355,0.0,0.0,6.082390123388549,2.7905529278279677,4.575717155533984,4.3345930773841195
2024-05-07,59.483192763651836,0.0,7.145072694116276,15.67604551118179,0.0,0.0,5.981333358352552,2.7920883868804576,4.585289164912323,4.336978120904764
2024-05-08,59.61094963112872,0.0,6.963082630685204,15.701521023907054,0.0,0.0,5.991053764814504,2.7966258758268436,4.592740826901083,4.344026246736592
2024-05-09,59.65493266396996,0.0,6.898809325654427,15.70640403851497,0.0,0.0,5.9929169220848,2.797495598255884,4.604064256452458,4.345377195067502
2024-05-10,59.73597385349948,0.0,6.9332069178471265,15.678699961879211,0.0,0.0,5.982346187416697,2.7361172915204564,4.595943279258446,4.337712508578589
2024-05-13,59.77899437618799,0.0,6.873242845580675,15.682930846902979,0.0,0.0,5.98665454037864,2.7380877824729764,4.599253175613452,4.340836432863295
2024-05-14,59.73555494614019,0.0,6.696690519660262,15.819570304817606,0.0,0.0,5.979055746391571,2.783973592021927,4.649828233483431,4.335326657485007
2024-05-16,59.72938388288094,0.0,6.6507160806739405,15.873968278433098,0.0,0.0,5.978296927815325,2.783620270198715,4.649238110863811,4.33477644913417
2024-05-17,59.810342079257516,0.0,6.643103307638255,15.872625319114569,0.0,0.0,5.907290021713645,2.783384772135752,4.648844778992692,4.334409721147569
2024-05-20,59.843215985836515,0.0,6.630638191240382,15.914055648063574,0.0,0.0,5.901215802581196,2.708685520554634,4.672236022714364,4.329952829009331
2024-05-21,60.00235961986565,0.0,6.526021429334507,15.753563698481837,0.0,0.0,5.627268285642787,2.3847073775194567,5.463502583212315,4.24257700594344
2024-05-22,60.21754298256455,0.0,6.321668318106852,15.772226029356768,0.0,0.0,5.557585846187681,2.33481482061084,5.542914657907362,4.2532473452659465
2024-05-23,60.433204648921105,0.0,6.702227459402932,15.845828814271654,0.0,0.0,5.5148464071562495,2.5052859645445387,4.740599739721631,4.258006965981895
2024-05-24,60.17517324925107,0.0,6.8324832606548025,15.97265629355689,0.0,0.0,5.5619571945995645,2.5050196821472257,4.683236684596633,4.269473635193815
2024-05-27,60.23451700140541,0.0,6.749972578887715,15.983192665191062,0.0,0.0,5.586678820143398,2.5038650961275777,4.669483842385903,4.272289995858938
2024-05-28,60.3063639072938,0.0,6.609343107633106,15.98251971552855,0.0,0.0,5.586443600953758,2.5037596744382626,4.739459877005612,4.272110117146901
2024-05-29,60.39040669602904,0.0,6.513972611502809,15.919678851201857,0.0,0.0,5.5812867738373795,2.5728490494452068,4.751493855218601,4.270312162765109
2024-05-30,60.65612241556785,0.0,6.343048619762957,15.913204882022052,0.0,0.0,5.550971230656001,2.546561514430036,4.721515759408552,4.268575578152549
2024-05-31,60.71131792622424,0.0,6.369152832099892,15.789692527749846,0.0,0.0,5.5789030107606274,2.549713820949113,4.7273603717707395,4.273859510445539
2024-06-03,60.694736510290696,0.0,6.579922405975214,15.776623548501709,0.0,0.0,5.400330104033197,2.5546177735925317,4.7234475802779,4.270322077328757
2024-06-04,60.76357498461148,0.0,6.556489498325437,15.673937415085067,0.0,0.0,5.389140950283134,2.5493247617783057,4.806058158805559,4.261474231111017
2024-06-05,60.86082349873675,0.0,6.4526640724162085,15.70063252261499,0.0,0.0,5.328202328481212,2.5676900811814973,4.8212553244685905,4.268732172100753
2024-06-06,60.84546478035758,0.0,6.490291386477385,15.696670341700782,0.0,0.0,5.291807985418864,2.56704210393481,4.841068478911469,4.267654923199105
2024-06-07,60.991015223615854,0.0,6.436896422579605,15.623286870393338,0.0,0.0,5.285953414512339,2.564202067021352,4.835712581881337,4.262933419996174
2024-06-11,61.17079848473248,0.0,6.381984256009458,15.547406750783436,0.0,0.0,5.270674221378846,2.55679017070994,4.821734822207221,4.250611294178622
2024-06-12,60.960421676698026,0.0,6.381449596448461,15.491649595948598,0.0,0.0,5.270232663353581,2.8553784068242343,4.790612867390684,4.2502551933364145
2024-06-13,60.416255173587885,0.0,6.7868573745400385,15.343719401265771,0.0,0.0,4.679709310052656,3.9533917355680246,4.5886589729641525,4.231408032021472
2024-06-14,60.27294606823931,0.0,6.7420923204822385,15.25668001802959,0.0,0.0,4.6402326347665195,4.29011796562606,4.577142664683784,4.220788328172505
2024-06-17,59.6721104506157,0.0,7.3863694830190205,15.199730202365261,0.0,0.0,4.669329419341637,4.285008222880922,4.571691061321888,4.215761160455568
2024-06-18,37.534906396330946,0.0,4.82369943926757,9.605659116959941,36.75969775966447,0.0,2.9508409761121133,2.7718562572585084,2.889137197729819,2.664202856676634
2024-06-19,37.12145310612692,0.0,4.869305886773664,9.618974141571764,36.76041073212139,0.0,2.950898209127316,3.115007185610001,2.90407244783759,2.6598782908313545
2024-06-20,37.11550466293359,0.0,4.957836992530681,9.587191365445829,36.72160968147372,0.0,2.9478536879708717,3.111793348802709,2.9010762380801878,2.6571340227624143
2024-06-21,37.184480295030944,0.0,4.884097434154239,9.593482374432472,36.71158417065084,0.0,2.9497880369721,3.114710191790205,2.9029798922359267,2.658877604733268
2024-06-24,37.80828545234666,0.0,4.562652770730994,9.61164328585085,36.09082122897989,0.0,2.9843911124437854,3.36473318130881,2.9111302987177656,2.6663426696212444
2024-06-25,38.1383497376764,0.0,4.585907112747991,9.612571007109985,35.80913033319567,0.0,2.9846791675659166,3.3650579472630575,2.8377046679136186,2.666600026527362
2024-06-26,38.15033491856788,0.0,4.585343829129466,9.611390302039629,35.804731923892035,0.0,2.9799258019970423,3.3646446196551327,2.83735611472352,2.6662724899952925
2024-06-27,38.06430912395298,0.0,4.557788409610177,9.606344497412517,35.80881612526533,0.0,3.006589278442089,3.451896168507567,2.837679768417252,2.6665766283920935
