date,BOCI SECURITIES LTD,CENTRAL CHINA INTERNATIONAL SECURITIES,CITIC SECURITIES BROKERAGE (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA CITIC BANK INTERNATIONAL LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,HING WONG SECURITIES LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,52.89145526480111,0.0,47.10854473519889,0.0,0.0,0.0,0.0
2024-03-05,0.0,0.0,0.0,52.88995926721951,0.0,47.1100407327805,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,52.88696752592137,0.0,47.11303247407862,0.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,52.885471782190486,0.0,47.114528217809514,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,52.88397612306214,0.0,47.11602387693786,0.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,46.58389484481317,0.0,41.50308018976339,0.0,0.0,11.913024965423443,0.0
2024-03-12,0.0,0.0,0.0,46.58273437748724,0.0,41.50204629234785,0.0,0.0,11.91521933016491,0.0
2024-03-14,0.0,0.0,0.0,46.58041361627953,0.0,41.502469662112915,0.0,0.0,11.917116721607554,0.0
2024-03-19,0.0,0.0,0.0,46.57560220032911,0.0,41.500402103722585,0.0,0.0,11.92399569594831,0.0
2024-03-20,0.0,0.0,0.0,46.57311131435634,0.0,41.502892989695354,0.0,0.0,11.92399569594831,0.0
2024-03-26,0.0,0.0,0.0,46.57195126015515,0.0,41.50185922570546,0.0,0.0,11.926189514139386,0.0
2024-03-27,0.0,0.0,29.78798893588231,32.77911764194379,0.0,29.047551526799996,0.0,0.0,8.385341895373905,0.0
2024-03-28,0.0,0.0,29.788511169291347,32.77969231485602,0.0,29.048060779099323,0.0,0.0,8.38373573675331,0.0
2024-04-02,0.0,54.01038358588915,11.474024207045913,12.626175943560003,0.0,11.189490691286991,7.464576573341024,0.0,3.2353489988769115,0.0
2024-04-03,67.12037945534625,16.3142364164781,3.47607084471106,3.824912160648723,0.0,3.3902801990122686,2.2614033687300634,1.8299967343949775,0.9938601319590121,0.7888606887195377
2024-04-05,67.12046621636493,16.314903957265035,3.4762130774829703,3.8260916093250734,0.0,3.390418921429562,2.258631662169805,1.8300716136249326,0.9943099752649811,0.7888929670727188
2024-04-08,67.12774500296814,16.316673204575892,3.4655410776124276,3.8265065245650662,0.0,3.390786590744388,2.257853543315699,1.8302700732229518,0.9956454655103959,0.7889785174850416
2024-04-09,67.12829440942254,16.316806748248073,3.465569441303714,3.826537842574964,0.0,3.3908143426082162,2.2570535735546393,1.8302850530527,0.9956536143621861,0.7889849748729647
2024-04-10,67.11991693804103,16.314770444737405,3.465136945452738,3.826060298619044,0.0,3.3905957627887457,2.269047103017483,1.830056637288724,0.9955293588640599,0.7888865111907635
2024-04-11,67.12046621636493,16.314903957265035,3.465165302529152,3.8260916093250734,0.0,3.3906235098546325,2.269065671848412,1.8300716136249326,0.9947191521151225,0.7888929670727188
2024-04-12,67.11730798876755,16.314136290071538,3.4650022556776494,3.830003155734348,0.0,3.3910777068229585,2.268958905220749,1.8299855030389796,0.9946723474718455,0.7888558471943802
2024-04-15,67.11675876213276,16.314002790107928,3.464973901269741,3.830380968741979,0.0,3.391049957345915,2.268940338137215,1.829970528112099,0.9950733622324216,0.788849391919947
2024-04-16,67.11538848876096,16.31376917042891,3.4649242821725124,3.83012154274991,0.0,3.391001396853879,2.2689078464722123,1.8299443225797785,0.9971048545379524,0.7888380954439007
2024-04-17,67.11483929019246,16.313635676473545,3.464895929040712,3.8300902012451408,0.0,3.39138279366745,2.2688892802243017,1.8299293483268537,0.9975058403695383,0.7888316404599912
2024-04-18,67.1140855297651,16.3135021847029,3.4648675763729293,3.8300588602532963,0.0,3.3913550425454417,2.26887071428024,1.829914374318993,0.9985205321793731,0.7888251855817217
2024-04-19,67.11271259931979,16.31316846483408,3.4647966967334765,3.830798776665831,0.0,3.3912856667273554,2.2688243007493765,1.8298769403714543,0.999727505750422,0.7888090488482065
2024-04-22,67.11216344286946,16.313034980709528,3.4647683456896674,3.8307674307735753,0.0,3.391462482183024,2.2688057358687277,1.829861967221269,1.0003330203450829,0.7888025943396569
2024-04-24,67.1120261551611,16.313001610019718,3.4647612580012095,3.830759594380665,0.0,3.391660109022082,2.268801094696037,1.8298582239720098,1.0003309740181443,0.7888009807290242
2024-04-25,67.11257530936467,16.313135093598145,3.464789608929027,3.829972675170389,0.0,3.3918924280323717,2.2688196595007315,1.8298731970609357,1.0001345931325603,0.7888074352111663
2024-04-26,67.11889122871229,16.314670311775707,3.4446571284337013,3.8405623860823974,0.0,3.392211636748659,2.2698515185743817,1.8300454051974244,1.0002287151268046,0.7888816693486379
2024-04-29,67.12086424238707,16.31450342623762,3.444621892449926,3.84052310031639,0.0,3.3923815206411634,2.2698282998770485,1.8300266853516451,0.9983772329953088,0.7888735997438368
2024-04-30,52.901072486401446,12.857552127228269,2.714725933339697,3.0264154405836416,2.211798859882342,2.674038701797832,1.793701479831453,1.474501014517214,0.7908575592408429,0.6539623979940793
2024-05-02,65.23631253033713,15.855619735546531,3.347733818952045,3.7321017183404663,2.7275364164803726,3.297758146238651,2.200416840415389,1.8183186935212068,0.9777516186662091,0.8064504815019968
2024-05-03,65.22049190448354,15.851774548444695,3.3469219514176496,3.7545871729818567,2.7268749546123807,3.297157179228758,2.199883211670846,1.8183408876343656,0.9777132824033188,0.8062549071225993
2024-05-06,65.21906583172586,15.851427942904253,3.346848769598905,3.7545050773961393,2.7268153303750773,3.29728386198635,2.1998351103237597,1.8177047995187485,0.9802759981419459,0.806237278028963
2024-05-08,65.22049190448354,15.851774548444695,3.3469219514176496,3.7307334775048564,2.7268749546123807,3.297355960024399,2.199883211670846,1.815557956495382,1.0041511282236604,0.8062549071225993
2024-05-10,65.24059319887105,15.856660147701282,3.3479534901483907,3.7273099415405615,2.7277153916379233,3.2989687484418737,2.188233019327041,1.8161175208883427,0.9899451423705339,0.8065033990730003
2024-05-13,65.23644223931213,15.855651261181624,3.347740475231429,3.740593189759964,2.727541839624924,3.2993553384277603,2.193064527339419,1.8160019696645748,0.9771570744954562,0.8064520849627271
2024-05-14,65.24889670293048,15.858678305959042,3.348379601316809,3.7158522932315834,2.7280625619304804,3.2999852271772996,2.19328434378363,1.8163486674562646,0.9839062493278283,0.8066060468865744
2024-05-16,65.25006455270773,15.858962150665437,3.3484395318990736,3.7159188009810196,2.728111389840472,3.3014363880742597,2.1891473105406867,1.816381177161315,0.9849182142990546,0.8066204838309489
2024-05-17,65.24993478955692,15.858930611862961,3.348432872839547,3.715911411113514,2.7281059644308248,3.301628693022606,2.1891429569717733,1.8163775649143965,0.9849162555869574,0.8066188797004976
2024-05-20,65.24837767200367,15.858552156017586,3.3483529661910727,3.715822734996009,2.728040861198185,3.3019476348774264,2.189090715495427,1.8163342190720015,0.9868814095158952,0.8065996306327334
2024-05-21,65.26187516031102,15.86183270689003,3.349045617205896,3.7126132634905455,2.7286051924649497,3.305614290206718,2.181587280823187,1.8165110448591573,0.9795270958268895,0.802788347921602
2024-05-22,65.24954550320119,15.858835996208196,3.3740670414529723,3.7099231613075627,2.7280896883313566,3.3051886434683126,2.173220348689493,1.8161678589138512,0.9823250779995009,0.8026366804275663
2024-05-23,65.22515948775911,15.852908999835813,3.41574576039161,3.7001872435995486,2.7270701067119907,3.30435097002158,2.1755888613094636,1.8154890940717157,0.9811627690029425,0.8023367072962235
2024-05-24,65.2117726054635,15.848592648629634,3.4148157381267357,3.700769702180187,2.726327593628457,3.308022318354447,2.174201539217385,1.8149947817318743,0.9983848216192036,0.8021182510485824
2024-05-27,65.20418526429526,15.846748676680136,3.429918413024871,3.7003391203819374,2.726010387443703,3.3084323035071783,2.1707690881461232,1.8146941854438488,0.996877635889394,0.8020249251875482
2024-05-28,65.17387943740599,15.839383369986912,3.4720218340110818,3.700605518065446,2.7247433829015044,3.3068945988911547,2.1697601505766206,1.8138507455999473,0.9972088052942227,0.8016521572671288
2024-05-29,65.17387943740599,15.839383369986912,3.4720218340110818,3.700009641833583,2.7247433829015044,3.3070932243017754,2.1697601505766206,1.8138507455999473,0.997606056115465,0.8016521572671288
2024-05-30,65.16847414917733,15.839131685664116,3.4719666643467324,3.7055122726192393,2.7247000873276113,3.3074379198258237,2.169725673564393,1.8138219239099929,0.9975902043743471,0.8016394191904243
2024-05-31,52.901072486401446,12.857552127228269,2.8203337663490964,3.0079816336401843,2.211798859882342,2.6851638017637076,1.7612935799308587,1.4723775715237273,0.8098024758493992,0.6507377313373038
2024-06-03,65.16045638394965,15.837182975940223,3.491399285381818,3.7050563784489676,2.7243648638027205,3.3074281969153034,2.1615148165800524,1.813588837062608,0.9974674695066595,0.8015407924119975
2024-06-04,65.14049533389746,15.83136643751141,3.5552331557409707,3.6931738000326906,2.723364283526008,3.306809049006004,2.148809462106101,1.8129227584310192,0.9865793100449537,0.8012464097033801
2024-06-05,65.15226558840364,15.834227011585877,3.5638179818257725,3.6652483726449385,2.7240549297378727,3.3076051180173858,2.149197731094917,1.8132503359564494,0.9889417435896174,0.8013911871435275
2024-06-06,65.15187749023383,15.834132690467984,3.5637967529210854,3.665226539541017,2.724038703122832,3.3077839748854108,2.149184928781774,1.813239534810389,0.9893329718087811,0.801386413426908
2024-06-07,65.14346983176743,15.832089342142483,3.5748518241513962,3.664753552819321,2.7236871739275528,3.3075556490207476,2.1489075827779693,1.8130055415731452,0.9903965049563593,0.8012829968635911
2024-06-11,65.14334050012447,15.83205791013354,3.5748447268711776,3.6647462770540105,2.7236817664947273,3.3075490824131135,2.1489033164754683,1.8130019421488897,0.9905930722365893,0.8012814060480152
2024-06-12,65.14269384961256,15.831900751960909,3.574809240892797,3.6647098986607944,2.723654729652664,3.307516249766049,2.148881985217062,1.812983945241992,0.9915758969302947,0.8012734520648845
2024-06-13,65.14243519300244,15.831837889565476,3.6145012048015728,3.664695347505731,2.7236439150661327,3.268194020367896,2.1488734528322775,1.8129767465792752,0.9915719597633612,0.8012702705158475
2024-06-14,65.14217653844635,15.831775027669245,3.614883913067384,3.6646807964662207,2.723633100565482,3.2681810436765732,2.14886492051525,1.8129695479737244,0.9915680226276936,0.8012670889920757
2024-06-17,65.14256452105074,15.831869320700791,3.6149054430829537,3.6647026230688184,2.7236493223486633,3.268399039936862,2.1480835942775607,1.8129803459034877,0.9915739283429198,0.8012718612872078
2024-06-18,65.14476317644207,15.832403669096385,3.615027451348978,3.6648263120614004,2.723741249436746,3.268509353112633,2.1443838753711177,1.8130415366017845,0.9920044711621235,0.8012989053667692
2024-06-19,65.14592723055902,15.832686574026484,3.6150920472947234,3.663104924952553,2.723789919230915,3.2685677572203975,2.144422192785393,1.8130739333496122,0.9920221970211551,0.8013132235597328
2024-06-20,65.13713318511977,15.83054932046242,3.619765426630408,3.66261044260303,2.7317598495063433,3.2681265334232963,2.1441327173414777,1.812829186590568,0.9918882839946894,0.8012050543279995
2024-06-21,65.13700387863629,15.830517894568095,3.6197582408806603,3.662603171799826,2.731754426574099,3.2683185599646327,2.144128460932756,1.8128255878665251,0.9918863149552225,0.8012034638218927
2024-06-24,65.13286634221433,15.829512331823922,3.619528311951349,3.662370521338181,2.737535952952332,3.2683094562950368,2.1439922647758527,1.8127104362407238,0.9920218114478231,0.8011525709604533
2024-06-25,65.13066848977961,15.828978178574223,3.619406174088244,3.656292089907018,2.7467728388627513,3.2681991700094892,2.14391991760485,1.812649267889483,0.9919883365268495,0.8011255367574841
2024-06-26,65.12996769266336,15.828904342578692,3.619389290973297,3.6563445076350636,2.747554002256872,3.2681839251379263,2.1439099170565097,1.8126408125892273,0.9919837092890356,0.8011217998200213
2024-06-27,65.12996769266336,15.828904342578692,3.6185953149576178,3.6557490256233045,2.7489434602843104,3.2681839251379263,2.1439099170565097,1.8126408125892273,0.9919837092890356,0.8011217998200213
2024-06-28,65.1244783865413,15.827522008563824,3.618279303989224,3.6554297700312195,2.757237892569674,3.267898515503198,2.1437226899724977,1.812482515148182,0.9918970796149996,0.8010518380658799
2024-07-02,65.12383210847624,15.827364940429817,3.6182433971442802,3.6553934945148963,2.7625693473677675,3.267866085744346,2.139334972839678,1.812464528552022,0.9918872362912411,0.8010438886397233
2024-07-03,65.12590024343687,15.82786756943226,3.6183583015567433,3.6555095787015324,2.762657078173273,3.2679698632383882,2.1394029116158007,1.8125220869163727,0.9887430395699451,0.8010693273588138
2024-07-04,65.12577098115354,15.827836154184338,3.618351119817155,3.655502323223863,2.7626515948346833,3.2681618575607736,2.139398665315875,1.812518489411499,0.9887410771067402,0.8010677373915355
2024-07-05,65.1251246774336,15.8276790798153,3.618315211546842,3.6554660462675352,2.7626241784682324,3.2681294245448718,2.1393774340690896,1.8125005021013374,0.9897236581033669,0.8010597876498158
2024-07-09,65.12499541822895,15.827647665315606,3.6183080299783033,3.6554587909626712,2.7626186952602407,3.268321416264161,2.1393731878702997,1.8124969046821462,0.9897216937172177,0.801058197720406
2024-07-15,65.1251246774336,15.8276790798153,3.618315211546842,3.654870610350055,2.7626241784682324,3.2687248604623513,2.1393774340690896,1.8125005021013374,0.9897236581033669,0.8010597876498158
2024-07-18,65.12270616058207,15.828056063538668,3.6211801597243123,3.6549576620728095,2.7626899786619186,3.2691996816971476,2.138237489570185,1.8125436722455157,0.9893502646123477,0.8010788672950288
2024-07-19,65.12270616058207,15.828056063538668,3.6211801597243123,3.6549576620728095,2.7626899786619186,3.2693981650636723,2.138237489570185,1.8125436722455157,0.9891517812458226,0.8010788672950288
2024-07-23,65.18593574986117,15.843423998057792,3.62469607218717,3.6577116658061968,2.7653723572508175,3.17627422586682,2.140313568502061,1.8143035252784028,0.990112178387622,0.8018566588019469
