date,BOCI SECURITIES LTD,CENTRAL CHINA INTERNATIONAL SECURITIES,CITIC SECURITIES BROKERAGE (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA CITIC BANK INTERNATIONAL LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,HING WONG SECURITIES LTD
2024-07-26,65.18580624125663,15.843392521026598,3.62468887079741,3.656114993340403,2.7653668631283366,3.176466591067496,2.142296073072008,1.8142999206984411,0.9897128599049475,0.8018550657077352
2024-07-30,65.18580624125663,15.843392521026598,3.62468887079741,3.656114993340403,2.7653668631283366,3.1766652667527553,2.142296073072008,1.8142999206984411,0.989514184219688,0.8018550657077352
2024-07-31,52.90091125306861,12.857552127228269,2.941581232643857,2.9670847987656286,2.2442067597829367,2.5783144720914497,1.7385596800005911,1.4723775715237273,0.8030306758701706,0.6507377313373038
2024-08-05,65.1854177185306,15.843298090683449,3.6246672667998183,3.6560932020357346,2.765350380891879,3.1772423565844607,2.1422833044839016,1.8142891070444933,0.9895082864825813,0.801850286463081
2024-08-08,65.18567673316669,15.843361044120474,3.6246816694362654,3.6557103789622376,2.7653613690276866,3.1772549813754267,2.1422918168590606,1.8142963161328025,0.9895122182995075,0.8018534726198537
2024-08-15,65.12257690309906,15.82802464754249,3.6211729722982895,3.652171645988225,2.762684495192726,3.1741793939234944,2.2370182209806186,1.8125400746549558,0.988554369030256,0.8010772772898802
2024-08-19,65.12257690309906,15.82802464754249,3.6211729722982895,3.653957992741349,2.762684495192726,3.1741793939234944,2.2370182209806186,1.8125400746549558,0.9867680222771317,0.8010772772898802
2024-08-21,65.12244764612916,15.827993231671028,3.6207688197435672,3.6539507402713034,2.762679011745301,3.18429570523976,2.2270896519584085,1.8125364770786772,0.9871630288717468,0.8010756872910436
2024-08-22,65.119862614479,15.827364940429817,3.620625093542615,3.653805696916007,2.7625693473677675,3.184169304812886,2.2289859947669735,1.812464528552022,0.9891085904931846,0.8010438886397233
2024-08-26,65.11973336828365,15.827333527177101,3.6233965478152483,3.655783188109909,2.762563864377429,3.1843614593608986,2.224218187459933,1.8124609312756286,0.9891066273667747,0.801042298773425
2024-08-28,65.11921638863261,15.82720787541318,3.6233677819990198,3.6557541651790837,2.7625419326337206,3.184336179004378,2.2242005295936775,1.8124465423128473,0.9898926658601417,0.8010359393713411
2024-08-29,65.11908714500242,15.827176462783928,3.6233605906163286,3.6557469095183808,2.7625364497522042,3.184528331314324,2.2241961151709218,1.8124429451078494,0.9898907011970404,0.8010343495365971
2024-08-30,65.11805321442958,15.826925166238723,3.6272724442845377,3.655688865269574,2.7624925874835635,3.1844777688548946,2.224160800419682,1.8124141679819,0.9874933539517095,0.8010216310858296
2024-09-02,65.1136593757583,15.825857244941782,3.631195265847527,3.655442197773948,2.762306188379769,3.1842628963137485,2.2259952831709713,1.8122918753907282,0.988022090247726,0.8009675821754974
2024-09-03,65.11353015418541,15.825825837673554,3.6311880595444532,3.6554150978115736,2.7623007064339857,3.184455032371652,2.225990865563138,1.8123081243396015,0.9880201294645391,0.8009659926120818
2024-09-04,65.1130132730228,15.825700209847218,3.632548411387497,3.6553860805673675,2.7622787788684358,3.1844297536804866,2.2259731953071427,1.8122937379604864,0.9874169249370534,0.8009596344215106
2024-09-11,65.11210875073404,15.82548036595034,3.632497949569836,3.655335301498518,2.7622404064663963,3.18438551693664,2.228919039044461,1.8122685623466206,0.9858155996222537,0.8009485078309058
2024-09-12,65.10603618041965,15.824004429383013,3.637119984792383,3.6595583417158983,2.761982790802961,3.1840885306259414,2.2285127301340557,1.812099544194935,0.9857236592034808,0.8008738087276925
2024-09-13,65.10539022895976,15.823847431055944,3.638076051951062,3.659522033299782,2.7619553877091687,3.1840569395975913,2.2284906198792185,1.8120815653958142,0.9857138793170976,0.8008658628345575
2024-09-16,65.10209607588288,15.823046788044365,3.652178254968231,3.6529874139725775,2.7618156403886074,3.1838958351033604,2.2274849719271312,1.8119898790693336,0.9836797994114908,0.8008253412320152
2024-09-17,65.09460473365098,15.821226019347417,3.687866381016172,3.648797505598504,2.761497836394717,3.1835294620559598,2.209174461389617,1.8117813721682803,0.9807890386600404,0.8007331897183043
2024-09-19,65.09692944845587,15.82179104065001,3.6879980852888905,3.645158123346709,2.761596457393034,3.183841559815899,2.209253357338029,1.8118460760711046,0.9808240654461767,0.8007617861942873
2024-09-23,65.09680029327727,15.821759649518896,3.68799076813806,3.645150891192253,2.761590978263885,3.184033647343522,2.209248974081947,1.8118424812885934,0.9808221194479797,0.8007601974475925
2024-09-24,65.07381883322988,15.8161740118896,3.73290068494924,3.643864024722699,2.7606160395196104,3.1831079058451137,2.197362306999133,1.81120283716771,0.9804758547429536,0.8004775009340578
2024-09-25,65.0712376606974,15.815546658605895,3.7327526183244872,3.6476860197427254,2.760506538856799,3.1829816469157652,2.197275147964479,1.811130995264194,0.9804369638742387,0.8004457497540083
2024-09-26,65.07110989797586,15.815515605911088,3.73274528933167,3.6714779909178605,2.760501118799629,3.159374590322714,2.1972708337718654,1.8111254559769134,0.9804350388563766,0.800444178136023
2024-09-27,65.0709808452311,15.815484239676488,3.7327378863378406,3.671470709432839,2.760495644016014,3.1595666501866457,2.197266476018747,1.8111218640493814,0.9804330944015638,0.8004425906493737
2024-09-30,52.90091125306861,12.857552127228269,3.0346128656918308,2.9844818753789326,2.2442067597829367,2.568640472121124,1.7863169931874372,1.4723920825236827,0.7970650425551359,0.6507377313373038
2024-10-02,65.07020653951213,15.815296044881572,3.7445928703670472,3.676186781679448,2.7604627957703505,3.1458447416530246,2.195455419656688,1.8111003127833807,0.9804214278346516,0.8004330658617096
2024-10-03,65.08020940681773,15.817727239066265,3.7451685050174923,3.6766527237349944,2.760887145784229,3.1465266880526173,2.179131191504936,1.8113787227818936,0.9817622654225397,0.8005561118173108
2024-10-04,65.03854032527553,15.807599580102899,3.7923272865614597,3.6844082323436558,2.7591194251106934,3.1125975312143925,2.1813040364589464,1.810218946432196,1.01384109890796,0.8000435375922664
2024-10-07,65.0346728399144,15.806659588835185,4.037293801119722,3.6841891407891443,2.758955355407824,2.8438310421084223,2.179192175715357,1.8101113026375977,1.0450987900822992,0.7999959633900409
2024-10-08,65.03789571243902,15.807442907127879,4.029763103890267,3.6843717152750117,2.7590920788051028,2.8441701965020028,2.1793001682412245,1.8102010049106931,1.047727504643172,0.8000356081656292
2024-10-09,65.03016135495308,15.80556307363937,4.0635727070853696,3.6873029890919575,2.7587639654145892,2.8444265694703534,2.1774553937180765,1.8099857343897143,1.0228277449328442,0.7999404673046397
2024-10-10,65.03776679140505,15.80741157290555,4.069994686410308,3.679805248788364,2.7590866096090334,2.845155681086312,2.1749349096601107,1.81019741664907,1.0156130611870366,0.8000340222991635
2024-10-17,65.0376378708822,15.807380238807447,4.069986618700285,3.6797979545278117,2.759081140434646,2.845348265394568,2.174930598415128,1.810193828401672,1.0156110479972649,0.8000324364389849
2024-10-21,65.03750895087043,15.807348904833566,4.0699785510222455,3.6797906602961774,2.7590756712819413,2.845342625239977,2.1749262871872377,1.8101902401685002,1.0158072585148268,0.8000308505850934
2024-10-22,65.03552671387692,15.807348904833566,4.0699785510222455,3.6797906602961774,2.7590756712819413,2.845342625239977,2.1749262871872377,1.8101902401685002,1.0177894955083477,0.8000308505850934
2024-10-23,65.03539779830551,15.807317570983908,4.069970483376191,3.6797833660934613,2.759070202150919,2.845535208414173,2.174921975976439,1.8101866519495535,1.0177874780123572,0.8000292647374889
2024-10-24,65.03410867070039,15.807004239319408,4.069889808674724,3.681296180674787,2.759015512033191,2.8456770237697318,2.174878864808473,1.8101507705424666,1.0179655228696067,0.8000134066072245
2024-10-25,65.03410867070039,15.807004239319408,4.069889808674724,3.681296180674787,2.759015512033191,2.8458752431469883,2.174878864808473,1.8101507705424666,1.0177673034923502,0.8000134066072245
2024-10-29,65.03294849955064,15.806722251441704,4.069817204177866,3.681230508465083,2.758966292780953,2.8458244743670305,2.1748400662185525,1.810118478492286,1.019533089678387,0.7999991348274966
2024-10-30,65.02392635897056,15.804529355785684,4.08708954175624,3.680719804584646,2.7585835363117557,2.8454296679025175,2.1705745798095593,1.809867357425867,1.019391647977321,0.7998881494758421
2024-10-31,52.89607425308345,12.857552127228269,3.324994098134468,2.9943977253485174,2.2442067597829367,2.3148592062328883,1.7689037932408491,1.4723920825236827,0.82947294245573,0.6507377313373038
2024-11-01,65.01886238514376,15.80431009968431,4.087032841597777,3.680668741990092,2.758545266505811,2.8451920076881043,2.174309993710509,1.809842249151406,1.0213593618938877,0.7998770526343454
2024-11-04,65.01605834543327,15.804592001503472,4.124761676384609,3.6807343941576054,2.7585944707370595,2.840882596626134,2.1428367055942776,1.8098745313465294,1.0217739581585206,0.7998913200585368
2024-11-06,65.0169603412599,15.804811265426725,4.127791779144257,3.6795963073092346,2.7586327419082646,2.8409220094160106,2.142866434092357,1.8098996405167187,1.0186170636306215,0.799902417295909
2024-11-07,65.0163755778563,15.804717294428942,4.127767236446111,3.6795744294563053,2.75861633984772,2.841103308785476,2.1428536932064612,1.8098888793584709,1.0192055793148855,0.7998976612993317
2024-11-11,65.0171487255056,15.804905237541972,4.127816322134254,3.679618185422326,2.758649144163856,2.8413352870581132,2.1410954376272486,1.809910401802934,1.0196140853946525,0.7999071733490426
2024-11-18,65.01199475514304,15.803652367879517,4.127489106262695,3.6872535924328673,2.758430463458712,2.8411100517448657,2.1409257109836584,1.8097669285077702,1.019533259629752,0.799843763957135
2024-11-20,65.01212359444341,15.803683687200243,4.127497286027227,3.687260899748617,2.758435930053799,2.84111568219249,2.140731776084168,1.8097705150629255,1.0195352801177002,0.799845349069411
2024-11-25,65.0134120155343,15.803996887235103,4.132533627084434,3.6873339744991123,2.758490597196381,2.841171987896167,2.1407742014629703,1.8098063813963463,1.0126191271574658,0.7998612005377249
2024-11-28,65.01342425577954,15.803999862694958,4.132534405127355,3.687334668723131,2.7584911165446253,2.841172522811054,2.1407746045121323,1.809787894871597,1.0126193178059193,0.7998613511296866
2024-11-29,65.01342425577954,15.803999862694958,4.132534405127355,3.68713648702067,2.7584911165446253,2.841370704513514,2.1407746045121323,1.809787894871597,1.0126193178059193,0.7998613511296866
2024-12-05,65.01335983348787,15.803984202392485,4.132530310167894,3.6872319241624,2.7584883831350058,2.8413678889778864,2.1407724832024555,1.8097861015391439,1.012618314393812,0.7998605585410505
2024-12-06,65.01142722410391,15.80351440774948,4.140136314137518,3.6821679258726077,2.75840638336529,2.8414816011184856,2.1407088458669827,1.8097323032181256,1.0125882129552495,0.7998367816123506
2024-12-10,65.01142722410391,15.80351440774948,4.140136314137518,3.6819697502577386,2.75840638336529,2.8416797767333546,2.1407088458669827,1.8097323032181256,1.0125882129552495,0.7998367816123506
2024-12-11,65.0112983875636,15.803483089099698,4.1401281094131805,3.681962453506007,2.7584009168873123,2.841872320450279,2.140704603512472,1.8097287167771134,1.0125862062563091,0.799835196534032
2024-12-12,65.0086573510158,15.802841084133549,4.139959919730453,3.6818128764686535,2.7582888588633123,2.8419550386328427,2.1444818987928764,1.8096551978688444,1.012545070680727,0.7998027038129413
2024-12-17,65.00839841215414,15.802778139137477,4.13994342967278,3.6818001929405764,2.7582778722008223,2.841943718715887,2.144473357012068,1.8096479897510946,1.0129373703317848,0.7997995180833766
2024-12-18,65.00685255142045,15.802402358549047,4.13984498430043,3.6836942586377255,2.7582122820069492,2.8422724623379607,2.1444223627215147,1.8096049574070059,1.0129132832884993,0.7997804993304152
2024-12-20,65.00247301189867,15.801337743928404,4.1395660811692805,3.6834460865764944,2.7580264600631943,2.8420809772238242,2.143485298789454,1.8094830435453326,1.0203746790299895,0.7997266177753469
2024-12-23,65.002988221214,15.801462985261894,4.139598891351841,3.683475281553983,2.7580483201687915,2.8421035035451547,2.142709688484147,1.8094973854999807,1.0203827665152094,0.7997329564050035
2024-12-30,65.00311702481893,15.80149429590547,4.139607093978748,3.6834825803706672,2.7580537852493356,2.8421091351812824,2.1427139342694526,1.8095009710241658,1.0201866381238212,0.7997345410781176
2025-01-02,64.99989708782267,15.800711567039407,4.151290466097365,3.6840926805000103,2.757917164732855,2.8280985182602905,2.1426077946843813,1.809411337182159,1.026278457546667,0.7996949261341908
2025-01-03,65.00076886931633,15.799960220278974,4.1510930662125505,3.683917496547764,2.75778602177018,2.827964038072429,2.1425059105750117,1.8093252970477818,1.027022180698816,0.7996568994801673
2025-01-06,65.00630716938477,15.801306433905236,4.158976375545119,3.6941387759592446,2.7580209950909396,2.8020494644572165,2.1426884598100067,1.8094794580921936,1.0273078346216487,0.7997250331336325
2025-01-07,65.00926990335932,15.802026595831864,4.159165925469483,3.6943071403985552,2.7581466949323934,2.79266563697257,2.1427861151941254,1.809561927109435,1.0323085792503088,0.7997614814819411
2025-01-08,65.01158875311557,15.802590246609277,4.169420646262722,3.6944389145782193,2.758245076713957,2.773147011462782,2.1428625473563128,1.8096264733232263,1.0382903219840949,0.7997900085938309
2025-01-09,64.9929138297979,15.798050868834693,4.182288562351074,3.694170095834901,2.7574527562017694,2.772350410290883,2.1541334248710706,1.8091066485308913,1.0399731386104605,0.7995602646763661
2025-01-10,64.9929138297979,15.798050868834693,4.182288562351074,3.6943682029371496,2.7574527562017694,2.772548517393132,2.1541334248710706,1.8091066485308913,1.0395769244059627,0.7995602646763661
2025-01-17,64.99484522086506,15.798520338697312,4.186375106992257,3.694676101275825,2.757534699283063,2.753017723125031,2.154197439142922,1.8091604096598304,1.0520889357911969,0.7995840251675008
2025-01-20,65.00151190567011,15.800429803630333,4.186881087064561,3.706218321175986,2.757867984660237,2.7309609890199713,2.154457803049203,1.8093790711728328,1.0526123688416367,0.7996806657151172
