date,FUTU SECURITIES INTERNATIONAL,MIRAE ASSET SECURITIES (HK) LTD,ABN AMRO CLEARING HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,HAFOO SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2025-03-13,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,12.943904913755617,76.32990288447601,4.145528337440209,2.681548050442093,0.14494854326714016,0.0,1.76837222785911,0.6232787360487028,0.7827221336425568,0.5797941730685606
2025-03-18,14.000558347292017,73.50642099385819,3.9921831379117814,3.433835845896147,0.13958682300390843,0.6141820212171971,1.7029592406476828,0.6002233389168062,1.4517029592406476,0.5583472920156337
2025-03-19,16.885768985322272,62.47606892150607,3.6502871729419275,4.952137843012125,0.2552648372686663,2.1569878749202296,2.0293554562858964,4.8627951499680915,1.3273771537970644,1.4039566049776642
2025-03-20,17.447945663066474,49.28181716958023,15.209887540362988,4.609731655717626,2.0042311546598373,1.9374234495045095,1.9819619196080613,4.81015477118361,1.49203874846899,1.2248079278476784
2025-03-21,18.832391713747647,45.951035781544256,14.64741577735928,4.80225988700565,2.092487968194183,2.720234358652438,1.8623142916928226,4.729022808118853,2.8667085164260304,1.4961288972588407
2025-03-24,27.736058916830654,41.95652316987291,4.716681036090288,5.934242884941502,2.19380513306525,3.1481103659486345,2.4680307746984065,5.429667704336494,4.255981958146585,2.1608980560692714
2025-03-25,33.977591167312326,36.99497958655969,3.3490192046780347,5.358430727484855,3.16209720255647,3.325653954412839,1.7523937698896694,5.132566641587965,3.9487272948180543,2.9985404507001006
2025-03-26,32.019297569572494,31.15206711333386,10.828295551697515,4.9790823295751965,4.184915245107586,3.176668337870445,2.6380158805793688,4.847872115619678,3.5012409723919897,2.6725448842518738
2025-03-27,38.07303953403271,27.00400214643488,4.4476329191369715,6.378556479152535,4.736909856967018,3.644889416658591,3.4134678663945532,5.329927579518614,3.9847898186088964,2.9867843830952343
2025-03-28,38.630594737011215,26.08164799134989,4.295718670241077,6.076870313999573,4.994209510930683,3.5203938370756145,3.2968767680549407,5.322500206054798,3.8486845321997296,3.932503433082482
2025-03-31,36.51508554275641,23.137029352649748,11.04763520721022,5.489508177495761,4.709748493192386,3.2687525965997484,3.549466082948964,4.896890817425196,3.649275322539796,3.736608407181774
2025-04-01,41.40044809480493,21.612586790313017,2.970575459878088,6.673892866526103,5.512067797773785,3.5118803214558723,4.574686208212255,4.508673420214964,4.700110505407108,4.535078535413881
2025-04-02,41.375751506850364,20.4622158789353,2.8774991079752765,8.60691955407716,5.33935945590968,3.7919043800651977,4.431348626281926,4.367404201660253,4.5528430330631044,4.194754255181737
2025-04-03,41.58752673128568,19.363919450936066,3.013509964551925,8.314382914245673,6.384042193980484,3.703349594991522,4.254011054377516,4.834928637905598,4.308472077833274,4.235857379892264
2025-04-07,42.23653131394197,18.7182885868745,2.9130336613323444,8.03716516198924,6.171185768485187,4.468991400116288,4.235012792780355,4.796561450386591,4.328604235714729,4.094625628378798
2025-04-08,42.953467862919105,17.35585689662092,3.0589697780294376,8.238608320614745,6.926071642807787,4.501675382561052,4.425743508638336,4.691505067367843,4.024389317903976,3.8237122225367974
2025-04-09,43.53383669363217,15.462238796883199,2.7252195879506638,8.99709019993641,6.745401675140296,5.358632133044834,3.8945513969649554,4.464721452600024,3.826904102228592,4.991403961618858
2025-04-10,41.01331542583734,14.287895741224776,8.179820311851184,8.456648291837414,6.500992562257273,5.014158411686069,4.1881394391465125,4.179209504308247,3.5496490982105304,4.630171213640654
2025-04-11,38.01930096539451,13.849468396811506,11.464763057235524,8.443847763181015,7.249331113956023,4.89924944537207,3.934114616469268,4.089921135933397,3.540270358934941,4.5097331467117465
2025-04-14,38.716371138012185,13.82792359035122,9.835110653637305,8.387499902772412,7.307193372276223,5.012622301502318,3.98849171059193,3.9625643538600217,3.577975229003379,5.384247747993006
2025-04-15,38.392356905641414,13.812405093669689,10.251394405457972,8.403985224179651,7.281727310318989,5.05016061237298,3.9322190751040895,3.8717898028192845,3.6257563370882937,5.378205233347635
2025-04-16,33.172702867219954,13.545787725653774,18.57042836013847,8.402621448569606,7.149636083946633,4.724093469321754,4.110299963003068,3.8436172671542583,3.488040339355847,2.992772475636631
2025-04-17,32.355598380734094,13.547508147556073,19.389871036189625,8.01843138483475,7.150544144131938,4.843234162751296,4.110822003524046,3.865273418349592,3.5011841368840226,3.217533185044567
2025-04-22,32.00269744176732,13.657287132131277,18.40672353517942,8.138246441749459,7.202815816261015,5.646599412039333,4.128650624314903,3.8905410105542084,3.516368760358831,3.410069825644235
2025-04-23,31.989449727032486,13.633519782610726,18.977418103378753,8.183507515838567,7.190280981239903,5.11044763955894,4.146933009841431,3.883770423751187,3.510249333816647,3.3744234829313595
2025-04-24,32.00784482102399,13.736134501218375,18.24357091600174,8.317802492176133,7.329929805444675,5.319972390882833,4.178145519206213,3.9130022006895437,3.536669748601369,3.4169276047551316
2025-04-25,31.372573969591862,20.800302673246076,12.207029178956406,8.080052323110475,7.409895752479792,5.047381766142502,4.364500703664399,3.847038035202731,3.5077182526049153,3.363507345000844
2025-04-28,32.19010854162091,20.204735667782415,11.512247080383894,8.05221259876575,7.492501138503993,5.215493152439112,4.363205247040526,3.9391814135088903,3.5575599633304185,3.4727551966240915
2025-04-29,32.23426587970245,19.957063875337532,11.285800264679393,8.157693910761111,7.669590476974676,5.220584552672303,4.367464637967316,4.010936912418964,3.645920431500413,3.4506790579858393
2025-04-30,32.54340136909835,19.142227686305365,10.883796567313436,8.48783198340837,7.761395912756303,5.60757668573526,4.371360916379986,3.989026142352582,3.6491730098837785,3.5642097267665775
2025-05-02,32.502834532215005,18.81465944360663,10.942612736980077,8.497217352695762,7.804000922020382,5.788144553062528,4.367688799408683,4.040218460991478,3.6744723687333023,3.568150830286158
