date,CMB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,VICTORY SECURITIES CO LTD,HANG SENG SECURITIES LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD
2024-03-05,0.0,0.0,27.577137368938963,41.44843137717496,14.165284740259986,0.0,0.0,16.809146513626086,0.0,0.0
2024-03-07,0.0,0.0,27.64321727632648,41.41061309152235,14.152360082634639,0.0,0.0,16.793809549516535,0.0,0.0
2024-03-08,0.0,0.0,27.79786722471721,41.505288499276396,13.864639719796035,0.0,0.0,16.832204556210357,0.0,0.0
2024-03-11,0.0,0.0,27.78752988141865,41.51733255553432,13.874726126659901,0.0,0.0,16.820411436387133,0.0,0.0
2024-03-12,23.103298460293843,0.47214412520195614,9.777840626240577,15.45500082965522,7.287641247349709,0.0,10.137400497225526,5.188281072247366,24.606399872049327,3.9719932697364797
2024-03-14,23.106550218576217,0.4722105788545478,9.765141978274718,15.45717610030059,7.3308915708571964,0.0,10.138827322753718,5.189011315852061,24.609863189840116,3.9303277246908372
2024-03-15,22.656911108166646,0.463021654389681,9.754531093896206,14.990777324087246,8.264713242536164,0.0,9.941532042632922,5.115638335302599,24.13097054306652,4.681904655922016
2024-03-18,22.670469009191095,19.807737225331557,9.912269806791867,14.788006185755334,8.26965884891661,0.0,9.947481057784277,5.1186995345056046,4.800972022936083,4.684706308787573
2024-03-19,22.65482671643271,19.79407017572468,10.043427566441828,14.639805596151934,8.291552321231077,0.0,9.940617441030195,5.1565668308766766,4.7976594223067295,4.681473929804174
2024-03-20,22.61633452923145,19.760438620550342,10.026363057457997,14.61493150884813,8.332569420504205,0.0,10.06149022802135,5.147805451314859,4.7665474166691455,4.673519767402521
2024-03-21,22.57823168553931,19.72714724421905,10.009471153781686,14.442463712085543,8.634851326815937,0.0,10.04453914388467,5.139132691977332,4.758516981368775,4.665646060327693
2024-03-22,22.656129416320088,19.795208376131658,9.629990035692812,14.547494029586735,8.67844314839078,0.0,10.07919406358542,5.156863344247268,4.774934461705281,4.681743124339955
2024-03-25,22.647482293270567,19.787653175529034,9.626314575190529,14.54194171442184,8.716516566277404,0.0,10.072128268181563,5.154895133743706,4.773112021292576,4.67995625209278
2024-03-26,22.641235470255154,19.78219517513512,9.623659362453713,14.537930631202341,8.741695160430007,0.0,10.069350087284231,5.153473266308443,4.771795460553346,4.678665386377637
2024-04-02,22.716425544674586,19.847890562180236,9.669456140715218,14.586210155855522,8.4247950196028,0.0,10.102789745796366,5.170587616756382,4.787642283765121,4.694202930653766
2024-04-03,22.719569303674554,19.85063734047344,9.656955166049496,14.588228762584063,8.439800083867523,0.0,10.104187885487214,5.1713031818580895,4.7744657078161445,4.694852568189473
2024-04-05,22.716425544674586,19.847890562180236,9.641781681239788,14.378651709789796,8.397120560127371,0.0,10.379534340550666,5.170587616756382,4.773805054027406,4.694202930653766
