date,TFI SECURITIES AND FUTURES LTD,INTERACTIVE BROKERS HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,0.0,0.0,0.0,7.801410595947751,62.2725570772797,17.067805326422114,12.858227000350439,0.0,0.0
2024-03-04,0.0,41.54043664491113,0.0,3.9332959494473267,32.28431437805777,8.848558960215598,6.691974525458903,6.701419541909266,0.0
2024-03-05,0.0,41.5095699085934,0.0,3.9721316402350006,32.2603254289857,8.850581318733571,6.710951669864629,6.696440033587704,0.0
2024-03-06,0.0,41.50644527173691,0.0,4.022336344512956,32.21976425617801,8.84558662086164,6.7178469623184665,6.6880205443920175,0.0
2024-03-07,0.0,41.53446663251803,0.0,4.025051858625397,32.24151609815326,8.851558353020371,6.716244887517169,6.631162170165767,0.0
2024-03-08,0.0,41.529878730186994,0.0,4.024607250898322,32.2379546962898,8.85058060878784,6.732685696217243,6.624293017619808,0.0
2024-03-11,0.0,41.531407918342026,0.0,4.014936403341044,32.23914174282043,8.850906499530744,6.739070502622442,6.6245369333433235,0.0
2024-03-12,0.0,37.4591355808441,0.0,3.6777191247717855,29.07800245849627,7.983050014369273,6.078285526533117,5.919630707468612,9.804176587516844
2024-03-13,0.0,37.64296890411303,0.0,3.753483575177483,28.97919331983225,7.955923037646663,6.112794578619244,5.784775292576184,9.770861292035141
2024-03-14,0.0,39.69921349182141,0.0,3.7206827957513835,27.85798488539961,7.865527231352912,5.902804439691141,5.560961648843899,9.392825507139642
2024-03-15,0.0,28.539548465042426,28.13030683454664,2.6765649919727297,20.01427455508646,5.651012406827449,4.244698037363925,3.9952901245125085,6.74830458464786
2024-03-18,0.0,28.534656325676654,28.129294093460576,2.6768680350525447,20.010843785305774,5.688136208639808,4.219591242585348,3.9946052672829087,6.7460050419963835
2024-03-19,0.0,28.526878989101412,28.129936415098012,2.688410441439322,20.00848121177537,5.687572908921567,4.219173373801819,3.994209679002493,6.745336980860007
2024-03-20,0.0,28.537261613391973,28.141344076625547,2.6892093837462174,20.01442733588291,5.689263142879318,4.200615216318789,3.9805376698170436,6.7473415613381995
2024-03-21,0.0,28.533891473395055,28.138020692955294,2.6930823061795928,20.012063709582886,5.688591262951573,4.207738244740351,3.9800675837452957,6.746544726449947
2024-03-22,0.0,28.534000175163886,28.1381278866279,2.694616392421659,20.012139946878637,5.688612934020625,4.205849490944717,3.98008274607907,6.7465704278635075
2024-03-25,0.0,28.57204046616783,28.09424685220475,2.7638241548733027,19.980931282058148,5.679741618168217,4.199290524867289,3.9738758602232886,6.736049241437173
2024-03-26,0.0,28.566607631672746,28.088904867840952,2.7632986271559274,19.97713200517971,5.678661642930786,4.217506563714992,3.973120247060898,6.7347684144439866
2024-03-27,0.0,28.56601050657725,28.086448237153217,2.769901577697744,19.97538482294644,5.678164992223935,4.217137704334432,3.9727727614906727,6.734179397576311
2024-03-28,0.0,28.576985771744518,28.097239251073013,2.793789980128883,19.983059508398217,5.619101683386461,4.218757958746272,3.9742991291469694,6.736766717375669
2024-04-02,0.0,28.646548054748024,28.0983081194464,2.7977004366014513,19.983819699110235,5.6193154438923445,4.142834931905063,3.974450318472283,6.737022995824195
2024-04-03,0.0,28.635981233013254,28.087943526393882,2.8008515016179087,19.97644828877707,5.617242652976889,4.174010612701572,3.9729842672074414,6.734537917311981
2024-04-05,0.0,28.616301303220926,28.079080922670574,2.842165203954563,19.970145109449746,5.615470241422293,4.17269358491837,3.9717306693736902,6.732412964989836
2024-04-08,0.0,28.612276752209155,28.075131925477,2.855829327007595,19.96733654006638,5.614680490636466,4.172106743942276,3.9711720915017796,6.731466129159347
2024-04-09,0.0,28.61195048687511,28.074811785196825,2.856937060431596,19.967108852847264,5.61461646652466,4.172059169475824,3.971126808289954,6.731389370358771
2024-04-10,0.0,28.608361076693058,28.070543945683223,2.8709443424011405,19.964073519368046,5.613762951203065,4.171424946916727,3.970523130800125,6.730366086934611
2024-04-11,0.0,28.60879597809452,28.070970671243252,2.8694677963552158,19.96437701118742,5.613848291057677,4.171488360495388,3.9705834902897683,6.730468401276762
2024-04-12,0.0,28.612384419246755,28.074491652217663,2.8709680030976235,19.963080219495815,5.6145524438729675,4.1720115960943405,3.9615791477985858,6.730932518176244
2024-04-15,0.0,28.64909278135841,28.036022208588758,2.9091667687405227,19.93572554470146,5.606859029102835,4.185273557111869,3.956150741557233,6.721709368838916
2024-04-16,0.0,28.761941338359918,27.68255395516046,3.076254782946355,19.927994187958216,5.6536337817216324,4.1889942379925955,3.980942791256392,6.727684924604425
2024-04-17,0.0,28.819532440582833,27.549931568416564,3.067948928831496,19.967135405153307,5.667999642015626,4.197382016568921,3.988913980702115,6.741156017729135
2024-04-18,0.0,28.818874207491362,27.55158631533584,3.0678788574133677,19.966679359265243,5.667870185892959,4.197286149096173,3.988822874602925,6.74100205090213
2024-04-19,0.0,28.944529643293265,27.490159656401065,3.0750921345883793,19.92216335974985,5.697013244493071,4.187928239109382,3.957140832728573,6.725972889636416
2024-04-22,0.0,29.07557616294776,27.436894904814107,3.0685004034773384,19.88191412878745,5.696116766102885,4.1794672658754,3.949146124902362,6.712384243092699
2024-04-23,0.0,29.07375244182029,27.499494508176838,3.025287709490958,19.886889261518625,5.673656147191939,4.176721685434287,3.950134335897487,6.714063910469578
2024-04-24,0.0,29.073201297416425,27.498973206616682,3.0252303598112253,19.88651227035628,5.675444269886305,4.176642508286857,3.9500594541140606,6.713936633512163
2024-04-25,0.0,29.0365420590014,27.61841248451339,2.993395118342338,19.861436793214825,5.668287938443044,4.171376059232303,3.9450787101705043,6.705470837082199
2024-04-26,0.0,29.03368366666852,27.61796541480116,2.9472874202772914,19.859481609345675,5.723765710980469,4.170965423925901,3.9420400115812297,6.704810742419752
2024-04-29,0.0,29.03148528625464,27.56362862109868,2.9546360841567725,19.857977883676515,5.775577926351334,4.170649605623264,3.9417415271156795,6.7043030657231215
2024-04-30,0.0,5.155063890073664,4.894755590228255,0.5352033723511587,3.5261421766281567,1.0274403625552286,0.7405740687431486,0.6999273103005381,1.1904699432854322
2024-05-02,0.0,28.2393239604484,26.389164839029398,3.2440373758922463,19.009234655672312,5.589610771637724,3.99420530858854,4.219395723668559,9.315027365062816
2024-05-03,0.0,29.063030720755666,27.161888555765717,3.3241157374192913,19.56371092840727,5.755636774197776,4.1069816113823325,4.418185549553406,6.606450122518538
2024-05-06,0.0,28.80831568865569,26.16010781441488,3.164510158284349,18.842130116940652,5.581066506575253,3.9555011926282093,4.255226797723371,9.233141724777601
2024-05-07,0.0,28.824503322074772,26.141232777599612,3.142842786304583,18.828535146225757,5.620833397917137,3.9634161728808635,4.252156567163385,9.226479829833888
2024-05-08,0.0,29.74424911015008,26.9709930370959,3.2537119034075452,19.426179884015436,5.836282636054003,4.08922069251008,4.119356447179519,6.560006289587436
2024-05-09,0.0,29.80627569025756,26.93099673013679,3.1919361196517997,19.397372066201115,5.830586271055134,4.179307217357653,4.113247697505053,6.5502782078348964
2024-05-10,0.0,29.09819182595708,26.18983717486676,2.9767819303993264,18.863543043901874,5.663291508287203,4.064289807879922,3.900430083809697,9.24363462489814
2024-05-13,0.0,29.27827660210151,26.15794660340876,2.947654376255731,18.84057347889939,5.656395489754265,4.059340845285049,3.827433673297378,9.232378930997918
2024-05-14,0.0,29.68222694731789,26.008008525028952,2.8468314517889426,18.732578787044194,5.695400011581196,4.050000882482293,3.805494716895287,9.179458677861243
2024-05-16,0.0,29.572516229121227,25.979709766113817,2.893321722118996,18.711126026628076,5.68599224450356,4.046307657171945,3.941555649525913,9.169470704816469
2024-05-17,0.0,29.50263425385827,26.009308964384786,2.909832822209699,18.732443983376672,5.697113404301982,4.0259169472709,3.9428319600624615,9.17991766453523
2024-05-20,0.0,30.29762065739325,26.478410749489644,2.9521336668237663,19.059392968167412,5.856223326069599,4.180336965287623,4.7356809125109445,6.440200754257759
2024-05-21,0.0,30.333406136107875,26.419957216754547,2.7810901738174283,19.008247789347656,5.848011475329034,4.199406298827559,4.9838974924357595,6.425983417380135
2024-05-22,0.0,30.341747630786347,26.436708157644667,2.796648312080097,19.017395333518675,5.856075536790649,4.136361760857438,4.983427188321177,6.431636080000951
2024-05-23,0.0,30.349100520805138,26.438053646324118,2.813672051669065,19.018000177432643,5.856373580075531,4.165615557179648,4.9245051407635625,6.434679325750296
2024-05-24,0.0,30.683438935569008,26.41053578080007,2.8607909681453525,18.99820542330967,5.85027801408603,4.179412959926123,4.5893560839438425,6.427981834219901
2024-05-27,0.0,30.675929861994206,26.411876786630334,2.873630078936144,18.999170065013598,5.8418707080519106,4.179625171340267,4.589589110388926,6.42830821764461
2024-05-28,0.0,31.2342931920352,26.892625814991057,2.9469850321754096,19.344992992411132,5.948943015180384,4.279336830877037,4.673128819559133,4.679694302770646
2024-05-29,0.0,30.725611312350377,26.4546523553349,2.9654686249776034,19.02994032458323,5.946508407942165,4.209643526483962,4.233753319887201,6.434422128440562
2024-05-30,0.0,30.73342646089536,26.46138117305511,2.9480548357832594,19.0347806452176,5.960738564970987,4.21071426155076,4.21484531611557,6.436058742411353
2024-05-31,0.0,5.686012680624822,4.895638600150246,0.5521442555138444,3.5216380529301414,1.102800402338446,0.7790271844933718,0.7500777025202349,1.1907397201272254
2024-06-03,0.0,30.742921630543247,26.469556483532624,3.056917291061533,19.040661488724155,5.962580150190036,4.233823585739476,4.05549219121044,6.438047178998492
2024-06-04,0.0,31.29465436381681,26.9506507026615,3.13468271074724,19.38673272631039,6.08945629511391,4.310774933722127,4.129202298522871,4.703845969105151
2024-06-05,0.0,30.75649084382305,26.487189535151817,3.1036907274864087,19.05334568186895,5.962915046384499,4.2366440043543605,3.953079977737545,6.4466441831933645
2024-06-06,0.0,30.755036652206584,26.4859371995339,3.0926330277154293,19.052444824365505,5.962633114966697,4.2546286170492476,3.950347183489596,6.44633938067304
2024-06-07,0.0,30.755595940400703,26.486418853064457,3.085415165905739,19.052791297939248,5.968197123570516,4.254705988556972,3.9504190215617587,6.446456609000603
2024-06-11,0.0,31.32989917053069,26.98100318598935,3.147475482719675,19.408566539836784,6.079642042172029,4.334154665058533,4.02418570808106,4.695073205611886
2024-06-12,0.0,31.30969118171259,26.973807718702243,3.148858480611282,19.403390538608644,6.078020684169505,4.369297790492596,4.023112512380362,4.69382109332278
2024-06-13,73.93547693420356,8.010572755036021,6.901973457345531,0.8057200481579646,4.964878814166527,1.5552249008674017,1.118002237270685,1.029421432299729,1.6787294206525756
2024-06-14,73.36193799903945,7.9735692092159836,6.8484328477302086,0.7968366953710065,4.926364809437376,1.5467341292911214,1.1083891594482114,1.0214359117269505,2.416299238739683
2024-06-17,73.48603132836406,7.987056676651544,6.8600171222997,0.7981845621416184,4.934697863706998,1.5506692654162733,1.1102640240542287,1.023163693004751,2.249915464360826
2024-06-18,73.36311085321347,7.9783988109631245,6.848542335201096,0.7889498621255174,4.926443568364514,1.5486397078703498,1.1084068795206026,1.0214522416577734,2.4160557410835457
2024-06-19,73.36138628760725,7.957334309958341,6.848381344746538,0.7844173807859628,4.926327761182399,1.5760630766183226,1.1083808239136375,1.0214282301159525,2.4162807850716006
2024-06-20,73.6902867053576,7.956641509997205,6.879084628847119,0.8646372379640386,4.948413920408943,1.608161436577162,1.1133500173062283,1.0260075897571412,1.9134169537845647
2024-06-21,73.30017588625549,7.905217426462423,6.842667273735416,0.8605295349967833,4.9222173903904665,1.599647951241164,1.107456026298495,1.048106806289472,2.4139817043302894
2024-06-24,73.66803927202228,7.944890456063794,6.877007801852264,0.8648481782260636,4.946919971698307,1.6076759253116715,1.1130138918628856,1.0533668225683575,1.924237680394373
2024-06-25,73.82352521675172,7.957306071770335,6.891522618121967,0.8725407812911014,4.954522105727404,1.6110691337170537,1.115173786487104,1.0555900897704191,1.7187501963629024
2024-06-26,73.64954869785406,7.920332379647064,6.875281682573508,0.8956918963213248,4.942846010522995,1.6072724009172503,1.1217978588635502,1.053102428978525,1.9341266443217204
2024-06-27,73.28943232764658,7.881605172246288,6.841664348489905,0.8913123268571485,4.918677501750368,1.5994134918921925,1.116312723106673,1.0479531859636593,2.4136289220471903
2024-06-28,73.28943191452248,7.881605127818587,6.841664309924229,0.8913123218329235,4.918677474024348,1.5994134828764828,1.1163127168141467,1.0479531800564676,2.413629472130333
2024-07-02,73.28861324942308,7.881517087907827,6.841587886466631,0.8913023656049722,4.918622530910751,1.599395616944605,1.1163002472637982,1.0479414741028001,2.4147195413755402
2024-07-03,72.8816936872342,7.837756627167758,7.364153881387443,0.8754228241428398,4.891312917068846,1.590515310231761,1.1157077503465043,1.0421230001689272,2.401314002251711
2024-07-04,73.16406815050652,7.86812340665498,7.392685723809153,0.8788145819025385,4.9102639291787105,1.5958335518774698,1.1200304733957909,1.0461606248171587,2.0240195578576814
2024-07-05,73.1640624551579,7.868122794172557,7.392685148336474,0.8788145134925179,4.9102635469464815,1.5958334276521686,1.1200303862086762,1.0461605433803332,2.0240271846528803
2024-07-08,73.39939498657817,7.8934306460405805,7.416463752907772,0.8816412242733169,4.926057431425651,1.600966432950837,1.123632968914026,1.0495255234085616,1.708887033501089
2024-07-09,73.39255860547206,7.8927895363328116,7.415772987368303,0.8907789758837372,4.925598621023222,1.6008173197779596,1.123528314329335,1.0494277711524302,1.7087278686601468
2024-07-10,72.8766563951281,7.8373083316310845,7.363644900430248,0.8853581465036771,4.89097484902049,1.5872291357126855,1.1156306370748552,1.0420509727818459,2.4011466317170167
2024-07-11,72.87665612280566,7.837308302344958,7.363644872914088,0.8853581431953077,4.8909748307441,1.587229129781594,1.1156306329060133,1.0420509688879536,2.401146996420328
