date,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,FIRST SHANGHAI SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,CHINA GALAXY INTERNATIONAL SECURITIES,TOTAL_CCASS_PCT
2024-03-07,0.0,5.121142857142857,0.0,4.449714285714286,0.0,0.0,0.0,9.570857142857143
2024-03-15,0.0,5.121142857142857,0.0,4.452,0.0,0.0,0.0,9.573142857142857
2024-03-28,0.0,5.121142857142857,1.6525714285714286,4.451428571428571,0.0,0.0,0.0,11.225142857142858
2024-04-10,0.0,5.115428571428572,1.6525714285714286,4.4554285714285715,0.0,0.0,0.0,11.223428571428572
2024-04-24,0.0,5.115428571428572,1.6525714285714286,4.4554285714285715,0.0,1.3931428571428572,0.0,12.61657142857143
2024-05-03,0.0,5.110857142857142,1.6525714285714286,4.4554285714285715,0.0,1.3931428571428572,0.0,12.612000000000002
2024-05-24,0.0,5.109142857142857,1.6525714285714286,4.4554285714285715,0.0,1.3931428571428572,0.0,12.610285714285716
2024-06-07,0.0,5.109142857142857,1.656,4.4554285714285715,0.0,1.3902857142857141,0.0,12.610857142857142
2024-06-11,0.0,5.109142857142857,1.6657142857142857,4.4554285714285715,2.297142857142857,1.3902857142857141,0.0,14.917714285714286
2024-06-12,0.0,5.109142857142857,1.6657142857142857,4.4474285714285715,2.3057142857142856,1.3902857142857141,0.0,14.918285714285714
2024-06-13,0.0,5.109142857142857,1.6725714285714284,4.441142857142857,2.3057142857142856,1.3902857142857141,0.0,14.918857142857142
2024-06-24,0.0,5.109142857142857,1.7188571428571429,4.412571428571429,2.3057142857142856,1.3902857142857141,0.0,14.93657142857143
2024-06-25,0.0,5.109142857142857,1.728,4.401142857142857,2.3057142857142856,1.3902857142857141,0.0,14.934285714285714
2024-06-26,0.0,5.066285714285714,1.7708571428571427,4.401142857142857,2.3057142857142856,1.3902857142857141,0.0,14.934285714285714
2024-06-28,0.0,5.066285714285714,1.7811428571428571,4.401142857142857,2.3057142857142856,1.3902857142857141,0.0,14.944571428571429
2024-07-04,0.0,5.066285714285714,1.866857142857143,4.315428571428572,2.3057142857142856,1.3902857142857141,0.0,14.944571428571429
2024-07-05,0.0,5.066285714285714,1.8822857142857141,4.315428571428572,2.3057142857142856,1.3902857142857141,0.0,14.96
2024-07-09,0.0,5.066285714285714,1.928,4.286857142857143,2.3057142857142856,1.3902857142857141,0.0,14.977142857142859
2024-07-11,0.0,5.050857142857143,1.973142857142857,4.258285714285714,2.3057142857142856,1.3902857142857141,0.0,14.978285714285713
2024-07-17,0.0,5.050857142857143,1.9885714285714284,4.244,2.3057142857142856,1.3902857142857141,0.0,14.97942857142857
2024-07-19,0.0,5.050857142857143,1.997142857142857,4.235428571428571,2.3057142857142856,1.3902857142857141,0.0,14.97942857142857
2024-08-09,0.0,5.050857142857143,2.0091428571428573,4.235428571428571,2.3057142857142856,1.3902857142857141,0.0,14.991428571428573
2024-08-16,0.0,5.050857142857143,2.040571428571429,4.206857142857142,2.3057142857142856,1.3902857142857141,0.0,14.994285714285716
2024-09-03,0.0,5.0520000000000005,2.040571428571429,4.206857142857142,2.3057142857142856,1.3902857142857141,0.0,14.99542857142857
2024-09-05,0.0,5.050857142857143,2.040571428571429,4.206857142857142,2.3057142857142856,1.3902857142857141,0.0,14.994285714285716
2024-09-09,0.0,5.050857142857143,2.040571428571429,4.206857142857142,2.3057142857142856,1.3902857142857141,1.3382857142857143,16.33257142857143
2024-09-19,0.0,5.050857142857143,2.04,4.206857142857142,2.3057142857142856,1.3902857142857141,1.3382857142857143,16.332
2024-10-04,0.0,5.048571428571429,2.04,4.206857142857142,2.3057142857142856,1.3902857142857141,1.3382857142857143,16.329714285714285
2024-10-09,0.0,5.046285714285714,2.04,4.206857142857142,2.3057142857142856,1.3902857142857141,1.3382857142857143,16.32742857142857
2024-10-31,0.0,5.085714285714285,2.04,4.206857142857142,2.3057142857142856,1.3902857142857141,1.3382857142857143,16.366857142857143
2024-11-04,0.0,5.2057142857142855,2.04,4.206857142857142,2.3057142857142856,1.3902857142857141,1.3382857142857143,16.486857142857144
2024-11-18,0.0,5.2457142857142856,2.04,4.206857142857142,2.3057142857142856,1.3902857142857141,1.3382857142857143,16.526857142857143
2024-12-04,6.8994285714285715,5.296571428571428,3.858857142857143,4.218285714285714,2.3057142857142856,1.3902857142857141,1.433142857142857,25.402285714285718
2024-12-05,6.8994285714285715,5.335428571428571,3.8965714285714284,4.312571428571429,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.496000000000002
2024-12-06,6.8994285714285715,5.332571428571429,3.8965714285714284,4.618857142857142,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.799428571428574
2024-12-10,6.8994285714285715,5.332571428571429,3.8965714285714284,4.597142857142857,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.777714285714286
2024-12-11,6.8994285714285715,5.332571428571429,3.8965714285714284,4.598857142857143,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.77942857142857
2024-12-23,6.8994285714285715,5.360571428571428,3.8965714285714284,4.598857142857143,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.80742857142857
2025-01-06,6.8994285714285715,5.36,3.8965714285714284,4.596,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.804
2025-01-07,6.8994285714285715,5.351428571428571,3.8965714285714284,4.596,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.79542857142857
2025-01-15,6.8994285714285715,5.302857142857143,3.8965714285714284,4.596,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.746857142857145
2025-02-03,6.8994285714285715,5.3022857142857145,3.8965714285714284,4.596,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.746285714285715
2025-02-12,6.8994285714285715,5.3022857142857145,3.8965714285714284,4.597714285714286,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.747999999999998
2025-02-14,6.902285714285715,5.3022857142857145,3.8965714285714284,4.597714285714286,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.750857142857143
2025-02-18,6.902285714285715,5.301714285714286,3.8965714285714284,4.518285714285715,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.670857142857145
2025-03-06,6.902285714285715,5.301714285714286,3.8965714285714284,4.5205714285714285,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.673142857142857
2025-03-10,6.902285714285715,5.244571428571429,4.039428571428571,4.5205714285714285,2.3057142857142856,1.3902857142857141,1.3559999999999999,25.758857142857146
2025-03-11,6.902285714285715,5.244571428571429,4.793142857142857,4.5205714285714285,2.3057142857142856,1.3902857142857141,1.3559999999999999,26.51257142857143
2025-03-12,6.902285714285715,5.243428571428571,4.793142857142857,4.510285714285715,2.3057142857142856,1.3902857142857141,1.3559999999999999,26.501142857142856
2025-03-14,6.902285714285715,5.243428571428571,4.793142857142857,4.6657142857142855,2.3057142857142856,1.3902857142857141,1.3559999999999999,26.65657142857143
2025-03-19,6.905142857142857,5.2862857142857145,4.793142857142857,4.703428571428572,2.3057142857142856,1.3897142857142857,1.3559999999999999,26.73942857142857
2025-03-20,6.781714285714285,5.209714285714286,4.793714285714286,4.717714285714285,2.3057142857142856,1.3897142857142857,1.3559999999999999,26.554285714285715
2025-03-21,6.781714285714285,5.204000000000001,4.793714285714286,4.680571428571429,2.3057142857142856,1.3897142857142857,1.3559999999999999,26.51142857142857
2025-03-26,6.781714285714285,5.204000000000001,4.793714285714286,4.680571428571429,2.3057142857142856,1.3897142857142857,1.3531428571428572,26.508571428571432
2025-04-01,6.781714285714285,5.204000000000001,4.793714285714286,4.623428571428572,2.3057142857142856,1.3897142857142857,1.3531428571428572,26.451428571428572
2025-04-08,6.861714285714286,5.204000000000001,4.793714285714286,4.623428571428572,2.3057142857142856,1.3902857142857141,1.3531428571428572,26.532
2025-04-09,6.861714285714286,5.204000000000001,4.773142857142857,4.623428571428572,2.3057142857142856,1.3902857142857141,1.3531428571428572,26.51142857142857
2025-04-30,6.861714285714286,5.204000000000001,4.773142857142857,4.6257142857142854,2.3057142857142856,1.3902857142857141,1.3531428571428572,26.513714285714286
