date,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,CHINA MERCHANTS SECURITIES (HK) CO LTD,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,TIGER BROKERS (HK) GLOBAL LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS BANK CO LTD
2024-03-08,0.0,0.0,11.364570489108097,85.429510891903,3.2059186189889024,0.0,0.0,0.0,0.0,0.0
2024-03-19,0.0,0.0,11.37158132839811,85.42052231133044,3.2078963602714374,0.0,0.0,0.0,0.0,0.0
2024-04-23,0.0,0.0,11.683921402915697,87.76674413691104,0.5493344601732516,0.0,0.0,0.0,0.0,0.0
2024-05-28,0.0,0.0,11.683921402915697,87.76674413691104,0.5493344601732516,0.0,0.0,0.0,0.0,0.0
2024-07-02,0.0,8.955800038602586,10.673615132213857,79.86875120633083,0.5018336228527311,0.0,0.0,0.0,0.0,0.0
2024-07-03,0.0,8.955800038602586,10.692916425400503,79.84944991314418,0.5018336228527311,0.0,0.0,0.0,0.0,0.0
2024-07-04,0.0,8.622932540419995,10.295484110760082,80.59840178405501,0.48318156476491353,0.0,0.0,0.0,0.0,0.0
2024-07-18,0.0,8.61972877577559,10.291658926249303,80.60561025450492,0.4830020434701839,0.0,0.0,0.0,0.0,0.0
2024-07-24,0.0,8.43176449209522,10.067236053061967,81.02852989278576,0.47246956205705976,0.0,0.0,0.0,0.0,0.0
2024-08-05,0.0,8.43176449209522,10.067236053061967,81.01035798655279,0.47246956205705976,0.0,0.0,0.018171906232963837,0.0,0.0
2024-08-08,0.0,8.079401009925126,9.646526205815775,81.80393522549191,0.4527250565906321,0.0,0.0,0.017412502176562775,0.0,0.0
2024-08-14,0.0,7.7553067023232485,9.259568778204914,82.53384589670733,0.43456459969914757,0.0,0.0,0.016714023065351833,0.0,0.0
2024-08-19,0.0,7.7553067023232485,9.744275447100117,82.04913922781213,0.43456459969914757,0.0,0.0,0.016714023065351833,0.0,0.0
2024-08-22,0.0,7.7553067023232485,9.526993147250543,82.2664215276617,0.43456459969914757,0.0,0.0,0.016714023065351833,0.0,0.0
2024-08-27,0.0,7.706361069589769,9.466865969108122,82.37834246802856,0.4318219564856336,0.0,0.0,0.016608536787908985,0.0,0.0
2024-09-16,0.0,7.71020272515786,9.471585244267198,82.3695579926886,0.43203722166832836,0.0,0.0,0.01661681621801263,0.0,0.0
2024-09-24,0.0,7.71020272515786,9.471585244267198,82.28647391159853,0.43203722166832836,0.0,0.0,0.09970089730807577,0.0,0.0
2024-09-27,0.0,7.706361069589769,9.965122072745391,81.79704368045175,0.4318219564856336,0.0,0.0,0.0996512207274539,0.0,0.0
2024-09-30,0.0,8.026293028887736,10.378827192527245,81.0413423283169,0.4497491783428472,0.0,0.0,0.10378827192527244,0.0,0.0
2024-10-02,0.0,7.635346388020404,9.873292743129834,77.09396083593879,0.42784268553562615,0.0,0.0,0.09873292743129834,4.870824419944051,0.0
2024-10-03,0.0,7.3232323232323235,13.336489898989898,68.49747474747475,0.4103535353535354,0.0,6.8023989898989905,0.4103535353535354,3.2196969696969697,0.0
2024-10-04,0.0,8.175290001841281,17.731541152642237,55.29368440434542,0.478733198306021,4.050819370281716,8.654023200147302,1.8412815319462346,3.7562143251703186,0.018412815319462345
2024-10-07,0.0,1.5157592240697026,4.022679633906081,19.095797713279953,71.0572697438886,1.2112231242566118,1.7856889489040333,0.5848477371410498,0.712891324562463,0.013842549991504135
2024-10-08,0.0,18.912112036620012,23.113928513102955,10.139646871625729,24.43879918487331,7.146166725933936,9.522539916762158,3.174179972254053,1.4660551966372104,2.086571582190634
2024-10-09,0.0,13.901298336357176,20.756152374947785,2.6166365171745394,40.01653127369729,5.9557937379019465,6.856165691560136,4.657479612133101,1.7851819229321626,3.4547605332958664
2024-10-10,22.48651374731342,12.363812186483932,22.64247151972185,2.627196978391682,13.58993798638774,7.789593796436875,7.985653272436255,5.652545508043642,1.6303099504256076,3.2319650543589975
2024-10-14,21.255239502071426,12.018975468944612,21.643578857722616,5.207604956476654,12.845805711144573,8.494967953913052,7.685244544310331,5.7079798099459405,1.9729880262150807,3.1676151692557144
2024-10-15,19.257492565974992,10.893205385743334,20.379115578665694,5.287738066069861,19.787041321981015,7.572547210886076,6.816971546828706,4.820185261986498,2.271893321498995,2.9138097403648278
2024-10-16,19.02188230902432,11.741004888662026,19.195911481779117,4.776520950032666,21.359111577309537,7.437798381060482,6.705500564468936,4.640012472026925,2.244097316000924,2.8781600596350683
2024-10-17,19.018242844465853,11.518090736789176,18.259821850978867,5.196533960318838,22.325707881065444,7.47719245836746,6.470794496980233,4.614889511152075,2.243667951939331,2.8750583079427248
2024-10-18,23.274542349286413,13.832040225152708,21.71886319704796,6.1846905961014595,6.46254898229683,9.041324566537016,7.503737429444652,5.741365979924575,2.7239487860164178,3.5169378881919706
2024-10-21,23.237905184671213,13.98170673451948,21.5896036324072,6.500690980902993,6.550564419260437,8.506538329841414,7.523096467230579,5.574915281392952,3.0235772004199966,3.5114017693537383
2024-10-22,23.33245334565629,13.331265597025213,22.419201404141095,3.9372536966915646,8.312675531329726,8.157751796841465,8.309545758915823,5.560040693300926,3.114123551834743,3.525688624263154
2024-10-23,23.142324051207396,13.353012328137979,23.172450980103036,3.945525669897331,7.4083375383241385,7.964001657058696,8.656253603862082,5.718063165972371,3.1104773573856224,3.5295536480513494
2024-10-24,23.320410395428762,13.519894531058767,23.358589551548977,3.77881364958792,6.461208272536299,7.81570025123793,8.995015438236809,6.0545478632263405,3.1422337011681005,3.553586345970097
2024-10-25,23.392121138240846,13.654032881697525,22.81384468416008,3.9598734911415088,6.830938661026201,7.922884758424968,9.032088624604464,6.172005671216599,3.1518961345892595,3.070313954898547
2024-10-28,23.268367613990424,13.34614888228344,21.680328834626202,4.296298862596622,8.224298948741081,7.85600017228892,8.999911202540762,6.139353332893247,3.135221363950822,3.0540707860884813
2024-10-29,23.35913805250589,13.489079720461147,21.982672250926335,3.8947563513433696,8.121647998939673,7.886646610081466,9.030320035858079,6.022302258473014,3.147451934774268,3.065984786636756
2024-10-30,23.35913805250589,13.37627905380921,21.64740360282196,4.298958740179488,8.311215785951962,7.9101467489672865,9.02091998030375,5.862501314049433,3.147451934774268,3.065984786636756
2024-10-31,23.370488386779545,13.390615847636328,21.573280588027195,4.9154830034165435,7.352847821756059,7.94533907663216,9.182047013397355,5.881024307659078,3.3213993891070324,3.0674745655887037
2024-11-01,23.22668323742266,13.277063798293314,21.401589353175037,4.896141208264212,8.148811536885173,7.740669953504573,9.141125233883042,5.81835425162801,3.300961890013321,3.04859953693066
2024-11-04,23.268730743018484,13.301099404610767,21.357620415681595,5.090717617956156,8.742550611830284,7.746879906662894,8.992248594317404,5.356021724348722,3.0884519208875636,3.0556790606861295
2024-11-05,23.15993824637794,11.42153091385761,21.111751594983474,4.403650229945101,11.878205752518586,7.816284993680335,8.847686670111921,5.3713659594885925,3.0740119241838997,2.9155737148525414
2024-11-06,23.110041150132965,11.393823775628935,20.86632119919259,4.364713338616662,12.419903402817937,7.7157468038472095,8.828624707656429,5.324144289115139,3.067389096989479,2.909292236002654
