date,YELLOW RIVER SECURITIES LTD,LONG BRIDGE HK LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA-HONG KONG CONNECT INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,VALUABLE CAPITAL LTD,HANG SENG SECURITIES LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,34.2751567632129,65.7248432367871,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,34.287954596370696,65.7120454036293,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,34.27077497665733,65.72922502334268,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,0.0,29.782833505687694,56.93834022750776,0.0,0.0,0.0,13.27882626680455,0.0,0.0
2024-03-15,0.0,0.0,27.03749339904946,51.77785601126562,0.0,0.0,0.0,12.054802558235053,0.0,9.129848031449862
2024-03-18,0.0,0.0,20.55857945926653,39.39279022039797,0.0,14.23440706701169,0.0,9.166146158650843,9.705987329347728,6.942089765325243
2024-03-20,0.0,0.0,20.5631665848543,39.3792672586907,0.0,14.23758311392744,0.0,9.168191351689053,9.708152974251417,6.9436387165870865
2024-03-21,0.0,0.0,20.548250998950824,39.375404602986805,0.0,14.244257427952764,0.0,9.172489229189456,9.71270397571266,6.946893765207491
2024-03-25,0.0,0.0,20.548250998950824,39.375404602986805,0.0,14.221934504542716,0.0,9.172489229189456,9.735026899122708,6.946893765207491
2024-03-26,0.0,0.0,20.53479755368064,39.37101022275791,0.0,14.220347305923841,0.0,9.171465559573234,9.733940449087095,6.968438908977277
2024-03-28,0.0,0.0,20.530215120949748,39.38453985539588,0.0,14.217173971257699,0.0,9.169418905650273,9.731768276354549,6.966883870391858
2024-04-02,0.0,0.0,20.532506081639028,39.38893476465731,0.0,14.207601490838485,0.0,9.170442118418997,9.732854241524763,6.967661302921418
2024-04-03,0.0,0.0,20.461772741523713,39.52389483584897,0.0,13.987548707842523,0.0,9.20186321494155,9.833385586957496,6.991534912885744
2024-04-05,0.0,0.0,20.590206415869897,39.516129032258064,0.0,13.953176659815924,0.0,9.179251183987132,9.786882316146905,6.9743543919220805
2024-04-12,0.0,0.0,20.669954696601128,39.47644446428173,0.0,13.939164007230689,0.0,9.170032805909527,9.777053716887233,6.967350309089691
2024-04-15,0.0,0.0,20.674568628764035,39.4629344405009,0.0,13.94227549722092,0.0,9.172079733922631,9.77923614366392,6.968905555927588
2024-04-19,0.0,0.0,21.620486005742432,41.26847031910175,0.0,14.580172272928873,0.0,9.59172716449964,5.651392422792315,7.28775181493499
2024-04-25,0.0,0.0,21.61544026698406,41.258839179444095,0.0,14.576769586221383,0.0,9.589488669513873,5.673411281476814,7.286051016359775
2024-04-26,0.0,0.0,21.60535585154774,41.239590379994866,0.0,14.56996897525018,0.0,9.585014812568522,5.717418180969932,7.282651799668758
2024-04-29,0.0,0.0,21.597142790447958,41.2217838885128,0.0,14.580172272928873,0.0,9.59172716449964,5.721422068675739,7.28775181493499
2024-04-30,0.0,0.0,2.965384615384615,5.653525641025641,0.0,2.001923076923077,0.0,1.3169871794871795,0.7855769230769231,1.0006410256410256
2024-05-02,0.0,0.0,21.61227779205307,41.18059286598613,0.0,14.590389871288748,0.0,9.59844892429162,5.725431568128197,7.292858978252237
2024-05-03,0.0,0.0,21.5921024994749,41.21216364442578,0.0,14.600107353730543,0.0,9.589488669513873,5.720086816495134,7.286051016359775
2024-05-06,0.0,0.0,21.90094207629885,41.17852812237665,0.0,14.588191400055964,0.0,9.581662158380748,5.715418337841619,7.035257905046172
