date,ABCI SECURITIES CO LTD,CITIC SECURITIES BROKERAGE (HK) LTD,ICBC INTERNATIONAL SECURITIES LTD,PARTNERS CAPITAL SECURITIES LTD,KGI ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,CHIYU BANKING CORPORATION LTD
2024-03-01,0.0,0.0,0.0,60.674070589928256,0.0,15.20566693696265,12.893849597667352,9.108443893990973,2.1179689814507756,0.0
2024-03-04,0.0,0.0,0.0,60.6263252976304,0.0,15.170471019209394,12.909124849902797,9.179365666328678,2.114713166928727,0.0
2024-03-05,0.0,0.0,0.0,60.61214583950475,0.0,15.166354803266227,12.89370181155737,9.215707079473964,2.112090466197684,0.0
2024-03-06,0.0,0.0,0.0,60.50447317982457,0.0,15.18478448706688,12.935950445021193,9.264166256739285,2.1106256313480714,0.0
2024-03-07,0.0,0.0,0.0,60.75985977198339,0.0,15.301827105450332,12.961715267036478,9.377840937628003,1.5987569179017909,0.0
2024-03-08,0.0,0.0,0.0,60.34757150211061,0.0,15.225732470789529,12.997804728514376,9.500412670952434,1.928478627633047,0.0
2024-03-11,0.0,0.0,0.0,60.204098121540795,0.0,15.215892952965469,12.989019478963012,9.66866731084243,1.92232213568829,0.0
2024-03-12,0.0,0.0,0.0,60.20323852711507,0.0,15.135205942511847,12.99216156587315,9.684314806595937,1.98507915790399,0.0
2024-03-13,0.0,0.0,50.25471028196655,29.943442428943957,0.0,7.525334294009261,6.455073018185405,4.834299624755695,0.9871403521391262,0.0
2024-03-14,0.0,0.0,50.2788521932852,29.957826989667492,0.0,7.527212800636722,6.419766927586331,4.828706330347764,0.9876347584764855,0.0
2024-03-15,0.0,0.0,50.2824465410747,29.940864697124848,0.0,7.53436458201511,6.415853772673256,4.838785238767096,0.9876851683449985,0.0
2024-03-18,0.0,0.0,50.281963914172,29.87857093002636,0.0,7.52654595986018,6.419316084515379,4.872606942650278,1.0209961687758067,0.0
2024-03-19,0.0,0.0,50.24678757655499,29.896747200759627,0.0,7.225576935097862,6.421666303947811,4.963398877780228,1.2458231058594742,0.0
2024-03-20,0.0,0.0,50.25087934064071,29.841300544113103,0.0,7.229747598007134,6.421270972264202,5.011401712978001,1.2453998319968498,0.0
2024-03-21,0.0,0.0,50.24238726550146,29.76289921635647,0.0,7.226447448606972,6.4245846960238575,5.098492006069244,1.2451893674419905,0.0
2024-03-22,0.0,0.0,50.2719688273396,29.740648200416786,0.0,7.0861271414895635,6.43320290053093,5.22213042392611,1.245922506297008,0.0
2024-03-25,0.0,0.0,50.285609078262816,29.68470745137309,0.0,7.087141008136136,6.43574614598769,5.260424678519607,1.2463716377206673,0.0
2024-03-26,0.0,0.0,50.273724842014445,29.60878030818742,0.0,7.087162107942034,6.424583990515444,5.359782724603613,1.2459660267370425,0.0
2024-03-27,0.0,0.0,50.2789870228178,29.52551386597006,0.0,7.092854247976425,6.420773601776123,5.435774818714427,1.2460964427451686,0.0
2024-03-28,0.0,0.0,50.26806533153716,29.41193893392054,0.0,7.092201018516317,6.430876305305283,5.551092647268407,1.2458257634522985,0.0
2024-04-02,0.0,0.0,50.25409988054618,29.403767722456113,0.0,7.093692057803762,6.411268057961311,5.5899972571753365,1.2471750240573005,0.0
2024-04-03,0.0,0.0,50.23656270277917,29.393506686982512,0.0,7.100968639408396,6.406044669670619,5.612071688572364,1.2508456125869432,0.0
2024-04-05,0.0,30.332171705835485,34.97566737558241,20.472550502315826,0.0,4.915565799524354,4.483887851715263,3.9489860985032883,0.8711706665233717,0.0
2024-04-08,0.0,30.325304326710356,34.93824498083981,20.46791539846236,0.0,4.901288616444592,4.480968982363995,4.016154254319723,0.8701234408591654,0.0
2024-04-09,0.0,30.31780766920957,34.92960796755619,20.488299729450098,0.0,4.899985680336774,4.4798612510327445,4.015161428902685,0.8692762735119361,0.0
2024-04-10,0.0,30.2997627509724,34.908818142424096,20.47610525623916,0.0,4.903751120857886,4.47977778212661,4.06346824297555,0.8683167044042995,0.0
2024-04-11,0.0,30.297383787337722,34.90607730218806,20.474497589862864,0.0,4.906255649274865,4.473923768708577,4.075683749303022,0.866178153324895,0.0
2024-04-12,0.0,30.295015231981786,34.903348453488476,20.462286233406758,0.0,4.906180871125465,4.467286174900404,4.099772596889758,0.8661104382073572,0.0
2024-04-15,0.0,30.2810584429684,34.8872686242989,20.452859342233264,0.0,4.915219616382776,4.4728738557299526,4.125008693698768,0.8657114246879452,0.0
2024-04-16,0.0,25.680948058783464,29.587411389230777,17.345787942345368,15.060483735751317,4.277926189251864,3.790182149667808,3.523062614735565,0.7341979202338333,0.0
2024-04-17,0.0,25.685022939509018,29.59210612137668,17.34854025572546,15.0628734323759,4.204071423897652,3.7904265626694063,3.5826448466066245,0.7343144178392584,0.0
2024-04-18,0.0,25.685923084512762,29.593143192145057,17.30157796622067,15.063401318618954,4.192229500679721,3.788643499009049,3.640741286543378,0.7343401522704076,0.0
2024-04-19,0.0,25.67943153352143,29.585664177379122,17.297205373683166,15.059594375904028,4.168903701631555,3.778751356179878,3.696296226390408,0.7341532553104109,0.0
2024-04-22,0.0,25.675434581122346,29.581059227645017,17.303636676484157,15.057250380018006,4.167648167530025,3.7781632010535104,3.70238813559875,0.7344196305481873,0.0
2024-04-23,0.0,25.669591831536604,29.574327706859965,17.31539110460937,15.053823924152484,4.1668008555196066,3.7735989398626226,3.7117968973733513,0.7346687400859967,0.0
