date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,SHANGHAI COMMERCIAL BANK LTD,OCBC BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD
2024-03-01,50.403804192490085,12.876102781701428,2.1572169549801714,8.646105221584852,0.0,8.1879991470575,5.646599801970316,6.029058161425546,5.947873795262777,0.10523994352732081
2024-03-04,50.39854446965083,12.875174273499335,2.1573032878805782,8.640162958851747,0.0,8.174630563953762,5.635403360937231,6.029303506799258,5.986413049517129,0.1030645289101276
2024-03-05,50.428153881221995,12.879886299637992,2.1557404711304753,8.633909572580448,0.0,8.17616480851256,5.620245408383938,6.008006345982106,6.000561937454757,0.09733127509572913
2024-03-06,50.4152347919103,12.874762920088845,2.1551110773509463,8.631382989747479,0.0,8.179431116555302,5.628177394382256,6.001411494112443,6.015540945336368,0.09894727051606549
2024-03-07,50.52445466296448,12.8942664867876,2.158466920360448,8.644815634413165,0.0,8.173219480758451,5.620175255896895,6.01559545589226,5.870001729631243,0.09900437329545277
2024-03-08,50.53072263514594,12.871443698243409,2.1591253808820707,8.647964558714188,0.0,8.139395586175164,5.595110575501836,6.023264340392213,5.934267847230071,0.09870537771510172
2024-03-11,50.48415377955745,12.855461096313753,2.1567577559713658,8.638462101809102,0.0,8.088776144246495,5.736836701853276,6.007449175000577,5.933506325840224,0.09859691940775439
2024-03-12,50.46779947629534,12.801293226412778,2.1549984998560068,8.631409941653866,0.0,8.083526934168283,5.59363758063954,6.007332967907752,6.161484944984362,0.09851642808206681
2024-03-13,46.678597563460876,11.748974652711256,1.9920162066741218,7.967620286821769,7.723389365531445,7.6353213745679955,5.137202769079942,5.567447294754378,5.457712448150182,0.09171803824803229
2024-03-14,46.67460606744691,11.84789043814303,1.977503717481241,7.963464509598084,7.720225908646998,7.610243785571488,5.188278769378751,5.570386765276026,5.355719567402519,0.0916804710549527
2024-03-15,46.54897174532096,11.803404043140388,1.9742567060052385,7.958376792719317,7.715293592615957,7.582197153982978,5.218091269340795,5.558668754366866,5.540758665394386,0.09998127711311373
2024-03-18,46.61535637986859,11.699952676146511,1.979935525801234,7.949157670305448,7.712405141425746,7.576951803212816,5.162744009427279,5.649558719918844,5.564578929327108,0.08935914456642798
2024-03-19,46.652033180765464,11.658430915721327,1.9814420334106717,7.9575347322358825,7.720532706405828,7.6275449122261,5.201914367663569,5.601527023963656,5.509586813681355,0.08945331392614264
2024-03-20,46.675972053446124,11.65968052820896,1.920801013636966,7.971430146463813,7.725351426166732,7.5848045314299615,5.214670249675408,5.621496763132932,5.5360618158117,0.08973147202740091
2024-03-21,46.6509345164357,11.656267894098523,1.922020249425911,7.970561905115106,7.724509987501617,7.579202028710122,5.237091353896566,5.640168519699732,5.524433001307905,0.09481054380882427
2024-03-22,46.66939176137813,11.642423135718403,1.9186481554144657,7.970832391827812,7.724772124266711,7.5570943396701455,5.234769209866484,5.640359922847988,5.524620476888658,0.11708848212120411
2024-03-25,46.66543739773472,11.644286998373753,1.9156629164295034,7.968442056127851,7.722455578431219,7.524794025306719,5.252210533050257,5.630367817090781,5.5172514527288286,0.15909122472636703
