date,CHINA INDUSTRIAL SECURITIES,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BANK OF CHINA (HONG KONG) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,UBS SECURITIES HONG KONG LTD
2024-04-03,0.0,0.0,55.00260082791837,0.0,0.0,44.99739917208163,0.0,0.0,0.0,0.0
2024-04-16,0.0,0.0,39.67284386998372,0.0,0.0,32.45618870813843,0.0,27.870967421877847,0.0,0.0
2024-04-24,0.0,0.0,34.58523040185986,0.0,0.0,28.353944065693547,0.0,24.348264007305794,0.0,12.712561525140801
2024-05-02,0.0,0.0,34.58522992281441,0.0,0.0,28.353944273335152,0.0,24.348264185613,0.0,12.71256161823743
2024-05-03,0.0,0.0,34.58472338112503,0.0,0.0,28.353528996210642,0.0,24.349372194961198,0.0,12.712375427703124
2024-05-07,0.0,0.0,34.5859897631704,0.0,0.0,28.3545672118311,0.0,24.346602110733055,0.0,12.712840914265447
2024-05-31,0.0,5.12709977110193,4.179294104830501,3.7098643653299264,3.621161431483195,3.3900863261356653,0.0,2.8601283027754607,1.6805870660183309,1.5227460295777868
2024-06-03,0.0,19.67171097474763,16.214388784083223,14.229614536236507,13.69712834608016,12.996691909648364,0.0,10.9005137364169,6.447763399596258,5.8421883131909595
2024-06-04,0.0,19.82660031492478,16.264798405242246,14.173574691073112,13.637068095910138,12.962664399234992,0.0,10.884181538783091,6.427386940274898,5.8237256145567455
2024-06-05,0.0,19.814113654574378,16.349658556620003,14.196751323779003,13.647415408675725,12.98861533496176,0.0,10.743037466599128,6.43226380841611,5.828144446373891
2024-06-06,0.0,19.83369637224749,16.36593479582757,14.212317053134136,13.680603907518346,12.990257867872417,0.0,10.645080406053392,6.438402765673719,5.833706831672928
2024-06-07,0.0,19.839772360506753,16.350241352999166,14.206323048274601,13.685189108566432,12.994611692045192,0.0,10.647639711179457,6.440560665376739,5.8356620610516625
2024-06-11,0.0,19.834238202269262,16.309384424549286,14.202360299191927,13.681371725954344,12.980904677256413,0.0,10.55325710676433,6.438764118460137,5.999719445554302
2024-06-12,0.0,19.827774482784427,16.326915092343803,14.197731935245686,13.676913145387626,12.976674369763003,0.0,10.559560949989717,6.436665809230092,5.997764215255649
2024-06-13,0.0,19.823578653118037,16.33420872745574,14.20782739864806,13.674018922540283,12.973928327067236,0.0,10.55463924302261,6.435303722255659,5.996495005892378
2024-06-14,0.0,19.830816487053106,16.349109080402748,14.196122209947834,13.677505337280813,12.980424813016864,0.0,10.527998320878538,6.43852609709536,5.9994976543247365
2024-06-17,0.0,19.845433513251535,16.353182219428593,14.198694810251453,13.680631674377258,12.982719535171192,0.0,10.49847147362599,6.439997783816542,6.000868990077437
2024-06-18,0.0,17.820275285514718,14.667612525730386,12.749766844082094,12.284570269243323,11.642785766637692,10.236531625043968,9.42713857130984,5.782818161623139,5.388500950814841
2024-06-19,0.0,17.8022379911083,14.671155174640479,12.75284627828005,12.287537345132392,11.645597833170966,10.239004040888128,9.427604030521234,5.784214877988641,5.389802428269808
2024-06-20,0.0,17.800323847085753,14.671335898233693,12.751691316150126,12.286424523728137,11.64454314904915,10.238076745000031,9.43459918990362,5.783691030293026,5.389314300556465
2024-06-21,0.0,17.823783725552303,14.699438096679673,12.768497365921453,12.302617376655487,11.65989003652277,10.251569984686693,9.306472657380354,5.791313626928028,5.39641712967324
2024-06-24,0.0,17.822727779793446,14.698567248516634,12.773786182709253,12.30188852486724,11.659078356859228,10.250962644403975,9.305921308099874,5.790970528450357,5.396097426299992
2024-06-25,0.0,17.827408209057307,14.707793795823996,12.77497414480634,12.303032600482805,11.660162651130069,10.251915983915532,9.286604262729496,5.791509088701384,5.396599263353072
2024-06-26,0.0,17.838421390630703,14.712950106905085,12.774201838124696,12.302288824865405,11.65945773999503,10.2512962078499,9.273951912828968,5.791158965005219,5.396273013794992
2024-06-27,0.0,17.838097871803548,14.717217288891602,12.773970164328793,12.3020657097161,11.65924628327413,10.251110289642604,9.271063309572511,5.791053936151197,5.396175146619517
2024-06-28,0.0,17.826599884452598,14.747632152224796,12.783463241664478,12.302474760338747,11.659633959788327,10.251451144840889,9.24114379224337,5.791246491960461,5.396354572486336
2024-07-02,0.0,17.843158210587028,14.766776619113852,12.795337225197793,12.277594940154275,11.670464068893017,10.260973256320796,9.187702956288781,5.796625720122888,5.401367003321573
2024-07-03,0.0,17.832691067628417,14.81859036924307,12.787831232012106,12.270392664642856,11.663617948135652,10.254953970233611,9.180498984554845,5.793225306957572,5.398198456591872
2024-07-04,60.01549651925797,7.131693133924258,5.920965784269542,5.11414053264657,4.907205243735873,4.664542425031597,4.101186104826671,3.6690688767087973,2.3168407386311634,2.158860640967561
2024-07-05,60.014843341109014,7.131615516202332,5.918966500547118,5.114084872941322,4.907151836209092,4.664491658523553,4.101141469602374,3.672052136524591,2.316815523314573,2.1588371450260277
2024-07-08,60.0119412247976,7.13127065522188,5.923517152648492,5.113837572968491,4.906914542823096,4.664264890150605,4.100943152171356,3.671874568412962,2.316703489895065,2.1587327509104477
2024-07-09,60.014698918082146,7.131598354289678,5.924031207318695,5.114072566125609,4.9071400273684445,4.664479224359803,4.101131600389498,3.6672062041827913,2.316809948002001,2.1588319498813324
2024-07-10,59.9962707288815,7.153586568839616,5.926926886986552,5.1125022325484455,4.905633234757823,4.663046943481641,4.099872301743812,3.666080147216968,2.317911899325739,2.158169056217913
2024-07-11,59.98829352839283,7.152635416483322,5.941852477574317,5.111822466042756,4.9049809738862375,4.660009453533899,4.099327176139644,3.6655926993141805,2.317603706037867,2.1578821025949506
2024-07-12,59.990178857057316,7.149717383854362,5.949291898904681,5.111983121811676,4.905135128983589,4.652903230449726,4.099456010926828,3.6657079025743813,2.317676544327522,2.1579499211099193
2024-07-15,59.98503073957397,7.149103823672245,5.956758616870114,5.1115444318429955,4.9047141898832765,4.652503936883257,4.099104211989666,3.6659976642297614,2.3174776505858143,2.1577647344688944
2024-07-16,59.986118296409664,7.149233440288867,5.95747096472671,5.109219710470272,4.90480311465965,4.652588288969056,4.099178530678029,3.6660641304925976,2.317519667546202,2.1578038557589534
2024-07-17,59.97981101565178,7.147998300949868,5.96784255807974,5.108682498127103,4.904287395836948,4.652099089443853,4.098747519794112,3.6656786597136217,2.3172759903818805,2.157576972021095
2024-07-18,59.97995599571657,7.148015578717824,5.967856983236907,5.108694846567471,4.904299250224156,4.652110334254665,4.098757427072427,3.665445805426262,2.3172815915803096,2.1575821872034022
2024-07-22,59.96763519182393,7.146547266567459,5.993214257238582,5.107645442207182,4.903291831857642,4.645113091305323,4.097915479364662,3.6646928665786414,2.316805586361901,2.157138986694674
2024-07-24,59.97705652758074,7.147670039227825,5.995243497103607,5.103734678854311,4.904062173367921,4.645842871126081,4.086474136124924,3.6652686155110645,2.317169572756271,2.157477888347253
2024-07-25,59.98068090655383,7.148101968810512,5.995605786214267,5.104043094600684,4.90435852301982,4.640080674344462,4.0867210794027455,3.665490105581933,2.3173095979786273,2.1576082634931195
2024-07-26,59.97480963257872,7.147402269100095,5.99332704159853,5.103543479809117,4.903878454569019,4.63962647501738,4.098647442054053,3.6642853759874368,2.3170827656164525,2.1573970636692015
2024-07-29,59.975389460333396,7.147471369147847,5.991934805985739,5.103351123755285,4.903925864554159,4.639671330252737,4.098687067182638,3.665045890880985,2.317105166836325,2.157417921070885
2024-07-30,59.97596929929957,7.147540470531709,5.991025940869156,5.103400462690242,4.903973275456016,4.63971618635541,4.098726693077411,3.665081324355273,2.3171275684893455,2.157438778875865
2024-07-31,43.53396654727505,5.188968213314655,4.345820038978275,3.704338047650355,3.5595824630536863,3.3671556165385743,2.975088736830788,2.659183935803348,1.6819028559420381,1.5659916584036382
2024-08-01,59.983870722414665,7.14896557112812,5.987947528692829,5.104072800742509,4.904619340342456,4.639481380254441,4.099266672242625,3.656620143352006,2.3174328341739887,2.157723006656357
2024-08-02,60.00388730874092,7.1190693799123945,6.001794453223223,5.105776027169898,4.9062560092542995,4.641029572767503,4.088544034606144,3.6588076004464245,2.316392576182643,2.158443037696547
2024-08-05,60.008385625951355,7.120086734560727,5.994626766005107,5.10615879237405,4.906623817022013,4.641014753264021,4.088850540881344,3.6590818906288938,2.3165662294084406,2.15860484990405
2024-08-06,60.00229129377082,7.119363632726508,6.004778276526138,5.105640221052347,4.906125510075176,4.64054342104493,4.084808213602652,3.6617328413546604,2.3163309635539613,2.1583856262928065
2024-08-07,60.00236383806391,7.119372240217836,6.005269146607882,5.105041881210462,4.9061314417054405,4.640549031579707,4.084813152239459,3.6617372684826037,2.3163337640568873,2.158388235835811
2024-08-08,60.00069536370175,7.119174273182911,6.005706655107512,5.1048999262781605,4.905995017838042,4.640178194359693,4.08711755013783,3.6616354472481953,2.3162693542028023,2.1583282179431023
2024-08-09,60.001551352000895,7.1192758375038,6.004462424447614,5.104972754344214,4.906065008265744,4.640244392563168,4.087175858208743,3.6615909645403213,2.3163023988109166,2.158359009314587
2024-08-12,60.00200982357431,7.119330235857197,6.003541089918743,5.105011761417168,4.9061024954855394,4.640279848648881,4.087207088300372,3.6618220578053853,2.3163200976667184,2.158375501325688
2024-08-13,60.00205189884819,7.119939737700563,6.003061692150102,5.105015341210056,4.905914910779973,4.6402831025573095,4.087209954376993,3.6618246255888054,2.3163217219423515,2.1583770148456622
2024-08-14,60.01808832513286,7.132122054670672,5.997410044879107,5.106379731253574,4.907226088320339,4.639104601663197,4.0883023210389515,3.635472167544719,2.316940792813597,2.158953872682982
