date,HSBC BROKING SECURITIES (HONG KONG) LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,38.42014124855774,29.123565395095447,0.0,21.48803414578663,0.0,10.968259210560179,0.0,0.0
2024-03-04,0.0,0.0,32.30276915722965,24.460864732493665,0.0,18.066430437899648,0.0,9.224092696362032,15.94584297601501,0.0
2024-03-05,0.0,0.0,24.517054306562677,18.56170527214915,22.8545846646903,13.726855837266589,0.0,7.00908664732104,12.102254034023542,1.2284592379867028
2024-03-06,0.0,0.0,22.193519359767606,16.82364155740821,20.57883217118521,12.425931637781119,9.51303766044278,6.387170363380205,10.965831785250458,1.1120354647844182
2024-03-07,0.0,0.0,22.11906509290531,16.809651633692514,20.56171956858662,12.458545251288024,9.589335913720017,6.38333268317009,10.94471322653716,1.133636630100265
2024-03-08,0.0,0.0,22.034875259939664,16.77025110910496,20.513524486673045,12.42934338386118,9.587862143150629,6.371311049447087,11.15093159061978,1.1419009772036501
2024-03-11,0.0,0.0,21.525297296795383,16.927285149829267,20.705609961045596,12.535130055376854,9.67764140313017,6.432242995458778,11.044199576810149,1.1525935615538014
2024-03-12,0.0,0.0,22.146177211630143,16.92384088126781,20.69715785102332,12.564372346977795,9.675672251211314,6.434113485833554,10.406306933742876,1.1523590383131839
2024-03-13,0.0,0.0,22.14286469667994,16.92211927254888,20.695052394722744,12.57263110368675,9.674687975725266,6.429008414949513,10.411394329208077,1.1522418124788347
2024-03-14,0.0,0.0,22.148577290670758,16.92972568839647,20.632689884110953,12.574041921091878,9.679036704082145,6.447800187223342,10.4290077996156,1.1591205248088525
2024-03-15,0.0,0.0,22.145994749021142,16.927751668976036,20.618836018391633,12.576815806640779,9.677908120738467,6.465916496745747,10.427791769048344,1.1589853704378534
2024-03-18,0.0,0.0,22.210315361498974,16.942046787448703,20.635187275044938,12.590195000429771,9.579990668727278,6.445702985831161,10.436597812618801,1.1599641084003713
2024-03-19,0.0,0.0,22.209325760610284,16.94129191907857,20.633843513394176,12.589634032791158,9.5795638234923,6.44987138299073,10.436557142502817,1.1599124251399655
2024-03-21,0.0,0.0,22.08119131680892,16.84228517867341,20.514798654015223,12.500123667630264,9.524295505326611,6.364141715742236,11.019943533307284,1.1532204284960512
2024-03-22,0.0,0.0,22.08021318869878,16.841539117813927,20.513889912229086,12.502734014618099,9.523873608653131,6.368078555514687,11.016502258055079,1.1531693444172029
2024-03-25,0.0,0.0,22.156981296492074,16.850994108561842,20.4620897949973,12.509753161360265,9.529220396510476,6.386005459469851,10.951139038603218,1.1538167440049703
2024-03-26,0.0,0.0,22.19201888655697,16.849713864635298,20.450194242234748,12.508802740548042,9.528496419844249,6.4114782017563545,10.947774553016837,1.111521091407506
2024-03-27,0.0,0.0,22.193520947729706,16.84893158910714,20.44924480851556,12.516663205420283,9.528054043811677,6.402528301729913,10.949587616463061,1.1114694872226618
2024-03-28,0.0,0.0,22.21724480216333,16.807156947448295,20.463710160837238,12.530042943433886,9.57098373624416,6.330573917846148,10.950729435452192,1.129558056574753
2024-04-02,0.0,0.0,22.170463824742644,16.807968390983614,20.40800804951991,12.46222731938443,9.828297119883073,6.280265257965569,10.916286632028932,1.1264834054918267
2024-04-03,0.0,0.0,21.977115604511333,17.0413334247752,20.415717946741125,12.362556358884829,9.937390280822504,6.243225689758394,10.896805518783738,1.1258551757228752
2024-04-05,0.0,0.0,21.942050046137513,17.155509048750705,20.363614989749763,12.296319177838622,10.017140274650545,6.233388802620616,10.868995779700864,1.1229818805513696
2024-04-08,0.0,19.074922883055372,17.761255633445934,13.882497398314896,16.46182421189461,9.938634772351074,8.26658588458294,4.906275678060714,8.799253580024448,0.9087499582700147
2024-04-09,0.0,19.065152076772254,17.76007732187653,13.885829081999598,16.46073210679108,9.936274357841778,8.27573355732644,4.909352325008539,8.79815950211432,0.9086896702694577
2024-04-10,0.0,19.07520965909193,17.84548630063986,13.698079690065226,16.471998741263384,9.955999284678096,8.368931170808501,4.937802373658966,8.74117477663652,0.9053180031575143
2024-04-11,0.0,19.10016918938701,17.961940870367506,13.7202995575923,16.500769337134045,9.979358746729837,8.383548652291276,4.944721220202239,8.502293161579642,0.9068992647161391
2024-04-12,0.0,19.102849492329945,17.953883376264777,13.761635491100566,16.45652526613983,9.952278346640831,8.388470677492155,4.9704940883334015,8.49943407664598,0.914429185052518
2024-04-15,0.0,19.086172387711358,17.9462261646993,13.773678965304793,16.449506667825773,9.951104518274807,8.407241301333244,4.9680330110753115,8.495467930009523,0.9225690537658889
2024-04-16,0.0,19.07607256305674,17.94490978258463,13.771645136752852,16.44778831783092,9.950374590105575,8.415836198069405,4.967668598538612,8.503203431093935,0.9225013819673293
2024-04-17,0.0,19.07620272748087,17.914667923489606,13.771739106738165,16.447900548316916,9.95044248588308,8.416064209000965,5.002672621782417,8.497802700708423,0.9225076765995577
2024-04-18,0.0,19.076853576247508,17.890543331039773,13.772379567705153,16.37903085956942,9.962723404936524,8.48919405154432,5.007961058886117,8.498774999021911,0.9225391510492741
2024-04-19,0.0,19.062633648089985,17.899658823115804,13.76876235717469,16.29269592533919,9.968634121521633,8.570020818024112,4.963667912288511,8.551629541273902,0.9222968531721693
2024-04-22,0.0,19.071402906725204,17.90988092172194,13.781877912373725,16.207326387536607,9.989225945869254,8.578184266428542,4.978980083863887,8.55994618036177,0.9231753951190691
2024-04-23,0.0,19.086500302821076,17.949788932895206,13.799828813165407,16.17561850827288,10.01933009658464,8.674823256599778,4.95538120959734,8.414351048670209,0.9243778313934631
2024-04-24,0.0,19.151559191464287,17.635954990114914,13.853939415149409,16.239044835280005,10.058616959511909,8.70883816467397,4.978415431304394,8.445628596948346,0.9280024155527712
