date,THE HONGKONG AND SHANGHAI BANKING,YUANTA SECURITIES (HONG KONG) CO LTD,SINOPAC SECURITIES (ASIA) LTD,BANK OF CHINA (HONG KONG) LTD,FUBON SECURITIES (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-10-02,31.709448527200017,30.320396926165273,0.0,9.714178965066319,9.726844126689612,7.744746332644137,6.243924680283826,4.540460441950815
2024-10-03,31.713465088809862,30.324237539860725,0.0,9.715409437373927,9.728076203263592,7.745727341530842,6.2320488177157385,4.54103557144531
2024-10-04,31.693392449689384,30.30504419485612,0.0,9.70926019108381,9.816859554348754,7.740824780766298,6.19645744919886,4.538161380056774
2024-10-07,31.64132230882729,30.25525501805647,0.0,9.693308520822603,9.80073110547318,7.728107119273823,6.350570445519373,4.530705482027254
2024-10-08,31.84896153955431,30.224107940536737,0.0,9.824255683199324,9.862138417196235,7.721763946370676,6.010727127510126,4.508045345632594
2024-10-09,32.07672976942698,29.32564232403514,0.0,10.209248711263198,9.82553696056261,7.693106083718355,6.346969777981864,4.522766373011854
2024-10-10,27.035356584508065,24.58167131110156,16.01341393646835,8.589348469709233,8.141162699343802,6.4591478670311915,5.388774791923165,3.7911243399146337
2024-10-14,26.97978368090429,24.579079312608247,16.011725412353332,8.641164949241723,8.14030425968836,6.458466786346011,5.398751011606787,3.79072458725125
2024-10-15,26.86938774432537,24.618016776370506,16.037090722830808,8.591487193297901,8.1954444523653,6.4686981018991565,5.423145265837089,3.7967297430738727
2024-10-16,26.85629067101725,24.65446987865791,16.06083762794596,8.604209028866672,8.260463738838194,6.552314066850526,5.209063241200782,3.802351746622702
2024-10-17,26.893669538411014,24.577117326602878,16.086358905364857,8.617881441892862,8.342448230474037,6.562725941306242,5.111404788830124,3.808393827117989
2024-10-18,26.89082083643384,24.574514004560054,16.084654963760535,8.61696859599552,8.341564559737519,6.562030786993516,5.121455828105511,3.8079904244135085
2024-10-21,26.876189115311437,24.60922925481666,16.072737472446924,8.6264610076024,8.335384102437901,6.557168827251149,5.11766122352854,3.8051689966049853
2024-10-22,26.890420352283652,24.622260111673864,16.08124816325882,8.63102881333944,8.339797779760502,6.497099603661038,5.130961300690747,3.807183875331937
2024-10-23,27.032257550698592,24.15798793162493,16.12479326337251,8.649090624311432,8.362380437870168,6.504073673899019,5.351923480236907,3.817493037986445
2024-10-24,26.9705711411943,24.203372018035758,16.119658074292676,8.667567216107981,8.359717308861034,6.502002351336361,5.3608345917140605,3.8162772984578313
2024-10-25,26.953403687073497,24.198574713497255,16.109397502168164,8.757528902232348,8.3543961362907,6.4978636615594345,5.341509148726817,3.7873262484517847
2024-10-28,26.939114161278948,24.22815820934295,16.10085699820012,8.774092305571681,8.349966997749485,6.494418776027377,5.328074179516338,3.7853183723130996
2024-10-29,26.951974052356743,24.197291197585574,16.108543044074395,8.772976685840977,8.35395301100335,6.497519008558161,5.330617635592613,3.787125364988185
2024-10-30,26.920560413449284,24.29094030044476,16.089767871854033,8.762751419178983,8.344216133740566,6.484647966792669,5.324404580577314,3.78271131396239
2024-10-31,26.91913426059593,24.289653455249557,16.0889154947858,8.76228720065055,8.343774087681146,6.484304433855062,5.329420147433163,3.7825109197487863
2024-11-01,26.91913426059593,24.289653455249557,16.0889154947858,8.76228720065055,8.343774087681146,6.489602068196447,5.324122513091779,3.7825109197487863
2024-11-04,26.91343115990964,24.28450743762695,16.085506889437962,8.760430818284618,8.342006371703913,6.4935236899739674,5.338884077890505,3.781709555172441
2024-11-05,26.776272328594132,24.328318215463472,16.11452615493186,8.776235186123573,8.357055875540889,6.510544482088044,5.348515760346167,3.788531996911869
2024-11-06,26.776272328594132,24.31770608101834,16.11452615493186,8.776235186123573,8.357055875540889,6.510544482088044,5.359127894791299,3.788531996911869
2024-11-07,26.774851636967533,24.327027407036002,16.11367115270847,8.775769537892595,8.356612468065801,6.51019904655031,5.353537765256124,3.7883309855231637
2024-11-08,26.763491528929457,24.306098799544955,16.10683439978574,8.809170871927597,8.353066901436462,6.507436881309549,5.367176955081714,3.7867236619845297
2024-11-11,26.608619084623403,24.458489259959634,16.109397502168164,8.81057268722467,8.3543961362907,6.508472418557898,5.3627266627237455,3.7873262484517847
2024-11-12,26.597332499131777,24.448114695644566,16.10256437446813,8.806835504113126,8.350852449715939,6.505711717969179,5.402868981752724,3.7857197772045588
2024-11-18,26.74664896725521,24.386051665005144,16.061687032448628,8.758035471101392,8.329653301319258,6.489196571884907,5.4526174943874,3.776109496598064
2024-11-19,26.735337419745353,24.37573844848504,16.054894311006088,8.780763730846596,8.326130569586628,6.486452196116059,5.466170799334967,3.7745125248792712
2024-11-20,26.738164409562053,24.378315934726807,16.056591952670857,8.781692207239477,8.327010973150015,6.487138072415917,5.456174809073534,3.7749116411613404
2024-11-28,26.726860035883494,24.304592188602367,16.049803539200997,8.777979479293005,8.323490475548756,6.484395437141792,5.55956316208082,3.7733156822487692
2024-11-29,26.731778710633584,24.299455521006426,16.046411484517616,8.776124292322608,8.32173134281042,6.483024988970404,5.568955450998211,3.7725182087407236
2024-12-02,26.730366374584925,24.29817169334323,16.04556369486484,8.775660618100261,8.321291675802476,6.4826824674346915,5.573944582839118,3.772318893030456
2024-12-04,26.723306932314266,24.291754589366874,16.04132608999939,8.773342981721761,8.31909403745441,6.480970402512103,5.598882336318524,3.7713226303126657
2024-12-05,26.727177176780653,24.290471575289107,16.040478837606656,8.77287960133838,8.318654649071613,6.480628098038646,5.5985866209624815,3.771123440912464
2024-12-06,26.72576560589616,24.289188696733714,16.039631674707607,8.772416269900999,8.318215307100587,6.480285829722171,5.603572343386491,3.770924272552266
2024-12-10,26.734550024156057,24.282776336041103,16.03539720212151,8.770100346632805,8.31601929316476,6.478575030294071,5.612653021355009,3.7699287462346915
2024-12-12,26.702122890886415,24.253323032219107,16.01594739048694,8.759462830292659,8.253196465627942,6.470716973370918,5.779874329922188,3.7653560871938345
2024-12-13,26.702122890886415,24.253323032219107,16.01594739048694,8.759462830292659,8.205733993940624,6.470716973370918,5.827336801609506,3.7653560871938345
2024-12-16,26.714802396410132,24.264839724903513,16.023552564586208,8.673928355673272,8.156869366101507,6.473789593924028,5.925073931521341,3.7671440668799976
2024-12-17,26.695441469993437,24.252044074491057,16.01510281674915,8.669354307124005,8.047101382403426,6.470375751119923,6.085422670572446,3.7651575275465565
2024-12-20,26.685590935328023,24.164024385422515,16.009193293745238,8.666155342415928,8.04413202708437,6.4679882026425455,6.199147617202635,3.763768196158743
2024-12-30,26.692626289522735,24.170394957119168,16.01341393646835,8.68953117132033,8.046252771501711,6.4696934145692016,6.105872024507852,3.812215434990654
2025-01-02,26.741182957102573,24.06962357577948,16.023552564586208,8.59478667359596,8.051347123331759,6.473789593924028,6.273297332661508,3.772420179018485
2025-01-03,26.713754627223246,23.96789505207028,16.02608922790344,8.72807098549631,8.05262171938777,6.422044975422618,6.3217829749846315,3.767740437511708
2025-01-07,26.699665354278796,23.955253990564522,16.017636805227752,8.723467657506323,8.048374634434492,6.471399525852635,6.318448762812922,3.7657532693225604
2025-01-08,26.719757580236873,23.978017511026877,16.032857591587106,8.731757147344442,8.061301792016302,6.477548984154553,6.229427710922879,3.769331682710962
2025-01-13,26.739520349105973,23.99575240314132,16.04471599479088,8.73821542818048,8.067264183090444,6.482339982090357,6.160072061220339,3.772119598380207
2025-01-17,26.73810775330373,23.994484755155355,16.043868384281552,8.737753805598185,8.066838005531093,6.481997532931665,6.1650294384117785,3.771920324786641
2025-01-22,26.748368647371468,23.982006887492833,16.053197028282064,8.74283433808974,8.07152843667656,6.485766464834406,6.142184704268607,3.7741134929843247
2025-01-23,26.748368647371468,23.929148155098094,16.053197028282064,8.917268154992374,8.07152843667656,6.512195831031777,5.994180253563339,3.7741134929843247
2025-01-24,26.7074287433335,23.892523228842027,16.028626694498175,8.914175333226018,8.05917450197521,6.502228543833306,6.127505957297458,3.7683369969943024
2025-01-27,26.703200732440298,23.88874084119818,16.02608922790344,8.928594986372284,8.057898666779241,6.501199186294712,6.126535921500131,3.767740437511708
2025-02-04,26.730000765925304,23.912716208828215,16.042173431899997,8.937555958766808,8.065985785482809,6.5077239605205115,6.03232204782015,3.7715218407562063
2025-02-05,26.75543994057108,23.935474149212062,16.057440908141604,8.967210991178188,8.073662254439325,6.513917418120005,5.921743107381823,3.7751112309559116
2025-02-06,26.76817769455178,23.94686937133517,16.065085549093197,8.971480109075426,8.07750597084798,6.517018569800072,5.876954245980422,3.7769084893159515
2025-02-07,26.772426308173753,23.950670190224507,16.0676353805416,8.962322797048888,8.078788023077717,6.518052943308282,5.872596401844313,3.7775079557809366
2025-02-10,26.630240460633477,23.979849933919013,16.066022719146535,8.973241835223947,8.08863062714697,6.499508696469766,5.980395532448545,3.782110195011746
2025-02-11,26.64859120026928,23.996374305273953,16.077093719438018,8.979425242574349,8.094204454197776,6.503987469090157,5.915607184600339,3.784716424556131
2025-02-17,26.757442341895793,23.99891853779949,16.078798304648963,8.98037729247456,8.095062647938994,6.504677058952943,5.794304829205841,3.790418987083418
2025-02-18,26.751769591384054,23.99383061214214,16.07538949561014,8.99967404007452,8.093346442399172,6.503298025424874,5.793076399176355,3.7896153937887407
2025-02-21,26.75035177956737,23.992558967795276,16.074537519178943,8.988597307130725,8.092917504710268,6.5029533584017685,5.808669014513723,3.789414548701927
2025-02-24,26.747516606740202,23.990016083432476,16.072833837210226,8.987644638281749,8.092059765717117,6.502264133945582,5.818652012283821,3.789012922388827
2025-02-28,26.757442341895793,23.96180954072315,16.078798304648963,8.990979863067802,8.095062647938994,6.504677058952943,5.820811255688942,3.790418987083418
2025-03-03,26.723441880412025,23.931361466801853,16.058367108143813,8.979555099047776,8.084776318541245,6.496411619417229,5.940483974723823,3.7856025329122405
2025-03-04,26.720612408579434,23.92882761979634,16.056666851956262,8.978604345835087,8.083920304298454,6.495723780860644,5.950442974480328,3.785201714193448
2025-03-05,26.70647403217571,23.91616642900417,16.048170968842843,8.973853598139618,8.079642950683489,6.439374899136744,6.0531182289337995,3.7831988930836244
2025-03-06,26.705061017388566,23.914901046806012,16.04732187499173,8.973378799863495,8.07921546426389,6.439034197779406,6.058088871370107,3.782998727536792
2025-03-10,26.70930051038902,23.918697595165458,16.049869426136468,8.974803345442615,8.080498059251694,6.440056410025745,6.0431753658581755,3.7835992877308198
2025-03-12,26.671193462391045,23.88457199322566,16.02697054324191,8.961998694803256,8.068969343729112,6.430868167202572,6.177226694708141,3.7782011006983063
2025-03-13,26.70992138626359,23.871957579742638,16.018506048530845,8.95726549894768,8.064707792979426,6.427471764280263,6.173964250159102,3.776205679096457
2025-03-17,26.71133212030623,23.873218421462656,16.01935209564076,8.957738593539972,8.065133745480859,6.427811243123906,6.1690086540416775,3.776405126403938
2025-03-19,26.891396028206632,23.812847874360884,15.978842390030215,8.935086282061077,8.044738651360413,6.411556606879911,6.1586768064442206,3.766855360656644
2025-03-21,26.894229781314955,23.815357217186047,15.980526203479045,8.930758956444768,8.045586387310419,6.412232241883942,6.154056909219757,3.767252303161067
2025-03-24,26.929702152803976,23.84676868370585,16.001603853468993,8.942538256389694,8.056198181420097,6.420689709750005,6.030278010061015,3.772221152400373
2025-03-26,26.93254398531053,23.849285180993384,16.003292467688706,8.94348194287252,8.05704833437542,6.421367271077201,6.020361591042799,3.7726192266394407
2025-04-09,26.75731042719629,23.834194159040514,15.993166124860595,9.038010793937044,8.05195010638382,6.417304046803609,6.137832301133442,3.770232040644683
2025-04-11,26.755899574750796,23.832937435902842,15.992322841392328,9.037534240074663,8.051525545270717,6.416965676879151,6.142781440890888,3.7700332448386136
2025-04-17,26.75448887107957,23.83168084528652,15.991479646848234,9.037057736464844,8.056373524689779,6.416627342635774,6.142457562999733,3.769834469995545
2025-04-24,26.73898094307161,23.817867088924427,15.982210371838008,9.142477743204399,8.051703741565603,6.4129080192966885,6.0862027627671935,3.767649329332072
