date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA MERCHANTS SECURITIES (HK) CO LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,ABCI SECURITIES CO LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD
2024-03-01,32.637535958751826,33.59483189275938,19.772217105215294,0.0,0.0,13.995415043273503,0.0,0.0,0.0,0.0
2024-03-04,27.856219237704423,28.692316353926707,16.881405514793638,0.0,0.0,11.949485110480614,0.0,8.537729111677855,0.0,6.082844671416765
2024-03-05,27.853836896869804,28.695793839042977,16.88098003834612,0.0,0.0,11.949183937425445,0.0,8.537513928016216,0.0,6.0826913602994335
2024-03-06,27.84713028287893,28.723881421218543,16.867676268592387,0.0,0.0,11.944626974777417,0.0,8.535458275483714,0.0,6.081226777049011
2024-03-07,22.10806389670794,22.788203834431755,13.3918868766221,0.0,9.45694303172334,9.48433755930918,5.62920899994706,6.779436700550488,5.531798600311214,4.830120500396919
2024-03-08,22.099781829635713,22.815463189034265,13.387004695789436,0.0,9.453495384171474,9.477545510894926,5.627156800989901,6.78141105673869,5.5297819135406785,4.828359619204916
2024-03-11,22.084415912165394,22.799599660284873,13.37769674827593,0.0,9.52667054557377,9.44963038881343,5.6343512391363735,6.776695960298669,5.525937071398465,4.825002474053092
2024-03-12,22.101615782788627,22.64198985827631,13.366825514460565,0.0,9.521421791358561,9.452320025703115,5.737183267367269,6.830251966606321,5.519291472162194,4.829100321277038
2024-03-13,22.12764047718044,22.632368649772506,13.382564976788627,0.0,9.475872795369913,9.460779068617752,5.724350878348576,6.838294601217154,5.523564546814574,4.834564005890461
2024-03-14,22.114000566763703,22.657620303299915,13.38104594738853,0.0,9.474797207140549,9.456589285274463,5.723701118209488,6.839744048291452,5.5184862798714445,4.834015243760455
2024-03-15,21.83311913276863,22.320412764771383,13.18189928033105,1.4512206198213586,9.332689973390968,9.31431453032961,5.63851674582139,6.737949895868763,5.4278052193607635,4.762071837536084
2024-03-18,21.81973822498095,22.300772191158423,13.15513186571136,1.4707660483245386,9.323085754781903,9.514444579735763,5.62940789374676,6.613237820703128,5.419036765339641,4.754378855517538
2024-03-19,21.82795656188164,22.254426518132018,13.160086705431736,1.4713200078066642,9.326597266189452,9.516495300536038,5.6315281928147485,6.634342040829511,5.421077828772923,4.7561695776052755
2024-03-20,21.840962182567765,22.244477154734057,13.161325998612078,1.4714585628855623,9.327475557392734,9.516515469025677,5.632058517169024,6.634966800759387,5.414142287934803,4.756617468918913
2024-03-21,21.884775675095167,22.295703931120695,13.188389139444826,1.4744842679187118,9.346655295410798,9.534547760783378,5.643639507780797,6.4401309139148575,5.4252751855807055,4.766398322950067
2024-03-22,21.890348169210714,22.312136931026053,13.191747283113472,1.4748597140749087,9.349035223010102,9.535438978126344,5.62312578251024,6.43079537749954,5.42490055620478,4.767611985223847
2024-03-25,21.873425049962,22.282580194170297,13.180755901623305,1.4736308589874079,9.407262326074452,9.523303620079684,5.645856172847016,6.430920347437769,5.418625924280576,4.763639604537493
2024-03-26,21.876687756440734,22.28590393147236,13.182721983184681,1.473850670239642,9.4086655418794,9.52209185609332,5.6466983258921415,6.420911732775895,5.418118038540565,4.764350163481261
2024-03-27,21.862033646123578,22.338278096648054,13.167447246071715,1.4728781791654018,9.40684167423683,9.49542211502304,5.642972464221254,6.427635655105951,5.425284421694155,4.761206501710027
2024-03-28,21.87131621511222,22.336564336407065,13.166437058649569,1.472765182091395,9.406119995010489,9.491405702299785,5.642539543572298,6.427142536237003,5.424868201755548,4.760841228864624
2024-04-02,21.838300656977246,22.383425684145834,13.166409616910272,1.4730073399121768,9.415339702257969,9.487485519158183,5.607294050180895,6.444641703940053,5.422471701487352,4.761624025030021
2024-04-03,21.574782801387844,22.467433933117974,13.164764519272405,1.4728232927067537,9.414163287916127,9.498575542316475,5.529871863857418,6.443836468104883,5.672719214849647,4.761029076470473
2024-04-05,21.564990176192495,22.473357973996507,13.170163132591753,1.473427268830551,9.401138184808982,9.500497073495543,5.5321395565195095,6.446478959836011,5.674826192036768,4.762981481691883
2024-04-08,21.550811331364645,22.500309365691162,13.174901390995327,1.4739573669825863,9.376660045637234,9.5036957148274,5.511315044807026,6.457573155083998,5.686081514650739,4.764695069959885
2024-04-09,21.554734481582052,22.486378130275718,13.170596368274664,1.4734757375748333,9.373596133935552,9.500590293028148,5.509514170873743,6.467524670591502,5.7004518527508425,4.763138161112945
2024-04-10,21.552749329542166,22.50974381859916,13.169383380182914,1.4733400331258333,9.35847955132586,9.497741773203606,5.5090067545887305,6.4669290232731,5.699926851450853,4.762699484707774
2024-04-11,21.554264359748842,22.53914445357898,13.164014260377598,1.4727393566231106,9.354225742062972,9.486197850958726,5.506760748346844,6.464292474871702,5.697603007633456,4.760757745797767
2024-04-12,21.556529925013816,22.55897946205539,13.158707178897172,1.4721456207299068,9.350454579466401,9.48018244733632,5.504540693931325,6.461686390876434,5.697935258683033,4.758838443010198
2024-04-15,21.570084453091695,22.506915793510682,13.160293086346952,1.4723230459644179,9.362538012735351,9.481325013377507,5.505204109567485,6.483282517404694,5.698621982526969,4.759411985474246
2024-04-16,21.564495475551116,22.490587375161493,13.1553978562093,1.4719714630066276,9.358111510991964,9.463506405160986,5.503889495937422,6.481734343822879,5.752030611098518,4.758275463059697
2024-04-17,21.55008604554802,22.485915188103174,13.145359431126572,1.5246528793464993,9.35449049496782,9.458533085765938,5.501888629540906,6.473903042969269,5.748625547826148,4.756545654805656
2024-04-18,21.55015534876791,22.514485100391298,13.179727405175571,1.52886825312277,9.270552091854707,9.483805707513717,5.517100299923785,6.4224074216657785,5.763201777249874,4.769696594334589
2024-04-19,21.542379928424342,22.539060712695726,13.174837827341657,1.5283010547208886,9.267112788095003,9.480287288297367,5.515053498005606,6.420024757745353,5.765015071212341,4.767927073461722
2024-04-22,21.55241013633005,22.549554978682067,13.1809720781984,1.5301107585777471,9.271427588421572,9.43111301385797,5.5176213263226215,6.423233568167131,5.773409514356224,4.770147037086215
2024-04-23,21.5544930481411,22.552612840698462,13.182245940483368,1.53025863465059,9.266832478392772,9.430267310429254,5.518154571493662,6.421438234560947,5.773088897821579,4.770608043328261
2024-04-24,21.552647516319094,22.53166367430466,13.191198868864367,1.5104174369784134,9.272906397816952,9.439089765604972,5.521902312424679,6.429316169951848,5.7770097813851775,4.773848076349839
2024-04-25,21.441306949467926,22.569151819891882,13.200526888772291,1.5369997279150929,9.27726413643063,9.445764520350279,5.525807068558822,6.422865088008788,5.803089946939869,4.777223853664418
2024-04-26,21.43076534839928,22.57218031980328,13.202298235557144,1.5372059741921775,9.27850903007304,9.447032024651781,5.52654856324817,6.423726956744715,5.803868649548207,4.7778648977822025
2024-04-29,21.421995215877022,22.572624481612714,13.207062902921624,1.537760746930002,9.274155548273901,9.46078420294087,5.528543077014462,6.411521363180148,5.805963247249974,4.779589213999287
2024-04-30,21.59856259916545,22.545818329139085,13.12214299941158,1.533925359521582,9.276938255478218,9.46479039421698,5.532170941488095,6.362879818696117,5.780045692609493,4.782725610273402
2024-05-02,21.37817536714327,22.595838590839737,13.107908687232314,1.4809069703049331,9.326441859633103,9.54880809674802,5.547207781509937,6.4188149293986045,5.800172313412342,4.795725403777739
