date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,SOCIETE GENERALE,ICBC (ASIA) SECURITIES LTD,BOCI SECURITIES LTD,TOTAL_CCASS_PCT
2024-06-18,21.144,15.265999999999998,10.6723,7.95,5.331308,4.008,1.8800009999999998,0.0,1.6,5.108,72.959609
2024-06-19,21.224,15.27,10.6723,7.95,5.327308,4.008,1.8800009999999998,0.0,1.6,5.108,73.039609
2024-06-20,21.166,15.366,10.6723,7.95,5.315308,4.008,1.842001,0.0,1.6,5.102,73.021609
2024-06-21,21.172,15.4,10.6723,7.95,5.321308,4.008,1.842001,0.0,1.6,5.102,73.067609
2024-06-24,21.028,15.53,10.6723,7.951999999999999,5.329308,4.008,1.834001,0.0,1.6,5.102,73.055609
2024-06-25,21.112000000000002,15.5,10.6823,7.942,5.327308,4.008,1.834001,0.0,1.6,5.102,73.107609
2024-06-26,21.215999999999998,15.495999999999999,10.5803,7.942,5.343308,4.008,1.8400010000000002,0.0,1.6,5.122,73.147609
2024-06-27,21.23,15.504000000000001,10.5803,7.942,5.327308,4.008,1.862001,0.0,1.592,5.122,73.167609
2024-06-28,21.34,15.478,10.5803,7.942,5.295308,4.008,1.842001,0.0,1.592,5.122,73.199609
2024-07-02,21.294,15.526000000000002,10.5803,7.942,5.283308,4.008,1.852001,0.0,1.592,5.132,73.209609
2024-07-03,21.332,15.514,10.5803,7.95,5.265308,4.008,1.854001,0.0,1.592,5.142,73.237609
2024-07-04,21.412,15.72,10.1463,7.95,5.247307999999999,4.008,1.866001,0.0,1.7000000000000002,5.142,73.191609
2024-07-05,21.45,15.564,10.1423,7.9399999999999995,5.233308,4.008,1.8720009999999998,0.0,1.7000000000000002,5.142,73.051609
2024-07-08,21.224,15.672,10.1423,7.9399999999999995,5.233308,4.008,1.8820010000000003,0.0,1.78,5.142,73.023609
2024-07-09,21.316,15.767999999999999,9.9863,7.942,5.233308,4.008,1.8820010000000003,0.0,1.7919999999999998,5.152,73.079609
2024-07-10,21.118000000000002,16.022,9.9963,7.964,5.233308,4.008,1.892001,0.0,1.892,5.17,73.295609
2024-07-11,21.058,16.018,10.0063,7.976,5.233308,4.008,1.8880009999999998,0.0,1.992,5.17,73.349609
2024-07-12,21.108,16.052,10.0063,7.976,4.453139999999999,4.008,1.8880009999999998,0.0,2.022,5.17,72.683441
2024-07-15,21.374000000000002,15.584000000000001,9.872300000000001,7.976,5.062514,4.008,1.8900009999999998,0.0,2.022,5.17,72.958815
2024-07-16,21.218,15.604000000000001,9.8463,7.976,5.070514,4.008,1.878001,0.0,2.022,5.17,72.792815
2024-07-17,21.157999999999998,15.616,9.8443,7.976,5.060514,4.008,1.878001,0.0,2.022,5.17,72.73281499999999
2024-07-18,21.17,15.631999999999998,9.8443,7.976,5.060514,4.008,1.878001,0.0,2.022,5.17,72.76081500000001
2024-07-19,21.096,15.67,9.8743,7.968,5.060514,4.008,1.878001,0.0,2.022,5.176,72.752815
2024-07-22,21.14,15.629999999999999,9.8743,7.958,5.060514,4.008,1.878001,0.0,2.022,5.176,72.746815
2024-07-23,21.182000000000002,15.672,9.8743,7.956,5.060514,4.008,1.868001,0.0,2.022,5.176,72.818815
2024-07-24,21.088,15.840000000000002,9.8743,7.956,5.064514,4.008,1.850001,0.0,2.022,5.176,72.878815
2024-07-25,21.016000000000002,16.052,9.8743,7.956,5.060514,4.008,1.8640009999999998,0.0,2.022,5.176,73.02881500000001
2024-07-26,21.01,16.306,9.8743,7.954,5.062514,4.008,1.850001,0.0,2.022,5.176,73.262815
2024-07-29,21.05,16.298000000000002,9.8743,7.954,5.060514,4.008,1.8380009999999998,0.0,2.072,5.146,73.300815
2024-07-30,21.074,16.228,9.8743,7.933999999999999,5.060514,4.006,1.834001,0.0,2.072,5.146,73.228815
2024-07-31,21.114,16.304,9.8743,7.933999999999999,5.060514,4.006,1.816001,0.0,2.072,5.146,73.326815
2024-08-01,21.23,16.248,9.8743,7.933999999999999,5.060514,4.006,1.818001,0.0,2.072,5.126,73.368815
2024-08-02,20.880000000000003,16.356,9.8743,7.924,5.060514,4.006,1.8220009999999998,0.0,2.07,5.128,73.120815
2024-08-05,20.906,16.386,9.8743,8.024000000000001,5.064514,4.006,1.7880009999999997,0.0,2.064,5.118,73.230815
2024-08-06,20.794,16.724,9.8743,7.944,5.062514,4.006,1.770001,0.0,2.064,5.098,73.336815
2024-08-07,20.726,16.894000000000002,9.8743,7.8759999999999994,5.060514,4.006,1.812001,0.0,2.064,5.098,73.410815
2024-08-08,20.971999999999998,16.716,9.8743,7.843999999999999,5.060514,4.006,1.812001,0.0,2.064,5.098,73.446815
2024-08-09,21.076,16.561999999999998,9.8743,7.843999999999999,5.060514,4.006,1.812001,0.0,2.064,5.098,73.396815
2024-08-12,20.974,16.642000000000003,9.8743,7.843999999999999,5.060514,4.006,1.812001,0.0,2.054,5.098,73.36481500000001
2024-08-13,20.964,16.676,9.8743,7.843999999999999,5.060514,4.006,1.812001,0.0,2.054,5.098,73.388815
2024-08-14,21.738,16.882,9.8783,7.832,4.31314,4.006,1.7100009999999999,0.0,2.054,5.088,73.501441
2024-08-15,21.072,17.419999999999998,9.882299999999999,7.832,4.2991399999999995,4.008,1.7560010000000001,0.0,2.054,5.098,73.421441
2024-08-16,20.688000000000002,17.654,9.882299999999999,7.852,4.2991399999999995,4.008,1.7560010000000001,0.0,2.054,5.098,73.291441
2024-08-19,20.782,17.53,9.882299999999999,7.852,4.30514,4.008,1.7480010000000001,0.0,2.054,5.098,73.25944100000001
2024-08-20,20.698,17.471999999999998,9.9223,7.852,4.30514,4.008,1.742001,0.0,2.054,5.098,73.15144099999999
2024-08-21,20.504,17.599999999999998,9.9223,7.852,4.881130000000001,4.008,1.7320010000000001,0.0,2.054,5.078,73.631431
2024-08-22,20.636,17.612,9.9343,7.852,4.8751299999999995,4.008,1.688001,0.0,2.054,5.078,73.737431
2024-08-23,20.678,17.580000000000002,9.9063,7.852,4.87913,4.008,1.712001,0.0,2.0500000000000003,5.076,73.741431
2024-08-26,20.663999999999998,17.654,9.9063,7.852,4.87913,4.008,1.6940009999999999,0.0,2.0500000000000003,5.076,73.783431
2024-08-27,20.636,17.652,9.8963,7.852,4.89513,4.008,1.686001,0.0,2.0500000000000003,5.076,73.751431
2024-08-28,20.738,17.644000000000002,9.8963,7.752000000000001,4.89513,4.008,1.686001,0.0,2.0500000000000003,5.076,73.745431
2024-08-29,20.834,17.588,9.8963,7.752000000000001,4.89513,4.008,1.714001,0.0,2.0500000000000003,5.076,73.813431
2024-08-30,20.636,17.758,9.9123,7.756,4.94313,4.008,1.706001,0.0,2.0500000000000003,5.056,73.825431
2024-09-02,20.73,17.676,9.9423,7.756,4.93713,4.008,1.7560010000000001,0.0,2.0500000000000003,5.056,73.91143100000001
2024-09-03,20.708,17.66,9.9423,7.766000000000001,4.94313,4.008,1.6760009999999999,0.0,2.0500000000000003,5.0360000000000005,73.78943100000001
2024-09-04,20.65,17.842,9.9743,7.756,4.93913,4.008,1.6760009999999999,0.0,2.0500000000000003,5.0360000000000005,73.931431
2024-09-05,20.714,17.798,9.8743,7.756,4.93713,4.008,1.726001,0.0,2.0500000000000003,5.0360000000000005,73.899431
2024-09-09,20.78,17.654,9.8743,7.756,4.93513,4.008,1.726001,0.0,2.0500000000000003,5.0360000000000005,73.81943100000001
2024-09-10,20.888,17.578,9.8743,7.736,4.93513,4.008,1.726001,0.0,2.0500000000000003,5.0360000000000005,73.83143100000001
2024-09-11,20.752000000000002,17.8,9.8743,7.744,4.93513,4.008,1.728001,0.0,2.02,5.0360000000000005,73.897431
2024-09-12,20.86,17.762,9.8743,7.744,4.36514,4.008,1.778001,0.0,2.02,5.0360000000000005,73.447441
2024-09-13,20.922,17.668,9.8623,7.744,4.36514,4.008,1.808001,0.0,2.02,5.042,73.439441
2024-09-16,20.84,17.648,9.8783,7.744,4.36514,4.008,1.808001,0.0,2.03,5.042,73.363441
2024-09-17,20.93,17.566000000000003,9.8783,7.744,4.36514,4.008,1.808001,0.0,2.03,5.042,73.371441
2024-09-19,20.93,17.566000000000003,9.8783,7.744,4.36514,4.008,1.828001,0.0,2.03,5.002,73.351441
2024-09-20,20.93,17.566000000000003,9.8783,7.744,4.37514,4.008,1.828001,0.0,2.03,5.002,73.361441
2024-09-23,21.234,17.119999999999997,9.8783,7.728,4.36514,4.008,1.828001,0.0,2.03,5.002,73.193441
2024-09-24,21.13,17.52,9.8783,7.528,4.36514,4.008,1.828001,0.0,2.03,4.994,73.281441
2024-09-25,21.116,17.671999999999997,9.8783,7.528,4.36514,4.008,1.828001,0.0,2.03,4.994,73.41944099999999
2024-09-26,21.81,16.832,9.8883,7.528,4.37514,4.008,1.734001,0.0,2.0500000000000003,4.994,73.21944099999999
2024-09-27,21.224,17.248,9.8123,7.536,4.9732400000000005,4.008,1.766001,0.0,2.0500000000000003,5.0040000000000004,73.62154100000001
2024-09-30,21.818,16.768,9.8223,7.126,4.98324,4.008,1.8820010000000003,0.0,2.0500000000000003,5.0040000000000004,73.461541
2024-10-02,22.12,16.572,9.8523,7.124,4.96124,4.008,1.844001,0.0,1.58,4.9639999999999995,73.025541
2024-10-03,22.256,16.268,9.8783,7.048,4.89524,4.008,1.8060010000000002,0.0,1.58,5.468,73.20754099999999
2024-10-04,22.256,16.268,9.9063,7.176,5.71858,4.008,1.7380010000000001,0.0,1.58,5.4239999999999995,74.074881
2024-10-07,22.256,16.268,9.8463,6.866,5.77458,4.008,1.750001,0.0,1.58,5.4239999999999995,73.772881
2024-10-08,22.256,16.268,9.622300000000001,6.748,5.79258,4.196,2.070001,0.0,1.58,5.398,73.930881
2024-10-09,22.256,16.268,9.6563,6.593999999999999,5.87058,4.279999999999999,2.5360009999999997,0.0,1.544,4.946,73.950881
2024-10-10,22.358,17.618000000000002,9.728299999999999,6.694,5.3899,4.15,2.318001,0.0,1.544,4.968,74.768201
2024-10-14,22.3,17.546,9.642299999999999,6.710000000000001,5.4719,4.086,2.136001,0.0,1.524,5.01,74.426201
2024-10-15,22.078,17.598,9.642299999999999,6.741999999999999,4.8758,4.096,2.2540009999999997,0.0,1.524,4.984,73.794101
2024-10-16,22.067999999999998,17.944,9.6983,6.734,4.9058,4.096,2.064001,0.0,1.524,4.994,74.028101
2024-10-17,22.292,17.942,9.7143,6.744,4.86716,4.096,1.9580009999999999,0.0,1.54,5.013999999999999,74.167461
2024-10-18,22.05,18.138,9.7143,6.74,4.81114,4.096,1.962001,0.0,1.54,5.008,74.059441
2024-10-21,21.966,18.328,9.7143,6.74,4.76114,4.096,1.954001,0.0,1.54,5.013999999999999,74.11344100000001
2024-10-22,21.954,18.0,9.7043,6.732,4.76914,4.096,1.962001,0.0,1.54,4.87,73.627441
2024-10-23,22.008,18.082,9.6943,6.64,5.206666,4.076,1.9380009999999999,0.0,1.53,4.843999999999999,74.018967
2024-10-24,22.61,17.488,9.6903,6.65,5.224666,4.076,1.862001,0.0,1.53,4.843999999999999,73.974967
2024-10-25,22.434,17.912,9.6843,6.626,5.116666,4.076,1.8990010000000002,0.0,1.55,4.843999999999999,74.141967
2024-10-28,22.608,17.93,9.674299999999999,6.626,4.61514,4.076,1.879001,0.0,1.55,4.884,73.84244100000001
2024-10-29,23.32,17.477999999999998,9.7243,6.6659999999999995,5.104203999999999,4.076,1.945001,0.0,1.54,4.328,74.181505
2024-10-30,23.272000000000002,18.35,9.686300000000001,6.566,4.5731399999999995,4.076,2.005001,0.0,1.53,4.328,74.386441
2024-10-31,23.14,18.576,9.750300000000001,6.658,4.64514,4.076,1.965001,0.0,1.53,4.34,74.680441
2024-11-01,23.256,18.651999999999997,9.7563,6.656,4.6531400000000005,4.07,1.969001,0.0,1.53,4.338,74.88044099999999
2024-11-04,22.408,19.156000000000002,9.7563,6.658,4.7011400000000005,4.07,1.971001,0.0,1.52,4.32,74.560441
2024-11-05,23.258000000000003,18.387999999999998,9.7663,6.741999999999999,4.71914,4.07,2.001001,0.0,1.52,4.32,74.784441
2024-11-06,23.796,18.484,9.7823,6.67,4.78514,4.07,1.863001,0.0,1.51,4.32,75.280441
2024-11-07,24.154,17.8,9.8423,7.352,4.49714,4.09,1.9350010000000002,0.0,1.48,4.4479999999999995,75.59844100000001
2024-11-08,22.276,19.52,9.7763,7.348000000000001,4.38714,4.09,1.887001,0.0,1.518,4.4479999999999995,75.250441
2024-11-11,23.06,19.654,10.1503,7.41,4.2351399999999995,4.07,2.219001,0.0,1.508,3.998,76.304441
2024-11-12,22.178,20.01,10.1403,7.4959999999999996,4.25914,4.07,2.349001,0.0,1.532,4.002,76.036441
2024-11-13,20.788,20.396,10.1563,7.542,4.29114,4.07,2.893001,0.0,1.528,3.998,75.662441
2024-11-14,19.926,20.983999999999998,10.5103,7.462000000000001,4.29714,4.07,2.915001,0.0,1.538,4.032,75.734441
2024-11-15,19.445999999999998,19.96,10.5103,7.489999999999999,5.098346,4.07,2.905001,0.0,1.538,4.052,75.06964699999999
2024-11-18,19.904,20.038,10.9483,7.462000000000001,5.046346,4.07,2.8450010000000003,0.0,1.548,4.07,75.931647
2024-11-19,19.996,19.788,10.9743,7.4959999999999996,5.804926,4.072,2.859001,0.0,1.548,4.05,76.588227
2024-11-20,20.028000000000002,19.426,10.962299999999999,7.518,5.852926,4.072,2.881001,0.0,1.5879999999999999,4.0840000000000005,76.412227
2024-11-21,20.686,18.912000000000003,11.0463,7.558,5.836926,4.072,2.857001,0.0,1.5879999999999999,4.0840000000000005,76.64022700000001
2024-11-22,21.116,18.718,11.0723,7.55,5.878926,4.072,2.883001,0.0,1.5879999999999999,4.076,76.954227
2024-11-25,25.674000000000003,18.404,10.4883,7.212000000000001,4.9100459999999995,4.036,2.719001,0.0,1.468,3.882,78.793347
2024-11-26,23.098,20.064,11.1843,7.226000000000001,4.696046,4.082,3.063001,0.0,1.468,3.614,78.49534700000001
2024-11-27,22.203999999999997,20.003999999999998,11.4343,7.384,4.806046,4.082,3.097001,0.0,1.474,3.628,78.113347
2024-11-28,20.702,21.04,10.994299999999999,7.553999999999999,4.750046,4.082,3.2030009999999995,0.0,1.484,3.646,77.455347
2024-11-29,21.538,20.46,10.9803,7.518,4.2831399999999995,4.082,3.197001,0.0,1.484,3.724,77.266441
2024-12-02,20.16,21.174,11.1563,7.526,4.676408,4.082,3.209001,0.0,1.484,3.724,77.191709
2024-12-03,19.714000000000002,20.791999999999998,11.6103,7.546,4.686408,4.08,3.1910010000000004,0.0,1.484,3.726,76.82970900000001
2024-12-04,19.862,20.616,11.6183,7.534000000000001,4.736408,4.08,3.265001,0.0,1.478,3.696,76.885709
2024-12-05,19.68,20.668,11.5663,7.556,4.756408,4.08,3.1550010000000004,0.0,1.478,3.692,76.631709
2024-12-06,20.31,22.46,10.7103,7.606,4.27914,4.124,2.803001,0.0,1.478,3.692,77.462441
2024-12-09,20.785999999999998,22.32,10.6143,7.4399999999999995,4.27514,4.124,2.811001,0.0,1.478,3.692,77.540441
2024-12-10,20.324,21.414,10.9403,7.222,5.037529999999999,4.114,2.757001,0.0,1.468,3.692,76.96883100000001
2024-12-11,22.104,20.018,10.6943,7.33,4.84603,4.108,2.717001,0.0,1.472,3.7060000000000004,76.995331
2024-12-12,21.232,20.058,10.7203,7.4079999999999995,4.93403,4.108,2.711001,0.5,1.472,3.726,76.869331
2024-12-13,20.3,19.536,10.9983,7.346,5.484766,4.108,2.729001,1.2959999999999998,1.482,3.696,76.976067
2024-12-16,20.613999999999997,19.152,11.3743,7.444000000000001,5.130065999999999,4.148000000000001,2.7610010000000003,1.426,1.472,3.7060000000000004,77.227367
2024-12-17,20.363999999999997,19.226,11.3103,7.492,5.164066,4.148000000000001,2.703001,1.8679999999999999,1.468,3.714,77.457367
2024-12-18,20.452,19.114,11.1763,7.475999999999999,5.002066,4.148000000000001,2.733001,2.046,1.468,3.7039999999999997,77.319367
2024-12-19,20.236,18.856,11.590300000000001,7.502000000000001,4.998066000000001,4.148000000000001,2.7530010000000003,2.046,1.468,3.7960000000000003,77.393367
2024-12-20,19.36,18.806,11.8723,7.53,4.56714,4.144,2.7530010000000003,2.044,1.468,3.7960000000000003,76.340441
2024-12-23,19.406000000000002,19.042,11.8603,7.562,4.57714,4.144,2.7690010000000003,2.044,1.468,3.696,76.56844099999999
2024-12-27,19.386,19.116,11.9243,7.53,4.5731399999999995,4.144,2.791001,2.044,1.468,3.728,76.704441
2024-12-30,19.438,18.836,11.8703,7.59,4.55114,4.144,2.807001,2.044,1.468,3.798,76.546441
2025-01-02,19.128,18.908,11.8583,7.66,4.543139999999999,4.136,2.8430009999999997,2.044,1.474,3.7740000000000005,76.368441
2025-01-03,20.632,18.854000000000003,11.7143,7.396,4.47314,4.136,2.739001,2.044,1.468,3.7539999999999996,77.210441
2025-01-06,19.625999999999998,18.240000000000002,12.6183,7.404,4.31714,4.216,2.813001,2.044,1.468,3.7740000000000005,76.52044099999999
2025-01-07,18.992,18.093999999999998,12.7483,7.494000000000001,4.2351399999999995,4.216,2.917001,2.044,1.478,3.8379999999999996,76.05644099999999
2025-01-08,19.136,18.163999999999998,12.7583,7.562,4.2351399999999995,4.216,2.885001,2.044,1.478,3.8379999999999996,76.316441
2025-01-09,19.05,18.529999999999998,12.7223,7.384,4.741721,4.176,2.8430009999999997,2.044,1.468,3.73,76.689022
2025-01-10,18.908,18.894,12.9383,7.292,4.2351399999999995,4.176,2.869001,2.044,1.474,3.768,76.598441
2025-01-13,18.892,18.78,12.9743,7.3,4.2351399999999995,4.176,2.889001,2.044,1.474,3.768,76.53244099999999
2025-01-14,18.86,18.826,12.8703,7.3660000000000005,4.2351399999999995,4.176,2.9430009999999998,2.044,1.484,3.83,76.634441
