date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,BNP PARIBAS,MORGAN STANLEY HONG KONG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD
2024-03-01,54.70240595840279,19.797949752523607,8.335373055027539,12.686615817864732,0.0,1.7467854883590495,1.553368862122334,0.0,1.1775010656999487,0.0
2024-03-04,51.69383385872713,18.908553136166102,8.000770021199395,11.911347650133832,4.394571198311463,1.6465049243058405,1.467650816193938,0.8646970797388872,1.112071315223407,0.0
2024-03-05,51.67856493749553,18.943440418071024,7.999598694974605,11.874352535597438,4.40635272922351,1.6475388356106273,1.479836706779532,0.8576883289483264,1.1126268132994064,0.0
2024-03-06,51.60114869401098,18.954183421116586,8.055148813487069,11.84433580583799,4.410704620459385,1.6896536394365849,1.4671756831852956,0.8661762401791183,1.1114730822869945,0.0
2024-03-07,51.506107579953664,19.129675662687067,8.087174698683864,11.781653028211068,4.400133445501878,1.64631651511637,1.4738473136555388,0.8658578809188423,1.1092338752717088,0.0
2024-03-08,51.44974617388915,19.161830172669198,8.10724059648339,11.785876870895576,4.3985495198820175,1.6337270171898794,1.467761202233731,0.8873032312051874,1.1079652155518669,0.0
2024-03-11,51.42372319846476,19.169958847039208,8.105024192700117,11.822286920348244,4.390612947003622,1.6376752750448136,1.46180345949341,0.8823352523885393,1.1065799075172875,0.0
2024-03-12,51.27114811601028,19.325228710023477,8.144740591154926,11.850925556031852,4.294490156126364,1.6381313940021551,1.48021238869246,0.8891568669917227,1.1059662209667593,0.0
2024-03-13,50.814405481793926,19.48227455119769,8.095226227991443,11.97293687726185,4.270407574071513,1.6410743879044156,1.734641356654408,0.8835157639121639,1.1055177792125936,0.0
2024-03-14,50.82617638906834,19.671407591545442,8.14377851664548,11.756600278219357,4.27377677073157,1.643441154192888,1.6907501037379917,0.8878631663020699,1.1062060295568694,0.0
2024-03-15,50.777001989043804,19.80054064408323,8.106473826673607,11.712303617878879,4.2711867272507495,1.6451414768922115,1.6915532299073448,0.8898041476334169,1.1059943406367612,0.0
2024-03-18,50.72228308970709,19.99928349529717,8.118533340567469,11.566639130988355,4.285925517957778,1.6090265267348918,1.694281566947288,0.8947579489192473,1.1092693828807112,0.0
2024-03-19,50.51442843662909,20.204404823431755,8.121390326943395,11.484531383609792,4.2843978230807105,1.6198927695262175,1.7544361097212606,0.9031587313069652,1.1133595957508167,0.0
2024-03-20,50.32979744051891,20.213431624937957,8.153465212058899,11.669133366436538,4.277496547479594,1.6169667067785098,1.7451217467850426,0.8938959823711621,1.1006913726333805,0.0
2024-03-21,50.207511493396986,20.231879330839302,8.22337343024792,11.66872474553844,4.274676368890653,1.614837297560797,1.7450882511398251,0.9251256047340114,1.108783477652067,0.0
2024-03-22,50.05694639380784,20.3446430448263,8.283012238769755,11.659830722765129,4.271015271674618,1.610241509686182,1.7486815826745403,0.9147446814173512,1.1108845543782793,0.0
2024-03-25,49.973810477121646,20.370232695070438,8.33471166237928,11.801498239554888,4.187778497736218,1.6249464853363798,1.6697446450800624,0.9246233487990689,1.1126539489220204,0.0
2024-03-26,49.65830125343188,20.680136181909646,8.357342235132789,11.907904465912468,4.083738934439187,1.6196733485894665,1.6532434486389813,0.9257641156616796,1.113896016283902,0.0
2024-03-27,49.582990623589914,20.944132160120198,8.361971863346831,11.743978331271926,4.060915305759975,1.6055782349363599,1.6669121756510523,0.9248062491300422,1.1087150561937038,0.0
2024-03-28,49.39810662921912,21.003304117183713,8.401295698311872,11.850694090496997,4.052326307163128,1.5965468279078905,1.6668355774658077,0.9228976197178506,1.1079931325336185,0.0
2024-04-02,49.151478231416405,21.190646765812172,8.460039478552392,11.84250909640927,4.053157075783536,1.5972799829109419,1.66992964517627,0.9275511343309222,1.1074085896080927,0.0
2024-04-03,49.05043463568671,21.2509457175982,8.520245288690468,11.729180021848645,4.095077166959041,1.5872455912177938,1.732668943249945,0.9274477376718573,1.1067548970773362,0.0
2024-04-05,48.82318579060269,21.51096188313551,8.567916709781437,11.632898004513338,4.097065970399248,1.6070944165461283,1.744139508264639,0.9433035429142543,1.0734341738427515,0.0
2024-04-08,48.61459231285936,21.753045824141783,8.561952814013505,11.698796186998806,4.09817754739595,1.5772888941847543,1.7366298094471389,0.9418087206808855,1.0177078902778147,0.0
2024-04-09,48.626753125913325,21.755707581342648,8.563000476016354,11.653692944520781,4.108422379708355,1.5776848820615315,1.729202897536673,0.9565390163124662,1.0289966965878627,0.0
2024-04-10,48.22257270917112,22.001635192878773,8.638049625912654,11.681251289716549,4.1068516410644635,1.6349108349192485,1.7250822846716196,0.9598256772555763,1.0298207444099954,0.0
2024-04-11,48.11860068568497,22.197358871344996,8.634688825683789,11.610412888722186,4.101668617033051,1.621988618957636,1.7279497124024286,0.9593170902353204,1.0280146899356235,0.0
2024-04-12,48.114820297639106,22.26036296215083,8.642389169471956,11.57360776011706,4.095201764577411,1.618418263611738,1.720623931440238,0.950053633843889,1.0245222171477781,0.0
2024-04-15,47.90700379286511,22.468994081869237,8.653533295918868,11.558274112870798,4.0978914256609125,1.6190761809247083,1.717551789951314,0.9521107219767477,1.0255645979623058,0.0
2024-04-16,47.729510029964814,22.70121340919757,8.689722026962139,11.453892933689207,4.098928380852642,1.6211764680429113,1.7139600359064673,0.9656723790157458,1.025924336368498,0.0
2024-04-17,47.68737025359862,22.752598818414842,8.721917235554363,11.427426952397019,4.099982209487336,1.6165322746804993,1.7146147726950882,0.9598474573843453,1.0197100257878877,0.0
2024-04-18,47.600109474335966,22.858742582936962,8.727614243716587,11.423462671328052,4.068605208386397,1.6215145306155792,1.7159992270642683,0.965227891648279,1.0187241699679126,0.0
2024-04-19,47.513964915255464,22.889249967621158,8.755903115663912,11.358168205739073,4.06802049165429,1.6196624904392103,1.8105542704300044,0.9675175814628189,1.0169589617340697,0.0
2024-04-22,47.47519572991311,22.902150736516706,8.750745011403621,11.381567600152918,4.066202133575716,1.6237117898211935,1.8153179545439844,0.9692619609987565,1.0158470830739905,0.0
2024-04-23,47.44148002660222,22.92355402829641,8.781891105432162,11.368643368049453,4.073157618893684,1.617755894017651,1.8100921125272507,0.9687221999738748,1.0147036462072876,0.0
2024-04-24,47.24472884082263,22.992963881809395,8.812206957331213,11.302534075554416,4.072242619027781,1.7871289969148754,1.8021760900094372,0.9708347866716335,1.0151837518586206,0.0
2024-04-25,47.18042199056634,23.122625931276836,8.870254725323703,11.190958560594835,4.060618082368526,1.7843770759187714,1.7951521558038859,0.9757844036612192,1.0198070744858834,0.0
2024-04-26,47.1696643798246,23.153626316062738,8.876085502612433,11.18661211958514,4.060419501689228,1.7834441969170773,1.7970851941986234,0.975736784891085,0.9973260042190759,0.0
2024-04-29,47.066634015871735,23.24609967227138,8.965634114525061,11.129617352774444,4.064645580032654,1.787930113185517,1.8020503800363286,0.9684584106470505,0.9689303606558319,0.0
2024-04-30,38.01606047463175,18.918480114566286,7.2837970540098205,8.929626759410802,3.289336252045826,1.4492898527004912,1.4567621112929623,0.7895908346972177,0.7844080196399345,0.0
2024-05-02,46.81716121370554,23.56053112039448,9.009949818725037,10.957207250919247,4.0826052259688685,1.7907224203952254,1.7954817891295671,0.9840875277262601,1.0022536330357772,0.0
2024-05-03,46.71244308462592,23.67691689164908,9.131768897523457,10.86719147139353,4.030683309919836,1.7853578196028816,1.8058444710706283,0.9868727185857301,1.0029213356289333,0.0
2024-05-06,46.60381561616752,23.708368263602978,9.14389913650294,10.929241543566217,3.991271055345212,1.8077831532128583,1.8040418134762288,0.9977041006387006,1.0138753174873403,0.0
2024-05-07,46.586295052579594,23.77454157086998,9.169421013017203,10.901129273176096,3.9591448820307655,1.82115719005231,1.755770652303086,1.0088170957455227,1.0237232702254464,0.0
2024-05-08,46.61743785075686,23.910397606354948,9.273665700103537,10.852640753199287,3.9251769244772006,1.8062916952338908,1.5404234192022093,1.0452731542894358,1.0286928963826374,0.0
2024-05-09,46.64163678078839,23.973406058239135,9.244763659972524,10.80625056034214,3.921792563225678,1.8022981057189618,1.4944414069804057,1.0878078986378188,1.0276029660949495,0.0
2024-05-10,46.63121253951517,24.020453362002794,9.272226372504704,10.762243469866089,3.919930774950441,1.7827536025477246,1.471008059494876,1.1130566858504685,1.0271151332677333,0.0
2024-05-13,46.68459173897392,24.059401041588917,9.382274097658597,10.742661319668233,3.92174886254921,1.5617603562358444,1.4479428677495894,1.179132139382106,1.0204875761935799,0.0
