date,SUCCESS SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,SINOPAC SECURITIES (ASIA) LTD,CAITONG INTERNATIONAL SECURITIES CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-05,0.0,0.0,0.0,1.7471136528759181,0.8891895541838066,0.0,0.0,0.0,0.0,2.6363032070597248
2024-03-06,0.0,0.0,0.0,1.7746272537086099,0.8891895541838066,0.0,0.0,0.0,0.0,2.6638168078924167
2024-03-07,0.0,0.0,0.0,1.780880344806949,0.8891895541838066,0.0,0.0,0.0,0.0,2.6700698989907554
2024-04-16,0.0,0.0,0.0,1.7821309630266167,0.8916907906231422,0.0,0.0,0.0,0.0,2.673821753649759
2024-04-26,0.0,0.0,0.0,1.7821309630266167,0.8891895541838066,0.0,0.2626298261302383,0.0,1.1605737078517193,4.094524051192381
2024-05-21,0.0,0.0,0.0,1.7821309630266167,0.8891895541838066,0.0,0.2626298261302383,0.0,1.1593230896320517,4.093273432972714
2024-05-22,0.0,0.0,2.302388142408422,1.7821309630266167,0.8904401724034745,0.0,0.3314138282119673,0.0,1.113050215504343,6.419423321554824
2024-05-31,0.0,0.0,2.2923831966510795,1.7821309630266167,0.8904401724034745,0.0,0.3314138282119673,0.0,1.113050215504343,6.409418375797481
2024-06-04,0.0,0.0,2.2923831966510795,1.7746272537086099,0.8904401724034745,0.0,0.3314138282119673,0.0,1.113050215504343,6.401914666479475
2024-06-14,0.0,0.0,2.291132578431412,1.7746272537086099,0.8904401724034745,0.0,0.3314138282119673,0.0,1.113050215504343,6.400664048259806
2024-06-17,0.0,0.0,2.291132578431412,1.7746272537086099,0.8754327537674609,0.0,0.3314138282119673,0.0,1.113050215504343,6.385656629623792
2024-07-03,7.122270761008127,0.0,2.272373305136395,1.7746272537086099,0.8804352266461319,1.119303306602682,0.3314138282119673,0.0,1.113050215504343,14.613473896818258
2024-07-04,7.122270761008127,2.7638662654658406,2.272373305136395,1.7746272537086099,0.8804352266461319,1.119303306602682,0.3314138282119673,0.0,1.113050215504343,17.377340162284096
2024-07-09,7.122270761008127,2.7638662654658406,2.272373305136395,1.7746272537086099,0.9154525367968305,1.1180526883830142,0.3314138282119673,0.0,1.113050215504343,17.411106854215127
2024-07-15,7.122270761008127,2.7638662654658406,2.272373305136395,1.8859322752590442,0.9154525367968305,1.1180526883830142,0.3314138282119673,0.0,1.113050215504343,17.522411875765563
2024-07-18,7.122270761008127,2.7638662654658406,2.272373305136395,1.892185366357383,0.9154525367968305,1.1180526883830142,0.3314138282119673,0.0,1.113050215504343,17.528664966863904
2024-07-26,7.122270761008127,2.7638662654658406,2.272373305136395,1.892185366357383,0.9167031550164982,1.1180526883830142,0.3314138282119673,0.0,1.113050215504343,17.529915585083568
2024-08-05,7.122270761008127,2.776372447662519,2.272373305136395,1.892185366357383,0.9429661376295221,1.1180526883830142,0.3314138282119673,0.0,1.1230551612616855,17.578689695650613
2024-08-06,7.122270761008127,2.7638662654658406,2.259867122939717,1.9046915485540612,0.9479686105081933,1.1180526883830142,0.3314138282119673,0.0,1.113050215504343,17.561181040575264
2024-08-07,7.122270761008127,2.7638662654658406,2.259867122939717,1.925952058288414,0.9479686105081933,1.1180526883830142,0.3314138282119673,0.0,1.113050215504343,17.582441550309618
2024-08-15,7.122270761008127,2.7638662654658406,2.259867122939717,1.9347063858260884,0.9479686105081933,1.1180526883830142,0.3314138282119673,0.0,1.113050215504343,17.59119587784729
2024-08-19,7.122270761008127,2.7638662654658406,2.259867122939717,1.9534656591211053,0.9479686105081933,1.1155514519436787,0.3314138282119673,0.0,1.113050215504343,17.607453914702972
2024-08-27,7.122270761008127,2.7638662654658406,2.259867122939717,1.9972372968094783,0.9479686105081933,1.1155514519436787,0.3314138282119673,0.3039002273792757,1.113050215504343,17.95512577977062
2024-08-28,7.122270761008127,2.7638662654658406,2.259867122939717,2.0159965701044955,0.9479686105081933,1.1155514519436787,0.3314138282119673,0.3039002273792757,1.113050215504343,17.97388505306564
2024-08-30,7.122270761008127,2.7638662654658406,2.259867122939717,2.1035398454812415,0.9479686105081933,1.1155514519436787,0.3389175375299741,0.3039002273792757,1.113050215504343,18.06893203776039
2024-09-02,7.122270761008127,2.7638662654658406,2.259867122939717,2.171073229343303,0.9479686105081933,1.1155514519436787,0.3389175375299741,0.24136931639588563,1.113050215504343,18.073934510639063
2024-09-03,7.122270761008127,2.7638662654658406,2.259867122939717,2.2311029038873573,0.949219228727861,1.1155514519436787,0.3389175375299741,0.24136931639588563,1.113050215504343,18.135214803402786
2024-09-04,7.122270761008127,2.7638662654658406,2.259867122939717,2.2936338148707476,0.949219228727861,1.1155514519436787,0.3389175375299741,0.24136931639588563,1.113050215504343,18.197745714386173
