date,ABN AMRO CLEARING HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,ICBC (ASIA) SECURITIES LTD,DBS BANK LTD,PHILLIP SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,HAFOO SECURITIES LTD,BNP PARIBAS
2025-01-16,36.10918343742771,11.172796668979876,10.640758732361785,7.541059449456395,4.464492250751793,4.973398103169095,4.626416840157298,9.345362017117742,3.49294471431876,7.633587786259542
2025-01-22,36.22484385843164,11.172796668979876,10.640758732361785,7.425399028452463,4.464492250751793,4.973398103169095,4.626416840157298,9.345362017117742,3.49294471431876,7.633587786259542
2025-01-24,36.59153633854646,11.108555657773689,10.579576816927323,7.382704691812328,4.438822447102115,4.944802207911684,4.599816007359705,9.291628334866605,3.472861085556578,7.589696412143514
2025-02-03,40.04139834406624,11.108555657773689,10.579576816927323,7.382704691812328,4.438822447102115,4.944802207911684,4.599816007359705,9.291628334866605,3.472861085556578,4.139834406623735
2025-02-05,42.318307267709294,10.901563937442502,10.579576816927323,7.382704691812328,4.438822447102115,4.944802207911684,4.599816007359705,9.291628334866605,3.472861085556578,2.0699172033118676
2025-02-06,43.07021569527306,10.876548875631023,10.555300596603946,7.365764111977971,4.4286369894446995,4.933455713630106,4.5892611289582375,9.27030748049564,3.4648921523634697,1.445617255621845
2025-02-11,43.09316200091785,10.876548875631023,10.578246902248738,7.365764111977971,4.4286369894446995,4.933455713630106,4.5892611289582375,9.27030748049564,3.4648921523634697,1.3997246443322624
2025-02-12,42.978430472693894,10.876548875631023,10.578246902248738,7.480495640201927,4.4286369894446995,4.933455713630106,4.5892611289582375,9.27030748049564,3.4648921523634697,1.3997246443322624
2025-02-18,43.40659340659341,10.59981684981685,10.508241758241759,7.4633699633699635,4.418498168498169,4.922161172161172,4.5787545787545785,9.24908424908425,3.456959706959707,1.3965201465201467
2025-02-21,43.63553113553114,10.59981684981685,10.508241758241759,7.4633699633699635,4.418498168498169,4.922161172161172,4.5787545787545785,9.24908424908425,3.2280219780219785,1.3965201465201467
2025-02-24,44.047619047619044,10.59981684981685,10.43956043956044,7.4633699633699635,4.418498168498169,4.922161172161172,4.5787545787545785,9.24908424908425,2.8846153846153846,1.3965201465201467
2025-02-25,44.184981684981686,10.59981684981685,10.43956043956044,7.4633699633699635,4.418498168498169,4.922161172161172,4.5787545787545785,9.24908424908425,2.7472527472527473,1.3965201465201467
2025-02-26,44.20787545787546,10.59981684981685,10.416666666666668,7.4633699633699635,4.418498168498169,4.922161172161172,4.5787545787545785,9.24908424908425,2.7472527472527473,1.3965201465201467
2025-02-27,44.21799862605908,10.60224410350355,10.419051980764827,7.465079001602931,4.419509961071674,4.92328829860316,4.579803068468056,9.251202198305473,2.7478818410808334,1.3739409205404167
2025-02-28,44.21799862605908,10.60224410350355,10.419051980764827,7.465079001602931,4.419509961071674,4.92328829860316,4.579803068468056,9.251202198305473,2.518891687657431,1.6029310739638196
2025-03-03,44.21799862605908,10.60224410350355,10.419051980764827,8.381039615296542,4.419509961071674,4.007327684909549,4.579803068468056,9.251202198305473,2.518891687657431,1.6029310739638196
2025-03-05,44.35539271811312,10.60224410350355,10.419051980764827,8.381039615296542,4.419509961071674,4.007327684909549,4.579803068468056,9.251202198305473,2.381497595603389,1.6029310739638196
2025-03-06,44.4011907487978,10.60224410350355,10.373253950080146,8.381039615296542,4.419509961071674,4.007327684909549,4.579803068468056,9.251202198305473,2.381497595603389,1.6029310739638196
2025-03-10,44.81337302495993,10.60224410350355,9.961071673918022,8.381039615296542,4.419509961071674,4.007327684909549,4.579803068468056,9.251202198305473,2.381497595603389,1.6029310739638196
2025-03-11,44.800732936326156,10.604672469079249,9.963353183692167,8.382959230416857,4.420522217132387,4.008245533669263,4.580852038479157,9.253321117727896,2.3820430600091616,1.603298213467705
2025-03-13,44.22018348623853,11.192660550458717,10.206422018348624,8.394495412844037,4.426605504587156,4.013761467889909,4.564220183486238,8.990825688073395,2.385321100917431,1.6055045871559634
2025-03-14,50.641613198900096,11.182401466544455,10.197066911090742,8.386801099908341,4.422548120989918,4.010082493125573,4.560036663611366,2.612282309807516,2.383134738771769,1.6040329972502292
2025-03-18,50.687442713107245,11.182401466544455,10.151237396883593,8.386801099908341,4.422548120989918,4.010082493125573,4.560036663611366,2.612282309807516,2.383134738771769,1.6040329972502292
2025-03-24,50.52703941338221,11.182401466544455,10.151237396883593,8.386801099908341,4.582951420714941,4.010082493125573,4.560036663611366,2.612282309807516,2.383134738771769,1.6040329972502292
2025-03-25,50.49300619124054,11.190094015134143,10.15822059160743,8.392570511350609,4.586104104563173,4.012841091492777,4.563173584040358,2.614079339601009,2.3847741343728504,1.6051364365971106
2025-03-26,50.4247990815155,11.205510907003443,10.172215843857636,8.404133180252584,4.5924225028702645,4.018369690011482,4.569460390355913,2.6176808266360507,2.3880597014925375,1.6073478760045925
2025-03-31,50.481651376146786,11.192660550458717,10.160550458715596,8.394495412844037,4.587155963302752,4.013761467889909,4.564220183486238,2.614678899082569,2.385321100917431,1.6055045871559634
2025-04-01,50.711009174311926,11.192660550458717,9.931192660550458,8.394495412844037,4.587155963302752,4.013761467889909,4.564220183486238,2.614678899082569,2.385321100917431,1.6055045871559634
2025-04-03,50.688389169343736,11.1977971546581,9.935750344194584,8.398347865993575,4.5892611289582375,4.015603487838458,4.566314823313446,2.6158788435061955,2.3864157870582834,1.6062413951353833
2025-04-07,50.711009174311926,11.192660550458717,9.931192660550458,8.394495412844037,4.587155963302752,4.013761467889909,4.564220183486238,2.614678899082569,2.385321100917431,1.6055045871559634
2025-04-08,50.82379862700229,11.16704805491991,9.90846681922197,8.375286041189932,4.576659038901601,4.004576659038902,4.553775743707094,2.608695652173913,2.379862700228833,1.6018306636155606
2025-04-09,52.46860112602858,10.653962754439151,9.333044608055435,7.9038544824599395,4.330879168471199,3.7895192724122997,4.309224772628844,2.468601126028584,2.252057167605024,2.4902555218709397
2025-04-10,51.860666378191254,10.644742535698832,9.324967546516659,7.89701427953267,4.327131112072696,3.7862397230636087,3.223712678494158,2.4664647338814367,2.250108178277802,4.218952834270878
2025-04-11,52.03463203463203,10.649350649350648,9.329004329004329,7.900432900432901,4.329004329004329,3.787878787878788,3.0735930735930737,2.4675324675324677,2.2510822510822512,4.177489177489178
2025-04-14,53.98268398268399,10.649350649350648,9.329004329004329,7.900432900432901,4.329004329004329,3.787878787878788,3.0735930735930737,2.4675324675324677,2.2510822510822512,2.2294372294372296
2025-04-17,24.609929078014183,17.4468085106383,15.28368794326241,12.943262411347517,7.092198581560284,6.205673758865248,5.035460992907802,4.042553191489362,3.6879432624113475,3.6524822695035457
2025-04-24,24.449182658137882,17.48400852878465,15.316275764036957,12.97085998578536,7.107320540156362,6.218905472636816,5.046197583511016,4.051172707889126,3.6958066808813075,3.660270078180526
