date,ABN AMRO CLEARING HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,ICBC (ASIA) SECURITIES LTD,DBS BANK LTD,PHILLIP SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,HAFOO SECURITIES LTD,BNP PARIBAS
2024-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,59.45205479452055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.54794520547945
2024-03-11,60.94986807387863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.050131926121374
2024-03-12,27.20797720797721,0.0,0.0,51.70940170940172,0.0,0.0,0.0,0.0,0.0,21.082621082621085
2024-03-13,12.962962962962962,0.0,0.0,65.95441595441596,0.0,0.0,0.0,0.0,0.0,21.082621082621085
2024-03-14,18.275862068965516,0.0,0.0,64.71264367816092,0.0,0.0,0.0,0.0,0.0,17.011494252873565
2024-03-15,10.957960027567196,0.0,41.28187456926258,38.800827015851134,0.0,0.0,0.0,0.0,0.0,8.959338387319091
2024-03-18,0.22865853658536583,0.0,50.22865853658537,42.91158536585366,0.0,0.0,0.0,0.0,0.0,6.63109756097561
2024-03-19,4.030418250950571,0.0,46.31178707224334,43.8022813688213,0.0,0.0,0.0,0.0,0.0,5.855513307984791
2024-03-20,18.250950570342205,0.0,32.09125475285171,43.8022813688213,0.0,0.0,0.0,0.0,0.0,5.855513307984791
2024-03-22,10.950570342205324,0.0,32.09125475285171,51.40684410646388,0.0,0.0,0.0,0.0,0.0,5.551330798479087
2024-03-25,24.517906336088156,0.0,23.25068870523416,48.264462809917354,0.0,0.0,0.0,0.0,0.0,3.9669421487603307
2024-03-26,7.988980716253444,0.0,23.25068870523416,64.79338842975207,0.0,0.0,0.0,0.0,0.0,3.9669421487603307
2024-03-27,4.103671706263499,0.0,18.228941684665227,74.5572354211663,0.0,0.0,0.0,0.0,0.0,3.1101511879049677
2024-03-28,4.310344827586207,0.0,18.189655172413794,74.39655172413792,0.0,0.0,0.0,0.0,0.0,3.103448275862069
2024-04-05,7.705479452054795,0.0,14.452054794520548,75.37671232876713,0.0,0.0,0.0,0.0,0.0,2.4657534246575343
2024-04-10,3.1545741324921135,0.0,13.312302839116718,81.26182965299684,0.0,0.0,0.0,0.0,0.0,2.271293375394322
2024-04-16,2.8268551236749118,0.0,11.929328621908127,83.20848056537102,0.0,0.0,0.0,0.0,0.0,2.0353356890459366
2024-04-19,3.0441004292962144,7.519188239885521,10.97957590737609,76.58384285156758,0.0,0.0,0.0,0.0,0.0,1.8732925718745936
2024-04-22,42.071029010016915,7.519188239885521,10.97957590737609,37.55691427084689,0.0,0.0,0.0,0.0,0.0,1.8732925718745936
2024-04-24,71.48432418368674,7.519188239885521,10.97957590737609,8.143619097177051,0.0,0.0,0.0,0.0,0.0,1.8732925718745936
2024-04-26,33.313051414663825,17.58442348646182,25.67690903559477,19.04472163066626,0.0,0.0,0.0,0.0,0.0,4.380894432613325
2024-04-29,25.745257452574528,19.579945799457995,28.59078590785908,21.205962059620596,0.0,0.0,0.0,0.0,0.0,4.878048780487805
2024-05-06,24.182561307901906,19.6866485013624,28.746594005449595,21.321525885558586,0.0,0.0,0.0,0.0,0.0,6.062670299727521
2024-05-08,25.204359673024523,19.6866485013624,27.724795640326978,21.321525885558586,0.0,0.0,0.0,0.0,0.0,6.062670299727521
2024-05-09,25.30612244897959,19.65986394557823,27.687074829931973,21.292517006802722,0.0,0.0,0.0,0.0,0.0,6.054421768707483
2024-05-10,25.609756097560975,19.579945799457995,27.57452574525745,21.205962059620596,0.0,0.0,0.0,0.0,0.0,6.029810298102981
2024-05-13,25.5420054200542,19.647696476964768,27.57452574525745,21.205962059620596,0.0,0.0,0.0,0.0,0.0,6.029810298102981
2024-05-16,26.21951219512195,19.647696476964768,27.57452574525745,20.528455284552845,0.0,0.0,0.0,0.0,0.0,6.029810298102981
2024-05-20,25.968728755948334,19.714479945615228,27.668252889191024,20.598232494901428,0.0,0.0,0.0,0.0,0.0,6.0503059143439835
2024-05-21,26.558265582655828,19.647696476964768,27.57452574525745,20.18970189701897,0.0,0.0,0.0,0.0,0.0,6.029810298102981
2024-05-30,28.960709759188845,18.377693282636248,25.79214195183777,18.88466413181242,0.0,0.0,0.0,0.0,0.0,7.984790874524715
2024-06-13,27.514792899408285,17.159763313609467,24.08284023668639,17.633136094674555,0.0,0.0,0.0,6.153846153846154,0.0,7.455621301775148
2024-06-26,27.2887323943662,17.018779342723008,23.884976525821596,17.48826291079812,0.0,0.0,0.0,6.103286384976526,0.0,8.215962441314554
2024-06-28,26.76056338028169,16.960093896713616,23.884976525821596,17.48826291079812,0.0,0.0,0.0,6.103286384976526,0.5868544600938966,8.215962441314554
2024-07-11,26.81924882629108,16.901408450704224,23.884976525821596,17.48826291079812,0.0,0.0,0.0,6.103286384976526,0.5868544600938966,8.215962441314554
2024-07-29,26.23239436619718,16.901408450704224,23.884976525821596,17.48826291079812,0.0,0.0,0.0,6.103286384976526,1.1737089201877933,8.215962441314554
2024-08-02,27.882960413080895,16.523235800344235,23.350545037292026,17.096959265633966,0.0,0.0,0.0,5.9667240390131955,1.1474469305794608,8.032128514056225
2024-08-05,27.633069082672705,16.308040770101925,23.046432616081542,16.874292185730464,0.0,0.0,0.0,5.889014722536806,1.1325028312570782,9.11664779161948
2024-08-19,27.06681766704417,16.308040770101925,23.046432616081542,16.874292185730464,0.0,0.0,0.0,5.889014722536806,1.698754246885617,9.11664779161948
2024-08-30,25.59456398640997,16.308040770101925,23.046432616081542,16.874292185730464,0.0,0.0,0.0,5.889014722536806,3.1710079275198186,9.11664779161948
2024-09-12,30.464326160815403,16.308040770101925,23.046432616081542,16.874292185730464,0.0,0.0,0.0,5.889014722536806,3.1710079275198186,4.246885617214043
2024-09-26,30.4421768707483,16.26984126984127,23.072562358276645,16.89342403628118,0.0,0.0,0.0,5.895691609977324,3.1746031746031744,4.2517006802721085
2024-09-27,30.07990867579909,16.32420091324201,23.230593607305934,16.95205479452055,0.0,0.0,0.0,5.93607305936073,3.1963470319634704,4.280821917808219
2024-09-30,30.59360730593607,16.32420091324201,23.230593607305934,16.381278538812786,0.0,0.0,0.0,5.93607305936073,3.1963470319634704,4.337899543378995
2024-10-02,30.163196398424308,14.96904895891953,22.903770399549803,16.15081598199212,0.0,0.0,0.0,5.8525604952166566,4.276871131119865,5.683736634777715
2024-10-03,14.40677966101695,15.423728813559324,17.542372881355934,12.45762711864407,0.0,7.415254237288135,7.457627118644068,4.745762711864407,3.2203389830508473,17.33050847457627
2024-10-04,14.853123707074886,14.646255688870502,20.479933802234175,12.163839470417875,0.0,7.240380637153495,7.281754240794373,5.088953247827885,3.144393876706661,15.10136532892015
2024-10-07,5.251921434671221,16.353543979504696,21.007685738684884,12.5533731853117,0.0,7.472245943637916,7.941929974380871,5.209222886421862,3.2450896669513236,20.964987190435526
2024-10-08,4.497354497354497,17.15167548500882,21.649029982363317,12.698412698412698,0.0,7.716049382716049,8.112874779541446,5.731922398589065,3.3950617283950617,19.047619047619047
2024-10-09,1.6345347862531434,17.393126571668063,21.039396479463537,12.740989103101425,0.0,9.430008382229675,7.711651299245599,5.6580050293378035,4.316848281642917,20.075440067057837
2024-10-10,3.9104383475244404,21.002838221381268,14.979501734468622,9.397666351308736,0.0,7.095553453169347,5.4872280037842955,13.59192683695995,4.036581520025228,20.498265531378117
2024-10-14,8.481012658227847,13.069620253164556,15.158227848101266,9.430379746835444,0.0,7.120253164556963,5.6645569620253164,13.10126582278481,4.050632911392405,23.924050632911392
2024-10-15,2.336,16.096,15.616,9.536,0.0,6.88,7.327999999999999,13.024,4.096,25.088
2024-10-16,2.514322087842139,16.040738383195414,15.372374283895606,9.484404837683003,0.0,6.842775302355188,7.28835136855506,12.858052196053467,4.073838319541693,25.52514322087842
2024-10-17,2.4788202070913083,15.814245371823029,15.155318481330404,9.350486350800127,0.0,6.74615625980546,7.1854408534672105,12.676498274239096,4.016316284907436,26.576717916535923
2024-10-18,3.1761006289308176,15.345911949685535,14.30817610062893,9.371069182389936,0.0,6.761006289308176,7.20125786163522,12.70440251572327,4.49685534591195,26.635220125786162
2024-10-21,3.3866415804327374,15.302602696770148,14.330511132016305,9.344622138601443,0.0,6.74192536845406,7.18093446221386,12.668548134211353,4.484164314832236,26.560050172467857
2024-10-22,3.2432432432432434,14.654654654654657,13.663663663663664,8.94894894894895,5.045045045045045,6.456456456456457,6.786786786786787,12.132132132132133,4.534534534534535,24.534534534534536
2024-10-23,1.6277641277641277,14.987714987714988,13.974201474201475,9.152334152334152,5.159705159705159,6.603194103194103,6.357493857493858,12.407862407862408,4.637592137592137,25.092137592137593
2024-10-24,8.642327438676555,13.918996006845408,12.977752424415288,8.49971477467199,4.791785510553337,6.132344552196235,5.904164289788933,11.52310325156874,4.306902452937821,23.302909298345693
2024-10-25,8.407206176722905,13.954818415784958,13.011152416356877,8.52158993422934,4.8041178152702315,6.148126965970832,5.9193594509579635,11.552759508149842,4.317986845867887,23.36288247068916
2024-10-28,8.72291904218928,13.911060433295324,12.970353477765109,8.494868871151654,4.789053591790194,6.12884834663626,5.872291904218928,11.516533637400228,4.304446978335234,23.28962371721779
2024-11-04,8.449900085640879,13.930916357407936,13.131601484441907,8.506994005138454,4.795889237796175,6.137596345989152,5.880673708250071,11.532971738509849,4.310590922066799,23.322866114758778
2024-11-07,8.57305610937055,13.899174024494446,13.187126174878951,8.48761036741669,4.784961549416121,6.1236115066932495,5.867274280831672,11.506693249786386,4.300769011677585,23.26972372543435
2024-11-08,15.455261086329047,12.805038047756495,12.332721070585148,7.819469955392286,4.408291786932564,5.641563893991078,5.405405405405405,10.600892154290213,3.962214641826292,21.56914195749147
2024-11-11,14.799265284702178,12.805038047756495,12.358960902650223,7.819469955392286,5.064287588559433,5.641563893991078,5.37916557334033,10.600892154290213,3.962214641826292,21.56914195749147
2024-11-12,14.481305950500264,12.848867825171142,12.137967351237492,7.846234860452871,5.081621906266456,5.660874144286467,5.397577672459189,10.637177461822011,3.9757767245918902,21.93259610321222
2024-11-13,14.764039019245978,12.865805431057211,12.153967835486421,7.856577906670181,5.088320590561561,5.668336409174795,5.404692855259689,10.651199578170313,3.9810176641181125,21.566042710255733
2024-11-14,14.39513998943476,12.889593238246169,12.176439513998943,8.082408874801903,5.097728473322768,5.678816693079767,5.414685684099313,10.670892762810354,3.98837823560486,21.605916534601164
2024-11-18,14.764923402007396,12.810353935552035,11.833069202324353,8.082408874801903,5.097728473322768,5.678816693079767,5.414685684099313,10.670892762810354,3.98837823560486,21.65874273639725
2024-11-19,14.628993926590969,12.806971217322419,11.750726168471086,8.0802746237127,5.0963823607076835,5.677317137575918,5.413255875363085,10.668074993398468,3.9873250594137843,21.890678637443887
2024-11-25,14.576181674148403,12.859783469764984,11.750726168471086,8.0802746237127,5.0963823607076835,5.677317137575918,5.413255875363085,10.668074993398468,3.9873250594137843,21.890678637443887
2024-11-29,37.93456032719836,9.959100204498977,9.079754601226995,6.257668711656442,3.9468302658486705,4.396728016359918,4.192229038854806,8.261758691206545,3.087934560327198,12.883435582822086
2024-12-02,38.036809815950924,9.959100204498977,9.079754601226995,6.257668711656442,3.9468302658486705,4.396728016359918,4.08997955010225,8.261758691206545,3.087934560327198,12.883435582822086
2024-12-04,39.87730061349693,9.959100204498977,9.079754601226995,6.257668711656442,3.9468302658486705,4.396728016359918,4.08997955010225,8.261758691206545,3.087934560327198,11.042944785276074
2024-12-05,39.74175035868006,9.981553597048576,9.100225456036073,6.2717770034843205,3.955728632916581,4.406640705062513,4.099200655872105,8.280385324861651,3.094896495183439,11.067841770854683
2024-12-10,39.84039287906691,9.965213832617149,9.085328422344997,6.261510128913445,3.9492531205238386,4.399427051360753,4.092490280335584,8.26683036627788,3.089830161653366,11.049723756906078
2024-12-11,39.778552388763586,9.944638097190897,9.083452942382612,6.274348985031781,3.9573508304285423,4.4084478162805,4.100881689563256,8.283781012917778,3.0961656756202585,11.072380561820792
2024-12-12,39.860570022554846,9.862620463399631,9.083452942382612,6.274348985031781,3.9573508304285423,4.4084478162805,4.100881689563256,8.283781012917778,3.0961656756202585,11.072380561820792
2024-12-13,39.76175806120354,9.878825220784556,9.098377490244404,6.284658040665435,3.9638529472170876,4.415691107003491,4.1076196344218525,8.297391661532142,3.101252823988499,11.090573012939002
2024-12-17,32.090761750405186,11.136837230840472,10.25700393609632,7.08497337346608,4.468626996990044,4.978004167631396,4.63070155128502,9.35401713359574,3.49617967122019,12.502894188469554
2024-12-18,26.88122250520954,11.136837230840472,10.25700393609632,7.08497337346608,4.468626996990044,4.978004167631396,4.63070155128502,9.35401713359574,3.49617967122019,17.7124334336652
2024-12-19,28.965038203287797,11.136837230840472,10.25700393609632,7.08497337346608,4.468626996990044,4.978004167631396,4.63070155128502,9.35401713359574,3.49617967122019,15.628617735586941
2024-12-30,28.98148148148148,11.13425925925926,10.25462962962963,7.083333333333333,4.467592592592593,4.976851851851852,4.62962962962963,9.351851851851851,3.4953703703703702,15.625
2025-01-02,29.01434521055067,11.12910689495604,10.249884312818141,7.080055529847293,4.465525219805645,4.974548819990745,4.6274872744099955,9.34752429430819,3.493752892179546,15.617769551133733
2025-01-06,28.55159648310967,11.12910689495604,10.249884312818141,7.542804257288292,4.465525219805645,4.974548819990745,4.6274872744099955,9.34752429430819,3.493752892179546,15.617769551133733
2025-01-08,34.960666358167515,11.12910689495604,10.249884312818141,7.542804257288292,4.465525219805645,4.974548819990745,4.6274872744099955,9.34752429430819,3.493752892179546,9.20869967607589
2025-01-09,34.97571131158917,11.126532500578303,10.247513300948416,7.541059449456395,4.464492250751793,4.973398103169095,4.626416840157298,9.345362017117742,3.49294471431876,9.206569511913024
2025-01-10,34.536201711774225,11.172796668979876,10.640758732361785,7.541059449456395,4.464492250751793,4.973398103169095,4.626416840157298,9.345362017117742,3.49294471431876,9.206569511913024
