date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,ABCI SECURITIES CO LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,43.67367094699283,15.675921495509659,0.0,11.524226133086795,15.07613815332226,3.9773455131505173,4.015010014905389,1.6622818809332875,1.851919135291914,2.5434867268073433
2024-03-04,43.635179066699706,15.610013389861981,0.0,11.537519069822876,14.91233655189973,3.9448488313723074,4.3294029923883,1.6441206748212118,1.8469086563896806,2.5396707667442033
2024-03-05,43.35024370949666,15.72205173002184,0.0,11.821016884050008,14.878290780394696,3.927402724060447,4.302808985440791,1.6422317107268942,1.8237963606913508,2.532157115117311
2024-03-06,43.14810648276385,15.839734661542643,0.0,12.031884811085732,14.738272554953033,3.904805175947781,4.31296848762469,1.6769399156016878,1.8187394328251998,2.5285484776553817
2024-03-07,42.97838126107309,15.836445100862228,0.0,12.260104148392733,14.682060551488535,3.901720090588657,4.309551749821247,1.6736417429285586,1.829394000470037,2.5287013543749155
2024-03-08,42.791084380760736,15.899129963198527,0.0,12.455825377758636,14.601881762675395,3.922715088053117,4.287999167331572,1.6874941003758543,1.8330457665983826,2.5208243932477794
2024-03-11,42.67827561945403,15.83451464945125,0.0,12.506708678429604,14.629432090826105,3.949843988150936,4.309772604862918,1.7293118709638702,1.8399856056303687,2.52215489223092
2024-03-12,42.68366864997654,15.822903120202689,0.0,12.598645808953494,14.556112408430549,3.9210953358207714,4.322336146659211,1.7150263799961243,1.8364830181126706,2.5437291318479507
2024-03-13,42.61638009281749,15.778705429705294,0.0,12.539810499032662,14.712308864389314,3.925114004817366,4.3326381546767605,1.7310528447836808,1.8376221360124116,2.5263679737650246
2024-03-14,34.606839604914725,12.880174042391381,18.521477963656075,10.309270736923509,11.96475954673401,3.191574036948152,3.547042598188167,1.420268978831381,1.4939502484209335,2.064642242991664
2024-03-15,34.59446707790549,12.937001890703176,18.513135612419784,10.301714297507242,11.946755653534506,3.1704309877628107,3.587563356469534,1.3990489984125527,1.4868658612101378,2.0630162640747702
2024-03-18,34.55845904331741,12.88151155007659,18.56355060905159,10.041112115156107,12.136032796332584,3.1967682464956897,3.609703977918847,1.4526314021366327,1.4922832624559002,2.067946997058642
2024-03-19,34.56621481470233,12.972335736529972,18.58711660914576,9.828404503859447,12.151428716288693,3.2364381423628483,3.6128240989683946,1.469821190336039,1.5008871271827158,2.074529060623802
2024-03-20,34.3942906037223,12.970681326288833,18.588221726670582,9.78769751233465,12.366396696650696,3.2282007671812427,3.6110603595494206,1.4741237388385071,1.504674864725881,2.0746524040378915
2024-03-21,34.265386838672036,12.965840213962728,18.56859950774474,9.820589576912958,12.456590704977375,3.2348471349607917,3.6215992124743557,1.4797859731317475,1.5056644752263544,2.081096361936915
2024-03-22,34.03739911947759,13.008607209631093,18.60924985389019,9.827448231316506,12.574700525251226,3.238805766209676,3.6296998531718563,1.4857813888051903,1.5081221996294598,2.0801858526172134
2024-03-25,34.03024858862882,12.884409190921989,18.603264484649358,9.879731449563632,12.619014658037313,3.233924296366184,3.6931290532847605,1.4628331694946992,1.504675527900594,2.0887695811526474
2024-03-26,34.140663116930504,12.894905441404303,18.6069811036223,9.885580224321853,12.497775702186512,3.2318148452021767,3.69037079352611,1.459853221376621,1.5064400145851145,2.085615536844506
2024-03-27,33.96462123692462,12.8596881298495,18.600382599442433,10.042785768457655,12.466006413556968,3.2527052230414784,3.6881255455046245,1.5228625052675535,1.519764660928378,2.0830579170267858
2024-03-28,33.86474322972444,12.73808093845308,18.578446455774785,10.072383518985449,12.595983220515878,3.2436447912211177,3.6856675227462192,1.6020581951420587,1.5377786741389792,2.0812134532979965
2024-04-02,33.91246744621556,12.673413521841049,18.607980227810984,10.05739394786829,12.556837291342845,3.2476816501369967,3.7178898245040344,1.5777370471793655,1.5601158338840135,2.088483209216866
2024-04-03,33.85645326760665,12.79012036534994,18.605254737118244,10.038958665194146,12.464929235985537,3.256586141286646,3.7643572192033443,1.5729425267011992,1.554381761111628,2.0960160804426606
2024-04-05,33.86941589161657,12.686460171049827,18.61082295233228,10.087180470145647,12.47305867697461,3.2958869845886865,3.759933719150533,1.5553780261103793,1.5601007821004156,2.101762325931056
2024-04-08,33.86843097037677,12.757280707229404,18.60460510413648,10.059488258978542,12.308072046181245,3.3152655945954472,3.773965850274621,1.6305009182996841,1.5814470940653862,2.1009434558624163
2024-04-09,33.76071361866791,12.725314474736123,18.557987086876153,10.034281951472297,12.517805326746634,3.320441447922347,3.768202126165756,1.6362914118499223,1.5835818289570351,2.0953807266058333
2024-04-10,33.6291699318072,12.729698446323653,18.596720676284196,10.131856127088646,12.48880286895365,3.2944390800314394,3.784444107614213,1.6527798205748214,1.5916560628396126,2.100432878482573
2024-04-11,33.64625319827149,12.588236092158478,18.611976435720294,10.148506621685325,12.55420067413654,3.3014730994142436,3.778090735021749,1.6679456324758517,1.5961189787774013,2.107198532338632
2024-04-12,33.467467710693185,12.558717011458043,18.6331386441173,10.106234146123876,12.744034490663333,3.301747396822272,3.8238424548566448,1.6570655253110296,1.5880032585128194,2.119749361441499
2024-04-15,33.42279068953397,12.548561471681804,18.635301668702546,10.134179187357573,12.742918082279397,3.3164988093941554,3.7963198393313164,1.668977978595082,1.5908710838665847,2.143581189257566
2024-04-16,33.478389412225795,12.515467617315243,18.61665200727441,10.175693435995477,12.726915953054915,3.3084058453930574,3.7606275037564965,1.6739652303332575,1.5958527302394252,2.1480302644119234
2024-04-17,33.17599803655852,12.314504578130729,18.683192587302273,10.263157020207062,12.90584995794925,3.363543346676708,3.821617504396315,1.7140104720083453,1.6099425475231328,2.1481839492476675
2024-04-18,33.19850004513742,12.042200325081135,18.703222655438843,10.18178618855071,13.214041467772594,3.3657266063366587,3.780634117106753,1.7251310059499159,1.6206957433325981,2.1680618452933746
2024-04-19,33.240084823297444,11.910720076464766,18.69938100886813,10.208089662877256,13.277098779987837,3.346951840229769,3.7775733492866808,1.731785080107455,1.6291882653877592,2.1791271134929038
2024-04-22,33.20476285488004,11.858630255346243,18.70612805746511,10.238621314788766,13.331981355713085,3.349674383431479,3.773561901233961,1.744300239672647,1.6345853982875123,2.1577542391811555
2024-04-23,33.21229485430995,11.486425437660724,18.69516226334797,10.423479274058883,13.66945297559909,3.3602939496247113,3.755048941293078,1.7288522316019135,1.6411303995320838,2.0278596729715925
2024-04-24,33.150596955345236,11.451799574043566,18.72929736777947,10.174392538410345,13.954892862444781,3.3774115971109886,3.748368572319147,1.7342768975218426,1.64554378799136,2.0334198470332687
2024-04-25,33.14490173160834,11.316900734033858,18.709040624645116,10.1783332080614,14.094284702590665,3.388391155030026,3.7415961977479575,1.7343298068586916,1.6485933152422205,2.0436285241817216
2024-04-26,33.18242188188565,11.367768263232316,18.730662274602484,10.175881952490808,13.936636601365715,3.3953405547090156,3.748130408870737,1.779669940746243,1.6488517997341585,2.03463632236287
2024-04-29,33.22998530033615,11.390353257113043,18.734023804805098,10.21671740850719,13.811850665568185,3.389274993615967,3.7482829504903648,1.8010803193698695,1.6429062378850896,2.0355250623090435
2024-04-30,33.156507551041166,11.292881537845803,18.753482031934205,10.30736349306683,13.814845110541604,3.4030427014701505,3.7549560704247793,1.823845544786784,1.6476088225013286,2.0454671363873507
2024-05-02,33.20561501204496,11.628459221080016,18.77166137747621,10.508379039412354,13.149430020694902,3.4146252166668707,3.758145281292142,1.8690627186483595,1.6508014927587609,2.0438206199254245
2024-05-03,33.07877997792468,11.686744260163998,18.76036495042985,10.672641399297044,13.039297065113436,3.444204749992135,3.8240313296437427,1.803176002422965,1.6482107262873862,2.0425495387247636
2024-05-06,33.15517388278705,11.674458132325327,18.740642413772076,10.661421385092146,13.006724769598431,3.4280960765733393,3.836054558554273,1.8030494544961135,1.645437330989008,2.048941995812236
2024-05-07,33.23017304762417,11.704927115789866,18.79129226638082,10.689246459987176,12.835598748980912,3.4005772989870273,3.859108316500185,1.7688375786788586,1.6489492058378457,2.071289961233141
2024-05-08,33.311822696434064,11.657564705002372,18.802914697622516,10.775714673195914,12.797846215591601,3.368626853660793,3.847895762871538,1.738135205836381,1.62419305463256,2.07528613515226
2024-05-09,33.02654357658099,11.83929757025006,18.76135956122631,11.197771829969343,12.561151681305788,3.3127740716812224,3.831286000619833,1.7591886111861361,1.618058921546016,2.092568175634303
2024-05-10,32.33899377699805,11.611160772263236,18.770939183582264,12.026605716651199,12.55398955414542,3.3049556239434605,3.8377288512629115,1.8639076937734282,1.624477410249118,2.067241417130908
2024-05-13,32.22511867935441,11.548193875874011,18.64237482702195,12.754487770512668,12.47340234656128,3.1997485472756444,3.727083956500836,1.7592088913095871,1.5963452485064837,2.0740358570831283
2024-05-14,32.04902507015545,11.557722835740167,18.588725050729103,13.711884245638592,11.702176818398941,3.147647316945174,3.6968292783152945,1.7552598729185032,1.6436346360644682,2.1470948750943006
2024-05-16,31.800919993200345,11.73049347023957,18.548458228556054,14.529275086547761,11.159791539733387,3.0996563747679042,3.689559314914802,1.666987444573666,1.6198430234758838,2.1550155239906292
2024-05-17,31.524244940078876,11.388282427650974,18.48180881989603,15.045259429213104,11.343893490498345,3.1169703564696634,3.6910724427974335,1.6771467251058942,1.605540414265957,2.125780954023719
2024-05-20,31.38380767312266,11.265420140266782,18.455199395082815,15.391432186425908,11.361665707686546,3.0914327082714315,3.6594008374655567,1.6782413740877664,1.6062630755506686,2.107136902039867
2024-05-21,31.399016290867387,11.119930645234751,18.43615103180717,15.177041113658438,11.776483940987008,3.094229633869903,3.65199048153058,1.6411429010514351,1.605269099379027,2.0987448616142994
2024-05-22,31.134963853751753,10.992821569293222,18.36388411564267,15.453016505831368,11.951982896961065,3.1026540533142555,3.619268724751728,1.6382054097445153,1.6160867620433992,2.1271161086660277
2024-05-23,30.974161323703285,10.843184699176607,18.36352405006003,15.591040302360112,12.150306736073912,3.105885145293038,3.587552054793028,1.6675438856542053,1.614328979770645,2.102472823115137
2024-05-24,30.929683645117485,10.861734333711718,18.301217180963754,15.714707675325407,12.175666346175367,3.1207522322305925,3.572909057310287,1.6502375114278915,1.604741899964255,2.068350117773244
2024-05-27,30.70461639644443,10.79924133584638,18.246472445365942,15.73890195948184,12.523670850421603,3.112401489573076,3.561512913003152,1.633042933165008,1.6020376581748863,2.078102018523682
2024-05-28,30.707470008853598,10.677278467039624,18.312579979361985,15.961569766151435,12.378897038287306,3.1115057230042127,3.5260623794042973,1.6251993463204657,1.609210931127798,2.090226360449278
2024-05-29,30.636494484353342,10.561532900700074,18.314700676254386,15.941257433693542,12.588447846908663,3.1141000715481573,3.5264037483500412,1.6162393015595955,1.6086861137618729,2.092137422870324
2024-05-30,30.455977578302146,10.776048721547902,18.272882090094495,16.14962728538347,12.466331599579522,3.0745486088831657,3.488789585691987,1.6148975693203518,1.6185568352403563,2.0823401259566072
2024-05-31,30.416214924976554,10.722937555939769,18.267272763116406,16.333106166436135,11.799651269878272,3.0827055635443763,4.066086110030694,1.6149532436372436,1.6196510681227034,2.0774213343178407
2024-06-03,30.19868065483434,10.930379797626829,18.258924307832302,16.383331722946185,11.793216833704053,3.057523022775296,4.072292182168902,1.615497500051595,1.6189013400992454,2.071252637961251
2024-06-04,29.98146904846192,10.941619109229412,18.207776847050994,16.398455741793516,12.315595082233784,3.0654438447016137,3.8131425353949546,1.6183715987883769,1.6124136315069508,2.045712560838476
2024-06-05,29.67007957896427,10.738891298676249,18.175841424217605,16.76692297150768,12.577522669709268,2.997927911645543,3.769168709975759,1.624593341334973,1.6029144282452525,2.076137665723403
