date,CITIBANK N.A.,YICKO SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD,CMB WING LUNG BANK LTD,CHINA CITIC BANK INTERNATIONAL LTD
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,82.2202251442626,0.0,0.0,17.779774855737397,0.0,0.0,0.0,0.0
2024-03-11,78.44522607942092,17.722383646836928,0.0,0.0,3.8323902737421625,0.0,0.0,0.0,0.0
2024-03-12,76.20306820770321,17.215834249437957,0.0,0.0,3.7228511156668747,2.858246427191966,0.0,0.0,0.0
2024-03-13,70.86661312427239,16.01021972030239,7.0029399195390445,0.0,3.4621420887428345,2.6580851471433413,0.0,0.0,0.0
2024-03-18,70.87705787852437,16.012579404265352,6.989233444855487,0.0,3.46265236038851,2.658476911966278,0.0,0.0,0.0
2024-03-25,69.66546668791378,15.738856132929637,6.869757638094135,0.0,3.3944066986339076,2.613937620420403,1.7175752220081413,0.0,0.0
2024-03-26,69.64213628472694,15.733585316889235,6.867457011641568,0.0,3.3932699391944854,2.646551427635283,1.7170000199124937,0.0,0.0
2024-03-27,69.64970118962917,15.735294383885783,6.859150875249159,0.0,3.393638534498522,2.65045975700498,1.7117552597323833,0.0,0.0
2024-04-03,69.65222318982795,15.735864155397882,6.8593992435777436,0.0,3.3901404396229116,2.650555729563654,1.7118172420098599,0.0,0.0
2024-04-16,68.78853223476233,15.540738674562645,6.743945700839663,0.0,3.348102533293281,2.617688709608205,1.690590624955299,0.0,1.2704015219785723
2024-04-17,68.80083409040509,15.543517915775467,6.72726817508745,0.0,3.348701294056212,2.6181568461940157,1.6908929631669682,0.0,1.2706287153147868
2024-04-18,67.70981833285813,15.355995086081572,6.580109894364834,0.0,3.2955989454083374,2.5766391754754636,1.6640794674945705,1.5672794984705605,1.250479599846528
2024-04-22,67.70981833285813,15.381515077915175,6.580109894364834,0.0,3.2955989454083374,2.5766391754754636,1.6640794674945705,1.5672794984705605,1.2249596080129255
2024-04-23,67.69671225355978,15.397894040387689,6.578836232077875,0.0,3.2949610411548993,2.5761404348468746,1.6637573641719399,1.566976131988485,1.2247225018124486
2024-04-30,67.68718374585659,15.415080264333922,6.572632008614077,0.0,3.294497265875166,2.5757778356428536,1.663523185519343,1.5667555755737441,1.2245501185843075
2024-05-03,67.64909652324984,15.4626757541868,6.5689336231211275,0.0,3.2926434695757982,2.5743284589901037,1.662587129764442,1.5658739704444584,1.2238610706674262
2024-05-07,67.6336358298378,15.481996125325672,6.5674323426309105,0.0,3.2918909606168536,2.573740115537022,1.6622071579509936,1.5655161016978951,1.2235813664028465
2024-05-09,67.62174779671028,15.514429042997108,6.548700876394303,0.0,3.2913123415863685,2.573287726612787,1.6619149901040915,1.5652409293365348,1.223366296258538
2024-05-16,67.54457733175086,15.62050100777426,6.534204630845617,0.0,3.287556270322277,2.570351070628472,1.6600183997808882,1.5608211077791745,1.221970181118454
2024-05-17,67.52146052684694,15.65113458659417,6.5302132275122995,0.0,3.28643112008944,2.5694713804063767,1.6594502665124515,1.5602869243041453,1.221551967734179
2024-05-20,67.5339060706173,15.635587418504308,6.531416875269897,0.0,3.287036874497509,2.5699449849208826,1.659756136094737,1.5605745161165745,1.2217771239787805
2024-05-21,67.52100294550293,15.647326052078178,6.5329429400964045,0.0,3.2869214754898346,2.5698547610772327,1.659697866529046,1.560519728550314,1.2217342306760615
2024-05-22,67.49660265256459,15.668180110330393,6.534319354170398,0.0,3.287613991101934,2.5703961991846365,1.6600475453067445,1.5608485116633481,1.221991635677942
2024-05-23,67.46003876731184,15.716738770121077,6.53092254965306,0.0,3.287671713908476,2.5704413293255053,1.6600766918560554,1.55209708683316,1.2220130909908138
2024-05-24,67.41707138556913,15.758148057788068,6.535822669056074,0.0,3.2866041699942254,2.56960667816905,1.6595376463175116,1.5515931034845902,1.2216162896213516
2024-05-27,67.41915213300756,15.758839554020277,6.532598927177241,0.0,3.286748392170079,2.569719437189317,1.6596104698514338,1.5516611902154072,1.2216698963686914
2024-05-28,67.41386664139141,15.770711235381157,6.532426934303623,0.0,3.2831514040935392,2.5696517805896506,1.6569339350250205,1.5516203374598712,1.2216377317557356
2024-05-29,67.41860003826663,15.77181856001629,6.525864202623547,0.0,3.2833819272688336,2.56983220610616,1.6570502749755567,1.5517292829220255,1.2217235078209614
2024-05-30,67.38349304091545,15.806925557367466,6.525864202623547,0.0,3.2833819272688336,2.56983220610616,1.6570502749755567,1.5517292829220255,1.2217235078209614
2024-06-04,67.3669376845955,15.864464126831477,6.487407581599328,0.0,3.282575237747597,2.569200827619611,1.6566431566071806,1.551348040721131,1.2214233442781757
2024-06-06,67.36516437889802,15.876330631999746,6.487236813011325,0.0,3.2851211388419945,2.56913319832515,1.6443154418242247,1.5513072044531642,1.2213911926463827
2024-06-17,67.35925403409769,15.883711299684853,6.486667649308991,0.0,3.284832915710345,2.5689077930555264,1.6441711762930518,1.5511710990854406,1.2212840327641026
2024-06-24,67.31673014737343,15.944705147899525,6.482572617018441,0.0,3.282759201195261,2.5672860419603967,1.6431332112820298,1.5423005969290768,1.2205130363418277
2024-06-25,67.28605182713072,15.98301175084836,6.479618307765655,0.0,3.2812631460863226,2.5661160501444313,1.6423843845528228,1.5415977227472866,1.219956810724402
2024-06-26,67.2271335803801,16.056580247000063,6.473944505544542,0.0,3.2783899462708312,2.5638690605451373,1.6409462498161158,1.5402478406758526,1.2188885697673604
2024-06-28,67.23302076145173,16.05798634585139,6.465754288376459,0.0,3.278677039802999,2.5640935824100377,1.6410899499441294,1.5403827224929156,1.2189953096703459
2024-07-08,67.30787776135445,16.075865249234212,6.368627120932377,0.0,3.2823275068513325,2.566948434845273,1.6359036131903277,1.5420977789934545,1.2203525345985724
2024-07-10,67.30669761912694,16.075583383157678,6.3685154566510676,0.0,3.284023305519369,2.566903427271946,1.6358749300851954,1.5420707406322929,1.2203311375555155
2024-07-12,67.30905794496745,16.076147125195288,6.36523196748475,0.0,3.284138470359467,2.5669934439969353,1.6359322973013253,1.5421248183028036,1.2203739323919853
2024-07-15,66.71050903294746,16.470174765966963,6.443585347064691,0.0,3.3245648600771767,2.5985920742941735,1.6560699489866555,1.5611077386213972,1.2353962320414924
2024-07-16,66.70577293751397,16.48142955014181,6.443127886380013,0.0,3.324328833449883,2.5984075879181145,1.6506277710135564,1.5609969081789492,1.235308525403694
2024-07-24,66.69748638844916,16.491804675132922,6.442327486459436,0.0,3.3239158674834783,2.598084799784203,1.6504227211743911,1.5608029927665346,1.235155068749867
2024-07-25,66.69630276378788,16.495061242018664,6.44043854325273,0.0,3.3238568807209203,2.5980386937402176,1.6503934324989085,1.5607752944976239,1.2351331494830542
