date,BOCOM INTERNATIONAL SECURITIES LTD,FIRST SHANGHAI SECURITIES LTD,KGI ASIA LTD,MOUETTE SECURITIES CO LTD,BOCI SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),THE HONGKONG AND SHANGHAI BANKING,WING FUNG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,99.69268592501537,0.30731407498463426,0.0
2024-04-05,0.0,0.0,0.0,0.0,29.32710516348946,23.999495013255903,20.477212473172578,0.06312334301224592,26.133064007069812
2024-04-11,0.0,0.0,0.0,0.0,29.156139464375947,24.14098029307731,20.49014653865589,0.06316321374431531,26.14957049014654
2024-04-17,0.0,0.0,0.0,0.0,23.86516389204839,19.760107538000206,16.77179195533037,18.198738496536034,21.404198118084995
2024-05-14,0.0,0.0,0.0,0.0,23.791361715287085,19.699000103082156,17.13225440676219,18.142459540253583,21.234924234614986
2024-05-20,0.0,0.0,0.0,0.0,23.197589860793684,19.852482858923747,17.265738624558487,18.283814668605856,21.400373987118222
2024-05-22,0.0,0.0,0.0,0.0,23.245887986674994,19.893816364772018,17.301686445971267,18.321882156985218,21.236727045596503
2024-05-28,0.0,0.0,0.0,0.0,20.77603666986462,20.370962583946277,18.004477134633834,18.761326084639165,22.087197526916107
2024-05-30,0.0,0.0,0.0,0.0,20.932230694877028,20.524111266244226,18.139834604231552,18.902373536677047,21.501449897970144
2024-06-07,0.0,0.0,0.0,0.0,20.90528799742572,20.497693875362007,18.116486109621366,18.878043548214094,21.60248846937681
2024-06-11,0.0,0.0,0.0,0.0,20.936727897733377,20.528520786335804,18.122247287571167,18.906434633150717,21.50606939520894
2024-06-20,0.0,0.0,0.0,0.0,20.941227033415707,20.532932201568713,18.126141613839046,18.910497475018804,21.489201676157734
2024-07-23,92.33012273601894,0.0,0.0,0.0,1.6077210999676361,1.5763750754428694,1.3915985098231924,1.4518158727260335,1.6423667060213254
2024-07-30,92.32936111538265,0.0,0.0,0.0,1.6077078380599203,1.5763620721049292,1.3915870306860365,1.4518038968627294,1.6431780469037254
2024-08-01,92.33545443231736,0.0,0.0,0.0,1.6078139394482258,1.5764661048155766,1.3916788690862785,1.4518997093016301,1.6366869450309285
2024-08-02,92.32022264772363,0.0,0.0,0.0,1.6075487122314098,1.5762060487810285,1.4087702414013588,1.4516602019124072,1.6355921479501725
2024-09-09,92.31869974565188,0.0,0.0,0.0,1.6075221943223965,1.5761800478964083,1.4087470025154711,1.451636255519455,1.6372147540943855
2024-09-17,91.93954413320957,0.0,0.0,0.0,1.6009200534367236,1.5697066301270286,1.4029612371831317,1.4456743427648195,2.041193603278737
2024-09-19,91.94180977949522,0.0,0.0,0.0,1.6009595045630796,1.5697453120677503,1.4029958100532272,1.4457099682047307,2.0387796256159896
2024-09-23,87.79713873063291,4.111808110434036,0.0,0.0,1.5287893947416893,1.4989823157267153,1.33974976204146,1.3805383964830031,2.3429932899401877
2024-09-26,88.49475955747329,4.144479824060269,0.0,0.0,1.5409368899453386,1.5108929690536388,1.3503951811321901,1.3915079149839895,1.5670276633512885
2024-10-04,88.48986216880724,4.144250464394019,0.0,0.0,1.5408516129538232,1.5108093547228096,1.350320448909764,1.3914309075416773,1.5724750426706797
2024-10-09,88.48776345388094,4.144152175165233,0.0,0.0,1.5408150685610527,1.5107735228425714,1.3502884233464743,1.391397906961238,1.574809449242492
2024-10-14,88.48776345388094,4.144152175165233,0.0,0.0,1.5408150685610527,1.5107735228425714,1.3581940932723904,1.391397906961238,1.5669037793165759
2024-10-15,88.4863643659017,4.144086651602809,0.0,0.0,1.5407907065955504,1.510749635866648,1.358172618743538,1.3913759074439038,1.5684601138458554
2024-10-16,88.4521005252196,4.206492089526859,0.0,0.0,1.5401940789945234,1.5101646408201819,1.3576467048294465,1.390837136495824,1.5425648241135503
2024-10-17,88.45629467179641,4.206691549396018,0.0,0.0,1.5402671106092127,1.5102362485244771,1.3577110805677925,1.390903086029869,1.5378962530762075
2024-10-21,87.07993389021486,4.141236340241239,0.0,1.5559783356157202,1.5163008880575193,1.4867372996808206,1.3365853902939036,1.3692609353418337,1.5139669205540958
2024-11-05,87.07790152029072,4.141139687386664,0.0,1.555942020434591,1.5162654989135091,1.4867026005252517,1.3365541955533138,1.36922897798244,1.5162654989135091
2024-11-14,87.07857896639119,4.141171904503564,0.0,1.5559541253066183,1.5162772951112995,1.4867141667304737,1.3365645936383852,1.369239630269824,1.515499318048646
2024-11-18,87.05419754558785,4.140012404015372,0.0,1.555518468538558,1.5158527475908246,1.486297896688592,1.3641896969083154,1.368856252313931,1.5150749883565553
2024-11-19,87.06096879283017,4.140334422348366,0.0,1.5556394598340657,1.515970653608297,1.4864135038714499,1.3642958062744757,1.368962724653978,1.5074146365792098
2024-11-28,87.042688842234,4.139465087791887,0.0,1.555312826523347,1.5156523494470016,1.486101405743058,1.3640093488609752,1.3686752873405452,1.5280948520591884
