date,FUTU SECURITIES INTERNATIONAL,VICTORY SECURITIES CO LTD,USMART SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CMB WING LUNG BANK LTD,RICHE BRIGHT SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-03-01,8.887166666666667,0.0,0.0,1.3785000833333334,0.0,0.0,0.0,0.05458333333333333,0.0,0.2886404166666667,10.6088905
2024-03-04,8.89875,0.0,0.0,1.3140000833333334,0.0,0.0,0.0,0.06416666666666666,0.0,0.2888904166666667,10.565807166666668
2024-03-05,8.904,0.0,0.0,1.3148334166666666,0.0,0.0,0.16266666666666665,0.06508333333333334,0.0,0.2890570833333333,10.7356405
2024-03-06,8.927499999999998,0.0,5.531583333333334,1.31691675,0.0,0.008583333333333333,0.16258333333333333,0.06508333333333334,0.0,0.2733320833333333,16.285582166666668
2024-03-07,8.93325,0.0,5.531583333333334,1.3178334166666668,0.0,0.016,0.16258333333333333,0.06508333333333334,0.0,0.26591291666666667,16.29224633333333
2024-03-08,8.9365,0.0,5.531583333333334,1.3150834166666667,0.00075,0.024583333333333332,0.16258333333333333,0.06508333333333334,0.0,0.25738791666666666,16.293554666666665
2024-03-11,8.935583333333334,0.0,5.532,1.3163334166666667,0.004,0.04008333333333333,0.16258333333333333,0.06758333333333333,0.0,0.24062641666666665,16.298793166666666
2024-03-12,8.933666666666666,0.0,5.532,1.3163334166666667,0.005083333333333333,0.05033333333333333,0.16258333333333333,0.06816666666666667,0.0,0.23920975,16.3073765
2024-03-13,8.941,0.0,5.532,1.31141675,0.006583333333333334,0.060916666666666675,0.16341666666666665,0.06924999999999999,0.0,0.23679308333333332,16.3213765
2024-03-14,8.954666666666666,0.0,5.5328333333333335,1.3062500833333335,0.0045000000000000005,0.06358333333333333,0.16508333333333333,0.06924999999999999,0.0,0.23612641666666667,16.332293166666666
2024-03-15,8.96425,0.0,5.533166666666666,1.2997500833333333,0.004833333333333334,0.0635,0.16508333333333333,0.07233333333333333,0.0,0.2244600833333333,16.327376833333336
2024-03-18,8.987416666666666,0.0,5.533166666666666,1.2981750833333332,0.004833333333333334,0.06366666666666666,0.16508333333333333,0.07058333333333333,0.0,0.21287675,16.33580183333333
2024-03-19,8.99175,0.0,5.533166666666666,1.2796750833333335,0.005416666666666667,0.06391666666666666,0.1655,0.07575,0.0,0.21229341666666665,16.327468500000002
2024-03-20,8.980833333333333,0.0,5.533166666666666,1.2824250833333333,0.004916666666666666,0.06341666666666666,0.1655,0.08416666666666667,0.0,0.21271008333333333,16.327135166666668
2024-03-21,8.985333333333333,0.0,5.533166666666666,1.2760084166666665,0.004833333333333334,0.06483333333333334,0.1655,0.09025,0.0,0.21205741666666666,16.3319825
2024-03-22,9.001166666666666,0.0,5.533166666666666,1.2631750833333333,0.004833333333333334,0.06325,0.1655,0.10250000000000001,0.0,0.20945058333333333,16.343042333333333
2024-03-25,8.97775,0.0,5.53325,1.2631750833333333,0.0045000000000000005,0.06625,0.1655,0.11941666666666667,0.0,0.21846158333333332,16.348303333333334
2024-03-26,8.9805,0.0,5.53325,1.26284175,0.005333333333333333,0.06558333333333334,0.1655,0.12541666666666668,0.0,0.22060475000000002,16.359029833333334
2024-03-27,8.9695,0.0,5.533416666666667,1.2465459166666666,0.005416666666666667,0.0665,0.16558333333333333,0.13424999999999998,0.0,0.23241425000000002,16.353626833333333
2024-03-28,8.982,0.0,5.5335833333333335,1.2400459166666666,0.006583333333333334,0.0665,0.16558333333333333,0.13958333333333334,0.0,0.22382316666666666,16.357702416666665
2024-04-02,8.9915,0.0,5.5335833333333335,1.2305459166666666,0.008666666666666666,0.06591666666666667,0.16558333333333333,0.13183333333333333,0.0,0.22344508333333332,16.351074333333333
2024-04-03,9.0055,0.0,5.5335833333333335,1.2224625833333334,0.010666666666666666,0.06916666666666667,0.166,0.125,0.0,0.22468000000000002,16.35705925
