date,FUTU SECURITIES INTERNATIONAL,HUAFU INTERNATIONAL SECURITIES LTD,CHINA INDUSTRIAL SECURITIES,DBS BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,THE BANK OF EAST ASIA LTD,THE HONGKONG AND SHANGHAI BANKING,SPDB INTERNATIONAL SECURITIES LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,80.79754141629893,0.0,0.0,0.0,0.0,19.20245858370108
2024-03-04,35.42091079019076,0.0,0.0,0.0,51.47791135697774,0.9849517835322218,0.0,0.0,0.0,12.116226069299273
2024-03-05,24.31967714299582,0.0,0.0,0.0,35.54375515927444,0.6771837024193612,31.174464636023508,0.0,0.0,8.284919359286873
2024-03-06,24.435618475005512,0.0,0.0,0.0,35.36887823005577,0.6781780631285985,31.220240490721167,0.0,0.0,8.297084741088948
2024-03-07,24.312666065437018,0.0,0.0,0.0,35.70431897654638,0.6762739124907897,31.132582036290035,0.0,0.0,8.174159009235774
2024-03-08,24.224942966208474,0.0,0.0,0.0,35.82823090133309,0.675763866203159,31.109101819770245,0.0,0.0,8.161960446485029
2024-03-11,24.05573485009253,0.0,0.0,0.0,36.09853284154287,0.6732656013110164,30.986578916113615,0.0,0.0,8.18588779093997
2024-03-12,24.011244470617275,0.0,0.0,0.0,36.24205740385516,0.6728611243025768,30.892867036769324,0.0,0.0,8.18096996445566
2024-03-13,23.930678974374946,0.0,0.0,0.0,36.2025892229753,0.6734680222275113,30.92073135560529,0.0,0.0,8.272532424816955
2024-03-14,17.685368765728562,0.0,0.0,0.0,26.96802039488617,0.5003498707639841,23.195781085628994,0.0,25.417326693854353,6.233153189137936
2024-03-15,17.997566807539066,0.0,0.0,0.0,27.06683849073791,0.5017676838696037,23.26150965745429,0.0,24.942781963785883,6.22953539661325
2024-03-18,11.737139009715625,34.337275212405785,0.0,0.0,17.91941917462291,0.32880408881388895,15.250408496878935,0.0,16.344792539922558,4.082161477640291
2024-03-19,11.711735497137404,34.32090209987801,0.0,0.0,17.99890514965164,0.3286473044938623,15.243136613688746,0.0,16.33699881937124,4.059674515779094
2024-03-20,11.694833154075015,34.314357226078855,0.0,0.0,18.034345558097222,0.32858463262334775,15.240229801823787,0.0,16.333883411879363,4.053766215422418
2024-03-21,11.700022293460032,34.3080664317683,0.0,0.0,18.04203905206134,0.32852439374654696,15.237435835720994,0.0,16.330888948070537,4.053023045172244
2024-03-22,11.677889027372451,34.309827621661896,0.0,0.0,18.050298742639605,0.3285412584055686,15.238218042962298,0.0,16.331727287258957,4.063498019699232
2024-03-25,11.590978661360182,34.34130791328332,0.0,0.0,18.073466645921194,0.328842704823147,15.252199563157424,0.0,16.34671213484706,4.066492376607665
2024-03-26,11.549587902908117,34.33173179491952,0.0,0.0,18.13447056525294,0.3287510066073302,15.247946467477606,0.0,16.34215383291349,4.0653584299210035
2024-03-27,11.538721571624801,34.31033085198664,0.0,0.0,18.218503338119817,0.32854607719760637,15.238441545496295,0.0,16.331966828550655,4.033489787024186
2024-03-28,11.531759107648936,34.2874488069188,0.0,0.0,18.27964042949945,0.3283269651704526,15.220950086334966,0.0,16.32107480880799,4.030799795619395
2024-04-02,12.405603513964085,33.96312369182356,0.0,0.0,18.12125204661667,0.3252213190966539,15.076975058726221,0.0,16.166693697059113,3.9411306727136926
2024-04-03,12.405496992590837,33.9687953359715,0.0,0.0,18.138799423771317,0.32527562916565633,15.057710975715292,0.0,16.169393440890996,3.934528201894401
2024-04-05,13.13419328750965,33.646328450575176,0.0,0.0,18.14639949369917,0.3221877769767592,14.914767632817435,0.0,16.015896859983098,3.820226498438716
2024-04-08,13.154537600525467,33.65237888871365,0.0,0.0,18.149662663044193,0.32224571427046517,14.88148475173201,0.0,16.018776912507274,3.8209134692069444
2024-04-09,14.379904900914124,33.178651625129504,0.0,0.0,17.894168391546415,0.3177094352475797,14.671996885426324,0.0,15.793279292329466,3.764289469406592
2024-04-10,14.379899341745912,33.141047255818215,0.0,0.0,18.039645674637853,0.3173493463846652,14.586655982760904,0.0,15.775379339255569,3.7600230593968815
2024-04-11,14.373183876463555,33.12720214731395,0.0,0.0,18.074593764097514,0.31721676952007377,14.580562215317864,0.0,15.768788966991165,3.758452260295874
2024-04-12,14.318618748826593,32.88157116517648,0.0,0.0,18.425522419008036,0.31486467632786286,14.576468319936275,0.0,15.668031762002338,3.8149229087224104
2024-04-15,14.377869658906162,32.81468870896325,0.0,0.0,18.456780705302513,0.31422422874031286,14.565055416704217,0.0,15.636162346669186,3.8352189347143546
