date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,KGI ASIA LTD,HANG SENG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,19.754043986324437,18.18801347144971,10.363067816502527,4.657855794254222,0.0,10.488790120936878,0.6342807572587641,0.0,1.5534418533448997,3.395408225748839,69.03490202582027
2024-03-04,19.78976373934786,18.264045517170995,10.396746440781753,4.638975353370413,0.0,10.423189263662804,0.6393835791192529,0.0,1.5457876205541665,3.390815686074399,69.08870720008164
2024-03-05,19.948461499209063,18.329361636985254,10.404910955758535,4.578762055416646,0.0,10.359174363422973,0.6383630147471552,0.0,1.5452773383681175,3.3520342399346843,69.15634510384243
2024-03-06,20.03623003520947,18.51816604582334,10.286722202377915,4.4986477522069706,2.432004898708986,10.50217813951115,0.6669388171658928,1.4634893095882022,1.5064958922284024,3.353368372710109,73.26424146553043
2024-03-07,20.85013012195744,18.470199520334745,10.249009287135786,4.443537276113691,2.415675868755422,10.320134969638211,0.6684696637240394,1.4634893095882022,1.498841659437669,3.2170750625095677,73.59656273919477
2024-03-08,21.421135888146146,18.809026891871206,10.249673164259836,4.32923406643874,2.4029188141041997,10.110408991172118,0.6965351839567281,1.4655304383323977,1.472817267949176,3.101597693524519,74.05887839975507
2024-03-11,21.84875236005511,18.98507424605807,10.227252385569221,4.227177629228963,2.3947542991274178,10.054380007143951,0.687860386793897,1.4716538245649844,1.450364851763025,3.2037755778945756,74.55104556819921
2024-03-12,21.897229167729755,18.950375057406745,10.246136653569424,4.1996223911823245,2.3947542991274178,10.173856712762158,0.6730622033984793,1.4716538245649844,1.4493442873909272,3.1037564423125987,74.55979103944482
2024-03-13,21.952849926009083,19.158059907128642,10.23899270296474,4.177169974996173,2.3865897841506354,10.08129152421289,0.6449966831657907,1.4716538245649844,1.431994693065265,3.1134518038475276,74.65705082410572
2024-03-14,21.733428586008063,19.299080216359645,10.309921926825535,4.126652038577333,2.3865897841506354,10.396862529979078,0.5868245139562178,1.4670612848905447,1.4217890493442873,3.0996741848242078,74.82788411491555
2024-03-15,21.61963565851916,19.51237817012808,10.389525947849162,4.130734296065724,2.3865897841506354,10.287906312190641,0.6026432617237333,1.469612695820789,1.4146450987396029,3.090489105475328,74.90416033066286
2024-03-18,21.551768127774658,19.504213655151297,10.468253304077155,4.12818288513548,2.3865897841506354,10.305766188702352,0.6148900341889064,1.4736949533091799,1.4161759452977496,3.0634441496147367,74.91297902740214
2024-03-19,21.699749961728838,19.33939250905751,10.58970046435679,4.127672602949431,2.3865897841506354,10.116451497678216,0.5960095933050977,1.4747155176812778,1.4202582027861408,3.0685469714752256,74.81908710516916
2024-03-20,21.889064652752975,19.120991733428585,10.585618206868398,4.147573608205338,2.3865897841506354,9.946553043833239,0.6006021329795377,1.4747155176812778,1.433525539623412,3.0746703577078125,74.6599045772312
2024-03-21,21.755370720008166,19.10568326784712,10.603988365566158,4.137878246670409,2.3865897841506354,10.017379445833546,0.6159105985610042,1.4629790274021532,1.4365872327397051,3.067526407103128,74.58989309588202
2024-03-22,21.499719344797676,19.17916390263816,10.567248048170638,4.134816553554115,2.3865897841506354,10.258155329897434,0.6097872123284176,1.4660407205184467,1.401377761902332,3.057831045568199,74.56072970352605
2024-03-25,21.4645098739603,19.31898122161555,10.57949482063581,4.127162320763382,2.3865897841506354,10.698037454712455,0.6097872123284176,1.4680818492626422,1.3886207072511099,3.0654852783589326,75.10675052303924
2024-03-26,21.521151196611726,19.409811450732256,10.63919783640353,4.113894983926111,2.3865897841506354,10.63768357401643,0.5965198754911466,1.4680818492626422,1.3886207072511099,3.046604837475124,75.20815609532072
2024-03-27,21.544624177169975,19.55473159157014,10.668794203194366,4.083278052763178,2.3865897841506354,10.492142674899219,0.6128489054447109,1.4685921314486912,1.3886207072511099,3.047139613206103,75.24736184109813
2024-03-28,21.503291320100015,19.65831887533806,10.700941980915445,4.080216359646885,2.3865897841506354,10.346201969689238,0.6199928560493952,1.4680818492626422,1.3758636525998877,3.0415265091595654,75.18102515691177
2024-04-02,21.630351584426187,19.721593866408124,10.774932897892535,4.066438740623565,2.3330101546155024,10.083916926060112,0.6154003163749554,1.4680818492626422,1.3687197019952033,3.0981678318109918,75.16061386946981
2024-04-03,21.286931673215285,20.0532772873399,10.687674644078175,4.039393784762974,2.3279073327550135,10.095580956268817,0.6097872123284176,1.5134969638209932,1.3676991376231056,3.0762256978108895,75.05797469000358
2024-04-05,21.764045517170995,20.103284941572692,10.799426442822881,4.025105883553605,2.3279073327550135,9.612607286829617,0.6184620094912486,1.5124763994488952,1.3610654692044701,3.1063323467877737,75.2307136296372
2024-04-08,21.947747104148593,20.278311731387458,10.750439352962188,4.022044190437312,2.3279073327550135,9.353894218502832,0.6087666479563199,1.5063530132163085,1.3661682910649589,3.0762256978108895,75.23785758024188
2024-04-09,21.947747104148593,20.278311731387458,10.76319640761341,4.070010715925907,2.3279073327550135,9.335524059805072,0.6051946726539776,1.5027810379139666,1.3682094198091546,3.0762256978108895,75.27510817982345
