date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,HSBC BROKING SECURITIES (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,18.771899681486943,27.666215959270108,16.24656488293127,3.181120680406567,6.046600950846196,3.6824899113566825,3.2841103016527913,0.0,3.0589545835809204,1.6584304526040154,83.59638740413548
2024-03-04,18.37312604545221,27.56441263684325,16.249202274703986,3.18323059382474,6.046337211668925,3.6722283474473967,3.4143974552249863,0.0,3.0592183227581926,1.6702744515769303,83.23242733950062
2024-03-05,17.580853556928172,27.54384098101606,16.242608795272197,3.1332942180001258,6.046073472491653,3.672241006927906,3.7350357226012223,0.0,3.062646932062724,1.7736475495869084,82.79024223488697
2024-03-06,18.148947744771306,27.741117885615253,16.186432350513332,3.086717351815598,6.142602011373077,3.6587887264519883,3.27111850978039,0.0,3.054998495921846,1.6674018044580876,82.95812488070088
2024-03-07,17.06550720453937,27.538302458293355,16.224674531217723,3.053448237037843,6.655574711166436,3.7061172492917405,3.3155849350683906,0.0,3.071086585735417,1.6452477135672692,82.27554362591755
2024-03-08,17.89707683047688,26.816712069278122,16.222037139445007,2.9463701310655535,6.783224472965914,3.666292633523721,3.343040183422369,0.0,3.0584271052263774,1.5898624863402229,82.32304305174416
2024-03-11,18.503676938201675,25.99041722688604,16.22335583533136,2.983493002701602,6.771092470811419,3.659120510336996,3.260990925373159,0.0,3.0679217156081564,1.315689259737352,81.77575788498777
2024-03-12,18.420335358183834,25.983560008276978,16.214388703304127,2.9565341114792485,6.765817687265985,3.6590809494604053,3.191438157021434,0.0,3.0658118021899834,1.316480477269167,81.57344725445115
2024-03-13,18.578578864546824,25.75094205392339,16.191970873236038,2.9119621905203394,6.753158206756946,3.6648832113603813,3.346930336287126,0.0,3.0547347567445744,1.288524124478372,81.54168461785399
2024-03-14,18.670360098237357,25.74039248683252,16.172454174117938,3.0195952037216087,6.756323076884206,3.665938168069468,3.2965814723892586,0.0,3.0544710175673027,1.3009198658101395,81.6770355636298
2024-03-15,19.019814508122295,26.841767291118927,16.193025829945125,2.7547957949573267,6.752894467579675,3.6533894580148827,2.715358875779897,0.056176444758861396,3.0186024894583583,1.305930910178301,82.31175606991364
2024-03-18,19.143508182262696,27.37267425496676,16.06431425421795,2.9634926059323834,6.806169781388547,4.433239831289424,2.452682039914298,0.056176444758861396,3.0164925760401853,1.2618864675739354,83.57063643834503
2024-03-19,19.131903658462747,27.66828525685498,16.020533550790855,2.9628248183355317,6.7706704881277835,4.360184079185178,2.469114573093385,0.056176444758861396,3.0117452708492953,1.1603468843243503,83.61178502478296
2024-03-20,18.81647160244585,27.94362895792658,15.97648910818649,2.796932875831664,6.778582663445933,4.369151211212413,2.7006802081296666,0.056176444758861396,3.0004044862266146,1.2951176039101633,83.73363516207424
