date,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,UBS SECURITIES HONG KONG LTD,TOTAL_CCASS_PCT
2024-03-01,27.21545865099511,0.0,3.6968407518079514,2.57588984938183,8.573493566042659,4.488384930399096,0.0,2.7323029776242143,1.0590704600131748,0.8483648796885294,51.18980606595257
2024-03-04,27.190360956034027,0.0,3.6907145462067255,2.586484581421597,8.58010107518512,4.482980103525668,0.0,2.767834970111324,1.0590698113561112,0.8493930011344292,51.206939044974995
2024-03-05,27.193081856197054,0.0,3.5997584112802903,2.7416577656502934,8.53230333798925,4.478151860708824,0.0,2.78462798075939,1.059429527734414,0.8539336005800436,51.242944340899555
2024-03-06,27.18022576148736,0.0,3.647831106998145,2.7535498118173787,8.534582863056963,4.477864217337594,0.0,2.8083400000864875,1.0589243680278375,0.8502463455381764,51.311564474349936
2024-03-07,27.166798560269612,0.0,3.6409841713261866,2.7590994333620182,8.653059355004245,4.47908945845784,0.0,2.8091328031642933,1.059356806070277,0.8502463455381764,51.417766933192645
2024-03-08,27.1004412309493,0.0,3.6313263883783717,2.757297608185187,8.76452955786093,4.473828777598556,0.0,2.8019255024569687,1.0594282304202867,0.8516878056796413,51.44046510152924
2024-03-11,27.14471582334041,22.23884706252045,3.67903871906086,2.725080974023447,8.74531864197157,4.462225023459763,0.0,2.7927722305586666,1.0502749585219844,0.8609852235920898,73.69925865704926
2024-03-12,27.00290209170281,22.23884706252045,3.7924816321941472,2.7301260845185737,8.778848734614215,4.450405698956815,0.0,2.8146824247089333,1.0491672684762758,0.8630635208240539,73.72052451851627
2024-03-13,26.95980344249511,22.238919135527524,3.8095629348705065,2.715927702125145,8.785112887950978,4.434478213050692,0.0,2.818862659119181,1.0487341817767726,0.8521084237489207,73.66350958066484
2024-03-14,26.98063513616753,22.23855877049216,3.8132386582312416,2.7301260845185737,8.721662551297962,4.434790721609361,0.0,2.819295097161621,1.0520253235717651,0.8524554552779784,73.64278779832819
2024-03-15,26.942543687053238,22.23855877049216,3.8675817055644686,2.7046122400146455,8.774292495326065,4.435584173344231,0.0,2.8239077696143084,1.054763449183485,0.8552730053434928,73.69711729593608
2024-03-18,26.977045179685216,22.240000230633623,3.7658866925841203,2.747856044258592,8.69252120027503,4.416954021745868,0.0,2.8420280046876285,1.0475193912425529,0.9162729318290255,73.64608369694166
2024-03-19,26.967109915660163,22.240000230633623,3.9903220366102046,2.8485420351399156,8.291011991506917,4.417459109379437,0.0,2.8421721507017748,1.055879283478993,0.936653088112134,73.58914984122316
2024-03-20,27.289347897846604,22.240000230633623,3.98578143716459,2.903173374501435,7.991018261858532,4.401531551400306,0.0,2.8467121735633327,1.0563111449373757,0.9068018900425375,73.62067796194833
2024-03-21,27.26579674547129,22.240000230633623,3.9947184900416723,2.8889749921080057,8.07902394409441,4.408666779100558,0.0,2.8481536337047975,1.0587247978712517,0.8987954438327849,73.6828550568584
2024-03-22,27.282894480793264,22.240720960704355,4.003295177883389,2.9121825003855903,8.076097996226258,4.4138587743841,0.0,2.8476317530605804,1.0571364529413716,0.8996618334508124,73.73347992982971
2024-03-25,27.316308968332564,22.241225471753868,4.008700653413881,2.906993243876317,8.05105471638551,4.401534290174576,0.0,2.8861064864264905,1.059370716160642,0.8958862169022733,73.76718076342613
2024-03-26,27.429783305296933,22.241225471753868,3.919185978628912,2.921335772283893,8.03821937870185,4.397931216404969,0.0,2.88675514349015,1.0601759157956643,0.894012318718369,73.78862450107461
2024-03-27,27.336415679626835,22.241225471753868,3.932519484937462,2.9271016128497522,8.093307805074227,4.4420034277922165,0.0,2.8879800242453597,1.060716895786756,0.8968421211950857,73.81811252326156
2024-03-28,27.256121809147793,22.23852273398862,3.946789940337965,2.992039392222746,8.19618056306316,4.469102878451756,0.0,2.88466466591999,1.070662970762864,0.8941545187613245,73.94823947265621
2024-04-02,27.274723708127386,22.23852273398862,3.947150305373331,2.9916069541803063,8.233903574965296,4.477391850849236,0.0,2.8858178340331624,1.06850020396661,0.8942265917683977,74.01184375725235
2024-04-03,27.256190999234587,22.23852273398862,3.922213044925988,3.0147423894508183,8.283081798538648,4.482484889894067,0.0,2.928970465923162,1.0631668014431899,0.8860824140421281,74.0754555374412
2024-04-05,27.269976691589516,22.23852273398862,3.8224640031366173,2.95326411441734,8.445497671321142,4.427130153760554,2.33621214545486,2.9310891961120937,1.055601802401761,0.9006413776899449,76.38039988987244
2024-04-08,27.3238302190587,22.245730034695946,4.091800830569333,3.06209435509794,8.371902266119488,4.360751418757144,2.33621214545486,2.909719693660891,0.9909518105460107,0.9038128062201887,76.5968055801805
2024-04-09,27.472848224337326,22.245730034695946,4.091800830569333,3.06209435509794,8.363088458084501,4.4406088151053495,2.33621214545486,2.9210351557713903,0.9895156117340622,0.9127498590972711,76.83568348994798
2024-04-10,27.396659632341176,22.245730034695946,4.139296942230602,3.2634663368605863,8.406558715716672,4.384042820014963,2.33621214545486,2.9505131598103618,0.9811798639549918,0.8886056179467553,76.99226526902692
2024-04-11,27.385095734575295,22.24580210770302,4.062322970676377,3.2220964308005438,8.457002613367237,4.355646055228104,2.33621214545486,2.9951263511887,0.9817564480115778,0.8988001285782447,76.93986098558395
2024-04-12,27.481301018679883,22.246522837773753,4.067944665228089,3.2445111360003227,8.321649506083682,4.268413355993086,2.33621214545486,2.9784054856207143,0.9824294657516278,0.9078813995424805,76.83527101612849
2024-04-15,27.485337827806056,22.245946253717168,4.075224038942487,3.1882941904831914,8.378600515177855,4.2540467552011485,2.33621214545486,2.98647809485096,0.9871725903471179,0.9096839454493824,76.84699635743021
2024-04-16,27.507304959631906,22.245874180710093,4.0218179407012125,3.2249072780764005,8.288989983293476,4.255429043403806,2.33621214545486,2.9988746520675584,0.9788712934654288,0.9243299012167364,76.78261137802149
2024-04-17,27.409899371667525,22.245874180710093,4.0312595046278075,3.2089070705061404,8.380275924300278,4.258744906240225,2.336500437483153,2.9604597392975185,0.9822582202868216,0.9258434343652746,76.74002278948484
2024-04-18,27.45989209229381,22.245874180710093,3.981889494782635,3.166023631297559,8.525276940529679,4.257274616895931,2.336500437483153,3.0146587126896063,0.983440217602823,0.9275732586080396,76.89840358289332
2024-04-19,27.432772533265297,22.245874180710093,3.9539972410452893,3.077157613576248,8.600980913626268,4.253455252032098,2.336500437483153,3.0153794427603384,0.9832234940705536,0.9546727092675797,76.85401381783691
2024-04-22,27.43792474424894,22.247099421830338,4.032231048763156,3.0834279651916203,8.358521840283334,4.309494105148751,2.336500437483153,3.0427671854481715,0.9743203875798029,0.9222398560846196,76.74452699206188
2024-04-23,27.445338245829497,22.247099421830338,4.078501919304179,3.1440413641402194,8.228042093519052,4.315366325473051,2.336788729511446,3.052821369934889,0.9725851578615073,0.9053026994224069,76.72588732682658
2024-04-24,27.03721662695444,22.246378691759606,4.066609873137093,3.0942389162526074,8.304205604108738,4.322357911670205,2.336788729511446,3.0586088324028706,0.9757558656616807,1.3675974174800105,76.8097584689387
2024-04-25,27.040926657066542,22.246450764766678,3.807363266694631,3.0107783740617897,8.476407621864643,4.336700440077782,2.336788729511446,3.0521222617662787,0.9816658522416868,1.3639937671263485,76.65319773517783
2024-04-26,27.041213435561684,22.24630661875253,3.822066160137573,3.019499207917652,8.387295042386135,4.339508836871397,2.336788729511446,3.0499600715540818,0.9785756499904144,1.3620766251382,76.58329037782113
2024-04-29,27.125164074200605,22.24630661875253,3.7739213914126455,2.9750301625534603,8.486680620000836,4.355869409477023,2.336788729511446,3.0461402021791995,0.9777107739055354,1.3656802754918622,76.68929225748514
