date,CHINA SECURITIES (INTERNATIONAL),CANFIELD SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,YUANTA SECURITIES (HONG KONG) CO LTD,FUZE SECURITIES (INTERNATIONAL) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,TOTAL_CCASS_PCT
2024-03-06,0.0,0.0,0.0,0.0,0.0,3.5786492374727668,0.0,0.0,3.5786492374727668
2024-03-07,0.0,0.0,0.0,0.0,7.713289760348584,3.5786492374727668,0.0,0.0,11.291938997821351
2024-03-11,0.0,16.623529411764707,0.0,0.0,7.713289760348584,3.5786492374727668,0.0,0.0,27.915468409586058
2024-03-12,0.0,16.634858387799564,5.034531590413943,0.0,7.7178649237472765,3.5786492374727668,0.0,0.0,32.96590413943355
2024-03-13,0.0,16.63376906318083,5.034531590413943,0.0,7.7178649237472765,3.5786492374727668,0.0,0.0,32.964814814814815
2024-03-15,0.0,16.63442265795207,5.034531590413943,0.0,7.7178649237472765,3.5786492374727668,1.7904130718954248,0.0,34.75588148148148
2024-03-18,0.0,16.638779956427015,5.034531590413943,0.0,7.7178649237472765,3.5786492374727668,1.7901952069716776,0.0,34.76002091503268
2024-03-20,0.0,16.638997821350763,5.034531590413943,0.0,7.7178649237472765,3.5786492374727668,1.7899773420479301,1.940087145969499,36.700108061002176
2024-03-22,0.0,16.640305010893247,5.04760348583878,0.0,7.7178649237472765,3.5786492374727668,1.7899773420479301,1.9474945533769064,36.721894553376906
2024-03-26,0.0,16.640305010893247,5.043028322440088,0.0,7.720915032679739,3.5786492374727668,1.7899773420479301,1.9474945533769064,36.72036949891068
2024-03-27,0.0,16.640305010893247,5.043246187363835,0.0,7.720915032679739,3.5786492374727668,1.7899773420479301,1.9474945533769064,36.720587363834426
2024-04-03,0.0,16.640305010893247,5.043028322440088,0.0,7.720915032679739,3.5786492374727668,1.7899773420479301,1.9474945533769064,36.72036949891068
2024-04-22,0.0,16.73747276688453,5.043028322440088,0.0,7.720915032679739,3.5786492374727668,1.7899773420479301,1.9474945533769064,36.817537254901964
2024-04-30,18.05294117647059,16.73747276688453,5.245860566448802,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.7899773420479301,1.9562091503267973,55.082461002178654
2024-05-02,18.05359477124183,16.73747276688453,5.1645969498910675,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.7840949891067537,1.9562091503267973,54.99596862745098
2024-05-03,18.05359477124183,16.73747276688453,5.132788671023965,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.783659259259259,1.9518518518518517,54.95936732026144
2024-05-06,18.05359477124183,16.73747276688453,5.136710239651416,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.783659259259259,1.9453159041394337,54.95675294117647
2024-05-07,18.05359477124183,16.73747276688453,5.127995642701525,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.783659259259259,1.9453159041394337,54.94803834422658
2024-05-08,18.054248366013073,16.73747276688453,5.136710239651416,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.783659259259259,1.9453159041394337,54.95740653594772
2024-05-09,18.054248366013073,16.73747276688453,5.1419389978213506,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.783659259259259,1.9263616557734204,54.94368104575164
2024-05-13,18.054248366013073,16.73747276688453,5.1458605664488015,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.783659259259259,1.9263616557734204,54.947602614379086
2024-05-20,18.054248366013073,16.73747276688453,5.137145969498911,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.783659259259259,1.9263616557734204,54.9388880174292
2024-05-21,18.054248366013073,16.73747276688453,5.148474945533769,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.783659259259259,1.9263616557734204,54.95021699346405
2024-05-24,18.054248366013073,16.73747276688453,5.183333333333334,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.783659259259259,1.9080610021786495,54.96677472766884
2024-05-27,18.05511982570806,16.73747276688453,5.183115468409586,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.783659259259259,1.9080610021786495,54.967428322440085
2024-05-28,18.056209150326797,16.73747276688453,5.163289760348584,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.783659259259259,1.9137254901960783,54.95435642701525
2024-05-29,18.057298474945537,16.73747276688453,5.163289760348584,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.7838771241830067,1.9152505446623094,54.95718867102396
2024-06-03,18.05816993464052,16.73747276688453,5.163289760348584,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.7838771241830067,1.9152505446623094,54.958060130718955
2024-06-04,18.05816993464052,16.73747276688453,5.163289760348584,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.7840949891067537,1.9152505446623094,54.9582779956427
2024-06-19,18.05816993464052,16.73747276688453,5.150217864923747,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.7840949891067537,1.9152505446623094,54.94520610021787
2024-06-24,18.05816993464052,16.73747276688453,5.150435729847494,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.7840949891067537,1.9152505446623094,54.945423965141615
2024-07-02,18.05816993464052,16.73747276688453,5.1491285403050115,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.7840949891067537,1.9150326797385622,54.94389891067538
2024-07-03,18.05816993464052,16.73747276688453,5.148910675381264,0.00043572984749455336,7.720915032679739,3.5786492374727668,1.7840949891067537,1.9150326797385622,54.94368104575164
