date,PRIME CHINA SECURITIES LTD,MONMONKEY GROUP SECURITIES LTD,CHINA SUNRISE SECURITIES (INTL) LTD,THE HONGKONG AND SHANGHAI BANKING,ZHONGTAI INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,PHILLIP SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CMB WING LUNG BANK LTD
2024-03-01,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,37.20143057861796,0.0,32.35406820794482,0.0,0.0,0.0,30.44450121343722
2024-03-06,0.0,0.0,0.0,37.249008824657885,0.0,32.267553395574886,0.0,0.0,0.0,30.483437779767236
2024-03-07,0.0,0.0,0.0,37.24098234842671,0.0,32.27168073676132,0.0,0.0,0.0,30.487336914811973
2024-03-08,0.0,0.0,0.0,27.603697558663193,0.0,23.929841194595873,0.0,0.0,25.868689262858496,22.597771983882435
2024-03-11,0.0,0.0,0.0,27.58277675145659,0.0,23.930652266590876,0.0,0.0,25.905925820662212,22.58064516129032
2024-03-12,0.0,0.0,0.0,27.648259816722852,0.0,23.80703670291059,0.0,0.0,25.910450595888136,22.63425288447842
2024-03-14,0.0,0.0,0.0,27.64563452499644,0.0,23.814271471300387,0.0,0.0,25.907990314769975,22.6321036889332
2024-03-15,0.0,0.0,0.0,27.643009731782577,0.0,23.82150486589129,0.0,0.0,25.905530500830764,22.62995490149537
2024-03-18,0.0,0.0,0.0,27.611266802830954,0.0,23.825583052296583,0.0,0.0,25.920296394813093,22.642853750059373
2024-03-22,0.0,0.0,0.0,23.97805552118137,0.0,20.7152580126222,13.207936311512603,0.0,22.509590397228067,19.58915975745576
2024-04-08,0.0,0.0,0.0,23.972122561755125,0.0,20.734875664975874,13.204668233741598,0.0,22.50402078436224,19.58431275516516
2024-04-09,0.0,0.0,0.0,23.600973236009732,0.0,20.734875664975874,13.204668233741598,0.0,22.875170110107636,19.58431275516516
2024-04-12,0.0,0.0,0.0,23.628256471656826,0.0,20.643243466413445,13.21993311589117,0.0,22.90161430163907,19.606952644399488
2024-04-15,0.0,0.0,0.0,23.632159226989305,0.0,20.630135854977908,13.22211669488376,0.0,22.905397035140602,19.610191188008425
2024-04-16,0.0,0.0,0.0,23.630207688178704,0.0,20.63669020190759,13.221024815227715,0.0,22.903505512201164,19.608571782484827
2024-04-18,0.0,0.0,0.0,23.632159226989305,0.0,20.630135854977908,13.22211669488376,0.0,22.905397035140602,19.610191188008425
2024-04-23,0.0,0.0,0.0,17.36821340778732,0.0,15.167976692664867,9.717459257685654,26.499954477861067,16.834086977633454,14.412309186367636
2024-04-30,0.0,0.0,0.0,0.6336791370838089,0.0,0.5480887172051115,0.35454142878601363,0.9668506421484918,0.6022332389653742,0.5258329935367828
2024-05-02,0.0,0.0,0.0,14.443631224288922,0.0,12.492744113267547,8.081164979935895,22.03770537314186,30.959291320697574,11.985462988668198
2024-05-21,0.0,0.0,0.0,14.539772871624196,0.0,11.9661593963568,8.134955920835345,22.128502832753234,31.16536673356876,12.065242244861665
2024-05-27,0.0,0.0,0.0,14.539034118334476,0.0,11.97063231969108,8.134542590757817,22.127378502654775,31.163783248228032,12.064629220333815
2024-06-06,0.0,0.0,0.0,14.536818308821662,0.0,11.968807945337701,8.133302852498158,22.12400619776982,31.174274175112398,12.062790520460261
2024-06-26,91.82685062423955,0.0,0.0,1.187150932145809,0.0,0.9790935522852033,0.6642071089866993,1.806759500085619,2.550829112807446,0.9851091694496674
2024-06-27,91.82651153060142,0.0,0.0,1.1851257487290703,0.0,0.9803788357244156,0.6650644408236303,1.8068344602538426,2.550934943483525,0.9851500403840986
2024-07-02,91.82352116800557,0.0,0.0,1.1852585208998547,0.0,0.9804886696608984,0.6651389494144817,1.807036883780454,2.553295399389902,0.9852604088488376
2024-07-03,91.82580726610816,0.0,0.0,1.1852880298668516,0.0,0.9805130805445021,0.665155509146355,1.8045922079086076,2.5533589678927613,0.9852849385327637
2024-07-04,91.7953353145182,0.0,0.0,1.1848946977465948,0.0,0.9801877020042723,0.6649347804963388,1.8371778807350494,2.552511648025091,0.984957976474458
2024-07-05,91.65960035956104,0.0,0.0,1.1831426301946157,0.0,0.978738328426353,0.663951561772088,1.9823282436938323,2.5487373271145,0.9835015492375688
2024-07-09,91.65960035956104,0.0,0.0,1.1831426301946157,0.0,0.9774957490842966,0.663951561772088,1.9835708230358886,2.5487373271145,0.9835015492375688
2024-07-12,91.66111897573316,0.0,0.0,1.1790202327368957,0.0,0.9675711448000662,0.6639625621209357,1.9960296861265066,2.5487795545921266,0.983517843890307
2024-07-16,91.63910396520893,0.0,0.0,1.1787370576772627,0.0,0.9640259512638916,0.6638030927302484,2.0228809157749614,2.548167393085205,0.9832816242594976
2024-07-22,91.63606824191488,0.0,0.0,1.1786980097229645,0.0,0.9627517557020525,0.6637811029636087,2.027368858459032,2.5480829800914324,0.9832490511460318
2024-07-23,91.63417101698953,0.0,0.0,1.1786736060652518,0.0,0.962731822976185,0.6637673600992794,2.029397275013455,2.548030224810303,0.9832286940460006
