date,DBS BANK LTD,UBS SECURITIES HONG KONG LTD,THE HONGKONG AND SHANGHAI BANKING,DEUTSCHE BANK AG,CITIBANK N.A.,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CHINA INDUSTRIAL SECURITIES,INTERACTIVE BROKERS HONG KONG LTD,DBS VICKERS (HONG KONG) LTD
2024-03-01,0.0,0.0,94.34853454256151,0.0,0.0,0.0,5.651465457438488,0.0,0.0,0.0
2024-03-04,0.0,0.0,81.96302751323714,0.0,0.0,13.117851974672453,4.9191205120904025,0.0,0.0,0.0
2024-03-05,0.0,0.0,66.7080190974475,0.0,18.584686682419004,10.68136262815301,4.025931591980477,0.0,0.0,0.0
2024-03-06,0.0,0.0,66.68673798461035,0.0,18.58737387141913,10.680497203653285,4.045390940317247,0.0,0.0,0.0
2024-03-07,0.0,0.0,64.61362421546026,0.0,18.024522833949167,10.357077178137205,3.967681292170635,0.0,3.037094480282728,0.0
2024-03-08,32.471492674947214,0.05932031161585239,43.52861748699097,0.0,12.20304101347091,6.992865398338881,2.6920560851981707,0.0,2.0526070294380054,0.0
2024-03-11,32.472602030436406,0.05932233823390689,43.50540141095406,0.0,12.20345791794366,6.999937098853258,2.7066020489112326,0.0,2.052677154667481,0.0
2024-03-12,32.50112911558804,0.05933075797598091,43.4387703289595,0.0,12.209921048842228,7.0009306143932974,2.752457031348102,0.0,2.03746110289285,0.0
2024-03-13,32.90983823452524,0.06007685580329021,43.96213453708475,0.0,12.363463593669435,5.816808252426377,2.822732888271385,0.0,2.0649456382195175,0.0
2024-03-14,32.90869964249397,0.06007477730540172,43.95715383380629,0.0,12.363035851028274,5.816607006480516,2.8295546922401855,0.0,2.064874196645362,0.0
2024-03-15,32.908174165051385,0.06007381804719081,43.95352451921112,0.0,12.362838441330165,5.816514128432842,2.8340337026488918,0.0,2.064841225278401,0.0
2024-03-18,32.910889312485786,0.06007877454438593,43.94277883441902,0.0,12.363858459302222,5.816994030275277,2.839058245806616,0.0,2.0663423431666907,0.0
2024-03-19,32.91185285959766,0.06008053349806072,43.94406536719033,0.0,12.36422044162354,5.817164337061715,2.8356813032343164,0.0,2.0669351577943753,0.0
2024-03-20,31.978166785404788,0.05837609109864537,42.69559294234683,0.0,12.016300907693754,5.644377245224575,2.757821102391615,0.0,2.008297663839687,2.8410672620001116
2024-03-21,31.986935185883763,0.05839209779936042,42.66746351139291,0.0,12.019595772572707,5.645924931196466,2.7663376618119733,0.0,2.0212649238240146,2.834085915518804
2024-03-22,31.997612652828224,0.058411589497781906,42.65945240633096,0.0,12.023607999308455,5.647809581178511,2.750958876498986,0.0,2.0271149407603875,2.83503195359669
2024-03-25,31.998689072023424,0.05841355449925996,42.65881730495523,0.0,12.024012480811074,5.647999576935693,2.7497575508327854,0.0,2.0271831341427125,2.8351273257998275
2024-03-26,32.003906591131766,0.05842307907184793,42.662926024976386,0.0,12.025973045968492,5.648920506716607,2.74761774907698,0.0,2.016643397976471,2.8355896050814464
2024-03-27,32.004983433839584,0.058425044846447595,42.66099679143667,0.0,12.026377686612658,5.649110577226823,2.747710198794908,0.0,2.0167112524345256,2.8356850148083774
2024-03-28,32.00746873206415,0.058429581754286565,42.6606857372457,0.0,12.027311576648074,5.649549250301502,2.745076273910586,0.0,2.0155736324680533,2.8359052156076467
2024-04-02,32.00746873206415,0.058429581754286565,42.66094458216691,0.0,12.027311576648074,5.649549250301502,2.7448174289893776,0.0,2.0155736324680533,2.8359052156076467
2024-04-03,32.01177749679658,0.058437447397249494,42.65322574310958,0.0,12.028930663005113,5.650309778375983,2.7449280496242277,0.0,2.0161038436743555,2.8362869780169087
2024-04-05,32.01716508433524,0.05844728242947849,42.660404288178505,0.0,12.030955134059552,5.6512607264623425,2.7505684881921613,0.0,1.994434670750212,2.8367643255925112
2024-04-08,32.01981810133155,0.058452125507660616,42.6631623944341,0.0,12.031952047070694,5.651729003110771,2.7463943452713804,0.0,1.9914925967710218,2.836999386502823
2024-04-09,32.01956936231089,0.05845167143498574,42.6628309748989,0.0,12.031858579457625,5.6516850988783105,2.7474087816186548,0.0,1.9912181835129859,2.8369773478876508
