date,THE HONGKONG AND SHANGHAI BANKING,BNP PARIBAS,HUATAI FINANCIAL HOLDINGS (HONG KONG),GF SECURITIES (HONG KONG) BROKERAGE LTD,EDDID SECURITIES AND FUTURES LTD,MERRILL LYNCH FAR EAST LTD,UOB KAY HIAN (HONG KONG) LTD,CITIBANK N.A.
2024-03-01,0.0,3.8976377952755907,0.0,0.0,0.0,0.35790980672870437,0.35790980672870437,95.386542591267
2024-03-07,0.0,12.423352902804957,0.0,0.0,0.0,0.32615786040443573,0.32615786040443573,86.92433137638616
2024-03-13,54.31913617276545,14.560587882423516,0.0,0.0,0.0,0.14997000599880025,0.14997000599880025,30.820335932813435
2024-03-27,54.38438438438439,14.578078078078077,0.0,0.0,0.0,0.03003003003003003,0.15015015015015015,30.85735735735736
2024-04-08,55.82614056720099,12.313501849568434,0.0,0.0,0.0,0.030826140567200986,0.15413070283600494,31.675400739827374
2024-04-16,60.487641950567806,15.011690046760187,0.0,0.0,0.0,0.033400133600534405,0.16700066800267202,24.300267201068802
2024-04-17,82.05709107385591,16.99139102854554,0.0,0.0,0.0,0.31717263253285005,0.22655188038060714,0.40779338468509285
2024-04-29,71.52448657187995,26.658767772511847,0.0,0.9873617693522907,0.0,0.2764612954186414,0.1974723538704581,0.35545023696682465
2024-05-02,89.1240157480315,8.612204724409448,0.0,1.2303149606299213,0.0,0.34448818897637795,0.24606299212598426,0.44291338582677164
2024-05-03,89.16789758739537,8.567208271787297,0.0,1.2309207287050714,0.0,0.34465780403741997,0.2461841457410143,0.4431314623338257
2024-05-08,50.30555555555556,5.490277777777778,0.0,0.6944444444444444,0.0,0.19444444444444445,0.1388888888888889,43.17638888888889
2024-05-16,56.59375,3.0515625,0.0,0.78125,0.0,0.21875000000000003,0.15625,39.1984375
2024-05-31,56.625,3.0515625,0.0,0.78125,0.0,0.1875,0.15625,39.1984375
2024-06-04,57.05445544554455,3.02134900990099,0.0,0.7735148514851485,0.0,0.18564356435643564,0.1547029702970297,38.81033415841584
2024-06-20,57.05445544554455,3.268873762376238,0.0,0.7735148514851485,0.0,0.18564356435643564,0.1547029702970297,38.5628094059406
2024-08-08,57.05445544554455,41.80074257425743,0.0,0.7735148514851485,0.0,0.18564356435643564,0.1547029702970297,0.03094059405940594
2024-08-12,71.41750580945005,7.3857474825716505,0.0,0.9682416731216111,0.0,0.23237800154918667,0.19364833462432224,19.80247869868319
2024-08-16,63.98334489937544,17.026370575988896,0.0,0.8674531575294934,0.0,0.2081887578070784,0.17349063150589866,17.741151977793198
2024-08-19,71.41750580945005,7.3857474825716505,0.0,0.9682416731216111,0.0,0.23237800154918667,0.19364833462432224,19.80247869868319
2024-09-02,71.36222910216719,7.457430340557275,0.0,0.9674922600619196,0.0,0.23219814241486067,0.19349845201238391,19.787151702786375
2024-09-16,71.36222910216719,7.457430340557275,0.0,0.9674922600619196,0.0,0.23219814241486067,0.19349845201238391,19.787151702786375
2024-09-23,63.938973647711514,17.08391123439667,0.0,0.8668515950069348,0.0,0.20804438280166435,0.17337031900138697,17.72884882108183
2024-09-26,64.52064380685795,16.154653603918824,0.0,1.0496850944716585,0.0,0.2099370188943317,0.17494751574527642,17.890132960111966
2024-10-02,62.763784887678696,16.735874744724303,1.7018379850238259,1.0211027910142956,0.0,0.2042205582028591,0.17018379850238255,17.40299523485364
2024-10-08,62.78515491998638,16.741573033707866,1.7024174327545116,1.0214504596527068,0.0,0.17024174327545114,0.17024174327545114,17.408920667347633
2024-10-09,60.124042320321045,17.938708500547246,1.8241517694272162,1.0944910616563297,0.0,0.18241517694272164,0.18241517694272164,18.653775994162714
2024-10-15,67.51331421548545,7.853338795575583,2.0483408439164275,1.2290045063498567,0.0,0.20483408439164277,0.20483408439164277,20.94633346988939
2024-10-16,66.10509426393902,9.775371038908945,2.0056157240272765,1.203369434416366,0.0,0.20056157240272765,0.20056157240272765,20.509426393902928
2024-12-12,66.10509426393902,9.855595667870036,2.0056157240272765,1.1231448054552748,0.0,0.20056157240272765,0.20056157240272765,20.509426393902928
2024-12-20,66.10509426393902,9.454472523064581,2.0056157240272765,1.1231448054552748,0.4011231448054553,0.20056157240272765,0.20056157240272765,20.509426393902928
2025-02-07,71.57726180944756,4.031224979983987,2.00160128102482,1.120896717373899,0.4003202562049639,0.20016012810248196,0.20016012810248196,20.46837469975981
2025-02-14,71.57726180944756,24.459567654123298,2.00160128102482,1.120896717373899,0.4003202562049639,0.20016012810248196,0.20016012810248196,0.040032025620496396
2025-02-19,71.61135545781687,24.430227908836464,1.9992003198720514,1.1195521791283487,0.39984006397441024,0.19992003198720512,0.19992003198720512,0.03998400639744103
2025-03-13,71.56587905486585,24.46936323588306,2.002402883460152,1.1213456147376852,0.4004805766920304,0.2002402883460152,0.2002402883460152,0.040048057669203045
2025-03-20,70.4930966469428,25.60157790927022,1.9723865877712032,1.1045364891518739,0.39447731755424065,0.19723865877712032,0.19723865877712032,0.03944773175542406
2025-04-03,80.35071942446042,15.197841726618705,2.2482014388489207,1.2589928057553956,0.44964028776978415,0.22482014388489208,0.22482014388489208,0.04496402877697842
2025-04-08,86.24517374517374,8.976833976833976,2.413127413127413,1.3513513513513513,0.4826254826254826,0.2413127413127413,0.2413127413127413,0.04826254826254826
2025-04-15,89.66382338183642,5.368790767686904,2.5087807325639737,1.4049172102358254,0.5017561465127948,0.2508780732563974,0.2508780732563974,0.050175614651279475
