date,HUATAI FINANCIAL HOLDINGS (HONG KONG),THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,TSE\,BRIGHT SMART SECURITIES INTERNATIONAL,KINGSTON SECURITIES LTD,HANG SENG BANK LTD,CITIC SECURITIES BROKERAGE (HK) LTD,TOTAL_CCASS_PCT
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.42120927361480737,0.0,0.0,0.0,0.42120927361480737
2024-04-03,0.0,7.499085551415127,0.0,0.0,0.0,0.0,0.42120927361480737,0.0,0.0,0.0,7.920294825029934
2024-04-24,0.0,7.383700629284134,0.0,0.0,0.0,0.0,0.42120927361480737,0.0,0.0,0.0,7.804909902898942
2024-05-28,0.0,7.383700629284134,0.0,3.9483912658770883,0.0,0.0,0.42120927361480737,0.0,1.6764461875369416,0.0,13.429747356312971
2024-06-04,0.0,7.383700629284134,0.0,3.9480066494699853,0.0,0.0,0.42120927361480737,0.0,1.6764461875369416,0.0,13.429362739905867
2024-06-19,0.0,7.383700629284134,0.0,3.9480066494699853,0.9862333910943074,0.0,0.42120927361480737,0.0,1.6764461875369416,0.0,14.415596131000177
2024-06-27,0.0,7.383700629284134,0.0,3.9480066494699853,0.9862333910943074,0.0,0.42174773658475206,0.0,1.6764461875369416,0.0,14.41613459397012
2024-07-30,0.0,7.383700629284134,0.0,3.9518528135410183,0.9862333910943074,0.0,0.42174773658475206,0.0,1.6764461875369416,0.0,14.419980758041154
2024-08-13,0.0,7.383700629284134,0.0,3.9518528135410183,0.9862333910943074,0.0,0.42174773658475206,0.0,1.6726000234659084,0.0,14.41613459397012
2024-08-14,0.0,7.383700629284134,0.0,3.9518528135410183,0.9862333910943074,0.0,0.42174773658475206,0.0,1.6649076953238424,0.0,14.408442265828054
2024-08-20,0.0,7.385085248349707,0.0,3.9518528135410183,0.9862333910943074,0.0,0.42174773658475206,0.0,1.6649076953238424,0.0,14.409826884893626
2024-08-29,0.0,7.385085248349707,0.0,3.9518528135410183,0.9862333910943074,0.0,0.42174773658475206,0.0,1.6646307715107278,0.0,14.409549961080511
2024-09-30,0.0,7.388931412420739,0.0,3.9518528135410183,0.9862333910943074,0.0,0.42174773658475206,0.0,1.6646307715107278,0.0,14.413396125151545
2024-10-25,0.0,7.388931412420739,0.0,3.9518528135410183,0.9862333910943074,0.0,0.422901585806062,0.0,1.6646307715107278,0.0,14.414549974372855
