date,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF COMMUNICATIONS TRUSTEE LTD,ICBC (ASIA) SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD
2025-04-07,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-09,93.40993578911795,0.8989523487664751,1.8114227779655288,1.8790131801284218,0.06759040216289286,0.04731328151402501,0.31767489016559647,0.8448800270361609,0.6894221020615073,0.03379520108144643
2025-04-10,83.95104491398222,3.434938228841935,4.5318092599007045,3.3194781203094332,0.49647846668975865,0.5368895046761344,0.47338644498325827,0.796674748874264,2.136012007851287,0.32328830389100566
2025-04-11,81.16404981050353,4.2122360584731995,7.0925825663237685,3.3405522468868436,0.6876015159718463,0.5197617758527342,0.4439631835408771,0.8283703302652952,1.4022739577693557,0.3086085544125609
2025-04-14,79.80733800073696,4.763910091067011,7.790703795336105,3.1741853976943726,0.5685108174974995,0.7264304890245828,0.557982839395694,0.8264462809917356,1.5897246933726379,0.19476759488340264
2025-04-15,78.87725482065105,4.815467551316608,7.930748496786233,3.312253783951897,0.554634045200083,0.7256894049346879,0.5650010366991499,0.8138088326767571,1.2751399543852375,1.1300020733982998
2025-04-16,77.47191579799615,5.697803866005465,8.485983200080964,3.4713085720068824,0.5515636069223763,0.6679485881995749,0.5768646898087237,0.7944540026313127,1.1638498127719867,1.118307863576561
2025-04-17,75.70535975788343,6.3750854241921315,8.781606951088548,3.6561554232158544,0.893292980572098,0.8103094796446353,0.7614956555696573,0.7907839500146442,1.1324807185394903,1.093429659279508
2025-04-22,71.74776347370718,7.2659829805804055,8.47479816713943,3.7049967270346937,1.5186559022474362,3.6002618372245254,0.6764128300240018,0.706960506218634,1.1302640192013964,1.1739035566222997
2025-04-23,71.48972972972973,7.286486486486486,8.406486486486486,3.775135135135135,1.5956756756756758,3.6454054054054055,0.6702702702702703,0.7524324324324324,1.1286486486486487,1.2497297297297296
2025-04-24,68.59670781893004,9.308641975308642,8.31275720164609,4.316872427983539,2.185185185185185,3.5349794238683128,0.6378600823045267,0.7160493827160495,1.1193415637860082,1.271604938271605
2025-04-25,65.7675065697944,9.13587880661617,8.258618024424177,4.142835059514608,4.281960117483382,3.682949451228938,0.6956252898438707,1.607667336528057,1.225073427113928,1.2018859174524656
2025-04-28,62.714217853619324,9.003544414806154,8.510249570650783,5.1010340921547845,4.150984762670369,4.13636861913984,0.9171630065407242,1.520078927175065,2.791683414331129,1.154675338911828
2025-04-29,62.37750945058171,10.151576320328843,8.544059896502368,5.288655631812677,4.224318273571402,4.191287114177707,1.3726281792490918,1.6185268102910413,1.016625683561493,1.2148126399236614
2025-04-30,61.737038632773235,10.290104839867872,9.15912681315525,5.241993393652161,4.128967399109579,3.888410168031021,1.3643544449231653,1.6731293982478819,1.3320407870170903,1.1848341232227488
2025-05-02,60.835581379262635,10.251089437642664,9.258490696548385,5.796499965414678,4.025731479560075,3.79746835443038,1.7465587604620598,1.6358857300961471,1.5010029743376911,1.151691222245279
