date,GOLDEN EAGLE BROKERAGE LTD,BOCI SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,DBS BANK (HONG KONG) LTD,CIS SECURITIES ASSET MANAGEMENT LTD,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),THE HONGKONG AND SHANGHAI BANKING
2024-03-01,0.0,0.0,0.0,20.734622425963938,0.0,0.0,62.874697569870676,0.0,0.0,16.390680004165393
2024-03-04,0.0,0.0,0.0,20.640949539761888,0.0,0.0,62.83843056881837,0.0,0.0,16.520619891419745
2024-03-05,0.0,0.0,1.1635695676912412,20.460323635239558,0.0,0.0,62.0740123330617,0.0,0.0,16.302094464007496
2024-03-06,0.0,0.0,1.0063448364698027,17.936771689372883,0.0,0.0,53.686400473921324,0.0,13.244965634162456,14.125517366073534
2024-03-07,0.0,4.622878358926215,0.9566637690384062,17.39507311781187,0.0,0.0,51.01110590969476,0.0,12.640916573179355,13.373362271349388
2024-03-08,0.0,3.8849753840456023,0.803961278009006,14.220681475097432,16.27602858135941,0.0,42.84359898089868,0.0,10.497556895669677,11.473197404920189
2024-03-11,0.0,3.885138066366701,0.8039949436757992,14.171027278409445,16.276710135769957,0.0,42.77420599301851,0.0,10.456121741450367,11.63280184130922
2024-03-12,0.0,3.8759515967748333,0.8038266435307495,14.142941276712499,16.273302934395957,0.0,42.57266860799733,0.5610040116308357,10.412066991984242,11.35823793697356
2024-03-13,0.0,3.871630641977549,0.8046688495991442,14.023648010486445,16.29035322079101,0.0,42.61727394689467,0.6076926207910204,10.422976192463915,11.36175651699625
2024-03-14,0.0,3.8574042820912156,0.8017120828767192,14.118263355337435,16.230494094488584,0.0,42.460676189358246,0.5845817270976078,10.426432661162334,11.520435607587858
2024-03-15,0.0,3.856438109269632,0.8015112762283712,14.102203508121347,16.22642880572749,0.0,42.45421550514213,0.5844353055831873,10.423821128865846,11.550946361061994
2024-03-18,0.0,3.8616737165772306,0.7982788044604094,14.128483771856706,16.160988088216726,0.0,42.37862603179199,0.5820782949190486,10.423359181157533,11.66651211102036
2024-03-19,0.0,3.8880295356627452,0.7977149720530531,14.068647494872522,16.14957341859488,0.0,42.4400984194142,0.5816671671220179,10.415997056963564,11.658271935317016
2024-03-20,0.0,3.8854466365335156,0.7971850333558825,14.059301398853794,16.172060963131056,0.0,42.41190457668578,0.5771287481066024,10.450597546649773,11.646375096683597
2024-03-21,85.07035660003835,0.5725944690805693,0.11748037835378211,2.0761886295108147,2.5668238916360204,0.0,6.251424633150631,0.08566277588296613,1.5339755652756863,1.7254930570711746
2024-03-22,85.04381805961975,0.572415842564019,0.1174437291860351,2.082881174975967,2.5660231454969646,0.0,6.269660080265742,0.08563605253148393,1.5334970264030727,1.728624888956954
2024-03-25,85.02821488674111,0.5723108201937422,0.11742218153152224,2.0476393141284266,2.4065431475340624,0.0,6.269121346059002,0.2996711924502391,1.533215672393366,1.7258614389685196
2024-03-26,85.00689980755124,0.5721673519288856,0.11739274585418469,2.049571689142796,2.4059398694594623,0.0,6.272441151921406,0.31610442503444525,1.5328313221689638,1.7266516369386333
2024-03-27,84.91967146521078,0.5746341981796274,0.11727228534278109,2.0572412474733808,2.492646856686925,0.0,6.273945107208221,0.320666405234167,1.5312584341372508,1.7126640005268652
2024-03-28,84.91241051656009,0.5776387694510359,0.11726225812497239,2.058897568456656,2.4954874307220685,0.0,6.279516070777818,0.3206389870604714,1.5311275058297176,1.7070208930171762
2024-04-02,84.90670635649286,0.5775999654177746,0.11725438079954824,2.059980657717343,2.495319791390386,0.0,6.279094231795808,0.3267244464987412,1.5310246492941013,1.706295520593426
2024-04-03,84.90463230647451,0.5775858561527909,0.1178622015621576,2.066037187569166,2.4970908921640538,0.0,6.286269069640092,0.3267164654702296,1.53648341518336,1.6873226057836341
2024-04-05,84.86835282650063,0.5797807517029219,0.11781183941741832,2.0804149773954608,2.496023893149345,0.0,6.298843567774385,0.3265768605612373,1.541931121079786,1.6902641624188153
2024-04-08,84.80767551641033,0.5799345080472416,0.11771914183121329,2.05986979389474,2.4940599530975707,0.0,6.300596846052161,0.3299795633714321,1.5590161995885037,1.7511484777068054
