date,THE HONGKONG AND SHANGHAI BANKING,CHINA CITIC BANK INTERNATIONAL LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,MIRAE ASSET SECURITIES (HK) LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,PHILLIP SECURITIES (HONG KONG) LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),CMB WING LUNG BANK LTD
2024-08-29,61.53846153846154,6.043956043956044,0.0,15.934065934065933,0.0,7.509157509157509,6.227106227106227,2.7472527472527473,0.0,0.0
2024-09-30,61.53846153846154,6.043956043956044,0.0,15.934065934065933,0.0,7.509157509157509,6.227106227106227,2.7472527472527473,0.0,0.0
2024-10-02,57.534246575342465,12.157534246575343,0.0,14.897260273972604,0.0,7.02054794520548,5.821917808219178,2.5684931506849313,0.0,0.0
2024-10-25,49.77777777777778,10.518518518518519,0.0,12.88888888888889,0.0,6.074074074074074,18.51851851851852,2.2222222222222223,0.0,0.0
2024-11-04,60.54054054054055,12.792792792792792,0.0,15.675675675675677,0.0,7.3873873873873865,0.9009009009009009,2.7027027027027026,0.0,0.0
2024-11-06,60.54054054054055,12.792792792792792,0.0,10.27027027027027,0.0,7.3873873873873865,6.306306306306306,2.7027027027027026,0.0,0.0
2024-11-07,60.54054054054055,12.792792792792792,0.0,8.468468468468467,0.0,7.3873873873873865,8.108108108108109,2.7027027027027026,0.0,0.0
2024-11-11,29.344978165938862,6.2008733624454155,0.0,4.104803493449782,0.0,3.5807860262008733,55.45851528384279,1.3100436681222707,0.0,0.0
2024-11-18,29.406631762652708,6.195462478184991,0.0,4.101221640488656,0.0,3.5776614310645725,55.41012216404887,1.3089005235602094,0.0,0.0
2024-11-25,27.26537216828479,5.744336569579287,0.0,3.802588996763754,7.281553398058252,3.3171521035598706,51.37540453074434,1.2135922330097086,0.0,0.0
2024-11-26,38.036117381489845,8.01354401805869,0.0,5.304740406320542,10.15801354401806,4.6275395033860045,32.167042889390515,1.6930022573363432,0.0,0.0
2024-12-03,38.036117381489845,8.01354401805869,0.0,5.304740406320542,20.31602708803612,4.6275395033860045,22.00902934537246,1.6930022573363432,0.0,0.0
2024-12-06,38.036117381489845,8.01354401805869,0.0,5.304740406320542,20.31602708803612,4.6275395033860045,22.00902934537246,1.6930022573363432,0.0,0.0
2024-12-10,47.73371104815864,10.056657223796034,0.0,6.6572237960339935,25.495750708215297,5.807365439093484,2.1246458923512748,2.1246458923512748,0.0,0.0
2024-12-12,48.10126582278481,9.985935302390999,0.0,6.610407876230662,25.31645569620253,5.766526019690577,2.109704641350211,2.109704641350211,0.0,0.0
2024-12-17,42.70334928229665,8.492822966507177,0.0,5.62200956937799,19.736842105263158,4.904306220095694,16.74641148325359,1.7942583732057416,0.0,0.0
2024-12-18,45.8133971291866,8.492822966507177,0.0,5.62200956937799,19.736842105263158,4.904306220095694,13.636363636363635,1.7942583732057416,0.0,0.0
2024-12-27,45.868263473053894,8.502994011976048,0.0,5.62874251497006,19.760479041916167,4.910179640718563,13.532934131736527,1.7964071856287425,0.0,0.0
2025-01-14,49.41935483870968,9.161290322580646,0.0,6.064516129032258,13.548387096774196,5.290322580645161,14.580645161290324,1.935483870967742,0.0,0.0
2025-01-17,49.54838709677419,9.161290322580646,0.0,6.064516129032258,13.548387096774196,5.290322580645161,14.451612903225808,1.935483870967742,0.0,0.0
2025-02-05,49.48453608247423,9.149484536082474,0.0,6.056701030927835,13.530927835051546,5.283505154639175,14.432989690721648,1.9329896907216495,0.12886597938144329,0.0
2025-02-14,52.25225225225225,9.137709137709138,0.0,6.048906048906049,13.513513513513514,5.276705276705277,11.711711711711711,1.9305019305019304,0.1287001287001287,0.0
2025-02-21,52.38095238095239,9.137709137709138,0.0,6.048906048906049,13.513513513513514,5.276705276705277,11.583011583011583,1.9305019305019304,0.1287001287001287,0.0
2025-02-26,52.112676056338024,9.090909090909092,0.0,6.017925736235595,13.444302176696542,5.249679897567221,12.03585147247119,1.9206145966709345,0.12804097311139565,0.0
2025-02-27,49.29577464788733,9.090909090909092,0.0,6.017925736235595,13.444302176696542,5.249679897567221,14.852752880921896,1.9206145966709345,0.12804097311139565,0.0
2025-03-04,49.29577464788733,9.090909090909092,0.0,6.017925736235595,13.444302176696542,5.249679897567221,14.7247119078105,1.9206145966709345,0.2560819462227913,0.0
2025-03-13,49.232736572890026,9.07928388746803,0.0,6.010230179028133,13.427109974424553,5.242966751918159,14.705882352941178,1.9181585677749362,0.2557544757033248,0.1278772378516624
2025-03-18,46.33853541416567,8.523409363745499,6.002400960384153,5.642256902761105,12.605042016806722,4.921968787515006,13.805522208883552,1.800720288115246,0.24009603841536614,0.12004801920768307
2025-03-19,46.22754491017964,8.502994011976048,5.9880239520958085,5.62874251497006,12.574850299401197,4.910179640718563,13.892215568862277,1.7964071856287425,0.23952095808383234,0.23952095808383234
2025-03-28,49.221556886227546,8.502994011976048,5.9880239520958085,5.62874251497006,9.580838323353294,4.910179640718563,13.892215568862277,1.7964071856287425,0.23952095808383234,0.23952095808383234
2025-03-31,43.83233532934131,8.502994011976048,5.9880239520958085,5.62874251497006,9.580838323353294,4.910179640718563,19.281437125748504,1.7964071856287425,0.23952095808383234,0.23952095808383234
2025-04-03,54.22222222222223,10.518518518518519,7.4074074074074066,6.962962962962963,11.851851851851853,6.074074074074074,0.14814814814814814,2.2222222222222223,0.2962962962962963,0.2962962962962963
2025-04-09,50.97159940209267,10.612855007473842,7.473841554559043,7.025411061285501,11.360239162929746,6.128550074738415,3.587443946188341,2.242152466367713,0.29895366218236175,0.29895366218236175
2025-04-10,42.04685573366215,8.75462392108508,6.165228113440198,5.7953144266337855,9.3711467324291,5.055487053020962,20.468557336621455,1.8495684340320593,0.2466091245376079,0.2466091245376079
2025-04-11,43.55044699872286,9.067688378033207,6.385696040868455,6.002554278416347,5.874840357598978,5.236270753512133,21.20051085568327,1.9157088122605364,0.5108556832694764,0.2554278416347382
2025-04-14,43.55044699872286,9.067688378033207,6.385696040868455,6.002554278416347,5.236270753512133,5.236270753512133,21.839080459770116,1.9157088122605364,0.5108556832694764,0.2554278416347382
2025-04-15,43.55044699872286,9.067688378033207,6.385696040868455,6.002554278416347,5.236270753512133,5.236270753512133,21.711366538952745,1.9157088122605364,0.5108556832694764,0.38314176245210724
2025-04-17,48.506401137980085,10.099573257467995,7.112375533428166,6.685633001422476,5.832147937411095,5.832147937411095,12.802275960170698,2.1337126600284493,0.5689900426742532,0.42674253200568996
2025-04-22,48.64864864864865,10.099573257467995,7.112375533428166,6.685633001422476,5.832147937411095,5.832147937411095,12.51778093883357,2.1337126600284493,0.5689900426742532,0.5689900426742532
2025-04-24,52.37366003062787,10.872894333843798,7.656967840735068,7.197549770290965,6.278713629402756,6.278713629402756,5.66615620214395,2.2970903522205206,0.6125574272588056,0.7656967840735069
2025-04-29,52.37366003062787,10.872894333843798,7.656967840735068,7.197549770290965,6.431852986217458,6.278713629402756,5.66615620214395,2.2970903522205206,0.6125574272588056,0.6125574272588056
