date,BANK OF CHINA (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,CGS INTERNATIONAL SECURITIES HK LTD,FUTU SECURITIES INTERNATIONAL
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-07,0.0,0.0,0.0,0.0,66.63698111201202,0.0,33.363018887987984
2024-03-13,0.0,0.0,71.87688571638824,0.0,18.88770328942527,0.0,9.235410994186473
2024-04-10,0.0,0.0,71.87688571638824,0.0,20.050408418573845,0.0,8.072705865037898
2024-04-11,0.0,0.0,71.66067498165812,0.0,20.29090242112986,0.0,8.048422597212031
2024-04-18,0.0,0.0,71.25362804197366,0.0,20.582347250130237,0.0,8.164024707896107
2024-04-19,0.0,0.0,71.25790609420343,0.0,20.579284172929533,0.0,8.162809732867029
2024-04-23,0.0,0.0,70.25935436537051,0.0,21.69222303741746,0.0,8.048422597212031
2024-05-07,0.0,0.0,57.07342511472674,18.82114547946838,17.6211335598069,0.0,6.484295845997974
2024-05-14,0.0,0.0,59.89336418787917,19.75107886672087,13.550878729126275,0.0,6.804678216273688
2024-05-28,0.0,44.305307374337474,33.357425087607936,11.000302665072377,7.547120256263162,0.0,3.789844616719046
2024-05-31,0.0,0.7532614989627882,0.5675761204799773,0.18716999571608892,0.12841414541426982,0.0,0.06507683828254138
2024-06-06,0.0,44.272016376600504,33.35858707163031,11.000685853400151,7.547383155246814,0.0,3.821327543122218
2024-06-11,0.0,43.633637733890964,32.87757420435213,10.842061885514212,8.880500119115053,0.0,3.766226057127641
2024-06-12,0.0,43.6471241917583,32.88773613542906,10.84541299301769,8.883244939325271,0.0,3.7364817404696793
2024-06-13,89.84389294297156,4.430566298546073,3.303533132406501,1.1009046343940156,0.9421658993492674,0.0,0.3789370923325824
2024-06-20,89.81164459672968,4.479506044509977,3.316286692420888,1.1005094783887903,0.9592518732384117,0.0,0.332801314712253
2024-06-21,89.78692611131343,4.505795752792164,3.3153739646269504,1.100206589742066,0.9589878623348633,0.0,0.33270971919052345
2024-06-25,15.274784510748308,0.7700937595021704,0.560463897716858,0.18716999571608892,0.1631454999075023,0.0,0.05660143948982423
2024-06-26,15.274784510748308,0.7793989176172514,0.551573619262959,0.18716999571608892,0.1631454999075023,0.0,0.05660143948982423
2024-07-02,15.273421334718709,0.7906006684691644,0.551573619262959,0.18716999571608892,0.15330692508518728,0.0,0.05660143948982423
2024-07-04,15.273421334718709,0.7907192055152162,0.551573619262959,0.18716999571608892,0.15330692508518728,0.0,0.05660143948982423
2024-07-05,15.273421334718709,0.8025729101204151,0.5397199146577601,0.18716999571608892,0.15330692508518728,0.0,0.05660143948982423
2024-07-12,15.27164327902793,0.8025729101204151,0.5396606461347342,0.18716999571608892,0.15330692508518728,0.0,0.05660143948982423
2024-07-15,15.27164327902793,0.8024543730743631,0.5396606461347342,0.18716999571608892,0.15330692508518728,0.0,0.05660143948982423
2024-07-16,15.27164327902793,0.8024543730743631,0.5396606461347342,0.18716999571608892,0.15330692508518728,0.0,0.05778680995034411
2024-07-18,15.27164327902793,0.8128856331269381,0.5396606461347342,0.18716999571608892,0.15330692508518728,0.0,0.05778680995034411
2024-07-23,15.27164327902793,0.8127670960808859,0.5396606461347342,0.18716999571608892,0.15330692508518728,0.0,0.05778680995034411
2024-07-26,15.27164327902793,0.8186939483834855,0.5337337938321347,0.18716999571608892,0.15330692508518728,0.0,0.05778680995034411
2024-08-02,90.11821332974887,4.3820542440375405,3.14957172683005,1.104493163878061,0.9046666378547138,0.0,0.34100089765076297
2024-08-15,90.11825146696899,4.382056098483619,3.149530740596905,1.104493631289668,0.9046670207015263,0.0,0.3410010419592864
2024-08-16,90.1201426092786,4.382148056456129,3.1495968338770344,1.1045168092209177,0.9046860052473993,0.0,0.3389096859199079
2024-08-20,90.11982741338177,4.382132729859356,3.149935568912304,1.1045129461648218,0.9046828411010881,0.0,0.33890850058065625
2024-08-26,90.11951221968972,4.382117403369795,3.1499245520267847,1.1045090831357482,0.9046796769769103,0.0,0.3392570648010373
2024-09-03,15.572920014068872,0.7636493366353166,0.5439537139175347,0.19086245789430187,0.156331341580841,0.0,0.05862463082883876
2024-09-05,90.08380845348391,4.427784976991728,3.140781825311672,1.1041229166410274,0.9043633762918027,0.0,0.33913845127985953
2024-09-19,90.08884805635525,4.42803268274781,3.1409575316164644,1.1041846851332406,0.9044139695376494,0.0,0.33356307460959833
2024-09-20,90.09136806924656,4.428156546019285,3.141045392141286,1.1042155719710787,0.9044392682834043,0.0,0.3307751523383915
2024-09-25,90.08443837300791,4.437255940978029,3.139055638953897,1.1041306373246222,0.9043697001379778,0.0,0.3307497095975594
2024-10-02,15.576327499886089,0.7678419542384525,0.5427680913128778,0.19091311130135666,0.1563728306990672,0.0,0.05718929806557423
2024-10-04,15.58013162046902,0.7695919713526546,0.5423922181019762,0.19097233717257536,0.15642134133864535,0.0,0.05720703957101213
2024-10-07,15.580150463899974,0.7696533747685027,0.5421509835763646,0.19097256814456823,0.15642153052284594,0.0,0.05720710876021582
2024-10-08,90.01625262338617,4.521750796276504,3.1245899102618115,1.1035904501055505,0.9032283270631131,0.0,0.33058789290685586
2024-10-09,15.578709270348199,0.7827104825420307,0.5407192796633241,0.19100086644053274,0.15632374586622005,0.0,0.05721558570384546
2024-10-14,15.581545884401665,0.7855751678043218,0.5408177353107758,0.19103564440143872,0.15635220972203248,0.0,0.0632752641050997
2024-10-15,89.81533539935788,4.528570583740036,3.117388136403368,1.1011699739192182,1.0755934009024435,0.0,0.3619425056770577
2024-10-22,15.588146657515093,0.7859684773693235,0.5410468406378716,0.19111657237576335,0.18667756015797923,0.0,0.0637862150994473
2024-10-24,89.81043566692878,4.5283235347917925,3.117218072263674,1.1011099013468986,1.0754112933136903,0.0,0.3675015313551714
2024-10-28,89.09069293545933,4.492033454182501,3.093966706969399,1.092285583302361,1.0667929244576122,0.7858368731041685,0.37839152252463043
2024-10-29,89.07836880398008,4.519424376098636,3.0935387110561026,1.0921344847902947,1.0666453524068291,0.7857281663849112,0.3641601052831477
