date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,BNP PARIBAS
2024-03-01,43.677073016861215,7.879588038280787,7.2901628531763745,8.92404185073571,8.69080210204855,7.23015937863437,6.406577118539857,5.212040039468798,3.4986153026364804,1.1909402996178575
2024-03-04,43.55860801600337,7.891104257287564,7.274864317768022,9.08742281404405,8.66805675406164,7.22960598894827,6.400272819892954,5.2045842750356845,3.5005545697388736,1.1849261872195718
2024-03-05,43.69179510751457,7.863001451327642,7.290853885964227,9.105403200571835,8.66513416883201,7.101785855735754,6.379543326341512,5.224364387930496,3.5019347004778476,1.1761839153041054
2024-03-06,43.696085128079,7.855918124770459,7.283652375951452,9.082583261149741,8.660375416782111,7.1448126762278825,6.361337190783751,5.226270609345328,3.5008541435036067,1.1881110734066707
2024-03-07,43.64545105041762,7.892882580956173,7.301041204097879,9.107985506687347,8.650612822445366,7.134446761694467,6.369106244229646,5.231005474671916,3.503478434528234,1.1639899202713535
2024-03-08,43.60554414354006,7.932347209434898,7.296250980030611,9.117106774678232,8.61277783083969,7.150219725127337,6.405099574592313,5.22209157740264,3.5004630846327394,1.1580990997214773
2024-03-11,43.6004677961488,7.950459154856945,7.3054410701815256,9.153823764524665,8.620461959018913,7.131728315156473,6.345142285825502,5.228439330821523,3.502603193130185,1.161433130335472
2024-03-12,43.5768715232238,7.967912023405514,7.302937494129671,9.192469176095287,8.592537040234761,7.12540266825476,6.334323066193931,5.228397855241532,3.5007192482718366,1.1784299049489015
2024-03-13,43.58097918318739,7.9709883138290385,7.300377875083229,9.222194926455579,8.576259452143113,7.126191112380534,6.328283218206697,5.237335196182993,3.498842343932325,1.1585483785991075
2024-03-14,43.53818878191964,8.003864203723507,7.311065108266387,9.223058774338257,8.597385861000877,7.107366386182283,6.327180095695587,5.233542248733647,3.4920941376646697,1.1662544024751555
2024-03-15,43.538735059868706,8.012844865581819,7.303328387878601,9.239781245816726,8.622517671318171,7.104423879596681,6.335312103315549,5.198330804960286,3.486629689836425,1.1580962918270388
2024-03-18,43.54220383244623,8.010111844536839,7.301695004883095,9.210279379212311,8.689282116081712,7.092307036265899,6.327446485545731,5.192757503662499,3.4837041666295394,1.1502126307361453
2024-03-19,43.57153933884322,7.9681748805335255,7.3100075457023435,9.199570331244862,8.672850341277798,7.106985559617916,6.342283504595485,5.194167521195992,3.4823545950271186,1.1520663819617385
2024-03-20,43.618934348663934,7.957002926056032,7.32363018357928,9.262794025922345,8.635021106606233,7.081750382496656,6.300791433131875,5.191962894957804,3.4818317708167545,1.1462809277690869
2024-03-21,43.59713356138285,7.980773989745263,7.347038144299496,9.279572161599168,8.623030042061993,7.064558154500516,6.3016069297737785,5.190397481935181,3.4811413565312623,1.1347481781704942
2024-03-22,43.62578870304369,7.995509333321427,7.357319363880939,9.280033119133167,8.604166960293961,7.047563595915893,6.29538594668591,5.185944687828955,3.4749146381008527,1.1333736517952109
2024-03-25,43.56661678502963,8.053125641604613,7.405776284529451,9.25120862037312,8.599038495224471,7.034664009123428,6.29012774379718,5.190956095601266,3.471640673787886,1.1368456509289526
2024-03-26,43.50784438302026,8.099139472746183,7.429686243238996,9.235345533353646,8.58475970945859,7.010306679881237,6.310526430996751,5.187885996386148,3.4852850998545217,1.1492204510636668
2024-03-27,43.22459142853446,8.065301656575222,7.398629675740677,9.271824335530676,8.540401150395997,6.9858492761101605,6.265323092931831,5.164267622456795,3.9381649011070987,1.1456468606170789
2024-03-28,43.26967522780246,8.098506622952298,7.402770140361987,9.1555521409045,8.549114961360207,6.987419305427185,6.277961940643779,5.169188478728132,3.9263948918650184,1.163416289954436
2024-04-02,43.238050472245035,8.129299286963512,7.405230821079783,9.251463512916406,8.53842895712597,6.947124761567461,6.274196443310105,5.16224504588274,3.9164613626793603,1.137499336229634
2024-04-03,43.02414257794231,8.178301282371669,7.433375988995208,9.356924597418578,8.584672835854121,6.942832979328048,6.27509721630576,5.156818988879175,3.908844735028341,1.1389887978767947
2024-04-05,43.06393646279595,8.197375841416402,7.432401691736394,9.311484916861765,8.564377529261083,6.943946232103626,6.269879852220436,5.17072765723538,3.9082136611421645,1.137656155226798
2024-04-08,43.11992519773262,8.206294122605355,7.430828276274659,9.29438145466865,8.55422351957192,6.931184811572419,6.25580929664719,5.1580459278506385,3.903831831150253,1.1454755619262986
2024-04-09,43.157890623446974,8.210986443494503,7.43507718939226,9.258983321345184,8.558147377956612,6.918455056529334,6.258406010314264,5.154786668491867,3.905536493796554,1.1417308152324512
2024-04-10,43.13684405171317,8.241732292967924,7.436561036867889,9.265819935287636,8.54452056818454,6.921472661162031,6.255908645219104,5.170748246091981,3.8964555296084002,1.1299370328973202
2024-04-11,43.11230186030849,8.255385563056715,7.4386599529286155,9.273648708522385,8.558032620323806,6.915745944570934,6.246319880918803,5.1650560285535,3.898994885386014,1.1358545554307395
2024-04-12,43.12874180123042,8.24676019348242,7.424580833816504,9.286662018192477,8.574584354887026,6.918658546767303,6.219111591536838,5.175231139187033,3.890594077973292,1.13507544292669
2024-04-15,43.1883812683639,8.261000590840812,7.421631325019376,9.250649003670677,8.575131303744515,6.920543765838458,6.184160833687091,5.174994230791291,3.8884255301602435,1.1350821478836426
2024-04-16,43.254390350179165,8.265106787039057,7.432624324142588,9.222595178534169,8.56251779523344,6.926978285292399,6.157964364064252,5.174664794210032,3.89229886816254,1.1108592531423565
2024-04-17,43.25016264871406,8.29134888326547,7.441587466223207,9.181349737322202,8.55353382510625,6.919834143390608,6.163781926825361,5.173420698854232,3.8933749470404857,1.1316057232581258
2024-04-18,43.22479960420276,8.332047321184415,7.4445215156648095,9.165215859892362,8.580015403421664,6.917411773109065,6.157272649779861,5.161789736251586,3.8932378561268544,1.1236882803666264
2024-04-19,43.188812780149284,8.363595023129337,7.462618998310601,9.169986556924727,8.580702675906197,6.89390206733733,6.162532475973342,5.1606534848564,3.8941732546418875,1.1230226827708951
2024-04-22,43.2129558001624,8.409044736708838,7.4800926849318365,9.093588049177475,8.58536364685656,6.905163805886044,6.137904962270809,5.1609428920609,3.894522843195321,1.120420578749826
2024-04-23,43.261740428741774,8.436236849956275,7.479523916223836,9.011994050386516,8.610543885566493,6.888040059362808,6.126491205735482,5.18243914285414,3.892758374815692,1.1102320863569843
2024-04-24,42.949012037745185,8.4265060195447,7.480423845286712,8.975634418053534,8.588356438478256,6.861017727056527,6.357712671219956,5.411448377251635,3.867179072637094,1.082709392726406
2024-04-25,43.09840440367497,8.424044613953678,7.489908047735786,8.864242450240244,8.537348535677266,6.878535715089025,6.361233711866135,5.408096623579049,3.855779622512476,1.0824062756713755
2024-04-26,43.27757333676273,8.466083417823615,7.472171301654691,8.829415835420127,8.539245542048489,6.873834906004041,6.195560562512295,5.404065234570428,3.8515906630759744,1.0904592001276079
2024-04-29,43.28939259374952,8.49484240413569,7.460091179037221,8.845309708375854,8.527955330319482,6.867968080496367,6.172812666861698,5.390676368222054,3.851217404848946,1.0997342639531709
2024-04-30,43.305555547088574,8.497557085866546,7.439440932709439,8.860033149728942,8.522613277158706,6.868705414517466,6.1849544536657515,5.392261190859296,3.8226813163016238,1.1061976321036588
2024-05-02,43.329544568536186,8.479590488320648,7.432226032956931,8.836713340071336,8.515876912963675,6.909629946827339,6.200407381944339,5.371250070383692,3.8178938542866114,1.1068674037092452
2024-05-03,43.264616562660436,8.482454305502662,7.420345270164,8.854400736057306,8.530166430646219,6.911489159279542,6.226819957898984,5.367687939778644,3.816614320380833,1.125405317631373
2024-05-06,43.2668304195102,8.481528029652955,7.419534975599158,8.798322293959828,8.547502849600422,6.96628354634162,6.205420009868103,5.376822107827571,3.809162775061311,1.1285929925788372
2024-05-07,43.20358836124626,8.476665661935007,7.415281436941809,8.819118245805283,8.550137678155652,6.94559496890191,6.298700449833042,5.357746547875871,3.802843893022851,1.1303227562823175
2024-05-08,43.2414847806856,8.449384929498091,7.408594243705198,8.829894268809516,8.52234757948648,6.942198159046234,6.305661460316224,5.346870618186235,3.7962405643223915,1.1573233959440294
2024-05-09,43.2554619334212,8.449494909684315,7.4084939453602106,8.840400484159385,8.520806521754794,6.94384209977104,6.268880249413049,5.34812421081169,3.7990089721075004,1.1654866735168148
2024-05-10,43.295674256176724,8.428153493521503,7.4001677608983645,8.90185766905621,8.51388374788298,6.9272462986221734,6.1861857924136565,5.361201778864311,3.797855979236892,1.1877732233271865
2024-05-13,43.300864326124476,8.426564685190955,7.403219489984552,9.016107442855363,8.516398771604687,6.814811563027908,6.1782282188766695,5.360499320272487,3.7954981744434555,1.1878080076194466
2024-05-14,43.22906809149226,8.425720473625816,7.406267848630149,9.059932918971974,8.502891955155706,6.786992782132309,6.17463419347104,5.342486780549446,3.788926715452207,1.2830782405190926
2024-05-16,43.14589127687778,8.382215937249606,7.346230932810209,8.914990709605409,8.425682720983415,6.753394539345546,6.313144777555775,5.568059816744869,3.7678194404052983,1.3825698484220903
2024-05-17,43.23189962301403,8.368131323988347,7.349457103587952,8.282788008980207,8.41123518985889,7.313472116891095,6.337986182406069,5.381096608514847,3.770730193703881,1.5532036490546783
2024-05-20,43.38753978170749,8.370117202182337,7.392973955453275,8.286595450801721,8.287683363125378,7.295370563162599,6.341029557428827,5.366603578843518,3.764269949476921,1.5078165978179299
2024-05-21,43.451689935617566,8.395561426969886,7.425245143120324,8.56806424914876,8.272559239162225,7.012912371297409,6.346621073935502,5.378048629898624,3.765380459785333,1.3839174710643738
2024-05-22,42.739114860224156,8.24907712443169,7.2928471411982265,8.752307339612488,8.102476048489596,8.359536653361422,6.197338361231386,5.246798550045536,3.700752664499063,1.3597512569064352
2024-05-23,42.82606839645907,8.27353446305871,7.253254791082394,9.095332060991998,8.125246285340895,8.076751497868763,6.026215884110259,5.254491660387258,3.702257375426801,1.3668475852738506
2024-05-24,42.90623093177865,8.295404760467797,7.2686048117284585,8.876944450667272,8.133071926818634,8.414196261565934,6.004878722424929,5.250537661303042,3.710215569304562,1.1399149039407233
2024-05-27,42.90076498736602,8.296440619181713,7.267240106503175,8.917317614295573,8.137508637015788,8.397279287985084,5.9947086727538625,5.249699508154126,3.7098962384504075,1.1291443282942495
2024-05-28,42.91577075114866,8.29519597094962,7.270177985497236,8.931074297554403,8.141051090565112,8.381132667407867,5.954733408671159,5.277170359041654,3.711020249311028,1.1226732198532563
2024-05-29,42.89573235403182,8.295325809080262,7.290126731328796,8.932880250468186,8.105024869815317,8.397732386240696,5.961296567433981,5.280609545191082,3.71705560045966,1.1242158859501936
2024-05-30,42.89571918043305,8.31450425894205,7.298324685166484,8.951432501449199,8.09049461974895,8.359608833002703,5.980532298568881,5.266494074201338,3.7152583068419363,1.1276312416454088
2024-05-31,42.96984205131648,8.310456680647386,7.320485706081414,8.915985175491633,7.9677805362059235,8.374643381940942,5.9918114700631415,5.273865621324494,3.716447244284107,1.1586821326444778
2024-06-03,42.93551615249924,8.340134695416365,7.34433627953327,8.871933508308292,7.948217656031746,8.38453612574553,6.001226579786039,5.2828506212211455,3.7175564981464237,1.1736918833119523
2024-06-04,42.87118513092453,8.395346322496454,7.382986277948868,8.957547242774162,7.813016957198646,8.365093071412822,5.996237996328236,5.290834130200076,3.719335064932827,1.2084178057833823
2024-06-05,42.874549587046474,8.404486361980714,7.37094848271974,8.936413802650515,7.857157167569606,8.374643861182404,6.006496862197499,5.30599494283973,3.7202188415649093,1.1490900902484107
2024-06-06,42.90893965013587,8.42309769764882,7.393431435759151,8.869512977289713,7.87359989863059,8.382674592343443,5.982638640131574,5.283140279215341,3.7188367709967647,1.1641280578487336
2024-06-07,42.910691923726475,8.452775447160063,7.418967507861455,8.85698912611084,7.843977217998598,7.489398581097112,6.867272478730994,5.279301105932183,3.7153980071275057,1.1652286042547728
2024-06-11,42.91222158053074,8.465373610284429,7.423006965601693,8.82330659786646,7.852649069400357,7.474662474744774,6.865806412036962,5.2896537582078995,3.7139956783835983,1.1793238529430843
