date,EMPEROR SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,KGI ASIA LTD,INTERACTIVE BROKERS HONG KONG LTD,ASTRUM CAPITAL MANAGEMENT LTD,BOCI SECURITIES LTD,GRANSING SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD
2024-05-06,0.0,25.302181986831872,0.0,17.30580601381809,19.046284214970836,13.233305815384808,12.772398215060521,12.340023753933876
2024-05-07,0.0,25.26994467510683,0.0,17.283814224859178,19.022080669491785,13.343650704395568,12.756167368267226,12.32434235787941
2024-05-08,0.0,25.269874354454775,0.0,17.283830488852036,19.022098569185697,13.343663260711958,12.75617937176439,12.324353955031144
2024-05-14,0.0,25.224967305835584,0.0,17.253115424534673,18.98829443176485,13.497660082086197,12.733510388167247,12.302452367611451
2024-05-16,0.0,25.224897067835965,0.0,17.253131630803946,18.988312267929796,13.497672760765289,12.73352234906202,12.302463923602984
2024-05-21,0.0,25.21408186790577,0.0,17.257458041355612,18.99307379391315,13.501057449128234,12.736715418391679,12.297613429305555
2024-05-23,0.0,20.302016287385356,19.481208420918417,13.895457152474586,15.292950008318654,10.870857390925607,10.25542017459378,9.902090565383602
2024-05-28,0.0,20.30812660810792,19.479714826902985,13.894391809340004,15.291777521575678,10.870023939160662,10.254633907445072,9.901331387467676
2024-05-31,0.0,20.307944126769424,19.47975943225964,13.89442362522169,15.291812537241784,10.870048829735241,10.254657388877265,9.90135405989496
2024-06-04,0.0,20.307639446243517,19.479833907730043,13.894476746706017,15.29187100125598,10.870090388359344,10.254696594722464,9.901391914982636
2024-06-05,0.0,20.308002744510084,19.480182396775774,13.894725315198201,15.29214456875958,10.870284851384255,10.25488004851614,9.899780074855963
2024-06-07,0.0,20.30769805759273,19.480256875480393,13.894778438989416,15.29220303531267,10.870326411813108,10.254919256063918,9.899817924747763
2024-06-11,0.0,20.275138131624715,19.48384208548335,13.897335679325968,15.295017462229108,10.890220116967262,10.2568066048464,9.901639919523198
2024-06-12,0.0,20.27099286536557,19.4798586002577,13.914939429638965,15.291890385145463,10.887993603800625,10.254709593518061,9.899615522273617
2024-06-14,0.0,20.270870610290988,19.479888470334494,13.914960766565374,15.291913833464546,10.888010299260884,10.25472531791162,9.899630702172093
2024-06-19,0.0,20.27099286536557,19.4798586002577,13.914939429638965,15.291890385145463,10.887993603800625,10.254709593518061,9.899615522273617
2024-06-25,0.0,20.271604135114625,19.47970925124777,13.914832745988448,15.29177314462869,10.88791012726734,10.25463097227361,9.89953962347952
2024-07-02,0.0,20.27161946982046,19.47972398691492,13.914843272035892,15.29178471227974,10.887918363561706,10.254638729516124,9.899471465871157
2024-07-04,0.0,20.27576483556339,19.48370741708029,13.917688733628342,15.294911746140496,10.890144845953174,10.256735711859282,9.881046709775026
2024-07-05,0.0,20.25091804065383,19.459831243421924,13.900633398829179,15.276168702985368,11.0810401004994,10.244166666462426,9.787241847147875
2024-07-08,0.0,20.189645888626345,19.459831243421924,13.961905550856663,15.276168702985368,11.0810401004994,10.244166666462426,9.787241847147875
2024-07-19,0.0,20.225791490282514,19.49467025507677,13.986901604734292,15.303517687302207,11.100878529742698,10.262506837937844,9.625733594923672
2024-07-25,0.0,20.226826123584676,19.495667488488884,13.987617092887191,15.304300525840176,11.101446385819708,10.263031807818173,9.621110575561195
2024-08-06,0.0,20.22688651833432,19.495652728690573,13.987606503128863,15.304288939245911,11.101437981126217,10.26302403787238,9.621103291601736
2024-08-09,0.0,20.22792125979966,19.496650062623004,13.98832206340239,15.30507185669337,11.10200589444266,10.263549060669247,9.616479802369666
2024-08-21,0.0,20.22533460461341,19.494156919093754,14.006993377134403,15.303114713248641,11.100586220084836,10.262236604383396,9.60757756144156
2024-08-23,0.0,20.226369187299102,19.495154099986678,14.007709874196623,15.303897510558503,11.101154046255767,10.262761546616241,9.60295373508709
2024-08-26,0.0,20.225757085802908,19.49530368591967,14.007817355078272,15.304014937062327,11.101239225191865,10.26284029258322,9.60302741836174
2024-08-30,0.0,20.22228833322137,19.496151382902028,14.008426444564268,15.304680387957022,11.101721930521478,10.263286542556372,9.603444978277462
2024-09-03,0.0,20.221983068553197,19.49622598376558,14.008480046974775,15.304738950406138,11.101764410600067,10.263325814411823,9.603481725288418
2024-09-10,0.0,20.28345733885653,19.481202844408145,13.997685581004452,15.29294563070044,11.093209762434174,10.255417238972194,9.596081603624066
2024-09-23,0.0,20.293830774603393,19.491165988393018,14.004844325667825,15.300766801728145,11.047740744969266,10.260662099846183,9.600989264792172
2024-09-24,0.0,20.248266845189505,19.44740421068071,13.973400496979465,15.266413353812105,11.227046316312125,10.237624749784006,9.599844027242083
2024-09-26,0.0,20.265846815460407,19.46428885520282,14.026389954899699,15.27966797431643,11.236793873571212,10.24651327047182,9.480499256077614
2024-09-27,0.0,20.2493001167508,19.448396614122718,14.219058154969954,15.267192400773608,11.227619233874139,10.238147177041114,9.350286302467667
2024-10-02,0.0,20.21216865596642,19.412733782714582,14.376356020071526,15.239196709433742,11.207030971520336,10.219373325193537,9.333140535099856
2024-10-03,0.0,20.212940839053996,19.41347542429525,14.37690525252494,15.239778905741696,11.20745912348787,10.219763744815582,9.329676710080664
2024-10-04,0.0,20.198561744461838,19.40210981017052,14.429578704665877,15.230856781155385,11.200897719466576,10.21378058679617,9.324214653283631
2024-10-07,0.0,20.182122623172276,19.38631890186338,14.417834819260356,15.218460754886928,11.191781579491273,10.20546783760068,9.398013483725109
2024-10-08,0.0,20.17258882051106,19.37877282917839,14.432561691571472,15.212537009817462,11.187425208500944,10.201495386591457,9.414619053829215
2024-10-09,0.0,20.1609019256661,19.367545827909787,14.424200254557432,15.203723697756194,11.240400864434193,10.195585198022936,9.407642231653362
2024-10-10,0.0,20.16167035720914,19.368284020733714,14.424750032067369,15.204303186754458,11.240829291625223,10.195973802128785,9.404189309481309
2024-10-14,0.0,20.16107077066907,19.36770802865581,14.424321055409687,15.203851027018663,11.345180919932286,10.195670584759075,9.302197613555407
2024-10-21,0.0,20.161992910995842,19.368593881635224,14.42498080450153,15.204546430765506,11.34569983328564,10.196136921052005,9.298049217764252
2024-10-23,0.0,20.162052960854243,19.368579313619783,14.424969954806174,15.20453499472278,11.345691299659949,10.19612925206576,9.298042224271311
2024-10-24,0.0,20.15897948091933,19.36562678988603,14.443096207606251,15.202217233068415,11.343961775656371,10.194574965965488,9.291543546898113
2024-10-25,0.0,20.153347200714595,19.360216166966143,14.47969990537209,15.19796983814096,11.340792350764959,10.19172667184272,9.276247866198533
2024-11-07,0.0,20.153407231099006,19.360201611550508,14.479689019230705,15.197958411989209,11.340783824519956,10.191719009489342,9.276240892121276
2024-11-13,0.0,20.1465112587693,19.361873660538205,14.480939561443677,15.199270987730301,11.341763274346668,10.192599220026127,9.277042037145723
2024-11-14,0.0,20.14241806977818,19.357939887236377,14.4779974529251,15.19618293502078,11.339458955748865,10.190528378361163,9.295474320929527
2024-11-15,0.0,20.142510148240007,19.35757124247745,14.478063637219915,15.196252402407733,11.339510792620434,10.190574963045039,9.295516813989419
2024-11-18,0.0,20.264011072095613,19.328119242496893,14.456035670765823,15.17313173195512,11.322258046009797,10.17507028997144,9.281373946705315
2024-11-22,0.0,20.25996699821017,19.329099531866024,14.456768856333962,15.173901287417122,11.322832291701156,10.175586352248907,9.281844682222658
2024-12-02,0.0,20.256319848459903,19.32561995460231,14.45416638413207,15.171169718787425,11.32079398310131,10.173754568059588,9.298175542857393
2024-12-03,0.0,20.256304646189804,19.325680500334435,14.454155536350092,15.17115833289791,11.320785486900167,10.17374693270598,9.298168564621609
2024-12-10,0.0,20.256319848459903,19.32561995460231,14.45416638413207,15.171169718787425,11.32079398310131,10.173754568059588,9.298175542857393
2024-12-12,0.0,20.255713283461635,19.325766953644894,14.454276328787133,15.171285117280656,11.320880093967647,10.17383195404692,9.298246268811114
2024-12-17,0.0,20.25575930025521,19.325810857792636,14.45430916591515,15.17131958330443,11.320905812667114,10.173855066890114,9.298040213175346
2024-12-18,0.0,20.256786515249374,19.326790913015117,14.455042176358521,15.172088954954546,11.32147992119723,10.174371005903717,9.293440513321498
2024-12-20,0.0,20.256863355118924,19.326864225141467,14.45509700852819,15.172146507090725,11.32152286685594,10.174409600245433,9.293096437019322
2024-12-30,0.0,20.256863355118924,19.326864225141467,14.45509700852819,15.172146507090725,11.422947738218268,10.174409600245433,9.191671565656995
2025-01-02,0.0,20.257582473062676,19.327550328148494,14.455610163968661,15.172685117763427,11.423353252465224,10.174770791431964,9.188447873159559
2025-01-10,0.0,20.26580459143219,19.335394966411823,14.461477386181858,15.178843385325091,11.427989746614683,10.178900512732177,9.151589411302172
2025-01-17,0.0,20.266370107281567,19.335934519246162,14.461880932689494,15.179266949880393,11.428308643863447,10.179184554233869,9.149054292805065
2025-01-21,0.0,20.262257984506594,19.33201118535405,14.458946562615452,15.176187019483306,11.425989797024814,10.177119159374575,9.167488291641208
2025-01-22,0.0,20.262304031041424,19.332055117877616,14.45897942096653,15.17622150778292,11.4257885101668,10.177142287155903,9.167509125008806
2025-01-27,0.0,20.262365511632552,19.332040212177596,14.458968272580677,15.17620980637798,11.425779700478696,10.177134440218314,9.167502056534186
2025-02-03,0.0,20.262622472166232,19.332285374637387,14.459151636374093,15.176402265988328,11.425924598390436,10.177263503229025,9.166350149214502
2025-02-11,0.0,20.262930833409712,19.332579577797205,14.459371679065228,15.176633223964311,11.426098480735721,10.177418383162925,9.164967821864899
2025-02-12,0.0,20.259847643254737,19.32963794909035,14.497747324489453,15.174323960485772,11.424359895402967,10.175869795921521,9.138213431355199
2025-02-13,0.0,20.257825393119706,19.330128158373846,14.498114994610692,15.174708788928799,11.424649622882264,10.176127861067634,9.138445181017062
2025-02-19,0.0,20.249608749871655,19.32228779229633,14.532794851529781,15.168553875156363,11.420015745930343,10.172000388811437,9.134738596404095
2025-02-20,0.0,20.214843803401358,19.296361946640783,14.57405422879878,15.148201337671544,11.485704681182057,10.158352019895537,9.12248198240994
2025-02-21,0.0,20.21893873695068,19.300270822746064,14.577006504076865,15.15126991828848,11.48803134756118,10.160409803616083,9.10407286676065
2025-02-24,0.0,20.214843803401358,19.296361946640783,14.655066068294317,15.148201337671544,11.485704681182057,10.158352019895537,9.041470142914404
2025-02-25,17.079478295486897,16.75592900482606,15.994606437420838,12.181046923326296,12.55622792010529,9.518314088144804,8.420180086811303,7.494217243878509
2025-02-28,17.080159287713258,16.756597096508973,15.995244173682984,12.181532605506991,12.556728561486604,9.518693601956054,8.420515815870731,7.490528857274409
2025-03-05,17.07999813854278,16.757382487622685,15.995093260551164,12.181417674267685,12.556610090320294,9.518603794270298,8.420436369355285,7.49045818506981
2025-03-06,17.077830088993153,16.75525538929044,15.993376819789129,12.196657329116402,12.555016217028836,9.51739555030552,8.419367521271685,7.485101084204839
2025-03-07,17.072098677114017,16.749632235220183,15.988009356275631,12.242904874094448,12.550802685876809,9.514201461031229,8.416541936125634,7.4658087742620465
2025-03-10,17.02418802630342,16.701937138102146,15.943141062815497,12.275479446963782,12.515580471183199,9.705032391165611,8.392921992886023,7.44171947058032
2025-03-11,17.009956494829233,16.687974995314864,15.929813242805386,12.348813592085978,12.505117952963937,9.696919377275053,8.385905850129753,7.435498494595798
2025-03-12,17.00721965560801,16.68528996172858,15.927250194646922,12.363543213221494,12.503105925638055,9.695359178735757,8.384556588828405,7.43367528159278
2025-03-13,16.774857728847593,16.72476584098921,15.865587222728694,12.648712893920361,12.454699662148682,9.69112677873493,8.352095450140604,7.488154422489922
2025-03-14,16.774857728847593,16.708114059904716,15.865587222728694,12.648712893920361,12.454699662148682,9.69112677873493,8.352095450140604,7.504806203574418
2025-03-18,16.774857728847593,16.708114059904716,15.865587222728694,12.648712893920361,12.454699662148682,9.657823216565937,8.352095450140604,7.53810976574341
2025-03-19,15.383274407883832,15.322067559460221,14.549433791604379,11.599420066561875,19.518635211581273,9.055159400456915,7.659234925694807,6.912774636756702
2025-03-24,15.383353572581438,15.32186085108315,14.549508665229846,11.599479758962703,19.518735657482015,9.05520599970079,7.6592743412965,6.91258115366356
2025-03-27,15.3763270631032,15.299598917658303,14.542863023233934,11.655235619467472,19.50982026849005,9.05106993856925,7.655775886716905,6.9093092827608835
2025-04-01,16.73039796042145,16.646912977122767,15.823537367804786,12.681619572471323,12.421689959667331,9.848125720688863,8.329959212946312,7.517757228877164
2025-04-02,16.72936076335279,16.647120329252708,15.823734464058061,12.681777533339686,12.421844682880828,9.84824838786727,8.330062970008507,7.517850869240152
2025-04-08,16.729812263567318,16.64756960992196,15.824161522784705,12.680043757562695,12.422179929733261,9.848514177237394,8.330287785844043,7.517430953348623
