date,CHEER UNION SECURITIES LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,USMART SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,TIGER BROKERS (HK) GLOBAL LTD,VALUABLE CAPITAL LTD
2024-03-01,0.0,5.711182651491282,20.55915606366148,27.57559453810689,26.25029229882377,10.14464652270679,0.0,0.0,0.0,9.759127925209789
2024-03-04,0.0,5.708353210503628,20.54897062180332,27.65000788462847,26.204259267105467,10.136868309684118,0.0,0.0,0.0,9.751540706275001
2024-03-05,0.0,5.705923019228422,20.530323499546697,27.71016205530834,26.22447774319069,10.127669628828086,0.0,0.0,0.0,9.701444053897768
2024-03-06,0.0,4.40826057299204,15.856991285210887,21.440079856691888,21.295021952946453,7.824396959195029,22.712633149811037,0.0,0.0,6.462616223152668
2024-03-07,0.0,4.2255473381866775,15.118744912648735,20.456918384487444,20.332726204259814,7.466146951501064,21.6830364370548,4.551836605068239,0.0,6.165043166793224
2024-03-08,0.0,4.0683942776779825,14.556461060660789,19.807323890987625,19.570674469252406,7.186520923111754,20.798568156244418,4.382548464107792,3.6937507758486428,5.935757982108595
2024-03-11,0.0,4.0682355133030885,14.5558930116264,19.81045331729797,19.612836972386585,7.186240477455769,20.725562408779574,4.382377440229611,3.7326304733567435,5.92577038556426
2024-03-12,0.0,4.068791242834083,14.557881377238493,19.81315946690381,19.613564668554258,7.189173591655042,20.714733353805176,4.382976082208801,3.7331403585331415,5.926579858267199
2024-03-13,0.0,4.069823714873327,14.561575497820153,19.824042996764273,19.587310427855357,7.192949827006336,20.719989800182432,4.3840882799067105,3.7340876578190287,5.926131797772384
2024-03-14,0.0,4.097577755330869,14.66087772410949,19.947440871274974,18.936744723315257,7.2380714018626335,20.979205054271954,4.41398543811661,3.759552156329953,5.966544875388259
2024-03-15,0.0,4.066736004090897,14.604971904812224,19.88290928265164,19.202285057999358,7.220171295937766,20.92164185237124,4.401874248283448,3.749236614855849,5.950173738997573
2024-03-18,0.0,4.064138915701297,14.598763221781422,19.885671030152732,19.189476979457183,7.230796817231335,20.91836206610962,4.401184187398802,3.748648864868169,5.962957917299445
2024-03-19,0.0,4.064059277796444,14.598477155054729,19.885281365032938,19.194979537853442,7.228695600670725,20.917952165128757,4.401097945000392,3.748575409076469,5.960881544386106
2024-03-20,0.0,4.033164782564957,14.593044016565774,19.88963341533005,19.242682051681385,7.226005285518274,20.910167097562365,4.399459981370031,3.747180295797359,5.958663073609809
2024-03-21,0.0,4.033796893981093,14.595331160834943,19.890791580665393,19.28096181359446,7.227137805680551,20.91344431435074,4.4001495016423195,3.747767585325805,5.910619343924701
2024-03-22,0.0,3.4327124882957256,12.447125516083482,16.9234892999951,16.532903969633068,20.94804876903147,17.79708878706016,3.7444741373055854,3.190972172218562,4.983184860376845
2024-03-25,0.0,3.432826950733258,12.447540560550998,16.935724218333384,16.55679647535268,20.953748963970657,17.79934945411766,3.744598995311752,3.1827424229964976,4.946671958633112
2024-03-26,0.0,3.42836856467955,12.438034569284232,16.915394001252814,16.60689111539069,20.92986539971925,17.776232538377307,3.7863575114527905,3.1786088343726373,4.940247465470725
2024-03-27,0.0,3.4240925625047645,12.427510305778583,16.93088216554687,16.584515330141343,20.913738740194226,17.754061290578367,3.84815453600584,3.1746443427982487,4.942400726451753
2024-03-28,0.0,3.4170462533737442,12.406914905401704,16.886083355064518,16.59021627267393,20.870701157080234,17.71918545277876,3.9066182032257375,3.2710044513839973,4.932229949017372
2024-04-02,0.0,3.4134773721977574,12.39395669477923,16.87507827663962,16.60604553003215,20.852218740895285,17.700678923242087,3.9356946486631745,3.2709037665595804,4.951946046991114
2024-04-03,0.0,3.4207930942816662,12.378984626271343,16.799931893820403,16.67486311286902,20.76233671648275,17.66052967081793,3.9441295802936747,3.3958723092334755,4.962558995929741
2024-04-05,0.0,3.420963600478757,12.374617239614269,16.80076927053967,16.682340129573475,20.763371595523566,17.661409943219613,3.9376802977827365,3.3960415732776,4.962806349990309
2024-04-08,0.0,3.4235112935166505,12.344935524386328,16.819787506679713,16.63799905699398,20.783940768317315,17.68315114192517,3.937537041668567,3.4002221010437483,4.96891556546853
2024-04-09,0.0,3.4206661309484647,12.321379022702123,16.800822765610825,16.66073867553157,20.766667949499574,17.731616270630816,3.934264689968424,3.3990584245819293,4.96478607052627
2024-04-10,0.0,3.41068866938498,12.451168111316498,16.746845968967552,16.413268353206583,20.989490766647606,17.72630029530697,3.9227891547299554,3.389143988771761,4.950304691668093
2024-04-11,0.0,3.4091631832600373,12.46050800023421,16.78905192533551,16.38273566500636,20.98175941650711,17.71837191843992,3.9210346233122,3.3892846807337396,4.948090587170909
2024-04-12,0.0,3.4077519123225772,12.488466920669037,16.783757717833645,16.34946010363851,21.06580166597076,17.711037149758155,3.9194114560094944,3.3862257826529003,4.88808729114492
2024-04-15,0.0,3.405609016869153,12.480613802345555,16.71693988746948,16.201829443519415,21.36696969184378,17.69989992440839,3.9169468138626264,3.384096423468133,4.827094996213469
2024-04-16,0.0,3.401331300904009,12.46163168552781,16.86617391920574,15.801349307796523,21.61448530282927,17.677667441433083,3.9764835325437544,3.3798457290324095,4.821031780727402
2024-04-17,0.0,3.39695217330018,12.643660664470058,17.045833378848858,15.010171329822034,22.037273306963414,17.653257285444813,4.037388248732867,3.416759474602222,4.758704137815558
2024-04-18,0.0,3.4043133099575558,12.671059258636966,17.16382648402313,14.56794693582705,21.73434041765419,17.69151158891937,4.211555727479076,3.5647692822927763,4.990676995209887
2024-04-19,0.0,3.4036939725055158,12.6720618160045,17.15574226277926,14.065823558107827,22.2645909902183,17.68829302038216,4.2107895306117795,3.5641207535225394,4.97488409586812
2024-04-22,0.0,3.393255555365283,12.633199254231679,17.185569802513285,14.263413205325884,22.20125658551678,17.634046727226284,4.263828409219932,3.5548391532398202,4.870591307361051
2024-04-23,0.0,3.3841604079404424,12.56644987243968,17.20857078187402,14.281091474674735,22.080906685045804,17.685444697473013,4.383951237885919,3.545310903556654,4.864113939109733
2024-04-24,0.0,3.37417316894812,12.529364119096954,17.316820704776504,14.363550553693782,22.032137533685535,17.6332519106108,4.371013444322491,3.534848081755173,4.844840483110638
2024-04-25,0.0,3.3786378087830875,12.539849506906437,17.290289748007474,14.323061724142141,22.042370901108892,17.648008564090382,4.374671393013943,3.537806272819979,4.865304081127661
2024-04-26,0.0,3.3799134210964596,12.478922694111358,17.286968546657025,14.366224653550749,22.06546683165547,17.654671609466938,4.376323060050103,3.5391419795453944,4.852367203866505
2024-04-29,0.0,3.3791923045034924,12.476260271411146,17.344004018452118,14.29751231608918,22.062400266848204,17.677163823121475,4.375389355903988,3.5383868909711165,4.8496907526992805
2024-04-30,0.0,0.8768918915956446,3.2359864853932474,4.510885133611187,3.7041106244242865,5.7223581061748785,4.584952701153732,1.1348513509679556,0.9177567564467038,1.2502094590370914
2024-05-02,0.0,3.3820546100620565,12.49061722007385,17.411014145489375,14.218945960615331,22.067085443613646,17.698324609936396,4.376969704090022,3.533097825657062,4.8218904804622635
2024-05-03,0.0,3.3819990852776023,12.492053902853048,17.45177197888394,14.157967877713585,22.086424123417274,17.69803404820027,4.376897845315577,3.5330398211249516,4.821811317213747
2024-05-06,0.0,3.3858345773727807,12.583470642896122,17.486356344014087,13.966929554368518,22.113115730084175,17.718105215572127,4.38186164236691,3.537046607041857,4.827279686283426
2024-05-07,0.0,3.3816659748533215,12.89137034005977,17.52556599394857,13.811840447706835,22.077682376603068,17.6404769736766,4.3764667422130845,3.5294086630750683,4.765522487863685
2024-05-08,0.0,3.390850486567786,13.383983158389645,17.62090022267386,13.74565225891332,21.759054651426972,17.51884549929172,4.322511348411169,3.5653311426727305,4.692871231652795
2024-05-09,0.0,3.43129056024883,13.571920138304597,17.88435278902509,13.84629046225717,20.87090811646497,17.63450153463804,4.347411826334683,3.661153714284917,4.752170858441705
2024-05-10,0.0,3.4291168983666784,13.771081907002475,17.810886129450864,13.927841867637936,20.822948269908082,17.468305435453807,4.319495706919416,3.677363778074691,4.772960007186052
2024-05-13,63.42550372220068,1.2517195997357593,5.241727143961159,6.537632203455482,5.0623948264245096,7.389261544281505,6.423839512570413,1.5797815064363305,1.3449327614182094,1.7432071795159512
2024-05-14,63.38458120587202,1.2510910733186666,5.230625444832298,6.523459885684324,5.038073695993975,7.487792173339041,6.398834759425307,1.578988250174913,1.34667733520665,1.7598761761528054
2024-05-16,63.41066733425763,1.2437380347029687,5.218252717863258,6.515250580816281,5.125483901701864,6.199322963242096,7.624023368931045,1.5796380878709235,1.313338946620653,1.7702840639932766
2024-05-17,63.423334518895835,1.2439864891033001,5.228375331574308,6.505655862965044,5.138614714636624,6.173926132537497,7.621914298929271,1.5799536430947023,1.3136013047952122,1.770637703468201
2024-05-20,63.42468454122767,1.244785226701394,5.2153775191722636,6.531639464487168,5.112838835854032,6.208177026015858,7.6268081700229935,1.580968098146296,1.3144447406043918,1.7402763777679342
2024-05-21,63.42161120654413,1.2447249088355905,5.2127019783158595,6.525871614498614,5.111985380312843,6.229681599695401,7.62643860201894,1.580891490053962,1.3149867528379888,1.7311064668866756
2024-05-22,63.41661767288247,1.2446269047702014,5.212897211365997,6.530203059480444,5.098258412529246,6.229796760324229,7.623415498950134,1.5922745171001749,1.3148832166696385,1.7370267459274638
