date,THE HONGKONG AND SHANGHAI BANKING,BLACKWELL GLOBAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD,PHILLIP SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD
2024-11-25,70.4482059111632,9.413784648736481,7.00109383482483,6.8999187969604305,0.0,3.728996149420104,2.5080006588949533
2024-11-26,70.12945123421352,9.37119040739603,6.969416216143835,6.856470131740268,0.0,4.1768192195872595,2.496652790919099
2024-11-27,70.13588383266341,9.372049976433393,6.97005548331561,6.835696623698668,0.0,4.189432288399136,2.4968817954897915
2024-11-29,70.1101605166001,9.368612646060827,6.9797245840888795,6.833189536382513,0.0,4.212346687688763,2.495966029178907
2024-12-02,70.05266219683077,9.361745543905116,6.962392008768763,6.828180874762224,0.0,4.300882865432541,2.4941365103005952
2024-12-04,70.04838346472043,9.361173739779316,6.961966754262819,6.821655938329231,0.0,4.312835931457255,2.493984171450943
2024-12-05,70.01662655405751,9.363461375486208,6.963668084051151,6.823322979678793,0.0,4.33832736819343,2.494593638532917
2024-12-06,70.01234923920107,9.362889361745758,6.963242673653407,6.810688145417629,0.0,4.356389336143962,2.494441243838171
2024-12-09,69.9213587868326,9.358887221607631,6.960266255592802,6.807776936351504,0.0,4.458335797515121,2.493375002100343
2024-12-10,69.91114612670196,9.341204507137563,6.947115504021702,6.794914298637108,0.0,4.516955552909714,2.4886640105919557
2024-12-11,69.89836552496564,9.339496822152297,6.945845487416451,6.793672106250134,0.0,4.534411006456953,2.488209052758519
2024-12-27,69.89410636274508,9.338927732564505,6.945422251730355,6.799351507585218,0.0,4.534134708264482,2.488057437110359
2025-01-07,69.88984771954546,9.338358712325894,6.944999067619705,6.805030216829219,0.0,4.533858443741671,2.487905839938062
2025-01-09,69.8855895952719,9.337789761423785,6.94457593507507,6.792430367955683,0.0,4.551860079035321,2.48775426123825
2025-01-15,69.87707490312363,9.336652067578399,6.943729824646155,6.791602794576729,0.0,4.563489250832509,2.487451159242579
2025-02-06,69.85154327104561,9.333240648801064,6.941192729964133,6.789121283952371,0.0,4.5983597699925545,2.486542296244266
2025-02-10,69.83878445027476,9.331535874087823,6.939924877747412,6.787881208535319,0.0,4.615785475595314,2.4860881137593664
2025-02-14,69.8345325457229,9.330967754236209,6.9395023632605195,6.78746795072685,0.0,4.6215926295872505,2.485936756466274
2025-02-18,69.83028115886594,9.330399703556596,6.939079900217301,6.774879142706227,0.0,4.639574677052089,2.485785417601842
2025-02-20,69.82603028960936,9.329831722036355,6.9386574886083645,6.780554156376755,0.0,4.639292246206458,2.4856340971627024
2025-02-21,69.81753010351926,9.328695966423473,6.937812819655768,6.779728733939244,0.0,4.650900864915411,2.485331511546849
2025-02-25,69.80478370402462,9.3269928513838,6.936546201749244,6.7784909770208905,0.0,4.668308494592767,2.4848777712286823
2025-02-26,69.7835500442809,9.324155707822436,6.9344361993392525,6.776429052846867,0.0,4.6973070902878815,2.4841219054226555
2025-02-27,69.77930486239514,9.32358848622242,6.934014352888009,6.782100174686613,0.0,4.697021336367955,2.4839707874398607
2025-02-28,69.77081604793231,9.322454250033863,6.933170813941319,6.787357732551567,0.0,4.702532548915106,2.483668606625832
2025-03-05,69.76657241516678,9.321887235420139,6.932749121427148,6.786944908747909,0.0,4.708328775450132,2.4835175437878894
2025-03-06,69.75384461360342,9.32018660535016,6.9314843516090034,6.785706738589485,0.0,4.725713225337821,2.4830644655101093
2025-03-07,69.73688143371541,9.317920063586735,6.92979870952578,6.784056547625653,0.0,4.748882627314339,2.4824606182320808
2025-03-10,69.74536199223074,9.31905319665371,6.9306414280736615,6.766640351721781,0.0,4.755540526165332,2.482762505154783
2025-03-11,69.73264192779412,9.317353600382882,6.929377427098774,6.771485549121879,0.0,4.766831793302746,2.482309702299593
2025-03-14,69.71568905749139,9.315088436138632,6.927692809485662,6.769839316982991,0.0,4.789984157884003,2.481706222017319
2025-03-17,69.70113864162889,9.313956266983451,6.926850807805354,6.769016501041655,0.0,4.807633190642684,2.4814045918979653
2025-03-18,69.69690311104564,9.313390285603685,6.926429883714101,6.762528465931379,0.0,4.819494449373156,2.4812538043320345
2025-03-20,69.69690311104564,9.313390285603685,6.926429883714101,6.7564517637916595,0.0,4.825571151512875,2.4812538043320345
2025-03-21,69.69266809519227,9.312824373005741,6.926009010776346,6.762117552189395,0.0,4.825277933745428,2.4811030350908125
2025-03-24,69.68843359397496,9.312258529177086,6.925588188982765,6.767782652084637,0.0,4.824984751609591,2.480952284170959
2025-03-26,69.68419960729989,9.311692754105186,6.925167418324035,6.761295874498144,0.0,4.836842794203603,2.4808015515691353
2025-03-28,69.6799661350733,9.311127047777507,6.9186714733445385,6.760885110530677,0.0,4.848699395991973,2.4806508372820018
2025-03-31,69.67150073359053,9.309995841304707,6.917830925695078,6.772212707043966,0.0,4.848110328727262,2.4803494636384578
2025-04-09,69.67573317720142,9.310561410181522,6.918251173988778,6.766549252854932,0.0,4.848404844467122,2.480500141306222
2025-04-10,69.67150073359053,9.309995841304707,6.917830925695078,6.772212707043966,0.0,4.848110328727262,2.4803494636384578
2025-04-14,69.64188801975297,9.30603878225223,6.9148906165956285,6.769334290548996,0.0,4.888553058541761,2.4792952323084227
2025-04-15,69.6249777683106,9.303779115545668,6.913211561900991,6.76769057944056,0.0,4.911647758133626,2.47869321666855
2025-04-16,69.62075148852858,9.303214370323012,6.912791925626921,6.761209713714902,0.0,4.923489743369587,2.47854275843699
2025-04-22,69.62075148852858,9.303214370323012,6.912791925626921,6.74906958838207,0.0,4.93562986870242,2.47854275843699
2025-04-23,69.60807572707603,9.301520545944806,6.91153332241528,6.7478407938876135,0.0,4.952938117359012,2.4780914933172635
2025-04-24,65.85904136163688,8.800548211724381,6.53928375693083,6.390149663284511,5.368692432190501,4.697661073991253,2.3446235002416405
2025-04-29,65.85904136163688,8.800548211724381,6.53928375693083,6.384407574903276,5.368692432190501,4.70340316237249,2.3446235002416405
2025-04-30,65.85147886140373,8.799537657265539,6.538532860259486,6.383674462444066,5.368075952859331,4.714345935314557,2.344354270453283
