date,THE HONGKONG AND SHANGHAI BANKING,BLACKWELL GLOBAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD,PHILLIP SECURITIES (HONG KONG) LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD
2024-03-12,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-14,0.0,0.0,76.02638527474575,0.0,0.0,23.973614725254247,0.0
2024-03-15,0.0,0.0,42.965098769218365,43.4865953261487,0.0,13.548305904632937,0.0
2024-03-18,0.0,0.0,42.89519946731272,43.453898295802965,0.0,13.650902236884308,0.0
2024-03-19,0.0,0.0,42.86476496778284,43.26050523144804,0.0,13.874729800769122,0.0
2024-03-21,0.0,0.0,42.83256373094673,43.228006703212685,0.0,13.939429565840584,0.0
2024-03-25,0.0,0.0,42.80041083877206,43.19555696597106,0.0,14.004032195256888,0.0
2024-03-26,81.26628454855536,0.0,8.006087404719224,8.094043642790222,0.0,2.6335844039351892,0.0
2024-03-27,81.25794787265123,0.0,8.006649537856383,8.094611951617646,0.0,2.6407906378747485,0.0
2024-03-28,81.25531562353852,0.0,8.007774040979013,8.09574880872286,0.0,2.641161526759601,0.0
2024-04-02,81.22986258660607,0.0,8.006649537856383,8.094611951617646,0.0,2.6688759239198996,0.0
2024-04-08,81.22986258660607,0.0,8.006649537856383,8.08056930859507,0.0,2.6829185669424755,0.0
2024-04-09,81.20705535282138,0.0,8.00440147880486,8.07830049479352,0.0,2.7102426735802334,0.0
2024-04-12,81.20135554538425,0.0,8.003839661277052,8.077733490399142,0.0,2.7170713029395626,0.0
2024-04-19,81.19850594170116,0.0,8.00355878208699,8.073940712491126,0.0,2.7239945637207232,0.0
2024-04-23,81.18710952671412,0.0,8.002435462437251,8.072807514560042,0.0,2.7376474962885764,0.0
2024-05-02,73.22414055683151,9.795510424671109,7.217543062124511,7.281012904393207,0.0,2.4817930519796567,0.0
2024-05-03,73.22877544432241,9.777141275531198,7.217999912827013,7.2814737725628405,0.0,2.4946095947565494,0.0
2024-05-07,73.22414055683151,9.776522448444174,7.217543062124511,7.281012904393207,0.0,2.500781028206592,0.0
2024-05-08,73.21950625601772,9.775903699687353,7.217086269249482,7.280552094559571,0.0,2.506951680485867,0.0
2024-05-09,73.22877544432241,9.739162919303576,7.217999912827013,7.2814737725628405,0.0,2.5325879509841713,0.0
2024-05-14,73.22414055683151,9.738546495990303,7.217543062124511,7.287342229802185,0.0,2.532427655251485,0.0
2024-05-21,73.21487254176964,9.73731388342675,7.216629534190952,7.286419867354047,0.0,2.544764173258609,0.0
2024-05-24,73.21487254176964,9.73731388342675,7.216629534190952,7.280091343050861,0.0,2.551092697561794,0.0
2024-05-27,73.19634354820768,9.734849594136977,7.214803171902308,7.278248920043856,0.0,2.575754765709181,0.0
2024-05-30,73.19171276511835,9.734233716694302,7.214346725761672,7.284114982419375,0.0,2.5755918100062987,0.0
2024-06-04,73.18708256792702,9.733617917173946,7.213890337371717,7.289980302606344,0.0,2.5754288749209704,0.0
2024-06-05,73.18476768900835,9.733310046630017,7.210499203775162,7.28974972336848,0.0,2.5816733372179836,0.0
2024-06-12,73.18013837045555,9.732694363965415,7.210043102064477,7.282963086687048,0.0,2.594161076827508,0.0
2024-06-14,73.17550963752282,9.73207875918617,7.209587058051771,7.282502430396451,0.0,2.6003221148427835,0.0
2024-06-17,73.1616269513341,9.73023241201282,7.208219272092055,7.281120811103184,0.0,2.618800553457838,0.0
2024-06-18,73.15700055977081,9.72961711862726,7.207763458761811,7.286983909810962,0.0,2.6186349530291526,0.0
2024-06-19,73.15180887196661,9.729206966266414,7.207459615233028,7.292999982155774,0.0,2.6185245643781827,0.0
2024-06-20,73.14255889033583,9.727976716637489,7.206548238329661,7.292077788748549,0.0,2.6308383659484735,0.0
2024-06-21,73.13331124771331,9.726746778097185,7.20563709188276,7.291155828532923,0.0,2.6431490537738265,0.0
2024-06-24,73.13623643449132,9.727976716637489,7.206548238329661,7.266787965370527,0.0,2.662450645171002,0.0
2024-06-28,73.12698959123668,9.726746778097185,7.20563709188276,7.265869202626416,0.0,2.6747573361569614,0.0
2024-07-08,73.12236704638443,9.688204384237498,7.2051816050531725,7.278052422107355,0.0,2.7061945422175486,0.0
2024-07-26,73.1038827095568,9.685755338339142,7.2033602334391,7.269892970803879,0.0,2.7371087478610745,0.0
2024-08-16,73.1038827095568,9.685755338339142,7.2033602334391,7.2635733118628965,0.0,2.743428406802058,0.0
2024-08-28,73.1038827095568,9.685755338339142,7.2033602334391,7.257253652921912,0.0,2.7497480657430415,0.0
2024-09-04,73.09926308544144,9.68514327031651,7.202905034407084,7.2504757886394895,0.0,2.7622128211954844,0.0
2024-09-23,71.22356901673116,9.441524054653122,7.021723814263627,7.080418589062725,0.0,2.7112132868508168,2.5215512384385566
2024-09-24,71.1425345185629,9.443851134977658,7.02345447927469,7.08216372074832,0.0,2.7858234138153453,2.522172732621097
2024-09-25,71.08447972689889,9.442687451442469,7.022589040141769,7.0812910473868325,0.0,2.8470907868908606,2.521861947239169
2024-09-26,71.08010043600503,9.442105717211188,7.022156400550777,7.087015476369785,0.0,2.846915386595255,2.5217065832679677
2024-10-03,71.07572168466655,9.441524054653122,7.021723814263627,7.086578894565417,0.0,2.8529003134127295,2.5215512384385566
2024-10-08,71.06258866698653,9.439779496885755,7.020426375126728,7.0914286390620935,0.0,2.864691503173198,2.521085318765698
2024-10-09,71.05383601781615,9.438616816497499,7.019561682040809,7.09055520075709,0.0,2.8766554815938665,2.520774801294584
2024-10-15,71.05821207287279,9.439198120888118,7.019994001956461,7.090991893012985,0.0,2.8768326487036515,2.514771262565993
2024-10-16,71.01447576345225,9.433388297116116,7.015673197635,7.086627389509672,0.0,2.9366119307213627,2.5132234215655935
2024-10-18,71.0057349614976,9.432227190482854,7.014809674961067,7.085755133453814,0.0,2.948558957620337,2.5129140819843387
2024-10-21,70.94419256566422,9.432227190482854,7.014809674961067,7.085755133453814,0.0,3.0101013534537033,2.5129140819843387
2024-10-23,70.93982675876549,9.431646744345553,7.014377993334077,7.091472946802016,0.0,3.009916116004667,2.512759440748202
2024-10-28,70.86084543883544,9.429325674017495,7.012651797997098,7.083575432437921,0.0,3.101460590627103,2.5121410660849475
2024-10-29,70.85648610234043,9.428745584924856,7.012220381906582,7.083139653148152,0.0,3.107421757708085,2.5119865199718974
2024-10-30,70.85212730218238,9.42816556720162,7.011789018893961,7.082703927473089,0.0,3.1133821913760107,2.5118319928729327
2024-11-01,70.85255016138284,9.426039445941809,7.010207808466956,7.068806320669475,0.0,3.131130707409488,2.5112655561294264
2024-11-05,70.84819285421811,9.42545976110168,7.009776693021704,7.062221777476058,0.0,3.143237796465977,2.511111117716478
2024-11-06,70.93544095026621,9.437067021434013,7.018409089213475,6.9477708102150855,0.0,3.1471086293287494,2.514203499542459
2024-11-07,70.93723046048946,9.436485979489309,7.0179769644805825,6.947343034693968,0.0,3.1469148612741167,2.514048699572571
2024-11-12,70.92491642386379,9.436485979489309,7.0179769644805825,6.947343034693968,0.0,3.159228897899776,2.514048699572571
2024-11-13,70.89491233387977,9.43822932001223,7.019273498344744,6.954784675104989,0.0,3.17828701597909,2.5145131566791763
2024-11-14,70.8736277854179,9.44113631942632,7.021435453013907,6.956926767047254,0.0,3.191586041760413,2.5152876333342085
2024-11-15,70.85694285549118,9.440554776294174,7.021002955544603,6.956498243102113,0.0,3.2098684697289075,2.515132699839018
2024-11-18,70.85903700821868,9.439876399848085,7.0204984424999965,6.955998365217051,0.0,3.2096378159997037,2.514951968216482
2024-11-19,70.8546729056239,9.439295011914657,7.020066060453003,6.961728806754314,0.0,3.209440139185108,2.514797076069007
2024-11-20,70.84594631290724,9.438132450862243,7.0192014561179406,6.960871387343438,0.0,3.2213610437646714,2.514487349004468
2024-11-21,70.84158382258676,9.437551277716805,7.018769233810194,6.966600470221468,0.0,3.2211626815844254,2.5143325140803556
2024-11-22,70.61301941198192,9.435808187644886,7.017472886208097,6.9653137580482225,0.0,3.4545176324184856,2.5138681236983778
