date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,MERRILL LYNCH FAR EAST LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,53.69726505023568,16.994608021581385,4.755361253990805,12.53966686111791,5.621051832765765,1.7573923997174674,0.697936214948532,1.6422258417071025,0.5703364480016541,1.7241560759337053
2024-03-04,53.46108185456907,17.00133820267284,4.7689445248668925,12.541636613296761,5.5643111663951,1.7617484726017165,0.7043447776025957,1.6876919042207144,0.7904430033378476,1.7184594804364586
2024-03-05,53.40671195479991,16.988119378276277,4.758193199250987,12.601273145643994,5.58324250528806,1.7613198623286939,0.6940155785478163,1.653702162641079,0.8740891887340596,1.679333024489117
2024-03-06,53.405293759085346,17.034190467401476,4.816084371142088,12.599127409050897,5.5764032888872395,1.7587698228591058,0.7002202311710545,1.5667108543823978,0.8662849557712247,1.6769148402491736
2024-03-07,53.374368573731616,17.091358067195078,4.89907119778502,12.589008138330835,5.667377419122003,1.7511097747583484,0.7127360025065879,1.4919635498298227,0.8421400068547339,1.580867269885958
2024-03-08,53.24737475577843,17.136706876145354,4.908313954408985,12.689444843796618,5.717508360415661,1.7248600395095806,0.8299187615974609,1.5089149179802535,0.6317692800424464,1.6051882103252073
2024-03-11,53.123148052221524,17.379566763520813,4.94620451489327,12.693930671242168,5.633631286686697,1.7099959845490282,0.8773960027270883,1.4769857500892751,0.6206723835468658,1.5384685905232687
2024-03-12,53.009247284143,17.397383296316868,5.007344530755254,12.688021720642256,5.657938589281099,1.6949747116102518,0.8923587933774336,1.4609610342055883,0.6429627445236489,1.5488072951446017
2024-03-13,53.00636422264547,17.49900949494947,4.938984451430538,12.710778048082144,5.64960908337477,1.6923134145164873,0.8817456813958078,1.4871105107201283,0.6391679311167788,1.4949171617684003
2024-03-14,52.93564715761546,17.38301837302572,5.029813989280528,12.686128271904442,5.703159827705597,1.684523070607832,0.8751482437423191,1.4956274118102848,0.6247787789707933,1.582154875337019
2024-03-15,52.81924119319098,17.44142126769839,5.158813398944625,12.66774840208389,5.692469448029044,1.673647881926949,0.8928070310578894,1.484663761730889,0.6476661220872512,1.5215214932500967
2024-03-18,52.7483729498431,17.42661557734691,5.234661968086114,12.73951443934222,5.4767167700363,1.6584759448045203,0.8524268699571597,1.5032312494187487,0.8088060890644072,1.551178142100521
2024-03-19,52.51221679549324,17.55562134244947,5.25837453865424,12.736835913249397,5.534408325411411,1.6538509264847523,0.8721158623463546,1.5045538172095119,0.8925190810970053,1.4795033976046206
2024-03-20,52.65704040169879,17.563371071978146,5.28070442545553,12.729775190820302,5.5779752351641045,1.6529184327126845,0.8685690243629078,1.49935715430999,0.7056574226227774,1.4646316408747706
2024-03-21,52.546751335804146,17.53742074858467,5.356676830874993,12.685325225922405,5.6469249844810605,1.6653794739910084,0.8696845741247324,1.5108933281203332,0.7269773541744253,1.4539661439222293
2024-03-22,52.5571228180189,17.365156902735603,5.373444770501183,12.595892279684815,5.8699451625879435,1.681048753890334,0.8618561039043037,1.4910054493056268,0.7465580871389406,1.4579696722323454
2024-03-25,52.607487039947046,17.405272822296862,5.429798297847686,12.441362615611903,5.8061684000013685,1.6776951776101425,0.8683866809732911,1.4735144707229046,0.8335517557406743,1.4567627392481195
2024-03-26,52.66144654855417,17.402310838473365,5.411992767435405,12.327655663109613,5.829850388976668,1.6837954704297786,0.8947786906631067,1.495460943158355,0.8232884686630372,1.4694202205365028
2024-03-27,52.658687360726,17.576340908159768,5.410385232824171,12.23433754632645,5.668504270227404,1.7038719863779823,0.9080996554998654,1.503498055601,0.8166567219899489,1.5196182622674066
