date,THE HONGKONG AND SHANGHAI BANKING,ABN AMRO CLEARING HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,NANYANG COMMERCIAL BANK LTD,HANG SENG SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,BNP PARIBAS,CHINA CONSTRUCTION BANK (ASIA)
2024-03-01,34.03717740480058,4.141851651326475,49.66612524815016,0.0,0.0,10.575708355892438,0.0,1.5791373398303554,0.0
2024-03-04,6.643269430070016,0.9450235201950472,9.668047314411785,0.0,0.0,2.058675772618207,0.5410171825651944,80.14396678013975,0.0
2024-03-05,6.6669252112720745,0.6998332387295119,9.707762331696276,0.0,0.0,2.069532046016239,0.5429436713569009,80.313003500929,0.0
2024-03-06,32.18449493660114,4.169857884435367,46.8640966726236,0.0,3.1061186282018554,9.990639094545145,2.621053527359374,1.063739256233512,0.0
2024-03-07,32.74742401939562,1.757727941813144,47.98683868733223,0.0,3.160446791930037,10.251969867520998,2.7188501168932375,1.3767425751147284,0.0
2024-03-08,32.466306120697055,3.2878358657395483,47.57489913297279,0.0,3.1333161644776375,10.163962571894583,2.4723152201905743,0.9013649240278137,0.0
2024-03-11,32.182543048604636,0.7294935957248282,47.03537195690898,0.0,3.0961065399949104,10.043260666723217,2.6126049707354313,4.300619221307999,0.0
2024-03-12,31.169898126848505,3.992770292474532,45.21031876437726,0.0,2.998685507722642,9.727242852448242,2.5139664804469275,4.387117975681893,0.0
2024-03-13,30.530296934095112,0.34602076124567477,44.16995252273276,0.0,2.9371529733644484,9.527641425927417,2.301440412006116,10.187494970628471,0.0
2024-03-14,28.07017543859649,2.326632030720578,40.32828853249003,0.0,2.695580152096981,8.711693396581582,2.048038551313907,10.458549807996386,5.361042090204051
2024-03-15,27.647582319786412,3.3595372293088106,39.65440522100267,0.0,2.595668940967072,8.38771877781074,2.0839513497478492,10.97597152180362,5.2951646395728265
2024-03-18,27.705112960760996,2.816587395957194,39.670035671819264,0.0,2.601070154577884,8.405172413793103,2.103151010701546,11.385255648038049,5.313614744351962
2024-03-19,27.856609410007465,0.9559372666168784,40.15683345780433,0.0,2.6138909634055265,8.506348020911128,2.1583271097834205,12.41224794622853,5.339805825242718
2024-03-20,27.038782167451973,3.320043494019572,38.977890540050744,0.0,2.493657122145705,8.256614715476623,2.094961942732874,12.635012685755708,5.1830373323667995
2024-03-21,26.42706131078224,5.743481324876674,37.82945736434108,0.0,2.4242424242424243,8.026779422128259,2.036645525017618,12.473572938689218,5.038759689922481
2024-03-22,26.614620298083747,4.932576295244854,38.09794180269695,0.0,2.4414478353442157,8.08374733853797,2.051100070972321,12.562100780695529,5.2164655784244145
2024-03-25,30.752811756013465,3.8174205730235613,43.49396601264264,0.0,2.82407027337657,9.31779000082095,2.372547409900665,1.3874066168623265,6.033987357359822
2024-03-26,30.641872604192155,1.8024630943642446,44.05839654188076,0.0,2.805643911589593,9.40380066878721,2.3733790066063127,2.919827094038007,5.994617078541718
2024-03-27,29.852885703508107,5.431912485854395,40.78460958129008,0.0,2.5952470765748776,8.698604300264051,2.1953979630328178,4.8962655601659755,5.545077329309694
2024-03-28,29.435393885293458,6.575913114632151,40.21423789332738,0.0,2.558952614743733,8.576954548835825,2.201889459198096,4.8947407572714425,5.54191772669791
2024-04-02,29.9078132084026,1.1712256309505817,41.53695027958289,0.0,2.5993652712709685,8.772857790539518,2.23666314039595,8.145685355901467,5.6294393229560225
2024-04-03,30.169982468175927,1.1814924918057779,41.093071118225474,0.0,2.622151078588307,8.712554310541961,2.256269532738776,8.285692507050841,5.678786492872932
2024-04-05,31.199620673304885,1.2486170380907224,42.46878457404773,0.0,2.7185079816658764,9.088035403824877,2.1811284969179705,5.207839418365734,5.887466413782203
2024-04-08,31.26633404609171,1.2512869248435892,42.55959451968005,0.0,2.72432089965946,9.107468123861565,2.185792349726776,5.005147699374357,5.900055436762494
2024-04-09,31.395626242544733,4.755467196819085,42.75149105367793,0.0,2.73558648111332,9.145129224652088,2.194831013916501,1.0974155069582505,5.924453280318091
2024-04-10,14.635665351878762,3.714522969245826,19.877517126842434,0.0,1.2752454105993654,4.2631750645036925,1.0231620154808863,52.44891604140099,2.761796020048044
2024-04-11,14.641092964265054,6.371174699241985,19.892305638378353,0.0,1.2757183332591637,4.264756055953599,1.023541453428864,49.76859062792043,2.7628202275525493
2024-04-12,14.345886289588774,7.730634888021369,19.42381637265549,0.0,1.2621444715136927,4.219378320467286,0.964953476767736,49.319762834248145,2.7334233467375033
2024-04-15,14.345359954799275,7.708337919445851,19.423103734196257,0.0,1.2180714846530332,4.219223516117434,0.964918073685987,49.38766225666087,2.733323060441294
2024-04-16,14.410921340694822,7.378686579046299,19.574527682974473,0.0,1.2236383337878978,4.238506276674947,0.969327957187401,49.458576893875176,2.7458149357589874
2024-04-17,14.528186911998572,6.628717506651012,19.826702138727466,0.0,1.2335954104305693,4.272996150587815,0.9772156413953005,49.76442786439368,2.768158375815585
2024-04-18,15.122887632637019,4.893588077027722,20.36034946642885,0.0,1.254572387315215,4.481695335409172,0.9938329453731974,50.07784394933341,2.8152302064754076
2024-04-19,15.190909711114987,4.036506697189985,20.61840040630377,0.0,1.258328848325892,4.533015971680021,1.0612411973832825,50.227787842724055,3.0738093252780074
2024-04-22,15.40606694402134,3.9254022021657913,20.672774531869266,0.0,1.2579474238600798,4.531641924507999,1.0609195140988625,50.11025984950099,3.0349876099756745
2024-04-23,15.507415101087346,5.197038525045464,20.693039925126122,0.0,1.2631162447401862,4.4513433926084875,1.0652787606242533,48.77530988198233,3.0474581687858104
2024-04-24,15.636990829034048,7.575354643608817,20.727750719924625,0.0,1.2612927490863226,4.441118143620214,1.0637408727234046,46.46344150564922,2.8303105363533443
