date,UBS SECURITIES HONG KONG LTD,YUANTA SECURITIES (HONG KONG) CO LTD,BOCI SECURITIES LTD,CHINA RENAISSANCE BROKING SERVICES (HONG,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CSC SECURITIES (HK) LTD,CITIBANK N.A.,FUBON SECURITIES (HONG KONG) LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,30.67045827982065,3.9637021202375373,37.961461886203196,27.404377713738615
2024-03-05,0.0,0.0,0.0,0.0,45.17291192623829,16.774072971965502,2.1678002981697744,20.761617775389276,15.123597028237151
2024-03-06,0.0,0.0,0.0,0.0,45.13441554621044,16.759778097887025,2.251172951782016,20.74392471346802,15.1107086906525
2024-03-07,0.0,0.0,0.0,0.0,45.13441554621044,16.759778097887025,2.251172951782016,20.914364821870656,14.940268582249864
2024-03-08,0.0,57.74975913978854,0.0,0.0,19.090900222216728,7.074390819135945,0.9505197627965414,8.828063809660764,6.3063662464014865
2024-03-11,0.0,57.7246754729083,0.0,0.0,19.082608070201708,7.071318050256369,0.9860631139648771,8.824516980809365,6.310818311859373
2024-03-12,0.0,40.96349173222393,29.013361548513355,0.0,13.54210860051858,5.0180598871196835,0.7224036498469705,6.262192475277016,4.478382106500465
2024-03-13,0.0,40.98624828315949,29.02641581542204,0.0,13.550652881400021,4.967336731449381,0.7228049685519587,6.265671326712911,4.480869993304199
2024-03-14,0.0,40.9861645730623,29.026356532023566,0.0,13.55082944509034,4.967326586187055,0.7228034922989056,6.26565852973886,4.480860841598973
2024-03-18,0.0,40.98407193175678,29.024874525759735,0.0,13.550137576853432,4.967072968096646,0.7227665879322855,6.265338622375433,4.485737787225686
2024-03-19,0.0,40.98290014596241,29.02404466835295,0.0,13.549750161499711,4.969585854945322,0.7227459231329997,6.265159488520531,4.485813757586075
2024-03-20,0.0,40.986254557704015,29.021792437433724,0.0,13.54869871720205,4.969200221066717,0.7226898389196026,6.264673319687926,4.486690907985961
2024-03-21,0.0,40.98600346839988,29.022227262936518,0.0,13.548615715391577,4.969169778835801,0.722685411589252,6.264634941151476,4.486663421695494
2024-03-22,0.0,40.97838855456125,29.032147747845453,0.0,13.54936516766943,4.968246541717926,0.7225511416757208,6.263471015633729,4.485829830896491
2024-03-26,0.0,40.97830488990744,29.03004679606492,0.0,13.54933750423546,4.968236398160759,0.7225496664593138,6.263458227645898,4.488066517526209
2024-03-27,0.0,40.97797023470851,29.029809718027856,0.0,13.54922685162916,4.9681958243462825,0.7225437656539239,6.263407076216749,4.488846529417515
2024-03-28,0.0,40.97514876092519,29.02969118046142,0.0,13.549171526003754,4.968175537687557,0.7225408152873712,6.263381500815476,4.491890678819235
2024-04-02,0.0,40.97271292202009,29.027676189933345,0.0,13.54823105949591,4.967830689835473,0.7224906627421752,6.262946750947854,4.498111725025158
2024-04-03,0.0,40.967894291510994,29.046846009238013,0.0,13.547446106017805,4.954348468336463,0.7224596896481387,6.262678259119976,4.498327176128609
2024-04-05,0.0,40.96454687892608,29.04809129766836,0.0,13.548026908418562,4.954560869807714,0.7224906627421752,6.262946750947854,4.499336631489259
2024-04-10,0.0,40.96270711115274,29.04678671245216,0.0,13.547418450002748,4.954338354434938,0.7224582148051388,6.264094467729778,4.502196689422501
2024-04-11,0.0,40.96019860321595,29.045007921445777,0.0,13.54944663375502,4.954034956589433,0.7224139723149899,6.262281956111687,4.506615956567141
2024-04-12,0.0,40.9596133289046,29.044592901558445,0.0,13.549253027685756,4.9539641691055705,0.7224036498469705,6.262192475277016,4.507980447621632
2024-04-15,0.0,40.96078389425358,29.045422953193768,0.0,13.546782392819507,4.954105746096296,0.7224242950780103,6.262371439503589,4.5081092790552555
2024-04-17,0.0,40.963543348745276,29.04737969120538,0.0,13.544836970168461,4.949335843404608,0.7224729635061126,6.26279332422733,4.509637858742837
2024-04-18,0.0,40.96162005332371,29.0460158762665,0.0,13.544201021205046,4.949103465192442,0.7224390423940866,6.262499277356821,4.514121264261384
2024-04-19,0.0,40.960114991576,29.044948632164296,0.0,13.543703363670168,4.94892161920341,0.7224124976586405,6.262269172978743,4.5176297227487385
2024-04-22,0.0,40.959529719654064,29.044533613971304,0.0,13.543509840060688,4.948850904927628,0.722402175232763,6.262179692509381,4.518994053644168
2024-04-23,0.0,40.956770805863215,29.042169034723425,0.0,13.542597588959907,4.948517564845261,0.7223535163409878,6.261757890451772,4.52583359881543
