date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA INTERNATIONAL CAPITAL CORPORATION,VMS SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,BNP PARIBAS,FIRST SHANGHAI SECURITIES LTD,BOCI SECURITIES LTD,TAT LEE SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,76.32477933793771,0.0,17.297907299102654,0.0,6.377313362959634
2024-03-13,0.0,0.0,0.0,0.0,0.0,76.3133100015581,0.0,17.31144643858452,0.0,6.3752435598573785
2024-03-14,0.0,26.41941394737488,0.0,0.0,11.420498289133837,47.43119294814306,0.0,10.761388672339441,0.0,3.96750614300878
2024-03-15,0.0,26.38038243871497,0.0,0.0,11.438123225003839,47.44519667850341,0.0,10.764565897618912,0.0,3.971731760158876
2024-03-18,0.0,26.345684680916904,0.0,0.0,11.465620508467127,47.44944772180025,0.0,10.765326758068259,0.0,3.973920330747465
2024-03-19,0.0,26.280534913120825,0.0,0.0,11.511862965011682,47.4335383149195,0.0,10.784943470391752,0.0,3.989120336556245
2024-03-20,0.0,25.386581153330397,0.0,0.0,13.969239923050383,46.23547473561819,0.0,10.517277319970248,0.0,3.891426868030788
2024-03-22,0.0,25.38466646943387,0.0,0.0,13.976919317165933,46.23238455837909,0.0,10.516484095337193,0.0,3.889545559683912
2024-03-25,0.0,25.332200869083522,0.15974052355436905,0.0,13.990615774068708,46.139801420246755,0.0,10.496134853722443,0.0,3.881506559324204
2024-03-26,0.0,25.330043546331343,0.15774642486988344,0.0,13.992197008232601,46.13646624400791,0.0,10.500786375335327,0.0,3.8827604012229315
2024-03-27,0.0,25.329943214680767,0.1577458000403544,0.0,14.004816703143277,46.13667959607886,0.0,10.500744781990749,0.0,3.8700699040659954
2024-04-02,0.0,25.333856738107535,0.14192382709514234,0.0,14.006980473420649,46.14420395767219,0.0,10.502367166626774,0.0,3.8706678370777055
2024-04-03,52.96330931142686,11.913232088442365,0.06636597647665649,0.0,6.598687538997579,21.699133305988376,0.0,4.938655110299415,0.0,1.8206166683687404
2024-04-08,52.96325997867647,11.913220991845254,0.06636591465997253,0.0,6.602034617802377,21.699113094299545,0.0,4.938650510182031,0.0,1.8173548925343497
2024-04-10,52.96330931142686,11.913232088442365,0.06636597647665649,0.0,6.602040767282716,21.699133305988376,0.0,4.938655110299415,0.0,1.817263440083604
2024-04-11,52.86133779708461,11.888807806100807,0.06233363288184385,0.0,6.604111279135605,21.657355450490044,0.0,4.929146600597912,0.0,1.996907433709181
2024-04-12,52.8620749526044,11.888973596462218,0.062241534937423966,0.0,6.604203373987638,21.657657464017884,0.0,4.929215337935557,0.0,1.9956337400548811
2024-04-18,52.85593261806986,11.88759215138714,0.060932913299352444,0.0,6.66264921545551,21.64445095717566,0.0,4.928642585359622,0.0,1.9597995592528568
2024-04-30,52.8576523278506,11.887978923646743,0.0609348958001197,0.0,6.663516705940779,21.64627068955843,0.0,4.923783134314045,0.0,1.9598633228892812
2024-05-02,52.86024455597301,11.888585433306572,0.057216306493038466,0.0,6.663491928568615,21.647863464100343,0.0,4.921161971992028,0.0,1.9614363395663876
2024-05-03,52.861079921817954,11.889795877995914,0.057217210698999287,0.0,6.6635972336728955,21.64820557159352,0.0,4.918822768578981,0.0,1.9612814156417333
2024-05-06,52.85867217424086,11.889254314576101,0.057028691929686216,0.0,6.663293716224559,21.651774385236276,0.0,4.918784635750913,0.0,1.961192082041597
2024-05-07,52.851941472348905,11.887740409227794,0.056649652376541675,0.0,6.662445252920854,21.64269715621905,0.0,4.937583701139372,0.0,1.9609423557674754
2024-05-08,52.84236423190468,11.885586245254512,0.056639386957206495,0.0,6.679172990236615,21.638961162832356,0.0,4.9366889671901175,0.0,1.9605870156245164
