date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,29.80298901360412,22.714328979757088,24.10741696149557,7.174523668691937,1.975083616388941,2.485682031125552,2.914579665499741,5.849723295330955,1.4818423825673193,1.4938303855387784
2024-03-04,29.159019608362826,22.906301176934196,24.123589524177746,7.813716535732001,1.9505634980446689,2.4076973935546033,2.926685826162318,5.771478552375367,1.470477537524028,1.4704703471322442
2024-03-05,29.04100835662146,22.903044242745946,24.167175224478633,7.6680401412329315,1.982712548552484,2.4820164945874286,2.923073431925113,5.783863997414607,1.5730777900428532,1.4759877723985444
2024-03-06,28.814151455405142,22.81495441277961,24.544871899921052,7.54183742556493,2.0276357793092856,2.4980827835882504,2.930299429291755,5.796329817765647,1.5375865530885808,1.494250443285746
2024-03-07,29.00830645751984,22.74280934269893,24.523709053650666,7.4548675879727035,2.0512099323571737,2.5077801071786467,2.927823135919076,5.752403878005194,1.5389212695780041,1.4921692351197646
2024-03-08,29.062629586811333,22.817181130471987,24.20050706336276,7.538323500013277,2.072937665403084,2.530355658463887,2.9438019997796423,5.7808968472122855,1.5544122512853535,1.4989542971963923
2024-03-11,29.327125651836443,22.744221652749182,23.731826455622684,7.462455876326173,2.2149615889537957,2.7634026965090994,2.949158319399119,5.770404150056074,1.5431616136359367,1.4932819949114902
2024-03-12,29.19111854053678,23.297369927636932,23.86169800310452,7.347106502165459,1.9865288814194624,2.548426829194696,2.9517553535007663,5.766100521625921,1.5424505433912887,1.507444897424172
2024-03-13,29.745133053133838,23.342612420910115,23.133165835432372,7.550573418532866,1.888059884098656,2.5538374407800575,2.962542992898026,5.770653536838233,1.546750286096027,1.5066711312798158
2024-03-14,30.006658841167734,23.301490515378784,22.324304479415808,8.235369271547594,1.839820238842637,2.598846629937246,2.942759450897916,5.729855636729144,1.5528989630995178,1.467995972983622
2024-03-15,31.11287734232777,23.3799657768359,22.341621334781173,6.818878809673869,1.741275175274147,2.83810894973206,2.961744143811391,5.756637986427027,1.5803150923654183,1.4685753887712445
2024-03-18,30.97482450873692,23.316881542298113,22.291655382400442,7.11093528834915,1.7000522185615738,2.846448581937323,2.9602372405818853,5.755166823343538,1.573096577238392,1.4707018365526652
2024-03-19,31.350178882577612,23.291998561856477,22.36582982427417,6.8030061123915395,1.6921401162049856,2.8278030881970997,2.9522588817051996,5.715067627261981,1.525775312193048,1.4759415933378877
2024-03-20,31.824986750773714,22.972973037432453,22.321166082555575,6.882655409413766,1.769163529951566,2.5064845462588803,2.9545101349801386,5.717581142367691,1.5724234155258632,1.4780559507403586
2024-03-21,31.706084302215785,22.67450456352666,22.99757598200311,6.727509287930522,1.8104600608685226,2.427656614018487,2.961376506385028,5.6797380020079995,1.5284545234605509,1.486640157583331
2024-03-22,31.681385782382286,22.632466273951586,23.019678120490447,6.779045282548039,1.8000698115325362,2.434293998236736,2.973949821192433,5.673314426338287,1.525375593439175,1.4804208898884708
2024-03-25,31.81352359463289,22.628580318073638,22.93364366308616,6.703939967283143,1.799633112223782,2.4662263766725436,2.970530593207942,5.677234942427562,1.5260029003345772,1.4806845320577613
2024-03-26,31.783293606172315,22.528129534873532,23.125388046626878,6.61812840469147,1.8939729658532234,2.4038451620302244,2.96167736127133,5.664204986680473,1.5352060003515058,1.4861539314490497
2024-03-27,31.90748364891165,22.62143029347762,22.870289758007555,6.624508701284369,1.9085627943217571,2.4157175775978605,2.962856602297899,5.668263241583606,1.5376557247674272,1.483231657750255
2024-03-28,31.812560322580225,22.618954308904303,22.963189788232103,6.540730527165138,1.960602794361681,2.4273631098443342,2.958512543015802,5.6748202753501555,1.5655756203260447,1.4776907102202177
2024-04-02,31.580156598622466,22.784542673155922,23.072502822966296,7.658700132046261,0.8786646257854682,2.4187374543850524,2.9252597467491905,5.62847637883715,1.5566859591482787,1.4962736083039208
2024-04-03,31.989221000074025,22.892969988164914,22.67020383773884,8.007489299498713,0.43804450527011507,2.5025345688881147,2.9465958023508807,5.51596505437517,1.5473322223061308,1.4896437213330966
2024-04-05,31.137151264727454,23.425586009121414,22.942886749247332,7.912704739484538,0.5361684955422732,2.601199635568683,2.9624789938408935,5.450198552858581,1.5328635169099907,1.4987620426988404
2024-04-08,30.96674984031173,23.345124454662745,22.87327208403597,8.029564289503769,0.673896646466936,2.670346448251015,2.9583143962436624,5.450134670576232,1.5350823934344442,1.4975147765134982
2024-04-09,30.79151269969444,23.257775202814422,22.787688337941848,8.395393256086445,0.7343255022551037,2.632520892664448,2.963346398491956,5.421498538551386,1.459903199372214,1.5560359721277361
2024-04-10,31.269926368341277,23.321431612456713,22.868252877003997,7.750746627586396,0.8180723310094513,2.5909929121442583,2.9597693572504706,5.4149561267503215,1.4637979610298824,1.5420538264272323
2024-04-11,32.0127802675069,23.47041569440048,22.977237136438198,6.70905414910921,0.8181633346168542,2.575362772299413,2.989176557696134,5.426723965759467,1.4672501454335198,1.5538359767398267
2024-04-12,32.3001327326222,23.398643872895125,23.041614964114892,6.6273267751411735,0.656831942660221,2.5781903308947096,3.0041619107546125,5.4311291091579585,1.453394209067419,1.5085741526916874
2024-04-15,32.349741347860586,23.503043659244057,23.13427916498553,6.41603106306528,0.7317194088205573,2.4499754376107337,3.017423744067892,5.428512262693089,1.454089597505561,1.5151843141467083
2024-04-16,31.97104391196619,23.717851449247128,23.30268031751116,6.495528281048308,0.8142941292467969,2.308932026838981,3.0430302808296465,5.401829538289742,1.4355915302723368,1.5092185347497102
2024-04-17,31.919235874695,23.666384046232082,23.461417083786987,6.487357589300077,0.8498411330716705,2.262583566422553,3.0411919203169746,5.4166818055529244,1.4341013357702028,1.461205644851526
2024-04-18,31.93012196415862,23.818727831577668,23.568434218262873,6.287398006184626,0.7836047424686287,2.247438193197249,3.041363539974095,5.404346511662059,1.4303907222391783,1.4881742702750054
2024-04-19,31.871232015595147,23.8212083691947,23.665814602994573,6.341078565681864,0.7490852654048633,2.2374682161073323,3.026785685435988,5.379288947455114,1.4138608324433883,1.4941774996870336
2024-04-22,31.65464651242938,24.046822266036695,23.73156884907898,6.3007770258743285,0.7695455272485903,2.2705162985636633,3.011511615281715,5.291079007808929,1.4085004010117288,1.5150324966659938
2024-04-23,31.303903530232358,24.445439756843683,24.22859794297033,6.317627598832062,0.3194504588123758,2.2879496606321807,3.0115741230583764,5.290106851826659,1.3992096786108605,1.396140398181114
2024-04-24,31.20268548969292,24.44149061413767,24.351609338395047,6.190110736113571,0.3218040658712108,2.327800080270038,3.1021289683002893,5.3079223113724945,1.4688260977471703,1.2856222980995888
2024-04-25,31.53065638369375,23.765036277113698,23.98235874403792,6.448853549528017,0.7086489954156007,2.3664858510639553,3.107455076340921,5.300409143729389,1.4746561016861148,1.3154398773906297
2024-04-26,31.487377006885538,23.826475420712356,24.03399810432776,6.545506946432275,0.5456256139189166,2.367328964434518,3.105716865763362,5.296960051307573,1.4822906662767092,1.30872035994099
2024-04-29,31.79876268111011,23.555771376370167,24.225575472327513,6.223075512567577,0.6654704234457978,2.3611357670437316,3.093512560783731,5.286626965804234,1.4820887175487847,1.3079805229983572
2024-04-30,31.613361221066942,23.62818692925993,24.29530451955997,6.460929844536429,0.7216916403541593,2.3635047597765233,3.054710724956889,5.119544555472678,1.4423372886350665,1.3004285163814158
2024-05-02,31.768462676403868,23.49819531170909,24.04684217418738,6.650246276021568,0.5876700485571411,2.5675369131381585,3.026403409083506,5.1150609530107,1.451477245353527,1.2881049925350636
2024-05-03,31.735951832086467,23.325187550174277,24.207377831410195,6.751674128639502,0.6544874040624385,2.581936899840608,3.0262514839339225,4.9785496257433985,1.443519255301137,1.2950639888080513
2024-05-06,31.723953665061895,23.406859481631805,24.292138706269643,6.692025264597319,0.6128953331387165,2.591016094968237,3.009442160499832,4.992611306601614,1.4435421861605735,1.2355158010703648
2024-05-07,32.08429661179396,23.439611672432893,24.326129629421832,6.212658774262506,0.6148042124840181,2.6546562256455353,3.0015484053194683,4.999984562756511,1.4408308052218917,1.2254791006613845
2024-05-08,32.250684186020436,23.20373189263818,24.296179332695058,6.152556504121207,0.6104838525813029,2.7377103637503617,3.0793323973015356,5.003034435988972,1.4339449241995095,1.2323421107034322
2024-05-09,32.27717901900651,23.156604783171943,24.25505411374731,6.218871289893616,0.6030253664243205,2.7534522025232633,3.0815037907436156,5.0024688779763595,1.4348590014265021,1.2169815550865661
2024-05-10,32.33761973197328,23.26643428877079,24.221947708926304,6.015123569455027,0.6541001085282596,2.74302009257519,3.100349414317441,5.016418556293754,1.440308986575518,1.2046775425844416
2024-05-13,32.23783190411263,23.13392202018068,24.119476668427637,6.441892194018582,0.6304005949846077,2.734232803665337,3.083667836960923,4.997340157907032,1.436257845708824,1.1849779740337412
2024-05-14,32.55008929711172,22.94165147919123,24.060559173391997,6.297481217300847,0.6580984381567484,2.737920520592692,3.07102644102576,5.042932484388106,1.44072139969677,1.1995195491441324
2024-05-16,32.77223326749875,22.90367337080803,24.078549160395728,6.049477299635502,0.6754347906608843,2.7433569902778308,3.080492050068809,5.049562417467568,1.4571889974070067,1.190031655779893
2024-05-17,32.90207186798804,23.077552695782554,24.025881458165546,5.856714136266607,0.6185135962843251,2.741568312058317,3.0766637233281546,5.049057900940268,1.4590583425164294,1.1929179666697534
2024-05-20,32.82930718950233,23.223584016629452,24.02802875574201,5.91559491925127,0.7428480795628717,2.729593342263012,2.963719136016005,5.047792439753316,1.3424232293382272,1.1771088919415087
2024-05-21,32.621269078480296,23.577417002416663,24.29321342073888,5.60142026622434,0.6435741914674394,2.730406777102408,2.9291939595713825,5.037999950419204,1.3569312513592564,1.208574102220132
2024-05-22,32.44149664435966,23.55336367723669,24.271969042012785,5.355180043699879,0.7084026356079332,2.769103406550813,2.9537203540530665,5.236663260746523,1.463306413929975,1.2467945218026755
2024-05-23,32.27972430650558,23.543346306643205,24.413010742225712,5.32813812832211,0.6712870564763932,2.641259912653952,2.956515218344673,5.378735168529126,1.5272083202287627,1.2607748400704895
2024-05-24,31.858184632086413,23.431464042210912,24.010376105518063,5.417281291276253,0.6473767305061199,2.5512064840963022,2.932314368031079,5.7415305832719445,2.0408391419955025,1.369426621007409
2024-05-27,31.79020128907244,23.536194489605865,24.058000178222507,5.008867442588019,0.9385332255131897,2.490580003843115,2.964871452095908,5.753265286978656,2.044001760985233,1.415484871095073
2024-05-28,31.65158206808921,23.446160416953905,23.8701641125748,4.770865012103833,1.3643552230991511,2.6128135291407144,2.9941127951717172,5.752514216140451,2.0988656302661575,1.4385669964600634
