date,MORGAN STANLEY HONG KONG SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,HANG SENG BANK LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,CITIBANK N.A.,SOUTH CHINA SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-14,0.0,0.0,0.0,2.3954492784156747,0.0,0.0,0.0,0.0,0.0,2.3954492784156747
2024-03-15,0.0,0.0,0.0,2.3954492784156747,0.0,0.0,0.7463745215773027,0.0,0.0,3.1418237999929772
2024-03-18,0.0,0.0,0.0,2.3954492784156747,0.0,0.0,0.7913199199410091,0.0,0.9593033463253625,4.146072544682046
2024-03-20,0.0,0.0,0.0,2.3954492784156747,0.0,0.0,0.8025562695319357,0.0,0.9593033463253625,4.157308894272973
2024-03-26,0.0,0.0,0.0,2.3954492784156747,1.572175989325468,0.0,0.8025562695319357,0.0,0.9593033463253625,5.729484883598441
2024-04-02,0.0,0.0,3.5222237438112294,2.3954492784156747,1.572175989325468,0.0,0.8109835317251308,0.0,0.9593033463253625,9.260135889602864
2024-04-03,0.0,0.0,3.4718006250219458,2.3954492784156747,1.572175989325468,0.0,0.81800625021946,0.0,0.9593033463253625,9.216735489307911
2024-04-05,0.0,0.0,3.4619688191298854,2.3708697636855227,1.572175989325468,0.0,0.8285403279609537,1.2409845851329049,0.9593033463253625,10.433842831560098
2024-04-10,0.0,0.0,3.4605642754310195,2.3708697636855227,1.572175989325468,0.0,0.8390744057024474,1.2409845851329049,0.9768601425611855,10.460529161838547
2024-04-11,0.0,0.0,3.4605642754310195,2.3708697636855227,1.572175989325468,0.0,0.8404789494013132,1.2409845851329049,0.9979282980441728,10.483001861020401
2024-04-12,0.0,0.0,3.4605642754310195,2.3736788510832545,1.572175989325468,0.0,0.851013027142807,1.2409845851329049,0.9979282980441728,10.496345026159625
