date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,UBS SECURITIES HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CTBC BANK CO LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,DBS BANK LTD,BOCI SECURITIES LTD
2024-03-01,44.8966346879226,23.50287160847141,15.247266626241357,6.50224092568067,3.738800443107357,4.875311323680644,0.0,0.0,0.0,1.2368743848959622
2024-03-04,44.906276111986735,22.188985752526023,14.400355783740112,6.084927096776182,3.533013914123246,4.600197497783988,0.0,2.0585617691203844,1.059195270001521,1.1684868039418124
2024-03-05,45.02425436220523,22.173594793660865,14.382342982741026,5.950547758193402,3.581771699311352,4.5958248191155135,0.0,2.0565553295286985,1.0584063682086575,1.1767018870352655
2024-03-06,46.41670575366368,21.626405916952923,13.996756156716286,5.789874297390422,3.503319717838909,4.478125713192538,0.0,2.013387249725304,1.0327680144513358,1.1426571800686065
2024-03-07,46.53176960017472,21.644068991224483,13.997536203973645,5.673331263309265,3.481502144989921,4.480935842269545,0.0,2.0198124198088854,1.0273155692227816,1.1437279650267573
2024-03-08,46.515387970583014,21.664683401072,14.000542970277802,5.687932169841677,3.4863068165114126,4.440629008190561,0.0,2.0218483893473924,1.0283511026143277,1.154318171561815
2024-03-11,46.35580023882721,21.37692611985559,14.702028863055567,5.570533857605087,3.4648607829241063,4.418513164905808,0.0,1.9943267017236783,1.051351225432519,1.0656590456704436
2024-03-12,46.6289168821674,21.27866638314315,14.646872170339066,5.533064113186392,3.4420306231746673,4.3776009940100735,0.0,1.9853694959978803,1.0466292462261382,1.0608500917552304
2024-03-13,47.63110605342362,20.948483041072986,14.270931505641496,5.427545976661865,3.3532914264588465,4.314416787357212,0.0,1.9552933011309745,1.0453336743964716,1.05359823385653
2024-03-14,48.03827854637884,20.84800568001515,13.877397365059089,5.426674837267572,3.3323922091544125,4.31439342395714,0.0,1.944530357769937,1.159173259664833,1.0591543207330285
2024-03-15,48.156189910227866,20.831322721959104,13.749118554213219,5.428384153011906,3.3359471373830196,4.312191989740292,0.0,1.9124927536511551,1.2061720753359457,1.0681807044774971
2024-03-18,48.26824158086353,20.857266495848155,13.574100800235023,5.425512238887925,3.3394887933326736,4.31338729248468,0.0,1.9145231789129153,1.2119036745028087,1.0955759449322942
2024-03-19,48.33086070646809,20.87378818753339,13.504529304741267,5.475372243061361,3.334479069090744,4.231243715609969,0.0,1.9174824972146336,1.2103471641712467,1.121897112109297
2024-03-20,49.19035442722972,20.563712826800966,13.205579889588726,5.397405148568076,3.2880533967759487,4.170581410387476,0.0,1.8889181067656677,1.1953887628233149,1.1000060310601043
2024-03-21,49.28222374680901,20.51524727786341,13.17628874263155,5.373194856923655,3.2739538249965614,4.204586987982052,0.0,1.8844903434955436,1.1925866834538654,1.0974275358443524
2024-03-22,49.35936434383489,20.463030518524246,13.18780773321734,5.362600853604951,3.2601028784435147,4.194140150584564,0.0,1.8798863846394593,1.189673099926156,1.103394037224885
2024-03-25,48.83445575914905,20.236516096557697,14.130935090734726,5.301997083633116,3.223115992144306,4.14620542395726,0.0,1.8591562453259614,1.176554174601464,1.0910641338964129
2024-03-26,48.44556394637314,20.34726867386874,14.251387537083618,5.3428616521530845,3.240091899620016,4.221016359526686,0.0,1.8689482802637245,1.1817089007405635,1.101152750370426
2024-03-27,48.39554986316332,20.356668523941366,14.276275076885511,5.354257424182624,3.242391355067959,4.221926295574894,0.0,1.8705353598265542,1.1808094873932695,1.1015866139645074
2024-03-28,48.661669034988144,20.256076960318598,14.221546332932691,5.329501786216693,3.227165074593231,4.1723243803775825,0.0,1.861252464749974,1.1749494909386082,1.0955144748844767
2024-04-02,48.61911892376081,20.236034547248618,14.255886334497204,5.333690122435916,3.2251225048315826,4.202224869335285,0.0,1.8594267205340922,1.1737969566759754,1.0946990206805178
2024-04-03,48.54022911684277,20.22396270223421,14.309394966906169,5.329327610104348,3.2230970979489655,4.248105610725309,0.0,1.8585078894817677,1.1732169278525708,1.0941580779038849
2024-04-05,48.6455042734147,20.211053690104578,14.342859980030925,5.316310441910233,3.2291627743420626,4.1357782900597915,0.0,1.858122838253182,1.1695208073600134,1.0916869045245128
2024-04-08,48.57912769809315,20.198491788572653,14.415533830274313,5.3162800372260755,3.2257232210585083,4.154452830394932,0.0,1.857086928583946,1.1688687956158084,1.0844348701806126
2024-04-09,49.94006062478804,19.734135945955124,13.914554871069573,5.207969094047994,3.1460874643169405,4.0409784056769835,0.0,1.814539950136796,1.1420893085120285,1.0595843354965182
2024-04-10,49.93126370386156,19.723584613610225,13.926950095107077,5.213149165381567,3.15294216317059,4.038852305797651,0.0,1.8135852572922093,1.141488415436826,1.0581842803422887
2024-04-11,50.48418037119207,19.45112648559111,13.770420359498528,5.2494060406715555,3.105731875315757,3.9823124720409657,0.0,1.7885327095994368,1.1247229772379264,1.0435667088526537
2024-04-12,50.5398480303455,19.479212950913546,13.630689574584787,5.279013540100664,3.115208640042505,3.9918432104524033,0.0,1.7917850152166985,1.1267681972314445,1.0456308411124513
2024-04-15,50.36180004631119,19.485025931503944,13.715619960885867,5.399107964606014,3.0661419486484474,4.007843505873183,0.0,1.7919100314423466,1.1268468139773165,1.0457037967516978
2024-04-16,50.21628707703621,19.50811904392745,13.794724912914946,5.422463317008875,3.071874220977581,4.015252920389632,0.0,1.7952600773507112,1.1282862524539474,1.04773217794064
2024-04-17,50.26061978068061,19.483203322246688,11.52961283009091,5.3406274837558,3.074807656672154,4.009909039879949,0.0,1.7617450436630808,3.494654576524349,1.0448202664864679
2024-04-18,50.324852476866596,19.518561263364422,11.456625827125876,5.365230460380468,3.0821709786861002,4.017709063428017,0.0,1.7647687025623897,3.4943941891454,0.9756870384407238
2024-04-19,50.407813044678626,19.560620149131278,11.351382584872303,5.3552985757525855,3.0885220074532653,4.001626659217257,0.0,1.7516821700437664,3.504521150970054,0.9785336578808699
2024-04-22,50.240533077779006,19.542108287304266,11.321046019708282,5.571010058357449,3.1046458806507626,3.9901428088641353,0.0,1.750495782004067,3.502147591400009,0.977870493932026
2024-04-23,50.05770888843024,19.498258741133682,11.449733434675581,5.5959088034818425,3.0935842694797824,4.062901504497184,0.0,1.7466093068317767,3.4943720744272744,1.0009229770426291
2024-04-24,47.305946537739075,19.497840337445584,11.569236820844823,8.232876508510657,3.1043655774768495,4.059238713329945,0.0,1.7457332556117668,3.4926193934430403,0.9921428555982605
