date,UBS SECURITIES HONG KONG LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CELESTIAL SECURITIES LTD,BOCI SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-06,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-19,0.0,0.0,100.0,0.0,0.0,0.0
2024-03-27,0.0,0.0,79.14438502673798,20.855614973262032,0.0,0.0
2024-03-28,0.0,0.0,74.74747474747475,25.252525252525253,0.0,0.0
2024-04-02,0.0,0.0,75.8974358974359,24.102564102564102,0.0,0.0
2024-04-03,0.0,0.0,78.3068783068783,21.693121693121693,0.0,0.0
2024-04-05,0.0,0.0,5.833661805281829,0.9459992116673236,93.22033898305084,0.0
2024-04-09,0.0,0.0,5.83596214511041,0.9463722397476341,93.21766561514195,0.0
2024-04-10,0.0,0.0,5.838264299802761,0.9467455621301776,93.21499013806707,0.0
2024-04-11,0.0,0.0,5.870686235620785,0.4760015866719556,93.65331217770726,0.0
2024-04-18,0.0,0.0,5.873015873015873,0.4365079365079365,93.69047619047619,0.0
2024-05-03,0.0,0.0,5.896414342629482,0.4382470119521913,93.66533864541833,0.0
2024-05-06,0.0,0.0,5.896414342629482,0.4382470119521913,93.66533864541833,0.0
2024-05-07,75.36627762602434,0.0,1.4700769803824187,0.10926247827166624,23.054382915321582,0.0
2024-05-08,75.24599170870586,0.0,1.478447629988512,0.1098846211477948,23.165676040157834,0.0
2024-05-13,75.3212339383031,0.0,1.4799260036998152,0.10999450027498625,23.088845557722117,0.0
2024-05-14,75.35891151017958,0.0,1.4806662998349258,0.11004952228502826,23.050372667700465,0.0
2024-05-16,75.43437985078364,0.0,1.482149116218517,0.11015973161083571,22.97331130138701,0.0
2024-05-17,75.47217073292921,0.0,1.482891638695456,0.11021491909222986,22.9347227092831,0.0
2024-05-20,75.47407072078869,0.0,1.4888587093204568,0.11065841758462854,22.926412152306224,0.0
2024-05-21,75.51205274017411,0.0,1.4896079714156307,0.11071410598359419,22.887625182426653,0.0
2024-05-22,75.21057736484762,0.0,1.5110521210883658,0.1123079279187299,23.166062586145287,0.0
2024-05-24,97.72102687847712,0.0,1.9840471881493398,0.14746296668677525,0.14746296668677525,0.0
2024-05-28,97.71182448347803,0.0,1.9920586849720707,0.1480584157749512,0.1480584157749512,0.0
2024-06-03,97.73813530797712,0.0,1.9925950858296868,0.06731740154830024,0.2019522046449007,0.0
2024-06-04,97.63297693497411,0.0,1.9904512137717705,0.17483693093941227,0.20173492031470647,0.0
2024-06-05,97.60672268907562,0.0,1.9899159663865547,0.20168067226890757,0.20168067226890757,0.0
2024-06-06,97.59360086038852,0.0,1.989648450628487,0.2016535591853196,0.14787927673590107,0.0672178530617732
2024-06-12,97.72497812478966,0.0,1.992326849296628,0.06730833950326445,0.1480783469071818,0.06730833950326445
2024-07-08,99.1802718764943,0.0,0.5328232802787076,0.06831067695880866,0.15028348930937904,0.06831067695880866
2024-08-05,98.08146997230291,0.0,1.6348037559954065,0.06755387421468621,0.14861852327230968,0.06755387421468621
2024-08-06,97.11056116647715,0.0,2.3276035047822887,0.34780282255367534,0.147147348003478,0.0668851581833991
2024-08-15,97.12355341494414,0.0,2.3279149106963675,0.3344705331460298,0.14716703458425312,0.06689410662920597
2024-09-17,97.2536673588318,0.0,2.331033558845201,0.20095116886596556,0.1473641905017081,0.06698372295532186
2024-10-03,96.85144419985325,0.0,2.588219598425722,0.3468747915415916,0.1467547194983657,0.0667066906810753
2024-10-04,96.99378716013094,0.0,2.5920235152648807,0.2004141893246042,0.14697040550470974,0.06680472977486807
2024-10-07,96.7352921580385,0.0,2.5851155973082816,0.4663868345659271,0.14657871943500567,0.0666266906522753
2024-10-08,96.86436720261526,0.0,2.5885649476282606,0.3335779571685903,0.14677430115417972,0.06671559143371807
2024-10-10,94.16940955195808,0.0,2.5928662591522804,3.02277154564385,0.1477799422314771,0.06717270101430779
2024-10-28,93.01970672151815,0.0,2.309070400106164,4.4588945657222485,0.14597571494924028,0.06635259770420013
2024-10-29,93.15569140806697,0.0,2.3124460097016413,4.319223868695595,0.1461891155558509,0.06644959797993222
2024-11-05,93.168073370107,0.0,2.3127533727653353,4.319797966372034,0.1329168605037549,0.06645843025187745
2024-11-11,92.55298078827491,0.0,2.297484650425827,4.951475539710834,0.13203934772562223,0.06601967386281112
2024-11-13,93.168073370107,0.0,2.3127533727653353,4.319797966372034,0.1329168605037549,0.06645843025187745
2024-11-18,92.39438476240692,0.8304224609503724,2.2935477492915046,4.283925393791604,0.13181308903974165,0.06590654451987082
2024-11-19,90.88492706645057,2.4505672609400326,2.2560777957860614,4.213938411669368,0.12965964343598055,0.06482982171799027
2024-11-27,91.32304084424467,3.6740277506351378,2.266953292945085,2.540551104162595,0.1302846720083382,0.0651423360041691
2024-11-28,92.16356584051016,3.707843008349221,2.287818026428243,1.64354743277891,0.1314837946223128,0.0657418973111564
2024-12-12,92.0546326088384,3.703460502987721,2.285113927375402,1.759800380852321,0.13132838663077023,0.06566419331538512
2024-12-19,93.27965932530441,3.752744693592388,2.315523321578282,0.45245858007851486,0.13307605296426908,0.06653802648213454
2024-12-30,94.3087790110999,3.794147325933401,1.237806929027918,0.4574503868146653,0.13454423141607805,0.06727211570803902
2025-01-20,94.06940063091483,3.953732912723449,1.289870311952331,0.47669120224325273,0.14020329477742727,0.07010164738871363
2025-01-22,93.37561663143057,4.416255579046276,1.4407642314619058,0.5324563464098347,0.15660480776759847,0.07830240388379923
2025-03-19,93.37561663143057,4.416255579046276,1.4407642314619058,0.5324563464098347,0.15660480776759847,0.07830240388379923
