date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,BOCI SECURITIES LTD
2024-05-21,49.193044594723,17.670197758846292,11.592997099926162,8.645624955877137,8.617554744981431,0.0,4.28058084564598
2024-05-22,49.26218459025458,17.69503292414565,11.609290862068553,8.51722792059751,8.62966657301464,0.0,4.286597129919068
2024-05-23,49.220677290562506,17.680123454727017,11.683767048715552,8.51005148019426,8.622395394124217,0.0,4.282985331676448
2024-05-28,49.220677290562506,17.652037476244526,11.683767048715552,8.538137458676749,8.622395394124217,0.0,4.282985331676448
2024-05-31,45.700878328478595,16.52926956725901,10.888639968297307,7.996344976718333,8.218829206839793,4.973176908597328,5.692861043809631
2024-06-03,45.11050329344137,16.367413422906704,10.747977875184198,9.146115788017323,8.009310435834378,4.908932202608168,5.709746982007859
2024-06-06,44.96528517738432,16.68814707614263,10.713378369869345,9.116672939744587,7.932020523845572,4.89312954393071,5.691366369082838
2024-06-07,44.861305723503534,16.649556763362135,10.727144982567426,9.095591194799686,8.106381417964128,4.881814483084577,5.678205434718514
2024-06-11,44.82099902310245,16.634597575584415,10.67900091272086,9.215772422275933,8.099098047989017,4.877428301483085,5.673103716844237
2024-06-14,44.70051232777918,16.9227025479164,10.650293887947388,9.126994641954912,8.077326253960097,4.864316919975971,5.657853420466051
2024-06-20,44.69479102177386,16.920536578117137,10.648930736001104,9.138625655654794,8.076292421173914,4.863694326538965,5.657129260740221
2024-07-09,45.116271566930536,16.791585307286645,10.567775321983728,9.068980264298537,8.01474306270641,4.826628151867569,5.614016324926575
2024-07-10,45.110541782432826,16.814852849082502,10.604533330048255,9.042428420352525,7.988325107305812,4.826015168165673,5.613303342612406
2024-07-24,45.110541782432826,16.764052689417603,10.680733569545609,9.042428420352525,7.962925027473361,4.826015168165673,5.613303342612406
2024-07-29,45.16790520233302,16.848951124181095,10.7833287194759,9.053926943710897,7.97305083385777,4.552395850910816,5.62044132553051
2024-08-01,45.1498738380986,16.823279762508616,10.449478675127994,9.35755259242932,7.960902951768229,4.647034258926908,5.611877921140337
2024-08-02,45.1498738380986,16.823279762508616,10.551053194448802,9.35755259242932,7.960902951768229,4.545459739606102,5.611877921140337
2024-08-07,45.138411556956584,16.819008805671395,10.573761762357941,9.35517697341873,7.958881902759218,4.544305775419139,5.610453223416986
2024-08-13,45.104059606359264,16.83157679911101,10.565714750308567,9.348057348112143,7.952824908095405,4.591583120782355,5.606183467231253
2024-08-26,45.21248026789124,16.82944216423329,10.564374772273045,9.346871797317206,7.85035772393399,4.5910008013959684,5.605472472955264
2024-09-24,45.20101519071088,16.82517451839364,10.599733155521541,9.268426957758669,7.9117625467050745,4.5898366056205715,5.604051025289619
2024-09-26,45.195284832348314,16.77233151001313,10.66177687068862,9.267251953000454,7.910759533067418,4.589254729119239,5.603340571762823
2024-09-27,45.12092217292742,16.78270485310007,10.64423437515623,9.252003957478246,7.8977434602823875,4.581703738176642,5.720687442879001
2024-09-30,45.08668341724431,16.769969764730984,10.63615729422229,9.244983331838876,7.841162333433793,4.704697400060276,5.716346458469474
2024-10-02,45.08668341724431,16.84585198086099,10.63615729422229,9.244983331838876,7.51233939687044,4.957638120493623,5.716346458469474
2024-10-04,45.34874169582018,16.78270485310007,10.64423437515623,8.97355787394265,7.492730975139701,4.96140294299791,5.796627283843255
2024-10-08,45.32579480482647,16.799513117725244,10.689449235299572,8.943716697463666,7.488939582600411,4.9588924263164875,5.793694135768149
2024-10-09,45.32579480482647,16.799513117725244,10.76535064998809,8.678061746053855,7.6786931193217045,4.9588924263164875,5.793694135768149
2024-10-24,45.22282052320897,16.761346819654346,10.740893180365848,8.658346324008194,7.888435061960817,4.947626470861825,5.780531619939995
2024-11-15,45.194299539441964,16.750775827066402,10.734119148218003,8.715953385920846,7.88346000897327,4.944506117628034,5.776885972751482
2024-11-18,45.14305232297731,16.845174701596612,10.721947397949675,8.706070096337516,7.8745207094225,4.938899388949792,5.770335382766593
2024-12-03,45.17720421067178,16.857918512327146,10.730058828713839,8.712656463738263,7.804825399499256,4.942635794190159,5.774700790859553
2024-12-06,45.17720421067178,16.857918512327146,10.78049388783823,8.712656463738263,7.754390340374866,4.942635794190159,5.774700790859553
2025-02-20,45.19308689601086,16.81808621786222,10.787294610856863,8.718152720587243,7.7592820885110765,4.945753786498117,5.778343679673621
2025-03-24,45.19308689601086,16.81808621786222,10.787294610856863,10.055524917956632,7.7592820885110765,4.945753786498117,4.440971482304231
2025-03-25,45.45690470966274,16.789359277186993,10.850266199542613,10.609149172886111,6.852799704974283,4.974624971018368,4.466895964728894
2025-03-31,45.52623407932215,16.662449156334823,10.866814667174886,10.625329896793222,6.863251368742033,4.982212104716439,4.473708726916438
2025-04-03,45.50310080385,16.65398245501043,10.861292905441584,10.619930840876215,6.910577006503184,4.979680489980235,4.471435498338349
2025-04-28,45.491542979919586,16.649752330171573,10.883934208205217,10.617233369964483,6.908821714426648,4.978415647160379,4.4702997501521144
