date,SOLITON SECURITIES LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,SEAZEN RESOURCES SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD
2024-03-04,0.0,0.0,36.19868029990137,21.048919089499215,20.50228685998246,0.0,0.0,7.109847048627205,7.230908651441716,7.909358050548036
2024-03-06,0.0,0.0,36.19868029990137,21.048919089499215,20.51489744360897,0.0,0.0,7.109847048627205,7.218298067815204,7.909358050548036
2024-03-07,0.0,0.0,36.19327699130969,21.065747448634024,20.511835223641388,0.0,0.0,7.103742294688688,7.21722060610544,7.908177435620775
2024-03-08,0.0,0.0,36.19344615585398,21.035347740469142,20.53421513912886,0.0,0.0,7.10625111141597,7.219769499777248,7.910970353354804
2024-03-11,0.0,0.0,30.787504781478138,17.89676848255615,17.48434145039093,14.902890448326584,0.0,6.040552427939428,6.158573878574124,6.729368530734653
2024-03-12,0.0,0.0,30.79146920387371,17.89907300025852,17.486592860997597,14.904809452580794,0.0,6.041330253277889,6.146490175981483,6.730235053030002
2024-03-14,0.0,0.0,30.795182251468177,17.898112712427206,17.48565470278486,14.904009807417875,0.0,6.041006135044106,6.146160415902778,6.729873974954997
2024-03-15,0.0,0.0,30.70935683057357,17.630542794996078,18.008824388137516,14.85936620834205,0.0,5.948025638472411,6.13416888687065,6.709715252607727
2024-03-19,0.0,0.0,30.697422921501914,17.648156809513228,18.00684429091098,14.857732398761641,0.0,5.947371644140729,6.133494425809881,6.708977509361628
2024-03-20,0.0,0.0,30.697422921501914,17.650296151831263,18.00684429091098,14.857732398761641,0.0,5.983740463547345,6.09498626408523,6.708977509361628
2024-03-21,0.0,0.0,30.700050038150412,17.68176003778402,18.008385334944037,14.85900393859883,0.0,5.952159677060035,6.0890893029880875,6.709551670474576
2024-03-22,0.0,0.0,30.707580511054882,17.71784766128219,18.003817386948622,14.858765508301627,0.0,5.952064167616289,6.088991596346498,6.6709331684498885
2024-03-25,0.0,0.0,30.720977581490306,17.71273274110121,17.993216172392554,14.858844984217157,0.0,5.952096003756966,6.091163667396148,6.670968849645659
2024-03-26,0.0,0.0,30.706961703957198,17.841278465217147,17.959132599135785,14.855428287398528,0.0,5.878000998383175,6.089763043084752,6.669434902823414
2024-03-27,0.0,0.0,30.708932305864984,17.86595404522212,17.9602851163175,14.856381626110652,0.0,5.848430146261559,6.090153850185317,6.669862910037871
2024-03-28,0.0,0.0,28.852019424147553,19.284043584459507,18.519630920906323,14.875934651610256,0.0,5.785916291631326,6.022991488519874,6.659463638725166
2024-04-02,0.0,0.0,28.883007758905617,20.086002842358138,17.64730872396609,14.887779222677306,0.0,5.801210740896799,6.0299246499888985,6.664766061207156
2024-04-03,0.0,0.0,28.943758287519035,20.03170865231014,17.588843940689753,14.887142793401885,0.0,5.839436340498773,6.0446288326978515,6.664481152882567
2024-04-05,0.0,0.0,28.952421982800896,20.04411890081185,17.491481829015473,14.945050480970318,0.0,5.84118425093146,6.059266532628023,6.666476022841981
2024-04-08,0.0,0.0,28.956838464204786,20.043476088017968,17.49092087902514,14.923191264588128,0.0,5.840996924764292,6.078314149745565,6.666262229654124
2024-04-09,0.0,0.0,28.956880872287034,20.079704924033898,17.490946494957356,14.889005181626086,0.0,5.838867482915113,6.078323051602953,6.6662719925775615
2024-04-10,0.0,0.0,28.936897066189104,20.087856293731342,17.36991303842771,14.718490888281488,0.0,5.822018822843237,6.403152444793093,6.661671445734023
2024-04-11,0.0,0.0,28.942492514780994,20.10531515620424,17.32519823867749,14.718620133956001,0.0,5.822069947021354,6.4032086720084385,6.683095337351484
2024-04-12,0.0,0.0,28.944893836029056,20.117916847586475,17.307405237749663,14.719841318871287,0.0,5.82255299665035,6.403739937967375,6.683649825145796
2024-04-16,0.0,0.0,29.04370000488386,20.179143146730087,17.042881616510464,14.764639267623311,0.0,5.840273189762451,6.425372118498286,6.70399065599154
2024-04-17,0.0,0.0,29.04405684033738,20.184592192716895,16.985223370047066,14.818401814574814,0.0,5.838201698423748,6.425451061627899,6.704073022272204
2024-04-18,0.0,0.0,29.044529470176982,20.18543664857336,16.99192961037434,14.818642952337052,0.0,5.829723579744979,6.425555622086561,6.704182116706726
2024-04-22,0.0,0.0,29.044712954921444,20.022042066908117,17.21065296981605,14.76086762180861,0.0,5.829760408206682,6.4277395089014115,6.704224469437685
2024-04-23,0.0,0.0,29.024683511338445,20.005366340570514,17.259971767893106,14.75722229242456,0.0,5.8283206962966165,6.421866590735648,6.70256880074111
2024-04-24,0.0,0.0,29.024683511338445,20.005366340570514,17.31354089193995,14.75722229242456,0.0,5.774751572249773,6.421866590735648,6.70256880074111
2024-04-26,0.0,0.0,29.02525818672821,20.008068098375922,17.367453876780786,14.75751447864149,0.0,5.7662946801254895,6.372709170826164,6.702701508521937
2024-04-30,0.0,0.0,5.418174,3.7349261,3.2456,2.7508,0.0,1.0764,1.188,1.2512
2024-05-03,0.0,0.0,29.02903767967563,20.006224380172128,17.376144620442975,14.73800524849363,0.0,5.782047136896294,6.364966640690138,6.7035742936292095
2024-05-06,0.0,0.0,29.02903767967563,19.99979512093911,17.371858447620962,14.73800524849363,0.0,5.782047136896294,6.375682072745172,6.7035742936292095
2024-05-07,0.0,0.0,29.043976179837056,20.00794293467582,16.75040645921575,14.799194237264093,0.0,6.3060605986371625,6.385395601068164,6.707023989301954
2024-05-09,0.0,0.0,29.028415575646093,19.99722347674919,16.74143225942521,14.791265419169584,0.0,6.311254224783312,6.426978410908372,6.703430633318234
2024-05-10,0.0,0.0,28.85073497886505,20.04765044020681,16.783225977726843,14.828190693583036,0.0,6.329158183612811,6.440874485563885,6.720165240441572
2024-05-13,0.0,0.0,28.851290818922102,20.03751634600776,16.78354932440386,14.828476374428504,0.0,6.337873848821224,6.440998575852891,6.720294711563657
2024-05-14,0.0,0.0,28.851290818922102,20.03751634600776,16.78354932440386,14.828476374428504,0.0,6.342170712447542,6.436701712226571,6.720294711563657
2024-05-16,0.0,0.0,28.834749719766577,20.063379227334654,16.80521223596065,14.793835707463051,0.0,6.363263926519662,6.410590433072545,6.728968749882861
2024-05-17,0.0,0.0,28.83442794556863,20.057817717605094,16.805024702386014,14.79367061934314,0.0,6.3696464597753435,6.410518895687445,6.7288936596343385
2024-05-20,0.0,0.0,28.83618530785817,20.037886324397167,16.806048912637124,14.794572244265938,0.0,6.38509385211303,6.4109095954504145,6.7293037632781525
2024-05-21,0.0,0.0,29.381028755876347,20.412680704272947,17.123589722538497,15.07410733767246,0.0,4.600375567099037,6.551767752261595,6.856450160279112
2024-05-22,0.0,0.0,29.383896536283867,20.380798550903023,17.140606312832254,15.084347363933844,0.0,4.600824593817201,6.552407247609107,6.857119394620705
2024-05-23,0.0,0.0,29.38132017796632,20.37901157755863,17.13910343714702,15.083024779512552,0.0,4.6004211969193385,6.560600663432796,6.856518167463344
2024-05-24,0.0,0.0,29.125313164611672,20.201443998651705,17.861091779551476,14.951602498186581,0.0,4.56033654164643,6.5034364593914304,6.796775557960706
2024-05-28,0.0,0.0,28.836924016044446,20.001416029796133,17.68423719873809,14.803556711011773,0.0,5.505348295811529,6.439041598032007,6.729476150566027
2024-05-31,0.0,0.0,5.361599999999999,3.7244388,3.288,2.7524,0.0,1.024,1.1927999999999999,1.2512
2024-06-03,0.0,0.0,30.709946184966206,21.33268336265296,12.392576761748897,15.765080550488845,0.0,5.801073093131486,6.832069495939215,7.166570551072389
2024-06-05,0.0,0.0,30.71416834457667,21.33561628847231,12.424068991666273,15.767248013953452,0.0,5.758333710080661,6.833008803605464,7.167555847645168
