date,GRANSING SECURITIES CO LTD,TIGER FAITH SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,PLUTUS SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,VALUABLE CAPITAL LTD,EDDID SECURITIES AND FUTURES LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD
2024-05-08,0.0,0.0,17.466966517610903,0.0,15.598058806997624,15.743707111921927,17.254075090310792,11.036563432580534,11.222144852000387,11.678484188577835
2024-05-09,0.0,0.0,17.53334361480844,0.0,15.60636757299304,15.653167270959207,17.263265982213856,11.03102782307107,11.228122658386148,11.684705077568236
2024-05-10,0.0,0.0,17.53020575996148,0.0,15.60696139500886,15.65376287370272,17.26392284918544,11.03144755348866,11.228549888258806,11.685149680394034
2024-05-17,0.0,0.0,17.495960775551335,0.0,15.60696139500886,15.65376287370272,17.26392284918544,11.065692537898801,11.228549888258806,11.685149680394034
2024-05-22,0.0,0.0,17.513179897197684,0.0,15.608743132226277,15.628911925312265,17.265893750059767,11.066955830331725,11.229831772972119,11.686483691900163
2024-05-23,0.0,0.0,17.50501769336765,0.0,16.05159131278572,16.090940002725908,18.02846070878016,11.110080065071578,11.35381616526624,9.860094052002747
2024-05-24,0.0,0.0,17.603877263956065,0.0,16.142242659287586,16.18181357091637,17.79987852037477,11.172824231554314,11.41793683114042,9.681426922770479
2024-05-27,0.0,0.0,17.640932150559216,0.0,16.23904345867985,16.13249360819179,17.675618935099326,11.186576869837653,11.431991178718645,9.69334379891352
2024-05-29,0.0,0.0,17.65111923234206,0.0,16.259056744631817,16.04068771854739,17.69740268221635,11.200363406112983,11.446080167952664,9.705290048196739
2024-05-30,0.0,0.0,18.063631874974746,0.0,16.24904393927077,15.484260787759979,17.871252924838494,11.19346589289805,11.439031335128675,9.699313245129293
2024-05-31,0.0,0.0,18.08250752903014,0.0,16.217524543764565,15.487241256098189,17.874692850336825,11.195620453012085,11.441233162596026,9.701180205162176
2024-06-04,0.0,0.0,18.08962760481592,0.0,16.196325345318385,15.482375238112645,17.935909571609983,11.180985779324928,11.426277429270122,9.688499031548018
2024-06-06,0.0,0.0,18.16652045427265,0.0,16.196325345318385,15.482375238112645,17.85901672215325,11.180985779324928,11.426277429270122,9.688499031548018
2024-06-07,0.0,0.0,18.16546940120777,0.0,16.198816491634123,15.484756572224608,17.8502279045088,11.182705519508989,11.428034897604057,9.68998921331165
2024-06-11,0.0,0.0,18.028696137769472,0.0,16.134912704346533,15.423669727349084,18.23941709421134,11.13859012162251,11.382951683556364,9.651762531144696
2024-06-12,0.0,0.0,18.025556463711396,0.0,16.135530705579406,15.424260486473823,18.240115702406975,11.13901675314843,11.383387674646189,9.65213221403378
2024-06-13,0.0,0.0,18.025556463711396,0.0,16.162342183951722,15.424260486473823,18.21330422403466,11.13901675314843,11.383387674646189,9.65213221403378
2024-06-14,0.0,0.0,17.926368095021168,0.0,16.15924751741368,15.421307143309923,18.324701186133648,11.136883922274023,11.381208053120709,9.650284082726845
2024-06-17,0.0,0.0,17.920767954896927,0.0,16.161104175108683,15.423079013475524,18.32297673130755,11.138163522775864,11.38251572586274,9.651392876572714
2024-06-18,0.0,0.0,17.688289943547208,0.0,16.161490973163353,15.430761824911402,18.53135902298317,11.143711857840005,11.388185781881473,9.656200595673388
2024-06-19,0.0,0.0,17.694721725480036,0.0,16.04880545575947,15.481409863492035,18.505354468410662,11.17196581432721,11.417059581711744,9.68068309081884
2024-06-20,0.0,0.0,17.873622708888345,0.0,16.043874799648865,15.476653527679089,18.346054662488,11.168533464071501,11.41355193157872,9.677708905645483
2024-06-21,0.0,0.0,17.529336627473942,0.0,16.02974455695462,15.4778423376206,18.700804201419206,11.169391353898297,11.41442864203683,9.678452280596506
2024-06-24,0.0,0.0,17.75593531182124,0.0,16.02974455695462,15.4778423376206,18.47420551707191,11.169391353898297,11.41442864203683,9.678452280596506
2024-06-25,0.0,0.0,17.83833395597403,0.0,16.0662889068958,15.509412483481466,18.257887039437843,11.19217355483612,11.437710645386332,9.69819341398841
2024-06-26,0.0,0.0,17.726535025157393,0.0,16.07309319114904,15.51598092325931,18.342621880985117,11.196913587255557,11.442554665986766,9.702300726206815
2024-06-27,0.0,0.0,17.7501078750356,0.0,16.147073300514734,15.587396795236632,18.024792617131233,11.248449958126566,11.495221656437538,9.746957797517696
2024-06-28,0.0,0.0,17.555923701312206,0.0,16.08609920548264,15.528536133876697,18.461501689822622,11.205973897979575,11.45181374438748,9.710151627138778
2024-07-02,0.0,0.0,17.619410052068364,0.0,16.073712048244595,15.516578330041849,18.447285345551638,11.197344698388886,11.442995234958902,9.702674290745772
2024-07-03,0.0,40.93493490113892,10.406916017289452,0.0,9.493948485099146,9.16487709175499,10.895901098322737,6.613718935447266,6.758812584788047,5.7308908861594485
2024-07-04,0.0,41.01982495204457,10.237071822219969,0.0,9.51363684596114,9.22946061421003,10.85696706310193,6.627434333760755,6.77282887541536,5.742775493286241
2024-07-05,0.0,40.86430650823403,10.611443560028096,0.0,9.4775677988847,9.194468964352657,10.781751460023212,6.602307744965019,6.747151052359529,5.721002911152763
2024-07-09,0.0,40.86152354519645,10.617531147700834,0.0,9.476922352451757,9.1938427976692,10.781017195371309,6.60185811104273,6.746691554240214,5.720613296327503
2024-07-11,49.07798396283934,20.807511572713118,5.406660913782748,0.0,4.825839920144747,4.681690103860451,5.489911305196027,3.361799246055771,3.4355513552279655,2.9130516201798367
2024-07-18,49.07968600639695,20.808233185301134,5.406848418884494,0.0,4.826007282148702,4.681852466692756,5.490101697453702,3.3619158345601607,3.435670501484165,2.909684607077942
2024-07-19,48.96387290893507,20.759132098191806,5.3940899048464015,0.0,4.814619376128963,4.906774237967349,5.4771467310572195,3.3539827380412515,3.4275633664347804,2.902818638397154
2024-07-24,48.96443760850642,20.759371512933757,5.392998816382521,0.0,4.814674903058031,4.9068308277169805,5.477209898903787,3.3540214194710884,3.4276028964688408,2.9028521165585706
2024-07-25,49.08592784292994,20.810879526397656,5.394818289163746,0.0,4.826621042158461,4.682447893439473,5.49079991539545,3.3623433949376715,3.436107441802991,2.9100546537746057
2024-07-29,49.0864953613418,20.81112013623875,5.393724489273693,0.0,4.826676846264217,4.682502030653719,5.490863398560275,3.362382269455634,3.436147169161198,2.9100882990507184
2024-07-30,49.0870628928768,20.81136075164364,5.393786850799328,0.0,4.825576464951947,4.682556169119819,5.490926883193066,3.3624211448725196,3.43618689743805,2.9101219451048355
2024-07-31,49.087630437535395,20.81160137261252,5.39384921376701,0.0,4.825632258270715,4.682610308837817,5.490990369293877,3.3624600211883604,3.435070426557322,2.910155591936984
2024-08-02,49.09103598110809,20.81304521528042,5.3919108612794355,0.0,4.82596704527866,4.682935173438095,5.491371316729986,3.3626932979632125,3.4306836196520565,2.9103574892700457
2024-08-05,49.08536033764078,20.810638922120173,5.402848943402645,0.0,4.825409092736275,4.682393757477039,5.490736433698543,3.362304521318603,3.4302869823294753,2.9100210092764707
2024-08-06,49.07684933271662,20.80703052545928,5.419251325149779,0.0,4.824572405783856,4.6815818682283385,5.489784384360349,3.3617215248785115,3.429692198279871,2.9095164351433898
2024-08-07,49.08082076768967,20.808714288166907,5.419689866020539,0.0,4.824962823584568,4.681960714837554,5.482136355183454,3.361993564722452,3.4299697384995116,2.9097518812953393
2024-08-15,49.079118645427336,20.80799264221057,5.422969910016148,0.0,4.824795493933014,4.681798344497378,5.4819462347618835,3.3618769708268554,3.4298507871910426,2.909650971135778
2024-08-16,49.05530132395043,20.79789485187271,5.4688666496511384,0.0,4.8224540968478395,4.679526341671359,5.479285932796485,3.3602455050061577,3.4281863347503516,2.9082389634535337
2024-08-19,49.05530132395043,20.79789485187271,5.464244895239611,0.0,4.8224540968478395,4.684148096082887,5.479285932796485,3.3602455050061577,3.4281863347503516,2.9082389634535337
2024-08-21,49.06720709444505,20.802942521669753,5.426276625933168,0.0,4.823624511260725,4.700309290868383,5.480615760950217,3.3610610399373164,3.4290183589885643,2.9089447959468204
2024-08-29,49.06664002194944,20.80270210088303,5.4273696198186805,0.0,4.823568764358639,4.700254969127293,5.480552421162992,3.36102219596423,3.4289787296288865,2.9089111771068104
2024-09-02,49.05983617423576,20.799817484837096,5.342262215813408,0.0,4.822899902025811,4.693825479078238,5.583791545320002,3.360556138309306,3.428503248750648,2.908507811629721
2024-09-03,49.05983617423576,20.799817484837096,5.246351946299992,0.0,4.822899902025811,4.693825479078238,5.679701814833417,3.360556138309306,3.428503248750648,2.908507811629721
2024-09-04,49.058702383062865,20.799336793271426,5.144545054598368,0.0,4.822788443004275,4.6937170030149185,5.783567238765405,3.36047847459938,3.428424014757573,2.9084405949257874
2024-09-09,49.058702383062865,20.799336793271426,5.123745717805098,0.0,4.822788443004275,4.6937170030149185,5.804366575558677,3.36047847459938,3.428424014757573,2.9084405949257874
2024-09-19,49.05813550712794,20.799096455820212,5.106353932268914,0.0,4.822732715425379,4.677485691842235,5.83896466655156,3.36043964409053,3.4283843991343654,2.90840698773886
2024-09-20,49.05813550712794,20.799096455820212,5.106353932268914,0.0,4.822732715425379,4.676330186483578,5.840120171910217,3.36043964409053,3.4283843991343654,2.90840698773886
2024-09-23,49.05076731194617,20.79597257431296,5.112518983820189,0.0,4.822008374078333,4.675627833791364,5.8473303486190975,3.3599349291245355,3.4278694793325863,2.9079701649747625
2024-09-24,49.045100975419565,20.793570227000945,5.147739535197097,0.0,4.821451336468547,4.650828540772545,5.846654865984406,3.3595467899972746,3.4274734924173225,2.907634236742299
2024-09-25,49.03490486804009,20.78924740024311,5.1674586062898475,0.0,4.820448993021927,4.6498616685210425,5.845439390439678,3.358848365503575,3.426760946473406,2.9070297614673284
2024-09-26,48.97664191518585,20.764545752622606,5.292827455580083,0.0,4.8147213670956095,4.631647288709987,5.838493877635402,3.3548574038714385,3.422689291557293,2.903575647741728
2024-09-27,48.95123066346689,20.753772186320045,5.341965732665018,0.0,4.812223276335777,4.629244184893055,5.83546460833921,3.3531167552145,3.4209134487117545,2.9020691440537534
2024-09-30,48.95913356005623,20.757122764297442,5.348594029954666,0.0,4.813000182297125,4.626532029464519,5.836406710769026,3.353658096762185,3.4214657356483618,2.884086890750439
2024-10-02,48.977206909326796,20.76478529225274,5.33903248091048,0.0,4.809008913767445,4.616703929977526,5.830486036172747,3.3548961054790367,3.4227287756729936,2.885151556440228
2024-10-03,48.988509530239945,20.769577245720722,5.339110720480492,0.0,4.810118703568665,4.5935381675119,5.834139286201253,3.355670325188082,3.423518649336299,2.8858173717526405
2024-10-04,49.13990074997019,20.833762330400024,5.324359751949475,0.0,4.5807656208346765,4.561436519117027,5.852168768442777,3.3660404921601805,3.446830234440626,2.8947355326850257
2024-10-07,49.239635862408385,20.87604686082888,5.324728132488495,0.0,4.590062814505692,4.419923032589937,5.860567080717812,3.3241614846703085,3.464263998516437,2.900610733274057
2024-10-08,53.954022564226456,13.34363192303509,5.782433792021443,0.0,5.029532577313903,4.8049783143805405,6.468700085960566,3.6424291246223284,3.795945576581506,3.178326041858168
2024-10-09,53.98901388421415,13.352285796689484,5.814160147155619,0.0,5.040424305936962,4.744512219756996,6.493241634361542,3.5875673021488717,3.7984073975915695,3.1803873121447994
2024-10-10,54.006183074480795,13.35653199269946,5.791840161073975,0.0,5.042027224710748,4.746021034739209,6.48767426345204,3.5887081939928502,3.799615339256504,3.181398715594415
2024-10-14,53.92455530236414,13.336344231082146,6.70900939871747,0.0,5.083941433690714,4.7197957297810715,5.742464328222704,3.513426991362821,3.7938724017373677,3.176590183041566
2024-10-15,53.92524022195113,13.336513621878815,6.70909461280817,0.0,5.082735862921186,4.719855677990636,5.74253726579769,3.5134716169503726,3.7939205893859067,3.1766305303160873
2024-10-17,53.930720205072305,13.337868903176444,6.7097764034703005,0.0,5.081982106756,4.720335318495588,5.734228920503937,3.5138286624652064,3.7943061346464804,3.1769533454137417
2024-10-22,53.931405281275545,13.338038332706642,6.708591347681351,0.0,5.082046662634235,4.720395280413132,5.734301761804081,3.513873298257011,3.794354333313785,3.17699370191422
2024-10-23,53.945110461298306,13.34142782748333,6.710296151248764,0.0,5.083338124705957,4.696182595274132,5.735758976529721,3.514766252295175,3.795318563875495,3.1778010472891243
2024-10-24,53.82679061378071,13.312165570112528,6.791932927569144,0.0,5.072188647271351,4.80759350874921,5.739660248609205,3.491843279262372,3.786994148373916,3.170831056271565
2024-10-25,53.802234353720415,13.344109848894758,6.792636128127628,0.0,5.069874669750547,4.793995019788118,5.752248727405003,3.4902502693378046,3.785266488000821,3.169384494974909
2024-10-28,53.79746212702572,13.304912199306814,7.372381224067863,0.0,5.11757608565147,4.740350146438741,5.816362365563667,3.4899406861818902,3.8863014966927616,2.4747136690710674
2024-10-29,53.87870529060015,13.325004841513605,7.283259954160283,0.0,5.0910401831142975,4.7360874350979785,5.820069853000285,3.495211080189754,3.8921704618021162,2.4784509005215303
2024-10-30,53.96430941968185,13.346176015325497,7.217296892227629,0.0,5.022865119977311,4.743612275161405,5.811522056013141,3.5007643780810547,3.911065104681577,2.4823887388505423
2024-10-31,54.04055423598347,13.365032491940513,7.20330968507937,0.0,5.0299617998477455,4.633211263872711,5.819733009444372,3.5057105200736496,3.9165909502572345,2.4858960435009356
2024-11-01,54.091503920126186,13.37763310630594,7.1540423457050775,0.0,4.996482262190476,4.637579476852725,5.825219880606561,3.509015720144573,3.92028353029556,2.4882397577729045
2024-11-04,54.05775622808894,13.369286800332905,7.155945265370788,0.0,4.9933649566538625,4.69834936125985,5.813945933170483,3.5068264450589304,3.9178376652023195,2.4866873448619207
2024-11-05,54.07565792091865,13.373714155116964,7.123925467761159,0.0,4.995018552583066,4.697357886102035,5.819692332763956,3.507987760921943,3.919135090980467,2.4875108328517554
2024-11-06,54.07703546532755,13.374054842329453,7.136844140506042,0.0,4.995145797634611,4.6821929143241015,5.819840585877143,3.5080771247708977,3.9192349285569263,2.487574200673278
2024-11-07,54.02130099750111,13.360270879822913,7.246549976932602,0.0,4.9785458925222015,4.718084230703178,5.770580540758592,3.504461526948998,3.9151955711633435,2.485010383647062
2024-11-08,54.029550705306114,13.362311155212788,7.269290831057348,0.0,4.986941783231654,4.683171909636482,5.762553570953005,3.504996700724479,3.915793469008548,2.485389874869579
2024-11-11,53.969797346652506,13.347533261255212,7.42142184181114,0.0,4.981426532464838,4.632229638477523,5.7587229285600525,3.501120390035159,3.911462842369742,2.476285218373824
2024-11-12,54.14807400730103,13.391623729900623,7.819626852760956,0.0,4.978750624229815,4.596515421196366,5.14387533916535,3.5126855261362797,3.924383449228973,2.484465050080611
2024-11-13,54.335180482468374,13.437897942950771,8.009181831548862,0.0,4.988275696403735,4.669989485126416,4.570382282434107,3.5453002654718166,3.950741995227527,2.4930500183683906
2024-11-14,54.31849645020066,13.433771733726847,7.973457973453943,0.0,4.9969792628968515,4.713334768290448,4.561302470647564,3.5608439427537144,3.949528889715693,2.4922845083142757
2024-11-15,54.32266649763893,13.434803048455077,7.974070098239591,0.0,4.997362882509618,4.7136966124293815,4.553975612907518,3.5611173098226123,3.949832096245793,2.4924758417514754
2024-11-18,49.55458480761268,12.255585558694486,7.272992161027507,8.753989684781775,4.563396462745508,4.296458137290895,4.177601951184464,3.2485461616125226,3.603142154256179,2.2737029207939865
2024-11-19,49.55169297421828,12.254870365302711,7.24922512425502,8.753478832359079,4.579469985936976,4.319550021141461,4.178525291360447,3.2483565877454454,3.591260582289185,2.2735702353913982
2024-11-20,49.596264665784325,12.265893607281313,7.251073072648835,8.761352576629507,4.589430115707247,4.241662827432233,4.172938427367048,3.251278480807724,3.5944909171051997,2.275615309236571
2024-11-21,49.61771076651581,12.271197546834745,7.236678253252155,8.76514110488196,4.565703567258981,4.2434969802435205,4.174742862811183,3.2526843779307306,3.596045223962906,2.2765993163080083
2024-11-22,49.564419566411985,12.258017840760454,7.294281896531896,8.75572702911461,4.567804419575565,4.270459929666832,4.17376133012821,3.249190878303661,3.5921829424780873,2.2741541670287013
2024-11-25,49.56499820320461,12.258160946241953,7.294367053180919,8.75582924731568,4.567857746129608,4.270509784890768,4.173810056450244,3.2492288107843574,3.591057435299071,2.274180716502793
2024-11-26,49.57483709619904,12.260594250755839,7.296982696129407,8.757567321968455,4.582776595803947,4.2351595569039455,4.175806253671165,3.249873798492269,3.5917702776499962,2.2746321524259403
2024-11-28,49.565576853507906,12.258304055064844,7.315466447341246,8.755931467903459,4.581920564277428,4.234368457878113,4.1738587839099965,3.249266744150745,3.591099359369472,2.274207266596792
2024-11-29,49.99928108957177,12.365565560592225,7.385365945999582,7.996399062516306,4.604347778309278,4.240800150827867,4.213913524978534,3.2776981846886932,3.6225218727982558,2.2941068297174914
2024-12-02,49.93989016221311,12.350877301282212,7.376593345216979,8.057477096550777,4.595349747897068,4.294556364474238,4.201850444196008,3.2738048180132457,3.6182189122613417,2.2913818078950237
2024-12-03,49.87887209151845,12.335786625234213,7.373454584106249,8.129870804440072,4.5979588681123,4.29400849269331,4.217863558817251,3.269804784108943,3.613798062782899,2.2885821281863095
2024-12-04,49.925208730611374,12.34724636497596,7.469674945380897,7.908117314710794,4.656322993466221,4.297997554864219,4.214726314264951,3.272842378140892,3.617155220825339,2.29070818275935
2024-12-05,49.93166749689707,12.348843713901903,7.433006717237039,7.980881280241745,4.659277537272874,4.29855358181752,4.154115390121883,3.2732657819592794,3.6176231679964053,2.3027653325542787
2024-12-06,49.87945809375848,12.335931552300359,7.467529261105732,7.972536334658117,4.649706314718012,4.3140314014873695,4.193241249308991,3.269843199430854,3.6138405195119914,2.3038820737200956
2024-12-09,49.87887209151845,12.335786625234213,7.469791203465221,7.9724426703656555,4.649651688256138,4.313980718657976,4.1920171487453315,3.269804784108943,3.613798062782899,2.3038550068651706
2024-12-10,49.884732733602824,12.33723604915276,7.4741938097394085,8.008628658192878,4.579699518931688,4.308612726238737,4.218359147182472,3.2701889779513826,3.614222674970847,2.304125704037006
2024-12-11,49.882388311510276,12.336656238714383,7.491466341281601,8.008252278388307,4.584183966342086,4.308410235289901,4.200537103235012,3.270035289580882,3.6140528181224227,2.3040174175351336
2024-12-12,49.84900422422406,12.32839985760205,7.5615971650071945,8.002892707563387,4.576419440473859,4.274999339608714,4.214163735084723,3.267846798868396,3.6116340916175145,2.313042639950099
2024-12-13,49.83613108657586,12.3252161392747,7.585468700701703,8.000826019552033,4.575237613909619,4.273895352562209,4.213075458384355,3.267002901536649,3.6107014137532354,2.3124453137496337
2024-12-16,49.83671608495436,12.325360818070962,7.582036210600074,8.000919936759207,4.562379037294896,4.2739455214215605,4.216646444975402,3.2670412510505114,3.6107437977510743,2.324210897121953
2024-12-17,49.87184113847969,12.334047766017447,7.579157351905693,8.00655900696904,4.563245272061712,4.2417176734164,4.194950253367066,3.269343870641597,3.6132886598352068,2.3258490073061475
2024-12-18,49.8659835249302,12.332599091100601,7.567696355455518,8.005618609994446,4.558011170746106,4.2776300002232315,4.185061276538781,3.2689598753344775,3.612864267069091,2.3255758286075423
2024-12-19,49.84900422422406,12.32839985760205,7.563945431646737,8.002892707563387,4.556459174037741,4.276173472928486,4.21886026836381,3.267846798868396,3.6116340916175145,2.3247839731478153
2024-12-20,49.87125531519854,12.333902883210492,7.614308045295138,8.006464957329783,4.570239614067339,4.206428125241664,4.176106458393579,3.2693054670513186,3.6261674476638848,2.3258216865482644
2024-12-23,49.84490750455352,12.327386677920952,7.610285280171174,8.002235009210402,4.567825080741623,4.262907640877979,4.168029968013203,3.2675782387944365,3.62425168330876,2.324592916407951
2024-12-27,49.823264595996804,12.322034064866365,7.603460275014329,7.998760398678967,4.565841708207197,4.307997747175421,4.166220188519658,3.266159439952896,3.6226780150707114,2.3235835665176574
2024-12-30,49.91229620947358,12.344052906526112,7.631154756829341,7.848466400377936,4.574000632706776,4.306290925076233,4.15485502451824,3.2719958990281772,3.6291515545186765,2.327735690944924
2025-01-02,49.94282748475759,12.3516037448171,7.6393517521687455,7.787392075303733,4.576798541900941,4.308925076651524,4.1585728861984705,3.2739973739172936,3.6313715009762273,2.3291595633083673
2025-01-03,49.94341499073058,12.35174904377876,7.639441618221793,7.787483682839562,4.576852381393335,4.30897576499552,4.157445448812083,3.274035887816277,3.6314142188709555,2.329186962541138
2025-01-06,49.952229239298305,12.353928938492373,7.652555509385328,7.7888580545542405,4.577660125808788,4.309736233286925,4.122882234496966,3.2804965283588943,3.632055107916758,2.3295980284014193
2025-01-07,49.95634362009237,12.35494648603189,7.653185822143993,7.781262963059894,4.578037170781359,4.310091210357133,4.123221821092802,3.2807667307525974,3.6323542668933757,2.329789908794585
2025-01-08,49.96927894474072,12.358145584128925,7.655167481249321,7.745614865633567,4.59099223619159,4.311207233369025,4.1242894575327025,3.281616228127356,3.6332948017339035,2.330393167292883
2025-01-09,49.918751635019596,12.345649429237463,7.881406275948278,7.62020513817981,4.602810840060561,4.338593836502953,4.094252035172666,3.240673128169506,3.6296209321958144,2.3280367495133505
2025-01-10,49.93989016221311,12.350877301282212,7.889448821727364,7.576381018815118,4.604759940126617,4.340431051593287,4.09598578161359,3.24204541923852,3.6311579265769702,2.329022576813217
2025-01-13,49.93636583120023,12.350005681825946,7.888892051797222,7.575846342537231,4.604434975489908,4.340124741032437,4.102753868016486,3.2418166233565295,3.6309016704568284,2.3288582142871785
2025-01-14,49.95634362009237,12.35494648603189,7.881458166743059,7.531810710199059,4.606277048463718,4.35951099630126,4.1043952359712295,3.243113560509453,3.6323542668933757,2.329789908794585
2025-01-15,49.99575843879968,12.364694356684488,7.879433391484531,7.467097801498699,4.609911333153597,4.362950586213574,4.107633543309317,3.2456723293017973,3.63522014086524,2.331628078689075
2025-01-16,49.989283082351434,12.3630929047647,7.881945174373878,7.466130677058377,4.604604516444125,4.361208067653313,4.122408216804491,3.2452519559360815,3.634749314000822,2.331326090612772
